id,Country,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-22,2021-05-23,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-29,2021-05-30,2021-05-31,2021-06-01,2021-06-02,2021-06-03,2021-06-04,2021-06-05,2021-06-06,2021-06-07,2021-06-08,2021-06-09,2021-06-10,2021-06-11,2021-06-12,2021-06-13,2021-06-14,2021-06-15,2021-06-16,2021-06-17,2021-06-18,2021-06-19,2021-06-20,2021-06-21,2021-06-22,2021-06-23,2021-06-24,2021-06-25,2021-06-26,2021-06-27,2021-06-28,2021-06-29,2021-06-30,2021-07-01,2021-07-02,2021-07-03,2021-07-04,2021-07-05,2021-07-06,2021-07-07,2021-07-08,2021-07-09,2021-07-10,2021-07-11,2021-07-12,2021-07-13,2021-07-14,2021-07-15,2021-07-16,2021-07-17,2021-07-18,2021-07-19,2021-07-20,2021-07-21,2021-07-22,2021-07-23,2021-07-24,2021-07-25,2021-07-26,2021-07-27,2021-07-28,2021-07-29,2021-07-30,2021-07-31,2021-08-01,2021-08-02,2021-08-03,2021-08-04,2021-08-05,2021-08-06,2021-08-07,2021-08-08,2021-08-09,2021-08-10,2021-08-11,2021-08-12,2021-08-13,2021-08-14,2021-08-15,2021-08-16,2021-08-17,2021-08-18,2021-08-19,2021-08-20,2021-08-21
0,Afghanistan,63819,64116,64420,64730,65046,65371,65704,66047,66397,66757,67125,67503,67892,68291,68704,69125,69559,70007,70469,70944,71437,71942,72466,73005,73562,74138,74732,75346,75980,76636,77312,78012,78735,79483,80255,81054,81879,82732,83615,84527,85470,86445,87453,88495,89573,90688,91840,93032,94265,95538,96854,98217,99625,101080,102584,104140,105749,107410,109129,110904,112741,114639,116599,118625,120718,122881,125117,127427,129813,132278,134824,137454,140170,142975,145871,148865,151953,155141,158434,161833,165341,168962,172700,176557,180537,184642,188879,193250,197759,202409,207204,212144,217227,222455,227827,233343
1,Albania,132071,132118,132162,132204,132246,132285,132324,132361,132398,132433,132469,132502,132535,132567,132598,132628,132659,132689,132717,132747,132774,132802,132829,132855,132882,132907,132932,132956,132980,133003,133026,133048,133070,133092,133113,133134,133154,133173,133193,133213,133232,133251,133269,133286,133304,133321,133338,133355,133371,133385,133402,133417,133432,133448,133462,133476,133489,133502,133516,133529,133542,133554,133565,133577,133590,133602,133614,133624,133635,133646,133656,133667,133677,133687,133697,133707,133717,133726,133735,133743,133752,133760,133768,133776,133785,133793,133800,133808,133816,133823,133831,133838,133845,133852,133859,133868
2,Algeria,125693,125979,126268,126565,126865,127171,127482,127799,128120,128449,128783,129124,129471,129823,130185,130552,130929,131312,131703,132103,132511,132927,133351,133785,134229,134682,135145,135618,136101,136595,137099,137615,138142,138682,139233,139795,140373,140961,141563,142180,142809,143452,144111,144785,145473,146177,146898,147634,148388,149157,149945,150751,151574,152416,153278,154159,155060,155982,156924,157887,158873,159880,160909,161963,163041,164140,165266,166418,167595,168797,170027,171284,172570,173883,175227,176600,178003,179438,180904,182402,183933,185499,187099,188733,190404,192111,193855,195637,197457,199315,201211,203143,205114,207123,209169,211252
3,Andorra,13569,13590,13611,13632,13652,13673,13693,13713,13733,13752,13772,13790,13809,13827,13845,13863,13880,13896,13913,13929,13945,13959,13974,13988,14003,14017,14032,14046,14059,14073,14086,14100,14113,14126,14138,14150,14162,14173,14184,14195,14205,14215,14226,14237,14247,14257,14268,14278,14287,14296,14306,14315,14323,14332,14341,14350,14357,14365,14372,14380,14388,14395,14403,14410,14417,14424,14431,14438,14445,14451,14457,14464,14470,14475,14481,14487,14493,14498,14503,14509,14514,14520,14525,14529,14534,14539,14544,14548,14553,14558,14564,14572,14581,14590,14600,14611
4,Angola,31045,31354,31672,31995,32327,32666,33012,33367,33727,34095,34470,34854,35247,35648,36059,36477,36906,37344,37792,38251,38719,39197,39685,40183,40692,41212,41744,42289,42846,43416,43999,44594,45201,45821,46454,47101,47762,48437,49127,49832,50553,51289,52041,52811,53595,54397,55216,56053,56908,57781,58673,59585,60514,61464,62433,63424,64435,65466,66520,67596,68695,69818,70965,72137,73332,74554,75802,77075,78376,79705,81062,82447,83864,85310,86787,88296,89837,91411,93020,94662,96340,98053,99802,101591,103416,105282,107188,109135,111123,113153,115228,117346,119510,121721,123979,126285
5,Antigua and Barbuda,1251,1253,1256,1259,1262,1266,1269,1272,1277,1281,1286,1291,1297,1303,1309,1316,1324,1333,1342,1351,1362,1374,1387,1401,1416,1433,1452,1471,1493,1517,1544,1572,1603,1638,1675,1716,1762,1810,1865,1924,1988,2059,2137,2220,2313,2414,2524,2645,2775,2919,3074,3244,3429,3629,3848,4083,4340,4616,4916,5239,5587,5962,6363,6794,7254,7745,8266,8821,9406,10025,10674,11356,12066,12806,13573,14364,15179,16011,16860,17721,18591,19464,20337,21207,22069,22919,23753,24567,25360,26126,26866,27576,28254,28901,29514,30094
6,Argentina,3371508,3403944,3437270,3471616,3507126,3543942,3582123,3621547,3662111,3703902,3746951,3791280,3836896,3883777,3931893,3981242,4031844,4083699,4136798,4191135,4246700,4303481,4361471,4420653,4481018,4542550,4605228,4669039,4733961,4799975,4867058,4935189,5004342,5074489,5145607,5217659,5290594,5364383,5438991,5514384,5590529,5667390,5744929,5823111,5901916,5981310,6061248,6141694,6222602,6303931,6385637,6467676,6550000,6632547,6715265,6798112,6881045,6964017,7046987,7129908,7212738,7295430,7377944,7460233,7542262,7623987,7705368,7786366,7866941,7947056,8026671,8105756,8184269,8262181,8339457,8416064,8491974,8567159,8641589,8715239,8788082,8860099,8931264,9001555,9070955,9139445,9207010,9273630,9339295,9403992,9467710,9530439,9592172,9652899,9712616,9771319
7,Armenia,221139,221480,221813,222143,222469,222790,223108,223422,223732,224034,224332,224625,224912,225195,225472,225745,226012,226275,226532,226787,227035,227279,227519,227755,227986,228213,228435,228655,228869,229079,229286,229489,229688,229884,230075,230263,230447,230628,230806,230980,231150,231318,231482,231644,231802,231958,232109,232258,232405,232548,232689,232827,232962,233095,233225,233352,233477,233600,233720,233837,233953,234067,234178,234287,234394,234498,234601,234701,234800,234896,234991,235084,235175,235264,235351,235436,235520,235602,235683,235762,235839,235915,235990,236063,236133,236203,236272,236339,236404,236467,236527,236586,236643,236697,236750,236800
8,Australia,29992,30004,30014,30024,30034,30043,30052,30062,30070,30078,30087,30095,30102,30111,30118,30125,30132,30139,30145,30153,30159,30165,30171,30177,30183,30188,30194,30199,30205,30210,30215,30220,30225,30229,30234,30238,30242,30246,30249,30254,30257,30260,30264,30268,30272,30275,30279,30281,30285,30288,30291,30294,30296,30298,30301,30303,30306,30308,30309,30312,30314,30316,30317,30321,30322,30323,30325,30328,30330,30332,30333,30334,30337,30339,30341,30342,30344,30346,30347,30349,30351,30353,30354,30356,30357,30358,30359,30361,30364,30368,30373,30379,30386,30395,30404,30414
9,Austria,638155,639433,640695,641941,643170,644382,645577,646756,647917,649062,650192,651306,652404,653487,654556,655609,656646,657669,658677,659671,660650,661616,662568,663506,664431,665343,666242,667128,668000,668861,669707,670542,671367,672178,672978,673767,674545,675311,676067,676810,677543,678266,678979,679681,680372,681053,681723,682385,683036,683677,684310,684932,685545,686147,686743,687329,687905,688472,689033,689582,690124,690659,691185,691702,692210,692713,693206,693691,694170,694641,695104,695560,696009,696453,696886,697315,697736,698150,698559,698960,699355,699743,700126,700502,700872,701236,701595,701947,702293,702633,702965,703291,703610,703923,704229,704529
