id,Country,2020-10-03,2020-10-10,2020-10-17,2020-10-24,2020-10-31,2020-11-07,2020-11-14,2020-11-21,2020-11-28,2020-12-05,2020-12-12,2020-12-19,2020-12-26,2021-01-02
0,Washington,89892,94590,99861,105579,111554,117561,123367,128769,133618,137832,141393,144330,146704,148594
1,Illinois,302879,316007,327415,336753,344028,349478,353443,356265,358243,359614,360558,361204,361645,361945
2,California,831822,854859,875886,894482,910469,923882,934907,943816,950917,956515,960890,964286,966907,968923
3,Arizona,219232,220912,221942,222596,223005,223261,223422,223522,223584,223623,223648,223663,223672,223678
4,Massachusetts,133370,137049,141060,145345,149829,154421,159019,163519,167828,171867,175577,178922,181890,184483
5,Wisconsin,129282,145406,160374,173009,182839,190002,194978,198319,200512,201930,202838,203416,203782,204013
6,Texas,782449,808296,831412,851456,868436,882517,893991,903209,910529,916288,920786,924279,926980,929062
7,Nebraska,46377,48835,50838,52364,53466,54232,54750,55095,55320,55467,55563,55624,55664,55689
8,Utah,77259,85504,93454,100362,105853,109905,112736,114639,115884,116684,117194,117515,117717,117844
9,Oregon,34706,37072,39640,42355,45143,47925,50620,53156,55480,57556,59370,60925,62235,63323
10,Florida,716249,732118,745827,757302,766634,774049,779835,784283,787666,790217,792127,793552,794610,795394
11,New York,460797,467003,473245,479391,485312,490901,496072,500772,504972,508671,511885,514646,516996,518977
12,Rhode Island,24598,24884,25078,25208,25294,25352,25389,25414,25431,25442,25449,25453,25457,25459
13,Georgia,322709,330063,335973,340625,344219,346957,349021,350564,351711,352559,353185,353645,353983,354231
14,New Hampshire,8336,8526,8692,8836,8961,9070,9163,9243,9311,9370,9420,9463,9499,9530
15,North Carolina,220360,235789,250965,264576,275800,284425,290697,295076,298048,300025,301323,302169,302716,303069
16,New Jersey,206670,210940,215665,220776,226259,232025,237980,244024,250034,255898,261509,266779,271640,276049
17,Colorado,73462,79395,86315,94069,102426,111037,119516,127494,134684,140917,146138,150388,153767,156404
18,Maryland,126153,128880,131160,133024,134523,135711,136641,137364,137921,138349,138676,138924,139113,139257
19,Nevada,81391,84504,87460,90068,92222,93907,95169,96083,96729,97179,97488,97698,97841,97937
20,Tennessee,199597,207120,213291,218178,221937,224763,226851,228375,229477,230267,230833,231235,231521,231724
