id,Country,2020-08-01,2020-08-08,2020-08-15,2020-08-22,2020-08-29,2020-09-05,2020-09-12,2020-09-19,2020-09-26,2020-10-03,2020-10-10,2020-10-17,2020-10-24,2020-10-31
0,"Afghanistan",36698,37198,37588,37892,38128,38312,38456,38568,38655,38722,38775,38816,38848,38873
1,"Albania",5343,6040,6760,7499,8253,9019,9793,10570,11346,12118,12881,13631,14364,15077
2,"Algeria",31066,35541,40167,44929,49811,54793,59856,64977,70134,75302,80459,85580,90642,95624
3,"Andorra",909,919,926,932,936,939,942,943,944,945,946,946,947,947
4,"Angola",1117,1323,1520,1708,1888,2059,2222,2378,2527,2668,2803,2932,3055,3172
5,"Antigua and Barbuda",87,94,103,114,128,144,164,187,216,249,288,332,382,437
6,"Argentina",193945,233689,275553,317997,359377,398202,433334,464092,490250,511949,529580,543665,554766,563421
7,"Armenia",39299,41225,42765,43967,44888,45584,46104,46490,46774,46983,47136,47247,47328,47387
8,"Australia",17591,21311,25814,31241,37752,45515,54701,65480,77999,92367,108636,126774,146653,168031
9,"Austria",21187,22034,22895,23768,24649,25534,26422,27307,28188,29060,29921,30767,31597,32406
10,"Azerbaijan",32044,33967,35524,36777,37781,38583,39222,39729,40131,40450,40702,40901,41058,41183
11,"Bahamas",560,1006,1776,2986,4627,6445,8051,9202,9906,10296,10500,10603,10654,10679
12,"Bahrain",41200,42996,44190,44935,45381,45642,45792,45878,45927,45954,45970,45979,45984,45987
13,"Bangladesh",238818,255544,271035,285356,298576,310760,321976,332288,341757,350444,358405,365694,372363,378461
14,"Barbados",114,120,127,135,144,155,168,183,201,221,245,273,306,343
15,"Belarus",67946,68783,69509,70138,70680,71146,71548,71892,72187,72439,72655,72839,72996,73131
16,"Belgium",67972,70657,73845,77585,81910,86831,92325,98330,104746,111432,118223,124942,131418,137503
17,"Benin",1888,1983,2047,2090,2119,2139,2153,2162,2168,2172,2175,2177,2178,2179
18,"Bhutan",101,110,120,132,147,163,183,207,234,266,304,349,401,462
19,"Bolivia",77530,85665,92407,97863,102192,105574,108184,110181,111696,112840,113701,114345,114828,115188
20,"Bosnia and Herzegovina",10915,12101,13132,14017,14771,15408,15943,16390,16762,17069,17323,17533,17705,17846
21,"Brazil",2677529,2975643,3251560,3491257,3688174,3842602,3959332,4045124,4106883,4150677,4181402,4202796,4217615,4227842
22,"Brunei",141,141,141,141,141,141,141,141,141,141,141,141,141,141
23,"Bulgaria",11781,13348,14894,16414,17902,19353,20762,22125,23439,24701,25909,27061,28157,29197
24,"Burkina Faso",1110,1138,1165,1191,1216,1240,1263,1285,1306,1326,1346,1364,1382,1399
25,"Cabo Verde",2503,2667,2782,2861,2916,2953,2979,2997,3009,3017,3022,3026,3029,3030
26,"Cambodia",276,365,506,724,1065,1598,2428,3719,5726,8830,13608,20897,31877,48093
27,"Cameroon",16989,17190,17295,17351,17382,17398,17406,17411,17414,17415,17416,17416,17416,17416
28,"Canada",118975,123192,128036,133571,139880,147039,155129,164223,174388,185678,198127,211749,226526,242407
29,"Central African Republic",4681,4742,4779,4802,4816,4824,4830,4833,4835,4836,4837,4837,4837,4838
30,"Chad",941,984,1049,1147,1293,1512,1839,2330,3063,4157,5788,8213,11801,17079
31,"Chile",357804,370266,380976,389968,397374,403377,408180,411984,414973,417305,419116,420518,421598,422430
32,"China",87664,89620,92711,97598,105322,117530,136814,167260,215280,290905,409717,595681,885040,1331181
33,"Colombia",276996,314140,345635,371690,392811,409652,422905,433225,441197,447316,451990,455547,458247,460291
34,"Congo (Brazzaville)",3276,3438,3529,3580,3608,3624,3633,3638,3641,3642,3643,3644,3644,3644
35,"Congo (Kinshasa)",9181,9566,9925,10259,10570,10860,11130,11381,11615,11833,12036,12224,12400,12563
36,"Costa Rica",18911,23432,28048,32591,36898,40841,44336,47346,49873,51950,53629,54967,56020,56843
37,"Cote d'Ivoire",16795,18106,19340,20496,21579,22593,23541,24427,25255,26027,26748,27420,28046,28629
38,"Croatia",5296,5751,6151,6501,6807,7074,7306,7507,7682,7832,7963,8075,8172,8256
39,"Diamond Princess",712,712,712,712,712,712,712,712,712,712,712,712,712,712
40,"Cuba",2523,2557,2589,2621,2651,2680,2708,2734,2760,2785,2809,2832,2855,2876
41,"Cyprus",1073,1091,1108,1125,1142,1158,1173,1189,1204,1218,1232,1246,1259,1272
42,"Czechia",16535,18224,20259,22693,25577,28957,32869,37332,42338,47848,53790,60054,66504,72984
43,"Denmark",13898,14194,14526,14894,15303,15756,16258,16812,17424,18096,18834,19641,20522,21479
44,"Djibouti",5069,5083,5091,5096,5099,5101,5101,5102,5102,5103,5103,5103,5103,5103
45,"Dominican Republic",72106,83989,96989,110868,125440,140337,155211,169703,183469,196242,207827,218116,227085,234772
46,"Ecuador",86116,92195,97957,103355,108358,112952,117130,120900,124276,127279,129935,132272,134318,136102
47,"Egypt",95376,98625,101314,103537,105374,106891,108143,109176,110028,110730,111309,111786,112179,112502
48,"El Salvador",17097,20280,23759,27483,31378,35355,39318,43170,46825,50216,53295,56037,58436,60504
49,"Equatorial Guinea",3071,3071,3071,3071,3071,3071,3071,3071,3071,3071,3071,3071,3071,3071
50,"Eritrea",272,280,285,290,293,296,297,299,300,301,301,302,302,302
51,"Estonia",2043,2052,2061,2070,2078,2086,2093,2100,2106,2113,2118,2124,2129,2134
52,"Eswatini",2570,2967,3333,3667,3969,4240,4482,4697,4885,5051,5195,5321,5429,5523
53,"Ethiopia",18302,25257,35023,48684,67689,93928,129772,178037,241777,323818,425981,548060,686901,836134
54,"Fiji",28,30,34,40,53,75,116,191,326,569,1000,1748,2996,4950
55,"Finland",7461,7564,7698,7875,8106,8407,8800,9311,9972,10824,11915,13301,15042,17203
56,"France",222064,227331,232898,238764,244927,251378,258105,265093,272323,279772,287415,295220,303157,311190
57,"Gabon",7610,8531,9770,11355,13392,15958,19098,22850,27165,31923,36928,41918,46632,50850
58,"Gambia",499,1011,2066,4183,8211,15155,25263,36781,46649,53182,56785,58570,59408,59791
59,"Georgia",1234,1409,1669,2055,2623,3457,4668,6402,8837,12162,16534,22001,28423,35428
60,"Germany",210007,214228,218821,223808,229212,235052,241346,248111,255358,263096,271328,280052,289261,298940
61,"Ghana",37149,42718,48838,55615,63051,71174,79990,89495,99671,110480,121869,133766,146082,158713
62,"Greece",4335,4484,4616,4733,4837,4930,5011,5084,5149,5206,5256,5301,5341,5376
63,"Guatemala",50207,54539,57572,59679,61134,62138,62828,63302,63628,63851,64004,64109,64180,64230
64,"Guinea",7389,7820,8237,8640,9030,9407,9770,10121,10459,10785,11099,11402,11693,11973
65,"Guyana",405,450,500,556,619,688,765,849,943,1046,1159,1282,1417,1563
66,"Haiti",7517,7714,7875,8007,8116,8205,8277,8337,8386,8426,8459,8486,8508,8526
67,"Holy See",12,12,12,12,12,12,12,12,12,12,12,12,12,12
68,"Honduras",44346,50497,56748,63028,69241,75296,81115,86628,91784,96546,100895,104824,108342,111464
69,"Hungary",4549,4716,4931,5206,5561,6015,6597,7341,8292,9503,11041,12989,15442,18514
70,"Iceland",1855,1866,1881,1898,1920,1947,1980,2021,2070,2130,2202,2288,2390,2507
71,"India",1723818,2102006,2526839,2998268,3514352,4070973,4661740,5278118,5909823,6545454,7173293,7782161,8362185,8905392
72,"Indonesia",109337,122041,135166,148716,162686,177076,191883,207102,222726,238749,255159,271947,289099,306601
73,"Iran",305841,323019,340133,357046,373626,389753,405320,420235,434423,447830,460418,472165,483067,493131
74,"Iraq",125095,143318,161917,180540,198831,216460,233142,248656,262852,275649,287032,297036,305735,313232
75,"Ireland",25976,26076,26164,26242,26312,26373,26428,26476,26519,26556,26590,26619,26645,26668
76,"Israel",70971,80331,88247,94696,99791,103718,106689,108904,110538,111734,112604,113234,113689,114017
77,"Italy",247625,249567,251704,254055,256650,259501,262639,266088,269873,274026,278577,283559,289005,294950
78,"Jamaica",905,1013,1175,1417,1777,2311,3096,4237,5867,8139,11204,15154,19954,25386
79,"Japan",35133,41144,47953,55651,64332,74098,85053,97302,110949,126093,142823,161215,181325,203183
80,"Jordan",1168,1168,1168,1168,1168,1168,1168,1168,1168,1168,1168,1168,1168,1168
81,"Kazakhstan",93086,104467,115281,125322,134442,142561,149660,155770,160958,165312,168931,171915,174358,176349
82,"Kenya",21832,27841,35253,44341,55403,68749,84679,103450,125236,150082,177854,208206,240570,274183
83,"Korea, South",14503,14910,15346,15813,16311,16843,17411,18016,18661,19347,20077,20852,21674,22545
84,"Kuwait",67224,70776,73754,76159,78044,79487,80571,81375,81965,82394,82705,82930,83091,83207
85,"Kyrgyzstan",39489,43990,46453,47774,48477,48849,49046,49151,49206,49235,49250,49258,49262,49264
86,"Latvia",1239,1262,1284,1304,1324,1342,1360,1377,1393,1408,1422,1436,1448,1461
87,"Lebanon",4566,5731,7167,8922,11040,13562,16517,19911,23725,27904,32358,36968,41594,46097
88,"Liberia",1208,1251,1283,1308,1327,1341,1352,1361,1367,1372,1376,1379,1381,1383
89,"Liechtenstein",86,86,86,86,86,86,86,86,86,86,86,86,86,86
90,"Lithuania",2090,2210,2364,2561,2814,3136,3545,4060,4705,5506,6488,7678,9095,10749
91,"Luxembourg",6850,7475,8024,8487,8864,9162,9391,9565,9695,9791,9862,9913,9951,9978
92,"Madagascar",11101,13063,14877,16550,18089,19502,20797,21981,23062,24048,24946,25763,26504,27178
93,"Malaysia",9013,9188,9422,9731,10142,10688,11411,12368,13634,15306,17509,20403,24192,29127
94,"Maldives",3582,3929,4294,4670,5049,5422,5782,6121,6435,6720,6974,7197,7390,7556
95,"Malta",729,801,954,1278,1938,3178,5184,7744,10150,11822,12749,13198,13401,13491
96,"Mauritania",6431,6676,6870,7025,7147,7245,7322,7383,7432,7471,7501,7525,7545,7560
97,"Mauritius",345,346,346,347,348,349,350,351,352,352,353,354,355,356
98,"Mexico",431216,479745,528871,577873,626042,672713,717302,759333,798454,834437,867175,896666,922994,946311
99,"Moldova",24762,26828,28900,30930,32871,34686,36348,37838,39152,40293,41270,42096,42788,43364
100,"Monaco",123,137,162,204,272,374,507,653,786,887,953,993,1015,1027
101,"Mongolia",304,318,332,344,355,365,375,383,391,398,404,410,415,420
102,"Montenegro",3286,3652,3876,4012,4094,4143,4172,4189,4200,4206,4209,4212,4213,4214
103,"Morocco",23147,27546,33421,41215,51461,64773,81804,103170,129322,160377,195952,235054,276114,317202
104,"Namibia",2259,2876,3551,4282,5065,5893,6759,7652,8561,9473,10376,11257,12107,12915
105,"Nepal",19351,20198,21014,21802,22563,23297,24005,24687,25344,25977,26586,27173,27736,28279
106,"Netherlands",54112,55771,57969,60857,64643,69575,75951,84115,94441,107296,122990,141697,163367,187649
107,"New Zealand",1558,1559,1559,1559,1559,1559,1559,1559,1559,1559,1559,1559,1559,1559
108,"Nicaragua",3633,3859,4083,4305,4526,4744,4960,5174,5384,5592,5796,5996,6193,6386
109,"Niger",1169,1234,1348,1550,1903,2524,3612,5516,8832,14566,24354,40702,67031,107033
110,"Nigeria",43925,47841,51726,55574,59386,63160,66895,70590,74245,77858,81428,84956,88439,91878
111,"North Macedonia",10865,11674,12380,12988,13505,13940,14305,14608,14859,15065,15234,15372,15485,15577
112,"Norway",9188,9287,9406,9550,9721,9927,10174,10468,10819,11236,11730,12314,13001,13803
113,"Oman",83174,89970,95003,98515,100862,102386,103358,103969,104352,104589,104737,104828,104884,104919
114,"Pakistan",279318,284597,288347,291007,292893,294231,295178,295850,296326,296663,296902,297071,297191,297276
115,"Panama",65925,71901,77148,81657,85442,88566,91107,93147,94769,96048,97050,97831,98438,98908
116,"Papua New Guinea",127,318,828,2187,5781,15094,38006,87741,170636,260256,319423,346425,356623,360192
