forecast_date,target,target_end_date,location,type,quantile,value
2020-11-29,1 wk ahead cum death,2020-12-05,53,point,NA,2792.0
2020-11-29,1 wk ahead cum death,2020-12-05,53,quantile,0.01,2703.0
2020-11-29,1 wk ahead cum death,2020-12-05,53,quantile,0.025,2715.6303675960603
2020-11-29,1 wk ahead cum death,2020-12-05,53,quantile,0.05,2739.1503675960603
2020-11-29,1 wk ahead cum death,2020-12-05,53,quantile,0.1,2750.1183478916273
2020-11-29,1 wk ahead cum death,2020-12-05,53,quantile,0.15,2755.438727384421
2020-11-29,1 wk ahead cum death,2020-12-05,53,quantile,0.2,2772.1503675960607
2020-11-29,1 wk ahead cum death,2020-12-05,53,quantile,0.25,2772.996578434333
2020-11-29,1 wk ahead cum death,2020-12-05,53,quantile,0.3,2774.1503675960607
2020-11-29,1 wk ahead cum death,2020-12-05,53,quantile,0.35,2776.1503675960607
2020-11-29,1 wk ahead cum death,2020-12-05,53,quantile,0.4,2779.1503675960607
2020-11-29,1 wk ahead cum death,2020-12-05,53,quantile,0.45,2788.1503675960607
2020-11-29,1 wk ahead cum death,2020-12-05,53,quantile,0.5,2792.0
2020-11-29,1 wk ahead cum death,2020-12-05,53,quantile,0.55,2794.979201413957
2020-11-29,1 wk ahead cum death,2020-12-05,53,quantile,0.6,2795.1503675960607
2020-11-29,1 wk ahead cum death,2020-12-05,53,quantile,0.65,2796.210903994528
2020-11-29,1 wk ahead cum death,2020-12-05,53,quantile,0.7,2807.6836282285576
2020-11-29,1 wk ahead cum death,2020-12-05,53,quantile,0.75,2811.2167134545643
2020-11-29,1 wk ahead cum death,2020-12-05,53,quantile,0.8,2816.2636680886712
2020-11-29,1 wk ahead cum death,2020-12-05,53,quantile,0.85,2827.283372522169
2020-11-29,1 wk ahead cum death,2020-12-05,53,quantile,0.9,2846.337312862333
2020-11-29,1 wk ahead cum death,2020-12-05,53,quantile,0.95,2870.415604207409
2020-11-29,1 wk ahead cum death,2020-12-05,53,quantile,0.975,2875.894262081168
2020-11-29,1 wk ahead cum death,2020-12-05,53,quantile,0.99,2892.3090442370894
2020-11-29,1 wk ahead cum death,2020-12-05,17,point,NA,13844.0
2020-11-29,1 wk ahead cum death,2020-12-05,17,quantile,0.01,13341.127994334816
2020-11-29,1 wk ahead cum death,2020-12-05,17,quantile,0.025,13383.750632221158
2020-11-29,1 wk ahead cum death,2020-12-05,17,quantile,0.05,13435.598007068533
2020-11-29,1 wk ahead cum death,2020-12-05,17,quantile,0.1,13505.78776351092
2020-11-29,1 wk ahead cum death,2020-12-05,17,quantile,0.15,13573.638377366648
2020-11-29,1 wk ahead cum death,2020-12-05,17,quantile,0.2,13593.511041950169
2020-11-29,1 wk ahead cum death,2020-12-05,17,quantile,0.25,13708.417661690024
2020-11-29,1 wk ahead cum death,2020-12-05,17,quantile,0.3,13719.840713344773
2020-11-29,1 wk ahead cum death,2020-12-05,17,quantile,0.35,13776.195708296646
2020-11-29,1 wk ahead cum death,2020-12-05,17,quantile,0.4,13822.329895379851
2020-11-29,1 wk ahead cum death,2020-12-05,17,quantile,0.45,13827.343037432656
2020-11-29,1 wk ahead cum death,2020-12-05,17,quantile,0.5,13844.0
2020-11-29,1 wk ahead cum death,2020-12-05,17,quantile,0.55,13856.32512647105
2020-11-29,1 wk ahead cum death,2020-12-05,17,quantile,0.6,13867.31775178066
2020-11-29,1 wk ahead cum death,2020-12-05,17,quantile,0.65,13868.61156444259
2020-11-29,1 wk ahead cum death,2020-12-05,17,quantile,0.7,13869.94669836281
2020-11-29,1 wk ahead cum death,2020-12-05,17,quantile,0.75,13878.45354659074
2020-11-29,1 wk ahead cum death,2020-12-05,17,quantile,0.8,13889.281292340049
2020-11-29,1 wk ahead cum death,2020-12-05,17,quantile,0.85,13904.67867530012
2020-11-29,1 wk ahead cum death,2020-12-05,17,quantile,0.9,13927.23159716219
2020-11-29,1 wk ahead cum death,2020-12-05,17,quantile,0.95,13934.960332029228
2020-11-29,1 wk ahead cum death,2020-12-05,17,quantile,0.975,13974.73424724888
2020-11-29,1 wk ahead cum death,2020-12-05,17,quantile,0.99,14022.57201808917
2020-11-29,1 wk ahead cum death,2020-12-05,06,point,NA,19794.0
2020-11-29,1 wk ahead cum death,2020-12-05,06,quantile,0.01,19612.086007803508
2020-11-29,1 wk ahead cum death,2020-12-05,06,quantile,0.025,19626.35491770816
2020-11-29,1 wk ahead cum death,2020-12-05,06,quantile,0.05,19635.313963573288
2020-11-29,1 wk ahead cum death,2020-12-05,06,quantile,0.1,19646.72304697544
2020-11-29,1 wk ahead cum death,2020-12-05,06,quantile,0.15,19659.07613955841
2020-11-29,1 wk ahead cum death,2020-12-05,06,quantile,0.2,19725.336764876207
2020-11-29,1 wk ahead cum death,2020-12-05,06,quantile,0.25,19737.550236451818
2020-11-29,1 wk ahead cum death,2020-12-05,06,quantile,0.3,19757.352562773234
2020-11-29,1 wk ahead cum death,2020-12-05,06,quantile,0.35,19762.313963573288
2020-11-29,1 wk ahead cum death,2020-12-05,06,quantile,0.4,19778.513135633224
2020-11-29,1 wk ahead cum death,2020-12-05,06,quantile,0.45,19788.893223670904
2020-11-29,1 wk ahead cum death,2020-12-05,06,quantile,0.5,19794.0
2020-11-29,1 wk ahead cum death,2020-12-05,06,quantile,0.55,19795.343292864683
2020-11-29,1 wk ahead cum death,2020-12-05,06,quantile,0.6,19806.19835324465
2020-11-29,1 wk ahead cum death,2020-12-05,06,quantile,0.65,19848.14150298241
2020-11-29,1 wk ahead cum death,2020-12-05,06,quantile,0.7,19860.0805773179
2020-11-29,1 wk ahead cum death,2020-12-05,06,quantile,0.75,19874.29753749066
2020-11-29,1 wk ahead cum death,2020-12-05,06,quantile,0.8,19900.578029442724
2020-11-29,1 wk ahead cum death,2020-12-05,06,quantile,0.85,19916.05019849725
2020-11-29,1 wk ahead cum death,2020-12-05,06,quantile,0.9,19928.60510753056
2020-11-29,1 wk ahead cum death,2020-12-05,06,quantile,0.95,19967.735196032103
2020-11-29,1 wk ahead cum death,2020-12-05,06,quantile,0.975,20015.839174411256
2020-11-29,1 wk ahead cum death,2020-12-05,06,quantile,0.99,20076.544908116208
2020-11-29,1 wk ahead cum death,2020-12-05,04,point,NA,6846.0
2020-11-29,1 wk ahead cum death,2020-12-05,04,quantile,0.01,6624.0
2020-11-29,1 wk ahead cum death,2020-12-05,04,quantile,0.025,6684.934305814194
2020-11-29,1 wk ahead cum death,2020-12-05,04,quantile,0.05,6763.684305814194
2020-11-29,1 wk ahead cum death,2020-12-05,04,quantile,0.1,6785.014421644311
2020-11-29,1 wk ahead cum death,2020-12-05,04,quantile,0.15,6797.402510544711
2020-11-29,1 wk ahead cum death,2020-12-05,04,quantile,0.2,6807.434305814194
2020-11-29,1 wk ahead cum death,2020-12-05,04,quantile,0.25,6817.842469079499
2020-11-29,1 wk ahead cum death,2020-12-05,04,quantile,0.3,6821.035798184033
2020-11-29,1 wk ahead cum death,2020-12-05,04,quantile,0.35,6821.752843219306
2020-11-29,1 wk ahead cum death,2020-12-05,04,quantile,0.4,6822.434305814194
2020-11-29,1 wk ahead cum death,2020-12-05,04,quantile,0.45,6831.09306895279
2020-11-29,1 wk ahead cum death,2020-12-05,04,quantile,0.5,6846.0
2020-11-29,1 wk ahead cum death,2020-12-05,04,quantile,0.55,6848.8859745118625
2020-11-29,1 wk ahead cum death,2020-12-05,04,quantile,0.6,6849.434305814194
2020-11-29,1 wk ahead cum death,2020-12-05,04,quantile,0.65,6851.0726313050245
2020-11-29,1 wk ahead cum death,2020-12-05,04,quantile,0.7,6852.434305814194
2020-11-29,1 wk ahead cum death,2020-12-05,04,quantile,0.75,6861.897430897096
2020-11-29,1 wk ahead cum death,2020-12-05,04,quantile,0.8,6870.961128699885
2020-11-29,1 wk ahead cum death,2020-12-05,04,quantile,0.85,6873.434305814194
2020-11-29,1 wk ahead cum death,2020-12-05,04,quantile,0.9,6884.568273963923
2020-11-29,1 wk ahead cum death,2020-12-05,04,quantile,0.95,6904.594263441313
2020-11-29,1 wk ahead cum death,2020-12-05,04,quantile,0.975,6912.434305814194
2020-11-29,1 wk ahead cum death,2020-12-05,04,quantile,0.99,7047.413897650929
2020-11-29,1 wk ahead cum death,2020-12-05,25,point,NA,10888.0
2020-11-29,1 wk ahead cum death,2020-12-05,25,quantile,0.01,10742.897850529376
2020-11-29,1 wk ahead cum death,2020-12-05,25,quantile,0.025,10806.030379438374
2020-11-29,1 wk ahead cum death,2020-12-05,25,quantile,0.05,10811.983320614847
2020-11-29,1 wk ahead cum death,2020-12-05,25,quantile,0.1,10830.286478509584
2020-11-29,1 wk ahead cum death,2020-12-05,25,quantile,0.15,10843.983320614847
2020-11-29,1 wk ahead cum death,2020-12-05,25,quantile,0.2,10848.734086533537
2020-11-29,1 wk ahead cum death,2020-12-05,25,quantile,0.25,10860.491408908736
2020-11-29,1 wk ahead cum death,2020-12-05,25,quantile,0.3,10863.204244478276
2020-11-29,1 wk ahead cum death,2020-12-05,25,quantile,0.35,10867.442586842504
2020-11-29,1 wk ahead cum death,2020-12-05,25,quantile,0.4,10875.537229506832
2020-11-29,1 wk ahead cum death,2020-12-05,25,quantile,0.45,10885.646056306767
2020-11-29,1 wk ahead cum death,2020-12-05,25,quantile,0.5,10888.0
2020-11-29,1 wk ahead cum death,2020-12-05,25,quantile,0.55,10890.27440656968
2020-11-29,1 wk ahead cum death,2020-12-05,25,quantile,0.6,10891.707935211807
2020-11-29,1 wk ahead cum death,2020-12-05,25,quantile,0.65,10891.983320614847
2020-11-29,1 wk ahead cum death,2020-12-05,25,quantile,0.7,10898.830103121109
2020-11-29,1 wk ahead cum death,2020-12-05,25,quantile,0.75,10902.86143927308
2020-11-29,1 wk ahead cum death,2020-12-05,25,quantile,0.8,10923.113622320141
2020-11-29,1 wk ahead cum death,2020-12-05,25,quantile,0.85,10941.255305685992
2020-11-29,1 wk ahead cum death,2020-12-05,25,quantile,0.9,10955.429593364786
2020-11-29,1 wk ahead cum death,2020-12-05,25,quantile,0.95,11284.307259783198
2020-11-29,1 wk ahead cum death,2020-12-05,25,quantile,0.975,11308.983320614849
2020-11-29,1 wk ahead cum death,2020-12-05,25,quantile,0.99,11308.983320614849
2020-11-29,1 wk ahead cum death,2020-12-05,55,point,NA,3883.0
2020-11-29,1 wk ahead cum death,2020-12-05,55,quantile,0.01,3733.180646672911
2020-11-29,1 wk ahead cum death,2020-12-05,55,quantile,0.025,3784.400299852105
2020-11-29,1 wk ahead cum death,2020-12-05,55,quantile,0.05,3795.21832382466
2020-11-29,1 wk ahead cum death,2020-12-05,55,quantile,0.1,3807.171140391824
2020-11-29,1 wk ahead cum death,2020-12-05,55,quantile,0.15,3816.141115873496
2020-11-29,1 wk ahead cum death,2020-12-05,55,quantile,0.2,3820.837053616798
2020-11-29,1 wk ahead cum death,2020-12-05,55,quantile,0.25,3828.218199218454
2020-11-29,1 wk ahead cum death,2020-12-05,55,quantile,0.3,3850.725505743975
2020-11-29,1 wk ahead cum death,2020-12-05,55,quantile,0.35,3870.447524713695
2020-11-29,1 wk ahead cum death,2020-12-05,55,quantile,0.4,3877.0764371569408
2020-11-29,1 wk ahead cum death,2020-12-05,55,quantile,0.45,3880.848018730786
2020-11-29,1 wk ahead cum death,2020-12-05,55,quantile,0.5,3883.0
2020-11-29,1 wk ahead cum death,2020-12-05,55,quantile,0.55,3892.174566510777
2020-11-29,1 wk ahead cum death,2020-12-05,55,quantile,0.6,3905.6472426619603
2020-11-29,1 wk ahead cum death,2020-12-05,55,quantile,0.65,3922.4321749710807
2020-11-29,1 wk ahead cum death,2020-12-05,55,quantile,0.7,3928.390868106158
2020-11-29,1 wk ahead cum death,2020-12-05,55,quantile,0.75,3947.656143405628
2020-11-29,1 wk ahead cum death,2020-12-05,55,quantile,0.8,3951.180646672915
