id,Country,2020-11-14,2020-11-21,2020-11-28,2020-12-05,2020-12-12,2020-12-19,2020-12-26,2021-01-02,2021-01-09,2021-01-16,2021-01-23,2021-01-30,2021-02-06,2021-02-13
0,"Afghanistan",42649,43244,43825,44389,44938,45472,45991,46495,46985,47462,47925,48374,48811,49235
1,"Albania",26555,29740,33222,36958,40880,44904,48940,52893,56677,60219,63468,66390,68975,71225
2,"Algeria",65095,69714,75443,82523,91230,101875,114797,130348,148868,170649,195894,224659,256804,291953
3,"Andorra",5434,5446,5447,5447,5447,5447,5447,5447,5447,5447,5447,5447,5447,5447
4,"Angola",13838,15255,16590,17845,19024,20131,21169,22141,23052,23903,24699,25443,26137,26785
5,"Antigua and Barbuda",135,138,141,144,147,149,151,153,155,157,158,160,161,162
6,"Argentina",1299334,1350313,1390765,1422414,1446827,1465469,1479593,1490231,1498206,1504166,1508608,1511912,1514367,1516189
7,"Armenia",118705,131506,141911,149792,155444,159339,161951,163670,164787,165507,165970,166265,166454,166574
8,"Australia",27710,27750,27781,27804,27822,27836,27846,27854,27861,27865,27869,27872,27874,27875
9,"Austria",195274,249202,301887,346792,380796,404261,419434,428831,434498,437859,439834,440987,441658,442049
10,"Azerbaijan",72642,81786,90238,97323,102786,106730,109443,111249,112423,113176,113654,113956,114145,114264
11,"Bahamas",7121,7202,7234,7247,7251,7253,7254,7254,7254,7254,7254,7254,7254,7254
12,"Bahrain",84634,85683,86417,86898,87201,87386,87497,87563,87603,87626,87639,87647,87652,87655
13,"Bangladesh",429884,441276,452928,464823,476945,489276,501794,514478,527304,540249,553287,566393,579539,592698
14,"Barbados",247,252,257,262,267,271,276,280,284,288,291,295,298,302
15,"Belarus",112168,119032,125734,132146,138162,143703,148720,153194,157127,160544,163481,165983,168097,169871
16,"Belgium",546677,571115,581164,585084,586582,587149,587364,587445,587475,587487,587491,587493,587493,587493
17,"Benin",2841,2934,3030,3124,3219,3314,3408,3503,3598,3693,3788,3883,3978,4073
18,"Bhutan",367,374,380,385,390,393,396,399,401,403,404,406,407,408
19,"Bolivia",143093,143650,144116,144506,144833,145106,145333,145523,145682,145814,145924,146016,146092,146156
20,"Bosnia and Herzegovina",72533,82765,91173,97553,102104,105210,107264,108596,109447,109987,110327,110541,110675,110759
21,"Brazil",5762689,5850606,5920406,5975168,6017726,6050556,6075736,6094964,6109598,6120706,6129122,6135489,6140300,6143932
22,"Brunei",148,148,148,148,148,148,148,148,148,148,148,148,148,148
23,"Bulgaria",97466,121641,144602,164330,179851,191228,199139,204440,207903,210128,211543,212436,212998,213350
24,"Burkina Faso",2633,2701,2769,2836,2902,2968,3033,3097,3161,3224,3287,3348,3410,3470
25,"Cabo Verde",9755,10182,10564,10904,11202,11462,11686,11879,12044,12183,12302,12401,12485,12555
26,"Cambodia",299,302,306,309,313,316,320,323,327,330,334,337,341,345
27,"Cameroon",22919,23782,25070,26990,29845,34075,40310,49427,62606,81343,107359,142317,187263,241859
28,"Canada",289212,316762,345361,374401,403237,431237,457840,482596,505191,525450,543328,558883,572251,583618
29,"Central African Republic",4885,4892,4898,4905,4911,4917,4922,4928,4933,4938,4943,4948,4952,4957
30,"Chad",1596,1646,1695,1741,1786,1829,1870,1910,1947,1984,2019,2052,2084,2115
31,"Chile",529960,540054,550237,560507,570850,581259,591721,602227,612766,623327,633900,644472,655034,665574
32,"China",91903,92213,92558,92942,93369,93844,94372,94959,95612,96338,97145,98043,99041,100151
33,"Colombia",1201265,1263856,1322431,1375638,1422669,1463244,1497521,1525966,1549223,1568007,1583031,1594952,1604351,1611726
34,"Congo (Brazzaville)",5494,5671,5949,6379,7047,8081,9676,12119,15827,21377,29509,41059,56756,76845
35,"Congo (Kinshasa)",11795,12056,12335,12633,12951,13291,13654,14041,14454,14894,15365,15866,16401,16972
36,"Costa Rica",122828,128992,134814,140309,145481,150336,154884,159136,163101,166794,170227,173413,176365,179096
37,"Cote d'Ivoire",20991,21157,21321,21480,21636,21787,21934,22078,22218,22354,22487,22616,22742,22865
38,"Croatia",80206,93537,103906,111354,116402,119688,121772,123071,123873,124364,124664,124847,124958,125025
39,"Diamond Princess",712,712,712,712,712,712,712,712,712,712,712,712,712,712
40,"Cuba",7660,8061,8467,8880,9298,9721,10150,10583,11020,11461,11906,12353,12804,13256
41,"Cyprus",7575,9694,12254,15230,18537,22032,25534,28859,31857,34436,36566,38267,39588,40593
42,"Czechia",461902,486639,495883,499183,500300,500675,500801,500843,500857,500861,500863,500863,500864,500864
43,"Denmark",62893,71221,79382,87056,93993,100047,105166,109382,112778,115465,117562,119179,120417,121357
44,"Djibouti",5640,5674,5706,5737,5766,5793,5820,5844,5868,5890,5911,5931,5950,5968
45,"Dominican Republic",132259,134676,136881,138892,140719,142375,143874,145226,146444,147540,148525,149408,150199,150907
46,"Ecuador",178923,183685,187837,191435,194535,197191,199457,201384,203017,204396,205560,206539,207361,208051
47,"Egypt",110436,112068,113874,115872,118081,120521,123216,126190,129468,133079,137054,141423,146220,151481
48,"El Salvador",36732,38528,40545,42793,45271,47974,50888,53989,57245,60614,64050,67500,70912,74236
49,"Equatorial Guinea",5098,5102,5106,5109,5112,5114,5116,5117,5119,5120,5120,5121,5121,5122
50,"Eritrea",526,590,704,909,1278,1939,3123,5227,8932,15338,26079,43184,68288,100976
51,"Estonia",7159,8769,10809,13280,16108,19144,22185,25024,27504,29547,31150,32359,33245,33880
52,"Eswatini",6058,6125,6189,6250,6310,6367,6422,6474,6525,6573,6620,6664,6707,6748
53,"Ethiopia",101858,104173,106165,107887,109373,110656,111762,112717,113541,114251,114864,115392,115848,116241
54,"Fiji",34,34,34,34,34,34,34,34,34,34,34,34,34,34
55,"Finland",18759,20102,21420,22705,23955,25167,26339,27470,28557,29599,30597,31548,32455,33316
56,"France",1964702,2152138,2276541,2353529,2399116,2425405,2440334,2448737,2453444,2456073,2457540,2458357,2458812,2459065
57,"Gabon",9067,9107,9142,9173,9201,9226,9248,9267,9284,9300,9313,9325,9336,9345
58,"Gambia",3697,3711,3726,3742,3759,3777,3796,3817,3838,3861,3886,3912,3940,3969
59,"Georgia",72104,90176,107641,122949,135316,144646,151326,155932,159024,161064,162394,163254,163808,164163
60,"Germany",805877,946866,1084354,1212230,1325996,1423256,1503598,1568094,1618689,1657663,1687266,1709510,1726091,1738376
