forecast_date,target,target_end_date,location,location_name,type,quantile,value
2020-07-02,1 day ahead cum death,2020-07-03,US,US,Point,NA,47384.55394920274
2020-07-02,1 day ahead cum death,2020-07-03,12011,Broward,Point,NA,392.582737994407
2020-07-02,1 day ahead cum death,2020-07-03,12057,Hillsborough,Point,NA,149.444349030426
2020-07-02,1 day ahead cum death,2020-07-03,12086,Miami-Dade,Point,NA,1035.99185839469
2020-07-02,1 day ahead cum death,2020-07-03,12095,Orange,Point,NA,60.6759693366814
2020-07-02,1 day ahead cum death,2020-07-03,12099,Palm Beach,Point,NA,528.144046304401
2020-07-02,1 day ahead cum death,2020-07-03,13121,Fulton,Point,NA,318.891620739383
2020-07-02,1 day ahead cum death,2020-07-03,17031,Cook,Point,NA,4604.18129793913
2020-07-02,1 day ahead cum death,2020-07-03,24031,Montgomery,Point,NA,742.674615280238
2020-07-02,1 day ahead cum death,2020-07-03,25017,Middlesex,Point,NA,1866.08024075302
2020-07-02,1 day ahead cum death,2020-07-03,26125,Oakland,Point,NA,1093.15291596034
2020-07-02,1 day ahead cum death,2020-07-03,26163,Wayne,Point,NA,2730.61124650479
2020-07-02,1 day ahead cum death,2020-07-03,27053,Hennepin,Point,NA,782.707621298554
2020-07-02,1 day ahead cum death,2020-07-03,32003,Clark,Point,NA,427.943051013023
2020-07-02,1 day ahead cum death,2020-07-03,36059,Nassau,Point,NA,2185.66164621351
2020-07-02,1 day ahead cum death,2020-07-03,36061,New York City,Point,NA,23137.6240185798
2020-07-02,1 day ahead cum death,2020-07-03,36103,Suffolk,Point,NA,1984.06484607334
2020-07-02,1 day ahead cum death,2020-07-03,37119,Mecklenburg,Point,NA,154.645200105038
2020-07-02,1 day ahead cum death,2020-07-03,37183,Wake,Point,NA,47.8159843224401
2020-07-02,1 day ahead cum death,2020-07-03,39035,Cuyahoga,Point,NA,375.692710909853
2020-07-02,1 day ahead cum death,2020-07-03,39049,Franklin,Point,NA,417.389205283497
2020-07-02,1 day ahead cum death,2020-07-03,42003,Allegheny,Point,NA,189.135710822934
2020-07-02,1 day ahead cum death,2020-07-03,42101,Philadelphia,Point,NA,1623.20433188819
2020-07-02,1 day ahead cum death,2020-07-03,48029,Bexar,Point,NA,117.095574246298
2020-07-02,1 day ahead cum death,2020-07-03,48085,Collin,Point,NA,43.0633864150986
2020-07-02,1 day ahead cum death,2020-07-03,48113,Dallas,Point,NA,394.141411504888
2020-07-02,1 day ahead cum death,2020-07-03,48201,Harris,Point,NA,400.422403012254
2020-07-02,1 day ahead cum death,2020-07-03,48439,Tarrant,Point,NA,237.946620581604
2020-07-02,1 day ahead cum death,2020-07-03,48453,Travis,Point,NA,127.656175078936
2020-07-02,1 day ahead cum death,2020-07-03,49035,Salt Lake,Point,NA,110.932810107732
2020-07-02,1 day ahead cum death,2020-07-03,51059,Fairfax,Point,NA,489.570798505054
2020-07-02,1 day ahead cum death,2020-07-03,53033,King,Point,NA,615.409545003182
2020-07-02,2 day ahead cum death,2020-07-04,US,US,Point,NA,47528.894496615285
2020-07-02,2 day ahead cum death,2020-07-04,12011,Broward,Point,NA,396.910467854788
2020-07-02,2 day ahead cum death,2020-07-04,12057,Hillsborough,Point,NA,155.012716124575
2020-07-02,2 day ahead cum death,2020-07-04,12086,Miami-Dade,Point,NA,1055.94989560015
2020-07-02,2 day ahead cum death,2020-07-04,12095,Orange,Point,NA,62.1815025656201
2020-07-02,2 day ahead cum death,2020-07-04,12099,Palm Beach,Point,NA,536.404343436432
2020-07-02,2 day ahead cum death,2020-07-04,13121,Fulton,Point,NA,321.712881026408
2020-07-02,2 day ahead cum death,2020-07-04,17031,Cook,Point,NA,4615.5556343557
2020-07-02,2 day ahead cum death,2020-07-04,24031,Montgomery,Point,NA,744.538926153819
2020-07-02,2 day ahead cum death,2020-07-04,25017,Middlesex,Point,NA,1869.90771106603
2020-07-02,2 day ahead cum death,2020-07-04,26125,Oakland,Point,NA,1094.32505403507
2020-07-02,2 day ahead cum death,2020-07-04,26163,Wayne,Point,NA,2735.03838877283
2020-07-02,2 day ahead cum death,2020-07-04,27053,Hennepin,Point,NA,786.161572298241
2020-07-02,2 day ahead cum death,2020-07-04,32003,Clark,Point,NA,432.299749810749
2020-07-02,2 day ahead cum death,2020-07-04,36059,Nassau,Point,NA,2186.98835972754
2020-07-02,2 day ahead cum death,2020-07-04,36061,New York City,Point,NA,23153.4718994868
2020-07-02,2 day ahead cum death,2020-07-04,36103,Suffolk,Point,NA,1985.53716464739
2020-07-02,2 day ahead cum death,2020-07-04,37119,Mecklenburg,Point,NA,157.019072558724
2020-07-02,2 day ahead cum death,2020-07-04,37183,Wake,Point,NA,48.2377827282456
2020-07-02,2 day ahead cum death,2020-07-04,39035,Cuyahoga,Point,NA,381.185498548042
2020-07-02,2 day ahead cum death,2020-07-04,39049,Franklin,Point,NA,422.77520407328
2020-07-02,2 day ahead cum death,2020-07-04,42003,Allegheny,Point,NA,190.358984254554
2020-07-02,2 day ahead cum death,2020-07-04,42101,Philadelphia,Point,NA,1629.49970271507
2020-07-02,2 day ahead cum death,2020-07-04,48029,Bexar,Point,NA,120.658640727859
2020-07-02,2 day ahead cum death,2020-07-04,48085,Collin,Point,NA,43.5879577941376
2020-07-02,2 day ahead cum death,2020-07-04,48113,Dallas,Point,NA,401.617538516088
2020-07-02,2 day ahead cum death,2020-07-04,48201,Harris,Point,NA,410.352939121335
2020-07-02,2 day ahead cum death,2020-07-04,48439,Tarrant,Point,NA,241.694865164344
2020-07-02,2 day ahead cum death,2020-07-04,48453,Travis,Point,NA,129.798521871986
2020-07-02,2 day ahead cum death,2020-07-04,49035,Salt Lake,Point,NA,112.50011018505
2020-07-02,2 day ahead cum death,2020-07-04,51059,Fairfax,Point,NA,490.313300023494
2020-07-02,2 day ahead cum death,2020-07-04,53033,King,Point,NA,617.298111370933
2020-07-02,3 day ahead cum death,2020-07-05,US,US,Point,NA,47679.168357342714
2020-07-02,3 day ahead cum death,2020-07-05,12011,Broward,Point,NA,401.495769353451
2020-07-02,3 day ahead cum death,2020-07-05,12057,Hillsborough,Point,NA,161.089384704446
2020-07-02,3 day ahead cum death,2020-07-05,12086,Miami-Dade,Point,NA,1077.00888182614
2020-07-02,3 day ahead cum death,2020-07-05,12095,Orange,Point,NA,63.8150600531518
2020-07-02,3 day ahead cum death,2020-07-05,12099,Palm Beach,Point,NA,544.733282001332
2020-07-02,3 day ahead cum death,2020-07-05,13121,Fulton,Point,NA,325.051935116178
2020-07-02,3 day ahead cum death,2020-07-05,17031,Cook,Point,NA,4626.86080166606
2020-07-02,3 day ahead cum death,2020-07-05,24031,Montgomery,Point,NA,746.414415166597
2020-07-02,3 day ahead cum death,2020-07-05,25017,Middlesex,Point,NA,1873.61904697761
2020-07-02,3 day ahead cum death,2020-07-05,26125,Oakland,Point,NA,1095.55099967936
2020-07-02,3 day ahead cum death,2020-07-05,26163,Wayne,Point,NA,2739.52325662808
2020-07-02,3 day ahead cum death,2020-07-05,27053,Hennepin,Point,NA,789.717445488727
2020-07-02,3 day ahead cum death,2020-07-05,32003,Clark,Point,NA,436.918702569378
2020-07-02,3 day ahead cum death,2020-07-05,36059,Nassau,Point,NA,2188.32123763063
2020-07-02,3 day ahead cum death,2020-07-05,36061,New York City,Point,NA,23168.6807547444
2020-07-02,3 day ahead cum death,2020-07-05,36103,Suffolk,Point,NA,1986.96840424942
2020-07-02,3 day ahead cum death,2020-07-05,37119,Mecklenburg,Point,NA,159.400590351342
2020-07-02,3 day ahead cum death,2020-07-05,37183,Wake,Point,NA,48.6670586758239
2020-07-02,3 day ahead cum death,2020-07-05,39035,Cuyahoga,Point,NA,387.133120201864
2020-07-02,3 day ahead cum death,2020-07-05,39049,Franklin,Point,NA,428.281845630107
2020-07-02,3 day ahead cum death,2020-07-05,42003,Allegheny,Point,NA,191.690734201339
2020-07-02,3 day ahead cum death,2020-07-05,42101,Philadelphia,Point,NA,1635.82287763934
2020-07-02,3 day ahead cum death,2020-07-05,48029,Bexar,Point,NA,124.66283500562
2020-07-02,3 day ahead cum death,2020-07-05,48085,Collin,Point,NA,44.138695897668
2020-07-02,3 day ahead cum death,2020-07-05,48113,Dallas,Point,NA,409.339732864894
2020-07-02,3 day ahead cum death,2020-07-05,48201,Harris,Point,NA,421.926373461442
2020-07-02,3 day ahead cum death,2020-07-05,48439,Tarrant,Point,NA,245.628631310975
