forecast_date,target,target_end_date,location,type,quantile,value
2021-07-11,1 wk ahead cum death,2021-07-17,53,point,NA,6044.0
2021-07-11,1 wk ahead cum death,2021-07-17,53,quantile,0.01,6008.518802614808
2021-07-11,1 wk ahead cum death,2021-07-17,53,quantile,0.025,6008.518802614808
2021-07-11,1 wk ahead cum death,2021-07-17,53,quantile,0.05,6008.518802614808
2021-07-11,1 wk ahead cum death,2021-07-17,53,quantile,0.1,6040.518802614808
2021-07-11,1 wk ahead cum death,2021-07-17,53,quantile,0.15,6043.297721348601
2021-07-11,1 wk ahead cum death,2021-07-17,53,quantile,0.2,6043.325429020121
2021-07-11,1 wk ahead cum death,2021-07-17,53,quantile,0.25,6043.353136691642
2021-07-11,1 wk ahead cum death,2021-07-17,53,quantile,0.3,6043.398780818398
2021-07-11,1 wk ahead cum death,2021-07-17,53,quantile,0.35,6043.600406335731
2021-07-11,1 wk ahead cum death,2021-07-17,53,quantile,0.4,6043.7097511316415
2021-07-11,1 wk ahead cum death,2021-07-17,53,quantile,0.45,6043.819095927553
2021-07-11,1 wk ahead cum death,2021-07-17,53,quantile,0.5,6044.0
2021-07-11,1 wk ahead cum death,2021-07-17,53,quantile,0.55,6046.7366901068835
2021-07-11,1 wk ahead cum death,2021-07-17,53,quantile,0.6,6046.766793163189
2021-07-11,1 wk ahead cum death,2021-07-17,53,quantile,0.65,6046.7968962194955
2021-07-11,1 wk ahead cum death,2021-07-17,53,quantile,0.7,6046.846486374221
2021-07-11,1 wk ahead cum death,2021-07-17,53,quantile,0.75,6047.065542829272
2021-07-11,1 wk ahead cum death,2021-07-17,53,quantile,0.8,6047.184340706086
2021-07-11,1 wk ahead cum death,2021-07-17,53,quantile,0.85,6047.303138582901
2021-07-11,1 wk ahead cum death,2021-07-17,53,quantile,0.9,6047.4996821818395
2021-07-11,1 wk ahead cum death,2021-07-17,53,quantile,0.95,6061.518802614808
2021-07-11,1 wk ahead cum death,2021-07-17,53,quantile,0.975,6061.518802614808
2021-07-11,1 wk ahead cum death,2021-07-17,53,quantile,0.99,6061.518802614808
2021-07-11,1 wk ahead cum death,2021-07-17,17,point,NA,25783.0
2021-07-11,1 wk ahead cum death,2021-07-17,17,quantile,0.01,25771.24281784832
2021-07-11,1 wk ahead cum death,2021-07-17,17,quantile,0.025,25771.24281784832
2021-07-11,1 wk ahead cum death,2021-07-17,17,quantile,0.05,25771.24281784832
2021-07-11,1 wk ahead cum death,2021-07-17,17,quantile,0.1,25775.24281784832
2021-07-11,1 wk ahead cum death,2021-07-17,17,quantile,0.15,25779.641502464037
2021-07-11,1 wk ahead cum death,2021-07-17,17,quantile,0.2,25779.646605549853
2021-07-11,1 wk ahead cum death,2021-07-17,17,quantile,0.25,25779.651708635673
2021-07-11,1 wk ahead cum death,2021-07-17,17,quantile,0.3,25779.660456075217
2021-07-11,1 wk ahead cum death,2021-07-17,17,quantile,0.35,25780.206058341002
2021-07-11,1 wk ahead cum death,2021-07-17,17,quantile,0.4,25780.6022762959
2021-07-11,1 wk ahead cum death,2021-07-17,17,quantile,0.45,25780.998494250794
2021-07-11,1 wk ahead cum death,2021-07-17,17,quantile,0.5,25783.0
2021-07-11,1 wk ahead cum death,2021-07-17,17,quantile,0.55,25787.93145790145
2021-07-11,1 wk ahead cum death,2021-07-17,17,quantile,0.6,25789.970746382285
2021-07-11,1 wk ahead cum death,2021-07-17,17,quantile,0.65,25792.01003486313
2021-07-11,1 wk ahead cum death,2021-07-17,17,quantile,0.7,25792.0225958204
2021-07-11,1 wk ahead cum death,2021-07-17,17,quantile,0.75,25792.03336148439
2021-07-11,1 wk ahead cum death,2021-07-17,17,quantile,0.8,25792.36910376834
2021-07-11,1 wk ahead cum death,2021-07-17,17,quantile,0.85,25792.70484605229
2021-07-11,1 wk ahead cum death,2021-07-17,17,quantile,0.9,25792.707009710302
2021-07-11,1 wk ahead cum death,2021-07-17,17,quantile,0.95,25796.810900685272
2021-07-11,1 wk ahead cum death,2021-07-17,17,quantile,0.975,25796.810900685272
2021-07-11,1 wk ahead cum death,2021-07-17,17,quantile,0.99,25796.810900685272
2021-07-11,1 wk ahead cum death,2021-07-17,06,point,NA,64168.0
2021-07-11,1 wk ahead cum death,2021-07-17,06,quantile,0.01,64025.50384048048
2021-07-11,1 wk ahead cum death,2021-07-17,06,quantile,0.025,64025.50384048048
2021-07-11,1 wk ahead cum death,2021-07-17,06,quantile,0.05,64025.50384048048
2021-07-11,1 wk ahead cum death,2021-07-17,06,quantile,0.1,64134.50384048048
2021-07-11,1 wk ahead cum death,2021-07-17,06,quantile,0.15,64146.50384048048
2021-07-11,1 wk ahead cum death,2021-07-17,06,quantile,0.2,64155.089370999616
2021-07-11,1 wk ahead cum death,2021-07-17,06,quantile,0.25,64163.67490151876
2021-07-11,1 wk ahead cum death,2021-07-17,06,quantile,0.3,64163.70090886751
2021-07-11,1 wk ahead cum death,2021-07-17,06,quantile,0.35,64163.72475382885
2021-07-11,1 wk ahead cum death,2021-07-17,06,quantile,0.4,64165.848637828014
2021-07-11,1 wk ahead cum death,2021-07-17,06,quantile,0.45,64167.97252182718
2021-07-11,1 wk ahead cum death,2021-07-17,06,quantile,0.5,64168.0
2021-07-11,1 wk ahead cum death,2021-07-17,06,quantile,0.55,64168.02519349338
2021-07-11,1 wk ahead cum death,2021-07-17,06,quantile,0.6,64188.218812660656
2021-07-11,1 wk ahead cum death,2021-07-17,06,quantile,0.65,64208.41243182794
2021-07-11,1 wk ahead cum death,2021-07-17,06,quantile,0.7,64208.419447407454
2021-07-11,1 wk ahead cum death,2021-07-17,06,quantile,0.75,64208.42587697923
2021-07-11,1 wk ahead cum death,2021-07-17,06,quantile,0.8,64211.568858059036
2021-07-11,1 wk ahead cum death,2021-07-17,06,quantile,0.85,64214.711839138836
2021-07-11,1 wk ahead cum death,2021-07-17,06,quantile,0.9,64214.71925147865
2021-07-11,1 wk ahead cum death,2021-07-17,06,quantile,0.95,64214.72604466952
2021-07-11,1 wk ahead cum death,2021-07-17,06,quantile,0.975,64214.72604466952
2021-07-11,1 wk ahead cum death,2021-07-17,06,quantile,0.99,64214.72604466952
