forecast_date,target,target_end_date,location,type,quantile,value
2020-07-25,1 wk ahead cum death,2020-08-01,53,point,NA,1548.0
2020-07-25,1 wk ahead cum death,2020-08-01,17,point,NA,7730.0
2020-07-25,1 wk ahead cum death,2020-08-01,06,point,NA,9190.0
2020-07-25,1 wk ahead cum death,2020-08-01,04,point,NA,3816.0
2020-07-25,1 wk ahead cum death,2020-08-01,25,point,NA,8619.0
2020-07-25,1 wk ahead cum death,2020-08-01,55,point,NA,944.0
2020-07-25,1 wk ahead cum death,2020-08-01,48,point,NA,6247.0
2020-07-25,1 wk ahead cum death,2020-08-01,31,point,NA,333.0
2020-07-25,1 wk ahead cum death,2020-08-01,49,point,NA,308.0
2020-07-25,1 wk ahead cum death,2020-08-01,41,point,NA,306.0
2020-07-25,1 wk ahead cum death,2020-08-01,12,point,NA,6884.0
2020-07-25,1 wk ahead cum death,2020-08-01,36,point,NA,32751.0
2020-07-25,1 wk ahead cum death,2020-08-01,44,point,NA,1013.0
2020-07-25,1 wk ahead cum death,2020-08-01,13,point,NA,3888.0
2020-07-25,1 wk ahead cum death,2020-08-01,33,point,NA,423.0
2020-07-25,1 wk ahead cum death,2020-08-01,37,point,NA,1979.0
2020-07-25,1 wk ahead cum death,2020-08-01,34,point,NA,15843.0
2020-07-25,1 wk ahead cum death,2020-08-01,08,point,NA,1842.0
2020-07-25,1 wk ahead cum death,2020-08-01,24,point,NA,3504.0
2020-07-25,1 wk ahead cum death,2020-08-01,32,point,NA,843.0
2020-07-25,1 wk ahead cum death,2020-08-01,47,point,NA,1118.0
2020-07-25,1 wk ahead cum death,2020-08-01,15,point,NA,30.0
2020-07-25,1 wk ahead cum death,2020-08-01,18,point,NA,2999.0
2020-07-25,1 wk ahead cum death,2020-08-01,21,point,NA,738.0
2020-07-25,1 wk ahead cum death,2020-08-01,27,point,NA,1656.0
2020-07-25,1 wk ahead cum death,2020-08-01,40,point,NA,556.0
2020-07-25,1 wk ahead cum death,2020-08-01,42,point,NA,7259.0
2020-07-25,1 wk ahead cum death,2020-08-01,45,point,NA,1764.0
2020-07-25,1 wk ahead cum death,2020-08-01,11,point,NA,592.0
2020-07-25,1 wk ahead cum death,2020-08-01,20,point,NA,350.0
2020-07-25,1 wk ahead cum death,2020-08-01,29,point,NA,1309.0
2020-07-25,1 wk ahead cum death,2020-08-01,50,point,NA,56.0
2020-07-25,1 wk ahead cum death,2020-08-01,51,point,NA,2126.0
2020-07-25,1 wk ahead cum death,2020-08-01,09,point,NA,4444.0
2020-07-25,1 wk ahead cum death,2020-08-01,19,point,NA,869.0
2020-07-25,1 wk ahead cum death,2020-08-01,22,point,NA,3923.0
2020-07-25,1 wk ahead cum death,2020-08-01,39,point,NA,3452.0
2020-07-25,1 wk ahead cum death,2020-08-01,26,point,NA,6433.0
2020-07-25,1 wk ahead cum death,2020-08-01,46,point,NA,129.0
2020-07-25,1 wk ahead cum death,2020-08-01,05,point,NA,444.0
2020-07-25,1 wk ahead cum death,2020-08-01,10,point,NA,602.0
2020-07-25,1 wk ahead cum death,2020-08-01,28,point,NA,1653.0
2020-07-25,1 wk ahead cum death,2020-08-01,35,point,NA,645.0
2020-07-25,1 wk ahead cum death,2020-08-01,38,point,NA,109.0
2020-07-25,1 wk ahead cum death,2020-08-01,56,point,NA,27.0
2020-07-25,1 wk ahead cum death,2020-08-01,02,point,NA,23.0
2020-07-25,1 wk ahead cum death,2020-08-01,23,point,NA,121.0
