id,Country,2020-10-31,2020-11-07,2020-11-14,2020-11-21,2020-11-28,2020-12-05,2020-12-12,2020-12-19,2020-12-26,2021-01-02,2021-01-09,2021-01-16,2021-01-23,2021-01-30
0,Washington,106886,111312,115463,119289,122759,125861,128597,130983,133043,134805,136301,137563,138623,139508
1,Illinois,406935,440782,473314,502426,526805,546100,560702,571377,578986,584312,587993,590514,592230,593394
2,California,932372,965542,1001533,1039584,1078712,1117814,1155783,1191633,1224595,1254167,1280117,1302451,1321350,1337116
3,Arizona,244390,252252,260533,268967,277265,285149,292398,298862,304471,309223,313167,316387,318980,321043
4,Massachusetts,156680,164679,173324,182201,190848,198845,205891,211839,216678,220499,223444,225674,227337,228566
5,Wisconsin,220451,242288,257094,265744,270357,272697,273853,274418,274691,274823,274887,274918,274933,274940
6,Texas,923893,958561,988998,1014413,1034755,1050490,1062339,1071085,1077443,1082016,1085279,1087594,1089229,1090382
7,Nebraska,68495,73377,77413,80564,82917,84616,85812,86639,87205,87589,87847,88021,88137,88215
8,Utah,113389,122593,130343,136393,140837,143959,146084,147499,148428,149032,149423,149674,149835,149939
9,Oregon,44222,46744,49274,51791,54292,56749,59152,61486,63737,65896,67954,69904,71741,73464
10,Florida,797720,817527,833785,846316,855513,862022,866509,869549,871582,872930,873820,874405,874789,875040
11,New York,505322,517376,529808,542465,555148,567665,579833,591486,602488,612738,622168,630743,638460,645337
12,Rhode Island,31878,33913,35759,37302,38504,39391,40019,40450,40741,40933,41060,41143,41197,41232
13,Georgia,359608,369283,378099,385798,392277,397558,401753,405018,407517,409406,410821,411874,412652,413226
14,New Hampshire,10900,11619,12392,13214,14080,14983,15913,16861,17815,18764,19697,20604,21474,22301
15,North Carolina,272292,285433,296947,306590,314367,320449,325090,328566,331134,333011,334373,335355,336061,336567
16,New Jersey,236220,246115,256510,266875,276683,285510,293101,299376,304396,308307,311291,313532,315194,316417
17,Colorado,103920,115669,128525,141944,155253,167794,179053,188727,196729,203142,208151,211986,214877,217032
18,Maryland,144246,148940,153587,158125,162482,166600,170436,173959,177154,180019,182560,184793,186741,188427
19,Nevada,100492,106299,111973,117228,121838,125699,128805,131225,133064,134434,135440,136171,136698,137076
20,Tennessee,263861,281895,296572,307039,313812,317920,320314,321676,322441,322868,323105,323236,323308,323348
21,Hawaii,15198,15745,16190,16527,16769,16936,17048,17122,17170,17202,17222,17234,17243,17248
22,Indiana,175711,191681,208322,225527,243179,261143,279276,297431,315456,333206,350545,367348,383507,398932
23,Kentucky,104926,114745,125084,135894,147112,158665,170469,182433,194459,206448,218302,229928,241238,252155
24,Minnesota,143585,154968,165755,175569,184146,191383,197314,202055,205772,208641,210829,212483,213725,214652
25,Oklahoma,124211,132019,138377,143176,146595,148930,150479,151488,152136,152548,152810,152976,153080,153146
26,Pennsylvania,208610,220150,231351,241906,251572,260198,267718,274141,279531,283989,287630,290575,292938,294820
27,South Carolina,176250,182522,188330,193574,198184,202147,205488,208258,210523,212354,213821,214987,215910,216635
28,District of Columbia,17092,17454,17792,18107,18396,18659,18897,19111,19302,19472,19621,19753,19869,19969
29,Kansas,80075,84718,88913,92574,95684,98262,100356,102029,103349,104379,105177,105790,106260,106618
30,Missouri,182354,192988,201308,207429,211715,214614,216531,217778,218581,219095,219422,219631,219763,219846
31,Vermont,2201,2396,2650,2980,3401,3925,4563,5313,6165,7091,8051,9000,9894,10698
32,Virginia,178649,185096,191048,196464,201329,205649,209445,212749,215603,218051,220139,221909,223405,224664
33,Connecticut,68589,71495,74503,77505,80472,83388,86201,88894,91440,93821,96027,98051,99892,101553
34,Iowa,123636,132671,142039,151718,161659,171807,182103,192487,202892,213255,223510,233598,243459,253042
35,Louisiana,183753,188494,193133,197395,201085,204120,206511,208331,209681,210662,211366,211865,212216,212463
36,Ohio,212581,230985,250442,270340,289980,308686,325913,341288,354629,365924,375290,382923,389054,393924
37,Michigan,186906,200178,213543,226951,240354,253702,266948,280044,292945,305609,317998,330075,341810,353176
38,South Dakota,43756,48177,51120,52832,53738,54190,54411,54517,54568,54592,54603,54609,54611,54612
