id,Country,2020-09-26,2020-10-03,2020-10-10,2020-10-17,2020-10-24,2020-10-31,2020-11-07,2020-11-14,2020-11-21,2020-11-28,2020-12-05,2020-12-12,2020-12-19,2020-12-26
0,"Afghanistan",39363,39784,40266,40819,41452,42176,43005,43953,45036,46273,47685,49295,51129,53216
1,"Albania",13324,14434,15558,16685,17805,18911,19993,21043,22054,23021,23939,24805,25616,26371
2,"Algeria",51103,52438,53620,54666,55591,56409,57130,57767,58329,58824,59260,59645,59983,60281
3,"Andorra",1715,1872,1995,2083,2140,2176,2198,2211,2219,2224,2226,2228,2229,2229
4,"Angola",4514,5192,5949,6796,7741,8794,9967,11271,12718,14321,16093,18048,20198,22558
5,"Antigua and Barbuda",98,105,131,224,547,1476,3122,4375,4789,4880,4898,4901,4902,4902
6,"Argentina",693984,761953,822505,874498,917774,952851,980679,1002381,1019081,1031798,1041407,1048624,1054020,1058041
7,"Armenia",48852,50702,52715,54824,56945,58994,60895,62595,64065,65300,66313,67126,67769,68270
8,"Australia",27078,27223,27330,27409,27467,27510,27542,27565,27582,27594,27603,27610,27615,27619
9,"Austria",43182,50537,59666,70672,83531,97978,113524,129485,145095,159650,172627,183737,192926,200307
10,"Azerbaijan",39929,40737,41484,42175,42811,43395,43931,44422,44870,45278,45650,45988,46295,46573
11,"Bahamas",3644,4012,4359,4678,4968,5225,5451,5647,5814,5956,6075,6175,6258,6326
12,"Bahrain",67742,69225,69730,69891,69939,69954,69958,69960,69960,69960,69960,69960,69960,69960
13,"Bangladesh",357668,366888,375105,382429,388947,394747,399903,404485,408554,412166,415372,418216,420737,422973
14,"Barbados",193,198,203,207,211,214,218,221,224,227,229,231,234,236
15,"Belarus",76997,78642,80393,82247,84198,86238,88359,90546,92788,95069,97372,99680,101977,104245
16,"Belgium",110602,122106,135323,149690,164387,178510,191284,202213,211125,218112,223420,227358,230227,232291
17,"Benin",2305,2331,2356,2378,2399,2418,2435,2451,2466,2480,2492,2503,2514,2523
18,"Bhutan",273,287,300,313,326,338,350,361,372,383,393,403,413,422
19,"Bolivia",133892,136902,139253,141072,142470,143538,144351,144967,145433,145786,146052,146252,146403,146516
20,"Bosnia and Herzegovina",27202,29355,31570,33821,36095,38362,40600,42789,44905,46931,48853,50660,52343,53897
