id,Country,2021-09-06,2021-09-07,2021-09-08,2021-09-09,2021-09-10,2021-09-11,2021-09-12,2021-09-13,2021-09-14,2021-09-15,2021-09-16,2021-09-17,2021-09-18,2021-09-19,2021-09-20,2021-09-21,2021-09-22,2021-09-23,2021-09-24,2021-09-25,2021-09-26,2021-09-27,2021-09-28,2021-09-29,2021-09-30,2021-10-01,2021-10-02,2021-10-03,2021-10-04,2021-10-05,2021-10-06,2021-10-07,2021-10-08,2021-10-09,2021-10-10,2021-10-11,2021-10-12,2021-10-13,2021-10-14,2021-10-15,2021-10-16,2021-10-17,2021-10-18,2021-10-19,2021-10-20,2021-10-21,2021-10-22,2021-10-23,2021-10-24,2021-10-25,2021-10-26,2021-10-27,2021-10-28,2021-10-29,2021-10-30,2021-10-31,2021-11-01,2021-11-02,2021-11-03,2021-11-04,2021-11-05,2021-11-06,2021-11-07,2021-11-08,2021-11-09,2021-11-10,2021-11-11,2021-11-12,2021-11-13,2021-11-14,2021-11-15,2021-11-16,2021-11-17,2021-11-18,2021-11-19,2021-11-20,2021-11-21,2021-11-22,2021-11-23,2021-11-24,2021-11-25,2021-11-26,2021-11-27,2021-11-28,2021-11-29,2021-11-30,2021-12-01,2021-12-02,2021-12-03,2021-12-04,2021-12-05,2021-12-06,2021-12-07,2021-12-08,2021-12-09,2021-12-10
0,Afghanistan,153534,153534,153534,153534,153534,153534,153534,153534,153534,153534,153534,153534,153534,153534,153534,153534,153534,153534,153534,153534,153534,153534,153534,153534,153534,153534,153534,153534,153534,153534,153534,153534,153534,153534,153534,153534,153534,153534,153534,153534,153534,153534,153534,153534,153534,153534,153534,153534,153534,153534,153534,153534,153534,153534,153534,153534,153534,153534,153534,153534,153534,153534,153534,153534,153534,153534,153534,153534,153534,153534,153534,153534,153534,153534,153534,153534,153534,153534,153534,153534,153534,153534,153534,153534,153534,153534,153534,153534,153534,153534,153534,153534,153534,153534,153534,153534
1,Albania,151499,152417,153351,154287,155239,156194,157167,158144,159141,160140,161155,162171,163202,164234,165281,166328,167387,168445,169516,170583,171662,172737,173821,174901,175989,177071,178160,179242,180330,181409,182493,183567,184645,185711,186781,187837,188896,189940,190985,192016,193045,194059,195070,196062,197050,198019,198982,199925,200862,201777,202686,203573,204452,205310,206158,206985,207802,208597,209382,210145,210898,211628,212348,213045,213732,214396,215050,215682,216302,216902,217490,218057,218613,219149,219673,220178,220672,221147,221610,222056,222490,222907,223314,223704,224083,224446,224799,225137,225466,225780,226084,226375,226657,226926,227186,227434
2,Algeria,198313,198358,198402,198445,198487,198528,198568,198607,198645,198682,198718,198753,198787,198820,198852,198883,198913,198942,198970,198997,199023,199048,199072,199095,199117,199138,199158,199177,199195,199212,199228,199243,199257,199270,199282,199293,199303,199312,199319,199327,199333,199338,199343,199348,199352,199355,199358,199361,199363,199365,199367,199368,199370,199371,199372,199373,199374,199374,199375,199375,199375,199375,199375,199375,199375,199375,199375,199375,199375,199375,199375,199375,199375,199375,199375,199375,199375,199375,199375,199375,199375,199375,199375,199375,199375,199375,199375,199375,199375,199375,199375,199375,199375,199375,199375,199375
3,Andorra,15069,15069,15069,15069,15069,15069,15069,15069,15069,15069,15069,15069,15069,15069,15069,15069,15069,15069,15069,15069,15069,15069,15069,15069,15069,15069,15069,15069,15069,15069,15069,15069,15069,15069,15069,15069,15069,15069,15069,15069,15069,15069,15069,15069,15069,15069,15069,15069,15069,15069,15069,15069,15069,15069,15069,15069,15069,15069,15069,15069,15069,15069,15069,15069,15069,15069,15069,15069,15069,15069,15069,15069,15069,15069,15069,15069,15069,15069,15069,15069,15069,15069,15069,15069,15069,15069,15069,15069,15069,15069,15069,15069,15069,15069,15069,15069
4,Angola,48790,48790,48790,48790,48790,48790,48790,48790,48790,48790,48790,48790,48790,48790,48790,48790,48790,48790,48790,48790,48790,48790,48790,48790,48790,48790,48790,48790,48790,48790,48790,48790,48790,48790,48790,48790,48790,48790,48790,48790,48790,48790,48790,48790,48790,48790,48790,48790,48790,48790,48790,48790,48790,48790,48790,48790,48790,48790,48790,48790,48790,48790,48790,48790,48790,48790,48790,48790,48790,48790,48790,48790,48790,48790,48790,48790,48790,48790,48790,48790,48790,48790,48790,48790,48790,48790,48790,48790,48790,48790,48790,48790,48790,48790,48790,48790
5,Antigua and Barbuda,1878,1895,1911,1927,1942,1958,1973,1988,2002,2017,2031,2045,2059,2073,2086,2100,2112,2125,2137,2150,2161,2173,2185,2196,2207,2218,2228,2239,2249,2259,2268,2278,2287,2296,2304,2313,2321,2329,2336,2344,2351,2359,2366,2373,2379,2386,2392,2399,2404,2410,2416,2421,2427,2432,2437,2442,2446,2451,2455,2459,2463,2467,2471,2475,2478,2482,2485,2488,2491,2494,2496,2499,2501,2503,2506,2508,2511,2513,2515,2517,2519,2521,2523,2524,2525,2527,2528,2529,2530,2531,2533,2534,2535,2536,2537,2538
6,Argentina,5207695,5210668,5213568,5216395,5219149,5221830,5224438,5226973,5229435,5231824,5234140,5236383,5238553,5240650,5242674,5244625,5246503,5248308,5250040,5251699,5253285,5254798,5256238,5257605,5258897,5260122,5261279,5262373,5263405,5264380,5265298,5266164,5266979,5267746,5268467,5269146,5269782,5270380,5270940,5271465,5271957,5272418,5272848,5273251,5273627,5273978,5274306,5274611,5274895,5275160,5275406,5275635,5275848,5276046,5276229,5276399,5276556,5276701,5276836,5276961,5277076,5277182,5277280,5277370,5277453,5277530,5277600,5277665,5277725,5277779,5277829,5277875,5277917,5277956,5277991,5278023,5278053,5278079,5278104,5278126,5278146,5278164,5278181,5278196,5278210,5278222,5278234,5278244,5278253,5278261,5278268,5278275,5278281,5278287,5278292,5278297
7,Armenia,245264,245794,246328,246860,247395,247930,248468,249006,249549,250091,250637,251182,251730,252278,252830,253380,253934,254488,255044,255600,256159,256716,257277,257837,258399,258959,259522,260082,260645,261205,261767,262327,262889,263447,264008,264565,265125,265680,266238,266791,267346,267897,268446,268991,269534,270072,270609,271140,271669,272193,272714,273230,273744,274251,274756,275255,275751,276241,276728,277208,277686,278156,278624,279084,279542,279992,280439,280879,281316,281745,282171,282590,283005,283413,283816,284213,284606,284992,285374,285748,286119,286482,286842,287194,287542,287883,288220,288551,288877,289196,289508,289813,290111,290402,290686,290963
8,Australia,64621,65916,67227,68553,69891,71239,72593,73953,75314,76677,78024,79344,80637,81903,83142,84354,85539,86697,87828,88932,90006,91045,92049,93022,93958,94860,95725,96555,97347,98104,98822,99505,100151,100763,101338,101880,102387,102861,103304,103714,104095,104446,104770,105067,105340,105590,105817,106024,106211,106381,106534,106671,106794,106904,107002,107089,107166,107234,107295,107347,107393,107433,107468,107498,107524,107546,107565,107581,107594,107606,107616,107624,107631,107636,107640,107644,107647,107650,107652,107653,107655,107656,107657,107657,107657,107657,107657,107657,107657,107657,107657,107657,107657,107657,107657,107657
9,Austria,697510,699041,700591,702149,703724,705308,706910,708523,710158,711800,713460,715127,716812,718504,720213,721928,723660,725396,727147,728903,730673,732446,734233,736022,737823,739625,741439,743253,745077,746899,748732,750562,752400,754234,756076,757913,759757,761594,763437,765272,767111,768943,770777,772601,774428,776244,778060,779865,781670,783462,785252,787029,788803,790562,792318,794059,795794,797514,799227,800924,802613,804285,805950,807595,809232,810850,812459,814048,815626,817184,818732,820258,821773,823267,824748,826208,827655,829080,830492,831882,833258,834611,835951,837268,838570,839850,841115,842357,843584,844789,845978,847145,848297,849426,850532,851615
10,Azerbaijan,445278,448434,451552,454598,457572,460474,463304,466062,468748,471362,473904,476374,478772,481098,483352,485534,487644,489682,491648,493542,495364,497114,498792,500398,501932,503394,504784,506095,507337,508505,509608,510643,511617,512527,513381,514177,514921,515613,516258,516854,517409,517921,518395,518831,519234,519603,519942,520253,520537,520797,521034,521248,521444,521621,521782,521927,522058,522176,522282,522377,522462,522538,522606,522667,522721,522768,522810,522847,522880,522908,522934,522956,522975,522992,523006,523019,523030,523040,523048,523055,523061,523066,523071,523074,523077,523079,523082,523084,523085,523086,523087,523088,523089,523089,523089,523089
11,The Bahamas,18853,18853,18853,18853,18853,18853,18853,18853,18853,18853,18853,18853,18853,18853,18853,18853,18853,18853,18853,18853,18853,18853,18853,18853,18853,18853,18853,18853,18853,18853,18853,18854,18856,18859,18863,18868,18872,18876,18879,18882,18885,18887,18890,18892,18893,18895,18897,18898,18899,18900,18901,18902,18903,18903,18904,18905,18905,18906,18906,18906,18907,18907,18907,18907,18907,18908,18908,18908,18908,18908,18908,18908,18908,18908,18908,18908,18908,18908,18908,18908,18908,18908,18908,18908,18908,18908,18908,18908,18908,18908,18908,18908,18908,18908,18908,18908
12,Bahrain,273113,273113,273113,273113,273113,273113,273113,273113,273113,273113,273113,273113,273113,273113,273113,273113,273113,273113,273113,273113,273113,273113,273113,273113,273113,273113,273113,273113,273113,273113,273113,273113,273113,273113,273113,273113,273113,273113,273113,273113,273113,273113,273113,273113,273113,273113,273113,273113,273113,273113,273113,273113,273113,273113,273113,273113,273113,273113,273113,273113,273113,273113,273113,273113,273113,273113,273113,273113,273113,273113,273113,273113,273113,273113,273113,273113,273113,273113,273113,273113,273113,273113,273113,273113,273113,273113,273113,273113,273113,273113,273113,273113,273113,273113,273113,273113
13,Bangladesh,1517166,1519132,1521046,1522908,1524718,1526476,1528182,1529836,1531438,1532988,1534486,1535932,1537326,1538668,1539958,1541196,1542382,1543516,1544598,1545628,1546606,1547532,1548411,1549242,1550031,1550777,1551484,1552153,1552786,1553385,1553952,1554487,1554994,1555473,1555926,1556353,1556758,1557139,1557499,1557839,1558160,1558463,1558748,1559017,1559271,1559510,1559736,1559948,1560148,1560337,1560514,1560681,1560838,1560986,1561125,1561255,1561378,1561494,1561602,1561704,1561800,1561890,1561974,1562053,1562127,1562197,1562262,1562324,1562381,1562435,1562485,1562532,1562577,1562618,1562657,1562693,1562727,1562758,1562788,1562816,1562842,1562866,1562889,1562910,1562929,1562948,1562965,1562981,1562996,1563010,1563023,1563035,1563046,1563057,1563066,1563076
14,Barbados,5417,5443,5470,5497,5525,5553,5582,5611,5640,5669,5698,5727,5756,5785,5814,5843,5872,5901,5930,5959,5988,6017,6046,6075,6104,6133,6162,6191,6220,6249,6279,6308,6338,6369,6399,6430,6461,6492,6523,6555,6587,6619,6651,6683,6716,6748,6781,6814,6848,6881,6914,6948,6982,7016,7050,7084,7118,7152,7186,7221,7255,7290,7324,7359,7393,7428,7462,7497,7532,7566,7601,7635,7670,7704,7739,7773,7807,7841,7875,7909,7943,7977,8010,8044,8077,8110,8143,8176,8209,8242,8275,8308,8341,8374,8407,8440
15,Belarus,492399,493853,495322,496802,498295,499798,501314,502841,504379,505927,507486,509054,510633,512220,513817,515421,517035,518655,520284,521919,523562,525210,526865,528524,530190,531859,533533,535210,536891,538575,540262,541949,543640,545331,547023,548715,550408,552099,553790,555478,557166,558850,560533,562211,563887,565558,567225,568887,570544,572194,573840,575477,577109,578732,580349,581957,583557,585148,586730,588302,589865,591417,592959,594490,596010,597518,599015,600499,601973,603432,604880,606313,607735,609142,610536,611916,613282,614633,615971,617293,618601,619893,621172,622434,623682,624913,626130,627330,628513,629679,630828,631960,633075,634173,635254,636318
16,Belgium,1196656,1198601,1200539,1202476,1204404,1206328,1208244,1210156,1212057,1213954,1215839,1217718,1219586,1221446,1223293,1225132,1226957,1228773,1230575,1232367,1234143,1235909,1237658,1239396,1241117,1242826,1244517,1246195,1247855,1249502,1251129,1252742,1254336,1255916,1257475,1259019,1260543,1262050,1263538,1265009,1266459,1267892,1269304,1270700,1272073,1273430,1274765,1276082,1277378,1278656,1279912,1281151,1282368,1283566,1284743,1285902,1287039,1288159,1289256,1290336,1291394,1292435,1293454,1294455,1295436,1296399,1297341,1298265,1299170,1300057,1300924,1301774,1302604,1303417,1304211,1304989,1305748,1306491,1307215,1307923,1308614,1309289,1309946,1310589,1311214,1311825,1312419,1312999,1313565,1314117,1314655,1315179,1315689,1316185,1316667,1317135
17,Benin,16946,16990,17033,17075,17116,17156,17195,17233,17270,17306,17341,17375,17408,17440,17471,17501,17530,17558,17585,17611,17636,17660,17683,17705,17726,17746,17768,17785,17805,17821,17838,17852,17868,17880,17894,17905,17918,17928,17939,17948,17958,17966,17974,17981,17989,17996,18003,18008,18015,18020,18025,18030,18035,18039,18044,18047,18051,18054,18058,18061,18064,18067,18070,18072,18075,18077,18079,18081,18083,18085,18087,18088,18090,18091,18093,18094,18095,18096,18097,18098,18099,18100,18101,18102,18103,18104,18104,18105,18106,18106,18107,18107,18107,18107,18107,18107
18,Bhutan,2596,2596,2596,2596,2596,2596,2596,2596,2596,2596,2596,2596,2596,2596,2596,2596,2596,2596,2596,2596,2596,2596,2596,2596,2596,2596,2596,2596,2596,2596,2596,2596,2596,2596,2596,2596,2596,2596,2596,2596,2596,2596,2596,2596,2596,2596,2596,2596,2596,2596,2596,2596,2596,2596,2596,2596,2596,2596,2596,2596,2596,2596,2596,2596,2596,2596,2596,2596,2596,2596,2596,2596,2596,2596,2596,2596,2596,2596,2596,2596,2596,2596,2596,2596,2596,2596,2596,2596,2596,2596,2596,2596,2596,2596,2596,2596
19,Bolivia,492680,492935,493183,493424,493658,493885,494105,494318,494524,494723,494915,495100,495278,495449,495613,495770,495920,496063,496199,496328,496451,496568,496680,496785,496886,496982,497073,497159,497242,497319,497393,497463,497530,497593,497653,497709,497763,497813,497861,497906,497949,497990,498028,498064,498098,498130,498161,498189,498216,498241,498265,498288,498309,498329,498348,498365,498382,498397,498412,498425,498438,498450,498461,498472,498482,498491,498500,498508,498516,498523,498529,498535,498541,498547,498552,498556,498561,498565,498569,498572,498575,498579,498581,498584,498587,498589,498591,498593,498595,498596,498598,498599,498601,498602,498603,498604
20,Bosnia and Herzegovina,217362,217957,218557,219174,219798,220436,221088,221751,222433,223122,223829,224542,225274,226014,226772,227539,228325,229118,229931,230752,231594,232443,233312,234190,235089,235995,236923,237859,238817,239782,240770,241765,242783,243808,244856,245912,246991,248076,249186,250302,251442,252589,253760,254936,256138,257344,258576,259812,261073,262339,263630,264925,266245,267568,268916,270267,271643,273021,274424,275829,277257,278688,280141,281596,283074,284552,286053,287553,289075,290596,292139,293680,295242,296800,298380,299955,301550,303141,304750,306354,307976,309591,311225,312850,314492,316125,317775,319414,321069,322713,324371,326017,327677,329324,330983,332628
