id,Country,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10,2021-04-11,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-17,2021-04-18,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-24,2021-04-25,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-01,2021-05-02,2021-05-03,2021-05-04,2021-05-05,2021-05-06,2021-05-07,2021-05-08,2021-05-09,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-15,2021-05-16,2021-05-17,2021-05-18
0,Afghanistan,55445,55464,55480,55498,55512,55527,55538,55549,55558,55567,55576,55582,55590,55593,55597,55602,55606,55609,55610,55612,55614,55615,55615,55615,55616,55616,55616,55616,55616,55616,55616,55616,55616,55616,55616,55616,55616,55616,55616,55616,55616,55616,55616,55616,55616,55616,55616,55616,55616,55616,55616,55616,55616,55616,55616,55616,55616,55616,55616,55616,55616,55616,55616,55616,55616,55616,55616,55616,55616,55616,55616,55616,55616,55616,55616,55616,55616,55616,55616,55616,55616,55616,55616,55616,55616,55616,55616,55616,55616,55616,55616,55616,55616,55616,55616,55616
1,Albania,90835,91880,92930,93989,95062,96146,97243,98352,99471,100604,101749,102905,104070,105244,106426,107616,108815,110019,111223,112436,113654,114881,116114,117354,118603,119857,121119,122386,123660,124940,126226,127520,128820,130127,131438,132754,134071,135390,136711,138032,139352,140673,141994,143317,144635,145955,147273,148590,149906,151218,152530,153840,155145,156449,157750,159046,160340,161629,162916,164197,165475,166747,168014,169277,170534,171786,173032,174271,175506,176735,177955,179170,180377,181577,182772,183959,185137,186309,187473,188629,189778,190918,192050,193174,194288,195395,196496,197586,198666,199740,200803,201859,202905,203942,204971,205990
2,Algeria,110303,110541,110779,111015,111253,111487,111721,111954,112188,112421,112652,112884,113114,113343,113572,113801,114028,114254,114480,114707,114931,115155,115378,115602,115824,116045,116265,116485,116705,116924,117141,117358,117576,117791,118006,118220,118434,118648,118861,119074,119286,119498,119709,119920,120129,120340,120549,120757,120966,121174,121382,121588,121796,122001,122206,122412,122616,122821,123024,123227,123430,123632,123834,124035,124237,124437,124637,124836,125035,125234,125431,125630,125827,126025,126221,126418,126614,126809,127006,127200,127396,127590,127784,127978,128171,128364,128559,128750,128943,129135,129325,129516,129704,129892,130077,130263
3,Andorra,10427,10458,10490,10518,10547,10573,10601,10624,10648,10672,10695,10715,10736,10757,10775,10793,10811,10827,10843,10858,10873,10887,10900,10912,10925,10935,10947,10957,10966,10975,10985,10993,11000,11008,11016,11022,11027,11034,11039,11045,11050,11054,11059,11065,11068,11071,11076,11079,11082,11085,11088,11090,11092,11094,11095,11097,11098,11100,11100,11101,11102,11102,11104,11105,11105,11106,11106,11107,11107,11107,11107,11108,11108,11108,11108,11108,11108,11108,11109,11109,11109,11109,11109,11109,11109,11109,11109,11109,11109,11109,11109,11109,11109,11109,11109,11109
4,Angola,20294,20324,20353,20381,20405,20429,20451,20474,20493,20512,20530,20548,20566,20583,20598,20614,20630,20646,20660,20674,20687,20700,20712,20723,20734,20743,20752,20761,20769,20777,20785,20792,20799,20806,20812,20819,20826,20832,20838,20843,20848,20853,20858,20861,20866,20870,20874,20877,20880,20883,20887,20890,20892,20895,20899,20902,20903,20905,20907,20910,20911,20913,20915,20916,20918,20919,20921,20922,20924,20925,20926,20927,20928,20929,20931,20931,20932,20932,20934,20935,20935,20936,20936,20936,20937,20937,20937,20938,20939,20939,20939,20940,20941,20941,20941,20941
5,Antigua and Barbuda,419,428,436,445,454,464,475,484,496,508,519,531,543,558,571,584,599,615,628,645,661,677,693,711,728,745,762,781,798,816,835,853,871,888,906,923,939,955,971,987,1004,1021,1037,1052,1066,1079,1091,1101,1111,1118,1122,1124,1124,1124,1124,1124,1124,1124,1124,1124,1124,1124,1124,1124,1124,1124,1124,1124,1124,1124,1124,1124,1124,1124,1124,1124,1124,1124,1124,1124,1124,1124,1124,1124,1124,1124,1124,1124,1124,1124,1124,1124,1124,1124,1124,1124
6,Argentina,2015496,2021424,2027155,2032714,2038155,2043523,2048793,2053966,2059023,2063967,2068791,2073483,2078040,2082468,2086774,2090981,2095087,2099106,2103054,2106917,2110692,2114375,2117966,2121466,2124877,2128200,2131440,2134602,2137691,2140711,2143659,2146538,2149347,2152088,2154759,2157361,2159899,2162372,2164785,2167139,2169437,2171680,2173867,2176002,2178083,2180113,2182090,2184018,2185897,2187728,2189515,2191257,2192956,2194613,2196228,2197803,2199339,2200835,2202293,2203714,2205099,2206448,2207764,2209047,2210297,2211516,2212704,2213861,2214988,2216087,2217157,2218200,2219217,2220206,2221170,2222111,2223026,2223918,2224788,2225634,2226459,2227261,2228044,2228806,2229548,2230271,2230974,2231660,2232327,2232977,2233608,2234223,2234819,2235398,2235958,2236500
7,Armenia,168830,168927,169021,169117,169212,169307,169401,169495,169590,169685,169780,169877,169973,170072,170170,170270,170370,170473,170576,170681,170787,170894,171004,171115,171227,171343,171458,171577,171697,171819,171943,172069,172198,172328,172462,172596,172734,172874,173016,173160,173307,173457,173609,173763,173920,174079,174241,174406,174573,174743,174916,175090,175269,175450,175633,175819,176008,176200,176395,176592,176792,176996,177201,177410,177622,177836,178054,178274,178497,178723,178951,179184,179418,179656,179897,180140,180387,180636,180888,181143,181401,181662,181926,182193,182463,182735,183012,183290,183573,183857,184143,184431,184722,185013,185307,185603
8,Australia,28892,28896,28900,28905,28908,28911,28915,28918,28922,28925,28928,28930,28934,28937,28941,28943,28946,28949,28951,28953,28955,28958,28960,28963,28965,28967,28970,28972,28975,28976,28979,28982,28983,28985,28988,28990,28993,28995,28999,29000,29002,29005,29008,29010,29012,29015,29017,29018,29020,29023,29025,29028,29030,29033,29035,29037,29040,29042,29045,29047,29050,29052,29055,29058,29060,29062,29066,29068,29071,29073,29077,29079,29082,29085,29088,29091,29094,29096,29099,29103,29106,29108,29112,29115,29118,29122,29124,29127,29131,29134,29137,29141,29143,29146,29149,29152
9,Austria,430870,432180,433491,434803,436116,437427,438734,440040,441346,442653,443957,445258,446558,447857,449152,450446,451738,453028,454317,455604,456888,458171,459452,460731,462008,463283,464557,465829,467099,468366,469631,470895,472157,473416,474673,475929,477183,478433,479682,480929,482174,483417,484657,485895,487131,488364,489595,490824,492050,493273,494494,495714,496929,498143,499353,500561,501768,502971,504171,505367,506563,507754,508942,510128,511310,512490,513666,514840,516011,517177,518340,519500,520657,521812,522961,524108,525252,526391,527527,528660,529788,530914,532035,533152,534267,535376,536481,537583,538682,539776,540868,541955,543039,544119,545195,546266
