0,2543564,3410391,81015,5286999,240350,904557,1134749,133497,900666,128443,337587,414453,1671924,292575,236486,156651,123984,33493,11816,8899,133048,1981,41905,77866,5108,7261,294869,112085,186748,134321,67194,1592,17029,673,157998,11338,10518,0,4160,4191,6060,5514,126506,6912,44385,6490,0,70897,388,2598,1475,1275,847070,26509,0,8846,8746,60860,1108,20112,5110,21808,25043,28920,0,42273,4310,360,2465,99410,11152,1928,2054,402,1042,0,607,203,3043,0,7407,92035,231908,116,525,5417,37582,1038993,245,0,11834,607,9570168,147055,2036554,531050,0,207676,41921,1386497,1114135,746,113,57,1038285,734,932,100,65182,320,57,48392,17386,5653,387,11834,13,880,1639,876,1486,334,117,0,482,174,138,474,31,8,42,0,87,637,278,23147,201178,172,265,138,3879,87,0,2296,3808,1139,231,63,195,240,75,2027,69,3855,48,1339,23,126,2859,789,78,3179,2,0,4132,13,0,0,0,0,0,0,0,0,0,0
2565935,0,1284292,67892,830258,576939,859132,222442,75597,728301,82561,95238,1365214,342517,523130,55539,555269,80435,23663,2112,2930,2745,1651,5545,4343,1995,123888,246883,229657,41327,23966,116642,1481,24863,600,97217,23552,5800,0,1648,23758,7011,176485,157059,13089,24566,8937,0,16240,6277,2536,597,2660,1001439,128254,0,3787,21272,25253,1556,17334,23534,7273,12944,32912,0,119554,2184,736,6537,34223,1020,1069,16098,2406,51654,0,11450,96,18620,0,20056,63569,34696,1809,771,3933,7506,4819674,494,0,61399,2282,9015159,18371,10667441,664492,0,54247,118059,974355,160286,687,16897,558,538281,1014,1164,1711,60286,15573,78,7142,3180,1253,321,11060,55,846,2451,632,958,602,4602,0,374,1849,228,1111,141,35,65,0,24,170,18,16819,117525,294,66,9,4820,120,0,1976,2549,1952,671,34,559,60,5399,9441,719,1408,170,826,21,106,5489,980,38,3126,21,0,1275,0,0,0,0,0,0,0,0,0,0,0
3354495,1290561,0,26057,14424548,134749,1467124,309634,179389,198806,28640,154706,1556491,1691293,107979,21643,53981,32678,7669,2011,1570,6891,250,5388,12324,767,7326,91864,17233,29885,28299,24011,1266,20087,529,26000,8927,2983,0,453,3289,2614,17636,178444,3129,18530,2901,0,19333,304,2276,280,188,5020195,11558,0,2479,2944,67952,336,2075,6612,9643,15162,8909,0,32070,599,261,1287,41201,117,487,4949,275,1122,0,63,81,1882,0,4738,84603,283927,32,262,2714,118189,666410,44,0,10704,824,3785556,24376,788058,130963,0,33138,9532,1050201,77338,277,88,286,677607,95,940,183,38524,378,39,3235,860,255,99,3469,27,276,1835,688,821,415,264,0,345,179,51,324,69,13,61,0,7,401,187,10529,80493,35,22,8,1166,91,0,251,15672,488,141,23,348,19,148,7458,171,712,18,2815,62,28,26220,756,8,716,3,0,861,0,0,0,0,0,0,0,0,0,0,0
82583,86992,25730,0,258343,14757,76491,2067,70674,32054,2833,378965,5936,549593,11749,2600,10709,7188,2450,1276,1632,13807,1504,10513,30327,56,221,10681,3878,6746,5294,781,211,803,46,4320,551,180,0,61,167,203,2564,3898,263,1667,337,0,227376,50,119,225,17,7057,4458,0,253,247,220864,153,248,1041,1822,1940,1047,0,3042,87,81,467,3519,61933,23,69,25,40,0,205,6,293,0,381,2733,57050,6,18,4119,3528,113127,6,0,560,18,187322,2567,50888,19398,0,7929,1982,3642,5963,67,22,1,79747,54,57,8,7521,20,1,246,260,896,3,1035,1,17,144,64,605,11,9,0,7,8,14,125,0,4,7,0,56,51,29,64,11300,13,129,461,738,20,0,175,412,201,68,1,8,6,7,97,6,55,85,73,3,18,183,83,298,693,0,0,158,0,0,0,0,0,0,0,0,0,0,0
5286999,811527,14424548,279862,0,85988,1074015,365710,213097,100446,7132,137466,567513,1288117,61977,15511,32210,21711,58282,13159,33265,39375,571,14853,21155,11154,3644,31018,11597,7466,179717,10531,588,7435,279,10701,8590,1141,313,2888,857,708,8641,105144,21979,18455,1026,0,36962,1288,2260,577,85,5467683,5941,0,881,8184,459015,684,1718,5429,41637,13276,14660,0,24768,5987,652,1158,28766,2515,676,1951,1090,2902,0,101,60,1191,0,6296,58745,538237,98,3664,1692,1445390,295781,51,0,3256,622,3288811,115853,801401,77915,0,21282,9840,933072,59115,184,46,30,583732,177,812,48,61485,95,47,15071,1580,19052,257,5682,54,304,1508,505,870,739,287,0,2965,133,265,311,7,1,511,0,5,1050,466,12347,69891,384,444,862,3178,99,0,2499,27308,911,501,67,159,116,136,1548,176,411,8,747,4,50,6890,3477,6,1926,84,0,840,8,0,0,0,0,0,0,0,0,0,0
240350,576939,134749,14757,85988,0,485557,61828,54134,646149,28317,118675,323701,595098,860084,67542,474172,120433,76995,101358,15558,32413,6847,6017,48654,100803,117455,241613,143062,138196,131701,184364,4639,166435,5916,53580,70072,6978,2882,4817,139219,6390,2416180,120191,45519,241879,10871,0,17087,42390,3882,4546,976103,108450,203410,0,6728,112512,104649,10787,309180,65313,34871,48607,61880,0,162106,41627,7726,21571,82691,1183,10793,102856,198000,85892,0,17585,2444,12506,0,22308,7695,38307,5821,18254,6679,2543,33183408,5270,0,3994,40937,1350927,121217,420187,1671145,0,128664,106421,142143,63680,9351,12990,14186,1661255,6411,8109,502675,103602,1825711,43570,7480,25593,5984,3219,24579,23799,10394,15673,8734,1132,100721,17933,4283,1196,39445,1354,7618,39641,10483,4489,0,305,1335,395,923,281211,4178,994,2422,20999,92125,0,2406,10578,6040,1498,593,158570,1643,27241,12947,41935,2560,50711,2080,102,5776,2373,5687,2099,11585,3691,0,1054,0,0,0,0,0,0,0,0,0,0,0
904557,869570,1467124,60654,1027995,485557,0,156496,127062,517364,22403,342512,358248,582036,761873,38745,91836,63536,26586,72603,20442,24966,5595,3307,15166,1036,153009,223549,161626,41998,61144,97019,2962,178548,16527,76147,19088,10998,1930,1375,3334,6561,93310,3910742,4484,150909,5085,0,23667,15139,2313,2236,1742,1639644,73503,0,2262,27006,156971,846,29834,73898,21780,7566,105051,0,65130,1457,8228,33086,166136,2888,302,28365,14285,46710,0,11648,39,12881,0,15058,24594,42307,811,13338,13800,15959,2057887,458,0,9027,5297,1872168,38916,436479,194205,0,66893,95387,390038,55202,323,672,175,1696334,732,996,3022,76461,23291,308,4949,8348,3094,341,17051,718,8636,3920,9600,1943,1540,2294,3242,156,1020,104,3531,155,63,575,0,153,260,32,434,109969,68,287,174,16456,2561,0,2350,26119,9628,56,41,3930,38,2161,524409,6978,1304,106,1013,11,26,166044,24453,540,5552,216,0,1127,0,15734,0,0,0,0,0,0,0,0,0
1214245,203864,323560,2129,373624,61828,156496,0,5023,30960,1352,4257,111558,48724,12097,2718,14296,18367,811,229,181,154,85,126,827,17,92,10884,2548,11577,889,348,84,554,8,1937,143,163,0,66,48,194,8419,26477,1278,1466,332,0,1303,641,18,26,5,54518,1348,0,73,695,1521,53,78,6252,484,5431,568,0,627,59,15,51,5838,236,54,3526,601,22,0,2,7,67,0,107,1417,2801,5,23,82,1756,242989,10,0,811,18,879897,263,409222,77142,0,2901,1589,1171612,53688,40,9,5,40226,21,47,7,1696,16,1,1776,189,60,7,475,0,12,64,34,37,2,5,0,6,12,5,38,2,0,2,0,37,12,1,46,7599,9,15,10,518,6,0,66,112,129,7,5,1,10,2,241,10,56,13,48,0,5,206,37,1,228,0,0,79,0,0,0,0,0,0,0,0,0,0,0
130152,82224,183452,70674,211628,55732,134325,4298,0,169852,4355,383809,18157,828335,112706,17257,14054,15178,5676,13117,5671,49025,2151,20611,99308,168,1687,50540,13634,14934,29465,875,1063,4306,87,14369,4032,1481,0,3429,139,1679,317,13556,1175,4255,386,0,170784,40,626,188,74,40303,2572,0,1438,1774,245846,165,180,586,15043,31587,3879,0,5342,304,195,1159,8234,490,91,659,28,82,0,3433,30,485,0,1356,295706,38748,3,48,6451,1097,74493,18,0,461,114,331905,9209,35316,97561,0,21048,15978,15815,59681,117,70,18,227571,38,190,96,6811,77,23,5475,1040,1269,29,4136,1,23,332,116,7563,52,77,0,120,8,70,337,5,9,4,0,53,14,23,219,31074,32,67,102,1583,48,0,169,1306,594,451,33,47,15,4,945,7,4286,58,174,29,13,624,177,231,1496,0,0,1619,0,0,0,0,0,0,0,0,0,0,0
885240,728301,209523,29195,94270,646149,517364,19661,178130,0,819261,866116,105961,509191,12812672,1551840,18404888,2289513,1012467,196978,128847,56601,39915,26737,94881,62520,2377780,5133178,14804927,701474,78178,488363,97603,3658043,248783,1513720,852536,183960,0,67157,311157,289062,362755,75563,52158,1253231,423926,0,58655,21996,45111,35683,375939,177086,2445483,0,512581,532626,146367,13689,86353,70348,81352,413508,2255878,0,33688100,355384,178928,403780,388478,40,22105,65742,38098,53637,0,325508,10503,320101,0,1098572,171343,19585,13450,101005,254743,936,4593361,4155,0,14845,24804,1986647,292371,430662,13114614,0,4640270,2387666,221178,1851595,54788,10002,2888,10202705,4696,6592,32382,9507188,267636,243,136433,25551,11339,4226,93205,718,11767,39940,82697,48177,3451,14218,0,1900,10677,2239,5624,1564,106,476,0,392,1341,1196,41265,9092100,4328,1333,1383,64084,20739,0,28330,127575,8114,2748,6928,5058,1276,3664,2007,8553,7942,1108,6131,10444,2318,896,7008,6403,17062,191,0,6737,0,0,0,0,0,0,0,0,0,0,0
