id,Country,2021-04-10,2021-04-11,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-17,2021-04-18,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-24,2021-04-25,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-01,2021-05-02,2021-05-03,2021-05-04,2021-05-05,2021-05-06,2021-05-07,2021-05-08,2021-05-09,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-15,2021-05-16,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-22,2021-05-23,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-29,2021-05-30,2021-05-31,2021-06-01,2021-06-02,2021-06-03,2021-06-04,2021-06-05,2021-06-06,2021-06-07,2021-06-08,2021-06-09,2021-06-10,2021-06-11,2021-06-12,2021-06-13,2021-06-14,2021-06-15,2021-06-16,2021-06-17,2021-06-18,2021-06-19,2021-06-20,2021-06-21,2021-06-22,2021-06-23,2021-06-24,2021-06-25,2021-06-26,2021-06-27,2021-06-28,2021-06-29,2021-06-30,2021-07-01,2021-07-02,2021-07-03,2021-07-04,2021-07-05,2021-07-06,2021-07-07,2021-07-08,2021-07-09,2021-07-10,2021-07-11,2021-07-12,2021-07-13,2021-07-14
0,Afghanistan,57144,57237,57333,57435,57540,57650,57765,57886,58013,58146,58286,58432,58583,58744,58911,59087,59273,59468,59672,59887,60114,60352,60603,60867,61142,61435,61739,62062,62399,62755,63127,63517,63929,64360,64815,65290,65792,66317,66871,67451,68063,68704,69378,70086,70832,71615,72438,73303,74212,75168,76172,77229,78341,79511,80742,82037,83400,84835,86345,87933,89604,91364,93216,95164,97214,99372,101642,104032,106546,109192,111976,114906,117990,121235,124648,128241,132020,135998,140183,144585,149217,154089,159215,164603,170269,176226,182489,189074,195995,203272,210921,218961,227412,236297,245636,255456
1,Albania,128155,128520,128883,129241,129597,129949,130297,130642,130982,131320,131653,131983,132308,132630,132947,133260,133571,133877,134179,134478,134775,135067,135357,135642,135923,136202,136476,136747,137015,137279,137541,137798,138052,138303,138551,138796,139036,139275,139510,139742,139971,140196,140419,140639,140855,141068,141280,141487,141691,141895,142093,142289,142482,142674,142861,143046,143229,143409,143585,143759,143932,144102,144269,144434,144596,144756,144913,145068,145221,145373,145519,145665,145809,145952,146092,146229,146365,146498,146631,146760,146888,147014,147138,147261,147381,147501,147618,147734,147848,147959,148071,148180,148289,148396,148502,148607
2,Algeria,118378,118517,118660,118806,118952,119102,119255,119411,119568,119728,119893,120059,120228,120402,120576,120753,120934,121119,121306,121497,121690,121886,122086,122289,122495,122703,122917,123132,123352,123575,123801,124030,124263,124500,124740,124984,125231,125483,125736,125996,126258,126523,126793,127067,127345,127626,127912,128201,128494,128792,129094,129401,129712,130026,130344,130670,130997,131330,131666,132007,132354,132704,133060,133420,133785,134155,134530,134909,135292,135682,136078,136477,136882,137292,137708,138128,138553,138985,139422,139866,140314,140768,141228,141694,142164,142642,143125,143614,144110,144612,145120,145634,146154,146681,147216,147757
3,Andorra,12497,12557,12616,12676,12737,12798,12860,12923,12986,13051,13116,13182,13249,13317,13386,13456,13527,13599,13672,13746,13821,13897,13975,14053,14134,14215,14296,14382,14466,14552,14640,14729,14820,14912,15005,15101,15197,15295,15393,15494,15596,15699,15804,15911,16019,16128,16238,16350,16463,16579,16695,16812,16931,17051,17171,17294,17417,17542,17668,17795,17923,18052,18180,18311,18443,18574,18707,18840,18973,19108,19243,19378,19513,19649,19785,19921,20058,20192,20329,20464,20600,20736,20871,21005,21140,21274,21407,21539,21672,21801,21930,22058,22186,22312,22438,22564
4,Angola,23331,23467,23608,23754,23904,24060,24221,24389,24563,24742,24929,25122,25321,25529,25743,25967,26200,26442,26693,26956,27228,27512,27806,28113,28432,28765,29110,29470,29844,30232,30637,31058,31495,31950,32425,32916,33428,33958,34511,35083,35680,36298,36940,37609,38302,39025,39776,40554,41365,42207,43083,43994,44939,45923,46945,48008,49114,50264,51459,52702,53993,55336,56734,58187,59698,61270,62905,64604,66372,68211,70123,72112,74180,76334,78572,80899,83321,85838,88459,91183,94017,96964,100030,103218,106534,109982,113569,117299,121178,125211,129405,133768,138306,143026,147937,153047
5,Antigua and Barbuda,1197,1211,1224,1238,1253,1267,1281,1296,1310,1325,1340,1355,1370,1385,1400,1416,1431,1446,1461,1477,1494,1509,1525,1541,1557,1574,1589,1606,1622,1638,1655,1670,1686,1703,1719,1735,1751,1769,1785,1801,1819,1835,1852,1868,1885,1902,1920,1937,1955,1972,1989,2007,2024,2042,2059,2078,2096,2114,2132,2150,2167,2185,2203,2221,2239,2258,2276,2294,2313,2331,2349,2368,2386,2404,2423,2442,2460,2478,2496,2516,2534,2552,2571,2590,2609,2627,2646,2664,2683,2704,2725,2747,2770,2794,2819,2845
6,Argentina,2517300,2540572,2565528,2592271,2620633,2650521,2681568,2713433,2746253,2780216,2815463,2852325,2890958,2931690,2974703,3019771,3066728,3115460,3165859,3217909,3271640,3327213,3384882,3444829,3507166,3571960,3639190,3708807,3780708,3854784,3931017,4009407,4090029,4172989,4258414,4346426,4437061,4530290,4626046,4724249,4824826,4927725,5032919,5140414,5250237,5362409,5476932,5593777,5712878,5834150,5957487,6082777,6210195,6340384,6473371,6609202,6747936,6889638,7034368,7182172,7333083,7487112,7644241,7804427,7967594,8133653,8302505,8474046,8648172,8824794,9003835,9185237,9368960,9554978,9743276,9933847,10126679,10321759,10519056,10718520,10920076,11123625,11329041,11536181,11744886,11954986,12166319,12378724,12592055,12806183,13020985,13236353,13452190,13668411,13884929,14101647
7,Armenia,202167,203212,204268,205337,206418,207507,208608,209724,210853,211998,213158,214328,215504,216690,217888,219096,220316,221542,222783,224033,225296,226569,227851,229143,230444,231751,233066,234389,235721,237061,238408,239765,241129,242500,243878,245261,246651,248046,249446,250853,252264,253681,255102,256529,257960,259396,260834,262277,263722,265171,266623,268077,269534,270994,272456,273919,275385,276852,278320,279789,281259,282730,284201,285672,287144,288615,290088,291559,293029,294499,295968,297436,298902,300366,301829,303291,304749,306208,307664,309115,310566,312014,313458,314900,316339,317775,319207,320636,322062,323483,324900,326313,327724,329129,330531,331929
8,Australia,29405,29418,29431,29443,29456,29470,29483,29497,29511,29526,29540,29555,29570,29587,29601,29618,29634,29650,29667,29685,29704,29723,29741,29760,29781,29801,29821,29844,29866,29887,29912,29935,29961,29987,30013,30040,30069,30098,30126,30157,30189,30222,30255,30289,30325,30361,30399,30436,30477,30518,30559,30603,30648,30693,30740,30789,30839,30891,30944,30999,31055,31112,31171,31232,31295,31358,31424,31493,31563,31635,31709,31785,31863,31944,32026,32111,32197,32286,32379,32472,32570,32669,32772,32877,32984,33095,33209,33326,33446,33569,33694,33822,33956,34092,34232,34377
9,Austria,574755,578023,581293,584556,587807,591043,594262,597467,600657,603829,606984,610120,613234,616328,619402,622454,625482,628489,631472,634431,637367,640278,643163,646026,648863,651675,654462,657223,659960,662673,665358,668020,670657,673270,675857,678419,680958,683474,685964,688430,690874,693295,695692,698068,700421,702752,705062,707351,709620,711868,714097,716305,718494,720664,722814,724946,727058,729153,731230,733287,735329,737351,739358,741346,743320,745274,747212,749134,751040,752930,754802,756659,758501,760326,762136,763930,765710,767473,769222,770955,772673,774377,776064,777738,779395,781039,782667,784280,785880,787464,789033,790589,792129,793656,795167,796666
