forecast_date,target,target_end_date,location,type,quantile,value
2021-04-11,1 wk ahead inc case,2021-04-17,AT,quantile,0.010,8499.7
2021-04-11,1 wk ahead inc case,2021-04-17,BE,quantile,0.010,0
2021-04-11,1 wk ahead inc case,2021-04-17,BG,quantile,0.010,5043.9
2021-04-11,1 wk ahead inc case,2021-04-17,HR,quantile,0.010,9484.1
2021-04-11,1 wk ahead inc case,2021-04-17,CY,quantile,0.010,1930.4
2021-04-11,1 wk ahead inc case,2021-04-17,CZ,quantile,0.010,18426.9
2021-04-11,1 wk ahead inc case,2021-04-17,DK,quantile,0.010,3412.1
2021-04-11,1 wk ahead inc case,2021-04-17,EE,quantile,0.010,3181.2
2021-04-11,1 wk ahead inc case,2021-04-17,FI,quantile,0.010,1304.5
2021-04-11,1 wk ahead inc case,2021-04-17,FR,quantile,0.010,0
2021-04-11,1 wk ahead inc case,2021-04-17,DE,quantile,0.010,0
2021-04-11,1 wk ahead inc case,2021-04-17,GR,quantile,0.010,15234.5
2021-04-11,1 wk ahead inc case,2021-04-17,HU,quantile,0.010,0
2021-04-11,1 wk ahead inc case,2021-04-17,IS,quantile,0.010,0
2021-04-11,1 wk ahead inc case,2021-04-17,IE,quantile,0.010,2238
2021-04-11,1 wk ahead inc case,2021-04-17,IT,quantile,0.010,57120.7
2021-04-11,1 wk ahead inc case,2021-04-17,LV,quantile,0.010,1717.1
2021-04-11,1 wk ahead inc case,2021-04-17,LI,quantile,0.010,8.2
2021-04-11,1 wk ahead inc case,2021-04-17,LT,quantile,0.010,1123.2
2021-04-11,1 wk ahead inc case,2021-04-17,LU,quantile,0.010,165.7
2021-04-11,1 wk ahead inc case,2021-04-17,MT,quantile,0.010,140.4
2021-04-11,1 wk ahead inc case,2021-04-17,NL,quantile,0.010,31636.3
2021-04-11,1 wk ahead inc case,2021-04-17,NO,quantile,0.010,3550.9
2021-04-11,1 wk ahead inc case,2021-04-17,PL,quantile,0.010,0
2021-04-11,1 wk ahead inc case,2021-04-17,PT,quantile,0.010,2080.2
2021-04-11,1 wk ahead inc case,2021-04-17,RO,quantile,0.010,19724.7
2021-04-11,1 wk ahead inc case,2021-04-17,SK,quantile,0.010,4786.4
2021-04-11,1 wk ahead inc case,2021-04-17,SI,quantile,0.010,5209.3
2021-04-11,1 wk ahead inc case,2021-04-17,ES,quantile,0.010,9651.4
2021-04-11,1 wk ahead inc case,2021-04-17,SE,quantile,0.010,30877.5
2021-04-11,1 wk ahead inc case,2021-04-17,CH,quantile,0.010,0
2021-04-11,1 wk ahead inc case,2021-04-17,GB,quantile,0.010,1051.9
2021-04-11,2 wk ahead inc case,2021-04-24,AT,quantile,0.010,5274.1
2021-04-11,2 wk ahead inc case,2021-04-24,BE,quantile,0.010,0
2021-04-11,2 wk ahead inc case,2021-04-24,BG,quantile,0.010,639.2
2021-04-11,2 wk ahead inc case,2021-04-24,HR,quantile,0.010,9721.2
2021-04-11,2 wk ahead inc case,2021-04-24,CY,quantile,0.010,2155
