,from_city,from_country,to_city,to_country,num_flights
10281,Santo Domingo,Dominican Republic,Bogota,Colombia,1
10282,Santo Domingo,Dominican Republic,Lima,Peru,1
10283,San Francisco,United States,San Salvador,El Salvador,3
10284,San Jose,Costa Rica,Bogota,Colombia,1
10285,San Jose,Costa Rica,Guatemala City,Guatemala,4
10286,San Jose,Costa Rica,Lima,Peru,1
10287,San Jose,Costa Rica,Panama City,Panama,4
10288,San Jose,Costa Rica,San Salvador,El Salvador,1
10289,San Jose,Costa Rica,San Pedro Sula,Honduras,2
10290,San Jose,Costa Rica,Tegucigalpa,Honduras,3
10291,San Juan,Puerto Rico,Bogota,Colombia,1
10292,Santa Marta,Colombia,Bogota,Colombia,3
10293,Santa Marta,Colombia,Rio Negro,Colombia,1
10294,Tumaco,Colombia,Cali,Colombia,1
10295,Tegucigalpa,Honduras,San Salvador,El Salvador,1
10296,Tegucigalpa,Honduras,San Jose,Costa Rica,3
10297,Quito,Ecuador,Lima,Peru,3
10298,Quito,Ecuador,San Salvador,El Salvador,1
10299,Valledupar,Colombia,Bogota,Colombia,2
10300,Toronto,Canada,San Salvador,El Salvador,1
10301,Accra,Ghana,Tamale,Ghana,3
10302,Tamale,Ghana,Accra,Ghana,3
10303,Malaga,Spain,Helsinki,Finland,2
10304,Amsterdam,Netherlands,Helsinki,Finland,4
10305,Amsterdam,Netherlands,Lisbon,Portugal,8
10306,Amsterdam,Netherlands,Porto,Portugal,4
10307,Stockholm,Sweden,Helsinki,Finland,7
10308,Antalya,Turkey,Helsinki,Finland,1
10309,Barcelona,Spain,Helsinki,Finland,4
10310,Bangkok,Thailand,Helsinki,Finland,1
10311,Stockholm,Sweden,Gothenborg,Sweden,6
10312,Stockholm,Sweden,Malmoe,Sweden,4
10313,Stockholm,Sweden,Umea,Sweden,4
10314,Brisbane,Australia,Hong Kong,Hong Kong,3
10315,Brussels,Belgium,Helsinki,Finland,1
10316,Brussels,Belgium,Lisbon,Portugal,8
10317,Budapest,Hungary,Helsinki,Finland,2
10318,Chongqing,China,Helsinki,Finland,1
10319,Cairns,Australia,Hong Kong,Hong Kong,3
10320,Copenhagen,Denmark,Helsinki,Finland,3
10321,Dubrovnik,Croatia,Helsinki,Finland,2
10322,Delhi,India,Helsinki,Finland,1
10323,Moscow,Russia,Helsinki,Finland,4
10324,Rome,Italy,Helsinki,Finland,2
10325,Gothenborg,Sweden,Stockholm,Sweden,6
10326,Gothenborg,Sweden,Helsinki,Finland,1
10327,Geneva,Switzerland,Helsinki,Finland,1
10328,Geneva,Switzerland,Lisbon,Portugal,5
10329,Alanya,Turkey,Helsinki,Finland,1
10330,Helsinki,Finland,Malaga,Spain,2
10331,Helsinki,Finland,Amsterdam,Netherlands,3
10332,Helsinki,Finland,Stockholm,Sweden,7
10333,Helsinki,Finland,Antalya,Turkey,1
10334,Helsinki,Finland,Barcelona,Spain,4
10335,Helsinki,Finland,Bangkok,Thailand,1
10336,Helsinki,Finland,Brussels,Belgium,1
10337,Helsinki,Finland,Budapest,Hungary,2
10338,Helsinki,Finland,Chongqing,China,1
10339,Helsinki,Finland,Copenhagen,Denmark,3
10340,Helsinki,Finland,Dubrovnik,Croatia,2
10341,Helsinki,Finland,Delhi,India,1
10342,Helsinki,Finland,Moscow,Russia,4
10343,Helsinki,Finland,Rome,Italy,2
10344,Helsinki,Finland,Gothenborg,Sweden,1
10345,Helsinki,Finland,Geneva,Switzerland,1
10346,Helsinki,Finland,Alanya,Turkey,1
10347,Helsinki,Finland,Hong Kong,Hong Kong,1
10348,Helsinki,Finland,Seoul,South Korea,1
10349,Helsinki,Finland,Ivalo,Finland,1
10350,Helsinki,Finland,Joensuu,Finland,1
10351,Helsinki,Finland,Jyvaskyla,Finland,2
10352,Helsinki,Finland,Kajaani,Finland,2
10353,Helsinki,Finland,Kuusamo,Finland,1
10354,Helsinki,Finland,Keflavik,Iceland,2
10355,Helsinki,Finland,Kemi,Finland,2
10356,Helsinki,Finland,Osaka,Japan,2
10357,Helsinki,Finland,Kruunupyy,Finland,2
10358,Helsinki,Finland,Krakow,Poland,1
10359,Helsinki,Finland,Kuopio,Finland,1
10360,Helsinki,Finland,St. Petersburg,Russia,2
10361,Helsinki,Finland,Lisbon,Portugal,2
10362,Helsinki,Finland,Ljubljana,Slovenia,1
10363,Helsinki,Finland,Madrid,Spain,2
10364,Helsinki,Finland,Mariehamn,Finland,2
10365,Helsinki,Finland,Minsk 2,Belarus,2
10366,Helsinki,Finland,Milano,Italy,1
10367,Helsinki,Finland,Nice,France,2
10368,Helsinki,Finland,Nagoya,Japan,2
10369,Helsinki,Finland,Norrkoeping,Sweden,2
10370,Helsinki,Finland,Tokyo,Japan,2
10371,Helsinki,Finland,Oslo,Norway,3
10372,Helsinki,Finland,Oulu,Finland,2
10373,Helsinki,Finland,Beijing,China,2
10374,Helsinki,Finland,Prague,Czech Republic,3
10375,Helsinki,Finland,Shanghai,China,2
10376,Helsinki,Finland,Riga,Latvia,2
10377,Helsinki,Finland,Rovaniemi,Finland,2
10378,Helsinki,Finland,Singapore,Singapore,1
10379,Helsinki,Finland,Savonlinna,Finland,2
10380,Helsinki,Finland,Yekaterinburg,Russia,2
10381,Helsinki,Finland,Tartu,Estonia,2
10382,Helsinki,Finland,Turku,Finland,1
10383,Helsinki,Finland,Tallinn-ulemiste International,Estonia,1
10384,Helsinki,Finland,Tel-aviv,Israel,1
10385,Helsinki,Finland,Tampere,Finland,1
10386,Helsinki,Finland,Vaasa,Finland,1
10387,Helsinki,Finland,Vilnius,Lithuania,2
10388,Helsinki,Finland,Warsaw,Poland,2
10389,Helsinki,Finland,Xi'an,China,1
10390,Hong Kong,Hong Kong,Brisbane,Australia,3
10391,Hong Kong,Hong Kong,Cairns,Australia,4
10392,Hong Kong,Hong Kong,Helsinki,Finland,1
10393,Hong Kong,Hong Kong,Melbourne,Australia,3
10394,Hong Kong,Hong Kong,Sydney,Australia,3
10395,Seoul,South Korea,Helsinki,Finland,1
10396,Joensuu,Finland,Helsinki,Finland,1
10397,Jyvaskyla,Finland,Helsinki,Finland,2
10398,Jyvaskyla,Finland,Kemi,Finland,1
10399,Kajaani,Finland,Helsinki,Finland,2
10400,Kuusamo,Finland,Helsinki,Finland,1
10401,Keflavik,Iceland,Helsinki,Finland,2
10402,Kemi,Finland,Helsinki,Finland,2
10403,Osaka,Japan,Helsinki,Finland,2
10404,Kruunupyy,Finland,Helsinki,Finland,2
10405,Krakow,Poland,Helsinki,Finland,1
10406,Kuopio,Finland,Helsinki,Finland,1
10407,St. Petersburg,Russia,Helsinki,Finland,2
10408,Lisbon,Portugal,Amsterdam,Netherlands,8
10409,Lisbon,Portugal,Brussels,Belgium,8
10410,Lisbon,Portugal,Geneva,Switzerland,4
10411,Lisbon,Portugal,Helsinki,Finland,2
10412,Lisbon,Portugal,Zurich,Switzerland,4
10413,Ljubljana,Slovenia,Helsinki,Finland,1
10414,Madrid,Spain,Helsinki,Finland,2
10415,Madrid,Spain,Vigo,Spain,4
10416,Madrid,Spain,Valencia,Spain,3
10417,Melbourne,Australia,Hong Kong,Hong Kong,3
10418,Mariehamn,Finland,Helsinki,Finland,2
10419,Malmoe,Sweden,Stockholm,Sweden,4
10420,Minsk 2,Belarus,Helsinki,Finland,2
10421,Milano,Italy,Helsinki,Finland,1
10422,Nice,France,Helsinki,Finland,2
10423,Nagoya,Japan,Helsinki,Finland,2
10424,Norrkoeping,Sweden,Helsinki,Finland,2
10425,Tokyo,Japan,Helsinki,Finland,2
10426,Porto,Portugal,Zurich,Switzerland,3
10427,Oslo,Norway,Aalborg,Denmark,4
10428,Oslo,Norway,Helsinki,Finland,3
10429,Oulu,Finland,Helsinki,Finland,2
10430,Beijing,China,Helsinki,Finland,2
10431,Pamplona,Spain,Madrid,Spain,2
10432,Prague,Czech Republic,Helsinki,Finland,3
10433,Shanghai,China,Helsinki,Finland,2
10434,Riga,Latvia,Helsinki,Finland,2
10435,Rovaniemi,Finland,Helsinki,Finland,2
10436,Singapore,Singapore,Helsinki,Finland,1
10437,Savonlinna,Finland,Helsinki,Finland,2
10438,Yekaterinburg,Russia,Helsinki,Finland,2
10439,Sydney,Australia,Hong Kong,Hong Kong,5
10440,Tartu,Estonia,Helsinki,Finland,2
10441,Turku,Finland,Helsinki,Finland,1
10442,Tallinn-ulemiste International,Estonia,Helsinki,Finland,1
10443,Tel-aviv,Israel,Helsinki,Finland,1
10444,Tampere,Finland,Helsinki,Finland,1
10445,Umea,Sweden,Stockholm,Sweden,4
10446,Vaasa,Finland,Helsinki,Finland,1
10447,Vigo,Spain,Madrid,Spain,4
10448,Valencia,Spain,Madrid,Spain,3
10449,Vilnius,Lithuania,Helsinki,Finland,2
10450,Warsaw,Poland,Helsinki,Finland,2
10451,Xi'an,China,Helsinki,Finland,1
10452,Aalborg,Denmark,Amsterdam,Netherlands,2
10453,Accra,Ghana,Rome,Italy,1
10454,Alesund,Norway,Amsterdam,Netherlands,2
10455,Malaga,Spain,Rome,Italy,4
10456,Alghero,Italy,Milan,Italy,1
10457,Alghero,Italy,Torino,Italy,1
10458,Amman,Jordan,Rome,Italy,3
10459,Amsterdam,Netherlands,Aalborg,Denmark,2
10460,Amsterdam,Netherlands,Alesund,Norway,2
10461,Amsterdam,Netherlands,Stockholm,Sweden,4
10462,Amsterdam,Netherlands,Bergen,Norway,2
10463,Amsterdam,Netherlands,Billund,Denmark,2
10464,Amsterdam,Netherlands,Bologna,Italy,3
10465,Amsterdam,Netherlands,Bremen,Germany,2
10466,Amsterdam,Netherlands,Bristol,United Kingdom,3
10467,Amsterdam,Netherlands,Cologne,Germany,2
10468,Amsterdam,Netherlands,Cape Town,South Africa,2
10469,Amsterdam,Netherlands,Cardiff,United Kingdom,2
10470,Amsterdam,Netherlands,Duesseldorf,Germany,2
10471,Amsterdam,Netherlands,Dubai,United Arab Emirates,3
10472,Amsterdam,Netherlands,Rome,Italy,4
10473,Amsterdam,Netherlands,Florence,Italy,2
10474,Amsterdam,Netherlands,Glasgow,United Kingdom,3
10475,Amsterdam,Netherlands,Hannover,Germany,2
10476,Amsterdam,Netherlands,Humberside,United Kingdom,2
10477,Amsterdam,Netherlands,Kristiansand,Norway,2
10478,Amsterdam,Netherlands,Leeds,United Kingdom,3
10479,Amsterdam,Netherlands,Lima,Peru,2
10480,Amsterdam,Netherlands,Teesside,United Kingdom,2
10481,Amsterdam,Netherlands,Nairobi,Kenya,3
10482,Amsterdam,Netherlands,Norwich,United Kingdom,2
10483,Amsterdam,Netherlands,Panama City,Panama,2
10484,Amsterdam,Netherlands,Stavanger,Norway,2
10485,Amsterdam,Netherlands,Trondheim,Norway,2
10486,Amsterdam,Netherlands, Torp,Sandefjord,2
10487,Amsterdam,Netherlands,Berlin,Germany,3
10488,Amsterdam,Netherlands,Venice,Italy,3
10489,Ancona,Italy,Rome,Italy,1
10490,Stockholm,Sweden,Amsterdam,Netherlands,4
10491,Abu Dhabi,United Arab Emirates,Bangkok,Thailand,3
10492,Abu Dhabi,United Arab Emirates,Jakarta,Indonesia,3
10493,Abu Dhabi,United Arab Emirates,Chengdu,China,3
10494,Abu Dhabi,United Arab Emirates,Rome,Italy,2
10495,Abu Dhabi,United Arab Emirates,Johannesburg,South Africa,4
10496,Abu Dhabi,United Arab Emirates,Karachi,Pakistan,3
10497,Abu Dhabi,United Arab Emirates,Khartoum,Sudan,4
10498,Abu Dhabi,United Arab Emirates,Kuala Lumpur,Malaysia,4
10499,Abu Dhabi,United Arab Emirates,Melbourne,Australia,3
10500,Abu Dhabi,United Arab Emirates,Male,Maldives,2
10501,Abu Dhabi,United Arab Emirates,Milano,Italy,2
10502,Abu Dhabi,United Arab Emirates,Nairobi,Kenya,3
10503,Abu Dhabi,United Arab Emirates,Mahe,Seychelles,3
10504,Abu Dhabi,United Arab Emirates,Sydney,Australia,3
10505,Baia Mare,Romania,Bucharest,Romania,2
10506,Barcelona,Spain,Rome,Italy,5
10507,Barcelona,Spain,Milan,Italy,1
10508,Barcelona,Spain,Palma de Mallorca,Spain,6
10509,Barcelona,Spain,Tenerife,Spain,8
10510,Brindisi,Italy,Rome,Italy,2
10511,Brindisi,Italy,Milan,Italy,1
10512,Belgrade,Serbia,Rome,Italy,3
10513,Belgrade,Serbia,Milano,Italy,3
10514,Beirut,Lebanon,Rome,Italy,2
10515,Beirut,Lebanon,Milano,Italy,2
10516,Bergen,Norway,Amsterdam,Netherlands,2
10517,Bilbao,Spain,Rome,Italy,1
10518,Bangkok,Thailand,Abu Dhabi,United Arab Emirates,3
10519,Billund,Denmark,Amsterdam,Netherlands,2
10520,Bologna,Italy,Amsterdam,Netherlands,3
10521,Bologna,Italy,Rome,Italy,1
10522,Bologna,Italy,Iasi,Romania,2
10523,Bologna,Italy,Lisbon,Portugal,3
10524,Bologna,Italy,Moscow,Russia,2
10525,Boston,United States,Rome,Italy,2
10526,Bremen,Germany,Amsterdam,Netherlands,2
10527,Bari,Italy,Rome,Italy,2
10528,Bari,Italy,Tirana,Albania,1
10529,Bari,Italy,Torino,Italy,2
10530,Bristol,United Kingdom,Amsterdam,Netherlands,3
10531,Brussels,Belgium,Rome,Italy,6
10532,Brussels,Belgium,Milan,Italy,4
10533,Budapest,Hungary,Rome,Italy,4
10534,Bolzano,Italy,Rome,Italy,2
10535,Cagliari,Italy,Rome,Italy,2
10536,Cagliari,Italy,Milan,Italy,1
10537,Cairo,Egypt,Rome,Italy,2
10538,Cairo,Egypt,Milano,Italy,2
10539,Caracas,Venezuela,Rome,Italy,1
10540,Jakarta,Indonesia,Abu Dhabi,United Arab Emirates,3
10541,Cologne,Germany,Amsterdam,Netherlands,2
10542,Comiso,Italy,Milan,Italy,1
10543,Cluj-napoca,Romania,Bucharest,Romania,2
10544,Colombo,Sri Lanka,Rome,Italy,3
10545,Copenhagen,Denmark,Rome,Italy,4
10546,Cape Town,South Africa,Amsterdam,Netherlands,2
10547,Catania,Italy,Rome,Italy,6
10548,Catania,Italy,Naples,Italy,3
10549,Chengdu,China,Abu Dhabi,United Arab Emirates,3
10550,Cardiff,United Kingdom,Amsterdam,Netherlands,2
10551,Delhi,India,Rome,Italy,2
10552,Delhi,India,Taipei,Taiwan,2
10553,Duesseldorf,Germany,Amsterdam,Netherlands,2
10554,Dubai,United Arab Emirates,Amsterdam,Netherlands,3
10555,Yerevan,Armenia,Rome,Italy,1
10556,Rome,Italy,Malaga,Spain,4
10557,Rome,Italy,Amman,Jordan,3
10558,Rome,Italy,Amsterdam,Netherlands,4
10559,Rome,Italy,Ancona,Italy,1
10560,Rome,Italy,Abu Dhabi,United Arab Emirates,2
10561,Rome,Italy,Barcelona,Spain,5
10562,Rome,Italy,Brindisi,Italy,2
10563,Rome,Italy,Belgrade,Serbia,3
10564,Rome,Italy,Beirut,Lebanon,2
10565,Rome,Italy,Bilbao,Spain,1
10566,Rome,Italy,Bologna,Italy,1
10567,Rome,Italy,Boston,United States,2
10568,Rome,Italy,Bari,Italy,2
10569,Rome,Italy,Brussels,Belgium,6
10570,Rome,Italy,Budapest,Hungary,4
10571,Rome,Italy,Bolzano,Italy,2
10572,Rome,Italy,Cagliari,Italy,2
10573,Rome,Italy,Cairo,Egypt,2
10574,Rome,Italy,Caracas,Venezuela,1
10575,Rome,Italy,Colombo,Sri Lanka,3
10576,Rome,Italy,Copenhagen,Denmark,4
10577,Rome,Italy,Catania,Italy,6
10578,Rome,Italy,Delhi,India,2
10579,Rome,Italy,Yerevan,Armenia,1
10580,Rome,Italy,Florence,Italy,1
10581,Rome,Italy,Frankfurt,Germany,3
10582,Rome,Italy,Rio De Janeiro,Brazil,1
10583,Rome,Italy,Genoa,Italy,1
10584,Rome,Italy,Sao Paulo,Brazil,1
10585,Rome,Italy,Geneva,Switzerland,4
10586,Rome,Italy,Baku,Azerbaijan,2
10587,Rome,Italy,Iasi,Romania,2
10588,Rome,Italy,Seoul,South Korea,2
10589,Rome,Italy,Tehran,Iran,2
10590,Rome,Italy,Istanbul,Turkey,3
10591,Rome,Italy,Jeddah,Saudi Arabia,2
10592,Rome,Italy,Kiev,Ukraine,2
10593,Rome,Italy,Osaka,Japan,1
10594,Rome,Italy,Kuwait,Kuwait,2
10595,Rome,Italy,Los Angeles,United States,2
10596,Rome,Italy,St. Petersburg,Russia,3
10597,Rome,Italy,Milan,Italy,2
10598,Rome,Italy,Lisbon,Portugal,3
10599,Rome,Italy,Lagos,Nigeria,1
10600,Rome,Italy,Luxemburg,Luxembourg,2
10601,Rome,Italy,Madrid,Spain,4
10602,Rome,Italy,Miami,United States,2
10603,Rome,Italy,Malta,Malta,4
10604,Rome,Italy,Munich,Germany,2
10605,Rome,Italy,Milano,Italy,5
10606,Rome,Italy,Naples,Italy,1
10607,Rome,Italy,Tokyo,Japan,1
10608,Rome,Italy,Porto,Portugal,3
10609,Rome,Italy,Oran,Algeria,1
10610,Rome,Italy,Bucharest,Romania,4
10611,Rome,Italy,Palermo,Italy,4
10612,Rome,Italy,Prague,Czech Republic,7
10613,Rome,Italy,Pisa,Italy,1
10614,Rome,Italy,Shanghai,China,2
10615,Rome,Italy,Reggio Calabria,Italy,2
10616,Rome,Italy,Riga,Latvia,2
10617,Rome,Italy,Riyadh,Saudi Arabia,2
10618,Rome,Italy,Thessaloniki,Greece,3
10619,Rome,Italy,Skopje,Macedonia,1
10620,Rome,Italy,Sofia,Bulgaria,3
10621,Rome,Italy,Lamezia,Italy,2
10622,Rome,Italy,Moscow,Russia,5
10623,Rome,Italy,Tbilisi,Georgia,1
10624,Rome,Italy,Podgorica,Montenegro,2
10625,Rome,Italy,Tirana,Albania,2
10626,Rome,Italy,Torino,Italy,2
10627,Rome,Italy,Ronchi De Legionari,Italy,1
10628,Rome,Italy,Tunis,Tunisia,2
10629,Rome,Italy,Venice,Italy,2
10630,Rome,Italy,Valencia,Spain,4
10631,Rome,Italy,Villafranca,Italy,1
10632,Rome,Italy,Warsaw,Poland,3
10633,Rome,Italy,Zurich,Switzerland,3
10634,Florence,Italy,Amsterdam,Netherlands,2
10635,Florence,Italy,Rome,Italy,1
10636,Florence,Italy,Geneva,Switzerland,2
10637,Frankfurt,Germany,Rome,Italy,3
10638,Frankfurt,Germany,Hanoi,Vietnam,2
10639,Frankfurt,Germany,Milan,Italy,4
10640,Frankfurt,Germany,Ho Chi Minh City,Vietnam,2
10641,Bishkek,Kyrgyzstan,Moscow,Russia,8
10642,Rio De Janeiro,Brazil,Rome,Italy,1
10643,Glasgow,United Kingdom,Amsterdam,Netherlands,3
10644,Genoa,Italy,Rome,Italy,1
10645,Sao Paulo,Brazil,Rome,Italy,1
10646,Geneva,Switzerland,Rome,Italy,4
10647,Geneva,Switzerland,Florence,Italy,2
10648,Baku,Azerbaijan,Rome,Italy,2
10649,Baku,Azerbaijan,Milano,Italy,2
10650,Hannover,Germany,Amsterdam,Netherlands,2
10651,Hanoi,Vietnam,Frankfurt,Germany,2
10652,Humberside,United Kingdom,Amsterdam,Netherlands,2
10653,Iasi,Romania,Bologna,Italy,2
10654,Iasi,Romania,Rome,Italy,2
10655,Iasi,Romania,Bucharest,Romania,2
10656,Iasi,Romania,Torino,Italy,2
10657,Ibiza,Spain,Madrid,Spain,5
10658,Seoul,South Korea,Milano,Italy,2
10659,Tehran,Iran,Rome,Italy,2
10660,Istanbul,Turkey,Rome,Italy,3
10661,Jeddah,Saudi Arabia,Rome,Italy,2
10662,Jeddah,Saudi Arabia,Milano,Italy,2
10663,New York,United States,Venice,Italy,2
10664,Johannesburg,South Africa,Abu Dhabi,United Arab Emirates,4
10665,Kiev,Ukraine,Rome,Italy,2
10666,Karachi,Pakistan,Abu Dhabi,United Arab Emirates,3
10667,Osaka,Japan,Rome,Italy,1
10668,Kristiansand,Norway,Amsterdam,Netherlands,2
10669,Khartoum,Sudan,Abu Dhabi,United Arab Emirates,4
10670,Kuala Lumpur,Malaysia,Abu Dhabi,United Arab Emirates,3
10671,Kuwait,Kuwait,Rome,Italy,2
10672,Los Angeles,United States,Rome,Italy,2
10673,Leeds,United Kingdom,Amsterdam,Netherlands,3
10674,La Coruna,Spain,Madrid,Spain,3
10675,St. Petersburg,Russia,Rome,Italy,3
10676,St. Petersburg,Russia,Milano,Italy,3
10677,Lima,Peru,Amsterdam,Netherlands,2
10678,Milan,Italy,Alghero,Italy,1
10679,Milan,Italy,Barcelona,Spain,1
10680,Milan,Italy,Brindisi,Italy,1
10681,Milan,Italy,Brussels,Belgium,4
10682,Milan,Italy,Cagliari,Italy,1
10683,Milan,Italy,Comiso,Italy,1
10684,Milan,Italy,Rome,Italy,2
10685,Milan,Italy,Frankfurt,Germany,4
10686,Milan,Italy,Bucharest,Romania,2
10687,Milan,Italy,Prague,Czech Republic,1
10688,Milan,Italy,Pescara,Italy,1
10689,Milan,Italy,Reggio Calabria,Italy,2
10690,Milan,Italy,Lamezia,Italy,1
10691,Milan,Italy,Ronchi De Legionari,Italy,1
10692,Milan,Italy,Vienna,Austria,1
10693,Milan,Italy,Warsaw,Poland,1
10694,Lisbon,Portugal,Bologna,Italy,3
10695,Lisbon,Portugal,Rome,Italy,2
10696,Lisbon,Portugal,Milano,Italy,3
10697,Lisbon,Portugal,Venice,Italy,2
10698,Luxemburg,Luxembourg,Rome,Italy,2
10699,Luxemburg,Luxembourg,Milano,Italy,3
10700,Madrid,Spain,Rome,Italy,4
10701,Madrid,Spain,Fuerteventura,Spain,4
10702,Madrid,Spain,Ibiza,Spain,5
10703,Madrid,Spain,La Coruna,Spain,3
10704,Madrid,Spain,Gran Canaria,Spain,5
10705,Madrid,Spain,Palma de Mallorca,Spain,4
10706,Madrid,Spain,Tenerife,Spain,7
10707,Melbourne,Australia,Abu Dhabi,United Arab Emirates,3
10708,Miami,United States,Rome,Italy,2
10709,Malta,Malta,Rome,Italy,3
10710,Male,Maldives,Abu Dhabi,United Arab Emirates,2
10711,Teesside,United Kingdom,Amsterdam,Netherlands,2
10712,Munich,Germany,Rome,Italy,2
10713,Milano,Italy,Abu Dhabi,United Arab Emirates,2
10714,Milano,Italy,Belgrade,Serbia,3
10715,Milano,Italy,Beirut,Lebanon,2
10716,Milano,Italy,Cairo,Egypt,2
10717,Milano,Italy,Rome,Italy,6
10718,Milano,Italy,Baku,Azerbaijan,2
10719,Milano,Italy,Jeddah,Saudi Arabia,2
10720,Milano,Italy,St. Petersburg,Russia,3
10721,Milano,Italy,Lisbon,Portugal,4
10722,Milano,Italy,Luxemburg,Luxembourg,3
10723,Milano,Italy,Tokyo,Japan,1
10724,Milano,Italy,Porto,Portugal,2
10725,Milano,Italy,Riga,Latvia,2
10726,Milano,Italy,Riyadh,Saudi Arabia,2
10727,Milano,Italy,Sofia,Bulgaria,2
10728,Milano,Italy,Moscow,Russia,4
10729,Milano,Italy,Tunis,Tunisia,2
10730,Naples,Italy,Catania,Italy,3
10731,Naples,Italy,Rome,Italy,1
10732,Naples,Italy,Palermo,Italy,2
10733,Naples,Italy,Torino,Italy,2
10734,Naples,Italy,Ronchi De Legionari,Italy,1
10735,Nairobi,Kenya,Amsterdam,Netherlands,3
10736,Nairobi,Kenya,Abu Dhabi,United Arab Emirates,3
10737,Tokyo,Japan,Rome,Italy,1
10738,Tokyo,Japan,Milano,Italy,1
10739,Tokyo,Japan,Venice,Italy,1
10740,Norwich,United Kingdom,Amsterdam,Netherlands,2
10741,Olbia,Italy,Riga,Latvia,2
10742,Oradea,Romania,Bucharest,Romania,2
10743,Porto,Portugal,Rome,Italy,3
10744,Porto,Portugal,Milano,Italy,2
10745,Oran,Algeria,Rome,Italy,1
10746,Bucharest,Romania,Baia Mare,Romania,2
10747,Bucharest,Romania,Cluj-napoca,Romania,2
10748,Bucharest,Romania,Rome,Italy,4
10749,Bucharest,Romania,Iasi,Romania,2
10750,Bucharest,Romania,Milan,Italy,2
10751,Bucharest,Romania,Oradea,Romania,2
10752,Bucharest,Romania,Satu Mare,Romania,2
10753,Bucharest,Romania,Timisoara,Romania,2
10754,Beijing,China,Abu Dhabi,United Arab Emirates,3
10755,Palma de Mallorca,Spain,Barcelona,Spain,6
10756,Palma de Mallorca,Spain,Madrid,Spain,4
10757,Palermo,Italy,Rome,Italy,4
10758,Palermo,Italy,Naples,Italy,2
10759,Prague,Czech Republic,Rome,Italy,7
10760,Prague,Czech Republic,Milan,Italy,1
10761,Pisa,Italy,Rome,Italy,1
10762,Pescara,Italy,Milan,Italy,1
10763,Panama City,Panama,Amsterdam,Netherlands,2
10764,Shanghai,China,Rome,Italy,2
10765,Reggio Calabria,Italy,Rome,Italy,2
10766,Reggio Calabria,Italy,Milan,Italy,2
10767,Reggio Calabria,Italy,Torino,Italy,1
10768,Riga,Latvia,Rome,Italy,2
10769,Riga,Latvia,Milano,Italy,2
10770,Riga,Latvia,Olbia,Italy,2
10771,Riga,Latvia,Venice,Italy,2
10772,Riyadh,Saudi Arabia,Rome,Italy,2
10773,Riyadh,Saudi Arabia,Milano,Italy,2
10774,Mahe,Seychelles,Abu Dhabi,United Arab Emirates,3
10775,Ho Chi Minh City,Vietnam,Frankfurt,Germany,2
10776,Thessaloniki,Greece,Rome,Italy,3
10777,Skopje,Macedonia,Rome,Italy,1
10778,Sofia,Bulgaria,Rome,Italy,3
10779,Sofia,Bulgaria,Milano,Italy,2
10780,Lamezia,Italy,Rome,Italy,2
10781,Lamezia,Italy,Milan,Italy,1
10782,Satu Mare,Romania,Bucharest,Romania,2
10783,Stavanger,Norway,Amsterdam,Netherlands,2
10784,Moscow,Russia,Bologna,Italy,2
10785,Moscow,Russia,Rome,Italy,5
10786,Moscow,Russia,Bishkek,Kyrgyzstan,8
10787,Moscow,Russia,Milano,Italy,4
10788,Moscow,Russia,Tashkent,Uzbekistan,4
10789,Moscow,Russia,Venice,Italy,3
10790,Sydney,Australia,Abu Dhabi,United Arab Emirates,3
10791,Tashkent,Uzbekistan,Moscow,Russia,4
10792,Tbilisi,Georgia,Rome,Italy,1
10793,Tenerife,Spain,Madrid,Spain,7
10794,Podgorica,Montenegro,Rome,Italy,2
10795,Tirgu Mures,Romania,Bucharest,Romania,2
10796,Tirana,Albania,Bari,Italy,1
10797,Tirana,Albania,Rome,Italy,2
10798,Tirana,Albania,Torino,Italy,1
10799,Taipei,Taiwan,Delhi,India,2
10800,Trondheim,Norway,Amsterdam,Netherlands,2
10801, Torp,Sandefjord,Amsterdam,Netherlands,2
10802,Torino,Italy,Alghero,Italy,1
10803,Torino,Italy,Bari,Italy,2
10804,Torino,Italy,Rome,Italy,3
10805,Torino,Italy,Iasi,Romania,2
10806,Torino,Italy,Naples,Italy,2
10807,Torino,Italy,Reggio Calabria,Italy,1
10808,Torino,Italy,Tirana,Albania,1
10809,Ronchi De Legionari,Italy,Rome,Italy,1
10810,Ronchi De Legionari,Italy,Milan,Italy,1
10811,Ronchi De Legionari,Italy,Naples,Italy,1
10812,Timisoara,Romania,Bucharest,Romania,2
10813,Tunis,Tunisia,Rome,Italy,2
10814,Tunis,Tunisia,Milano,Italy,2
10815,Berlin,Germany,Amsterdam,Netherlands,3
10816,Venice,Italy,Amsterdam,Netherlands,3
10817,Venice,Italy,Rome,Italy,1
10818,Venice,Italy,New York,United States,2
10819,Venice,Italy,Lisbon,Portugal,2
10820,Venice,Italy,Tokyo,Japan,1
10821,Venice,Italy,Riga,Latvia,2
10822,Venice,Italy,Moscow,Russia,3
10823,Vienna,Austria,Milan,Italy,1
10824,Valencia,Spain,Rome,Italy,4
10825,Villafranca,Italy,Rome,Italy,1
10826,Warsaw,Poland,Rome,Italy,3
10827,Warsaw,Poland,Milan,Italy,1
10828,Zurich,Switzerland,Rome,Italy,3
10829,Sochi,Russia,Minsk 2,Belarus,1
10830,Amsterdam,Netherlands,Minsk 2,Belarus,1
