forecast_date,target,target_end_date,location,type,quantile,value
2022-01-16,1 wk ahead inc case,2022-01-22,AT,quantile,0.010,126413
2022-01-16,1 wk ahead inc case,2022-01-22,BE,quantile,0.010,151130
2022-01-16,1 wk ahead inc case,2022-01-22,BG,quantile,0.010,38926
2022-01-16,1 wk ahead inc case,2022-01-22,HR,quantile,0.010,15402
2022-01-16,1 wk ahead inc case,2022-01-22,CY,quantile,0.010,8758
2022-01-16,1 wk ahead inc case,2022-01-22,CZ,quantile,0.010,80134
2022-01-16,1 wk ahead inc case,2022-01-22,DK,quantile,0.010,90645
2022-01-16,1 wk ahead inc case,2022-01-22,EE,quantile,0.010,16046
2022-01-16,1 wk ahead inc case,2022-01-22,FI,quantile,0.010,68090
2022-01-16,1 wk ahead inc case,2022-01-22,FR,quantile,0.010,1.42325e+06
2022-01-16,1 wk ahead inc case,2022-01-22,DE,quantile,0.010,496756
2022-01-16,1 wk ahead inc case,2022-01-22,GR,quantile,0.010,59614
2022-01-16,1 wk ahead inc case,2022-01-22,HU,quantile,0.010,58540
2022-01-16,1 wk ahead inc case,2022-01-22,IS,quantile,0.010,1639
2022-01-16,1 wk ahead inc case,2022-01-22,IE,quantile,0.010,67929
2022-01-16,1 wk ahead inc case,2022-01-22,IT,quantile,0.010,936570
2022-01-16,1 wk ahead inc case,2022-01-22,LV,quantile,0.010,15555
2022-01-16,1 wk ahead inc case,2022-01-22,LI,quantile,0.010,514
2022-01-16,1 wk ahead inc case,2022-01-22,LT,quantile,0.010,23473
2022-01-16,1 wk ahead inc case,2022-01-22,LU,quantile,0.010,9992
2022-01-16,1 wk ahead inc case,2022-01-22,MT,quantile,0.010,0
2022-01-16,1 wk ahead inc case,2022-01-22,NL,quantile,0.010,168057
2022-01-16,1 wk ahead inc case,2022-01-22,NO,quantile,0.010,62634
2022-01-16,1 wk ahead inc case,2022-01-22,PL,quantile,0.010,131112
2022-01-16,1 wk ahead inc case,2022-01-22,PT,quantile,0.010,174115
2022-01-16,1 wk ahead inc case,2022-01-22,RO,quantile,0.010,95054
2022-01-16,1 wk ahead inc case,2022-01-22,SK,quantile,0.010,19671
2022-01-16,1 wk ahead inc case,2022-01-22,SI,quantile,0.010,49584
2022-01-16,1 wk ahead inc case,2022-01-22,ES,quantile,0.010,600542
2022-01-16,1 wk ahead inc case,2022-01-22,SE,quantile,0.010,104789
2022-01-16,1 wk ahead inc case,2022-01-22,CH,quantile,0.010,141598
2022-01-16,1 wk ahead inc case,2022-01-22,GB,quantile,0.010,241708
2022-01-16,2 wk ahead inc case,2022-01-29,AT,quantile,0.010,133209
2022-01-16,2 wk ahead inc case,2022-01-29,BE,quantile,0.010,120799
2022-01-16,2 wk ahead inc case,2022-01-29,BG,quantile,0.010,50130
2022-01-16,2 wk ahead inc case,2022-01-29,HR,quantile,0.010,22536
2022-01-16,2 wk ahead inc case,2022-01-29,CY,quantile,0.010,3527
2022-01-16,2 wk ahead inc case,2022-01-29,CZ,quantile,0.010,95281
2022-01-16,2 wk ahead inc case,2022-01-29,DK,quantile,0.010,59503
2022-01-16,2 wk ahead inc case,2022-01-29,EE,quantile,0.010,21703
2022-01-16,2 wk ahead inc case,2022-01-29,FI,quantile,0.010,79581
2022-01-16,2 wk ahead inc case,2022-01-29,FR,quantile,0.010,836452
2022-01-16,2 wk ahead inc case,2022-01-29,DE,quantile,0.010,614696
2022-01-16,2 wk ahead inc case,2022-01-29,GR,quantile,0.010,21739
2022-01-16,2 wk ahead inc case,2022-01-29,HU,quantile,0.010,84713
2022-01-16,2 wk ahead inc case,2022-01-29,IS,quantile,0.010,0
2022-01-16,2 wk ahead inc case,2022-01-29,IE,quantile,0.010,32852
2022-01-16,2 wk ahead inc case,2022-01-29,IT,quantile,0.010,644214
2022-01-16,2 wk ahead inc case,2022-01-29,LV,quantile,0.010,18855
2022-01-16,2 wk ahead inc case,2022-01-29,LI,quantile,0.010,464
2022-01-16,2 wk ahead inc case,2022-01-29,LT,quantile,0.010,25545
2022-01-16,2 wk ahead inc case,2022-01-29,LU,quantile,0.010,10991
2022-01-16,2 wk ahead inc case,2022-01-29,MT,quantile,0.010,0
2022-01-16,2 wk ahead inc case,2022-01-29,NL,quantile,0.010,115587
2022-01-16,2 wk ahead inc case,2022-01-29,NO,quantile,0.010,64797
2022-01-16,2 wk ahead inc case,2022-01-29,PL,quantile,0.010,185602
2022-01-16,2 wk ahead inc case,2022-01-29,PT,quantile,0.010,116925
2022-01-16,2 wk ahead inc case,2022-01-29,RO,quantile,0.010,174315
2022-01-16,2 wk ahead inc case,2022-01-29,SK,quantile,0.010,20074
2022-01-16,2 wk ahead inc case,2022-01-29,SI,quantile,0.010,60332
2022-01-16,2 wk ahead inc case,2022-01-29,ES,quantile,0.010,400336
2022-01-16,2 wk ahead inc case,2022-01-29,SE,quantile,0.010,49492
2022-01-16,2 wk ahead inc case,2022-01-29,CH,quantile,0.010,102275
2022-01-16,2 wk ahead inc case,2022-01-29,GB,quantile,0.010,51252
2022-01-16,3 wk ahead inc case,2022-02-05,AT,quantile,0.010,169484
2022-01-16,3 wk ahead inc case,2022-02-05,BE,quantile,0.010,60543
2022-01-16,3 wk ahead inc case,2022-02-05,BG,quantile,0.010,58962
2022-01-16,3 wk ahead inc case,2022-02-05,HR,quantile,0.010,21907
2022-01-16,3 wk ahead inc case,2022-02-05,CY,quantile,0.010,0
2022-01-16,3 wk ahead inc case,2022-02-05,CZ,quantile,0.010,87771
2022-01-16,3 wk ahead inc case,2022-02-05,DK,quantile,0.010,33548
2022-01-16,3 wk ahead inc case,2022-02-05,EE,quantile,0.010,25542
2022-01-16,3 wk ahead inc case,2022-02-05,FI,quantile,0.010,88088
2022-01-16,3 wk ahead inc case,2022-02-05,FR,quantile,0.010,235010
2022-01-16,3 wk ahead inc case,2022-02-05,DE,quantile,0.010,641299
2022-01-16,3 wk ahead inc case,2022-02-05,GR,quantile,0.010,0
2022-01-16,3 wk ahead inc case,2022-02-05,HU,quantile,0.010,99883
2022-01-16,3 wk ahead inc case,2022-02-05,IS,quantile,0.010,0
2022-01-16,3 wk ahead inc case,2022-02-05,IE,quantile,0.010,9090
2022-01-16,3 wk ahead inc case,2022-02-05,IT,quantile,0.010,251022
2022-01-16,3 wk ahead inc case,2022-02-05,LV,quantile,0.010,17303
2022-01-16,3 wk ahead inc case,2022-02-05,LI,quantile,0.010,296
2022-01-16,3 wk ahead inc case,2022-02-05,LT,quantile,0.010,24247
2022-01-16,3 wk ahead inc case,2022-02-05,LU,quantile,0.010,10733
2022-01-16,3 wk ahead inc case,2022-02-05,MT,quantile,0.010,0
2022-01-16,3 wk ahead inc case,2022-02-05,NL,quantile,0.010,53577
2022-01-16,3 wk ahead inc case,2022-02-05,NO,quantile,0.010,60723
2022-01-16,3 wk ahead inc case,2022-02-05,PL,quantile,0.010,267598
2022-01-16,3 wk ahead inc case,2022-02-05,PT,quantile,0.010,41078
2022-01-16,3 wk ahead inc case,2022-02-05,RO,quantile,0.010,283224
2022-01-16,3 wk ahead inc case,2022-02-05,SK,quantile,0.010,18538
2022-01-16,3 wk ahead inc case,2022-02-05,SI,quantile,0.010,48889
