8.2582,8.234,6.0485,6.004,5.9084,5.7947,5.699,5.6323,5.4111,5.292,5.2771,5.2771,4.9265,4.1871,3.3471,2.8144,2.2957,1.9239,1.6115,1.3854,1.3838,1.3837,1.3648,1.3505,1.3417,1.3362,1.3353,1.3351,1.3161,1.284,1.2521,1.2457,1.2452,1.2421,1.1519,1.0218,1.0005
123.91,123.91,34.261,11.218,6.9983,5.138,5.138,5.1378,5.1378,5.1378,5.0686,5.0187,4.945,4.6088,4.6088,3.888,2.8802,2.1556,1.6252,1.3236,1.1634,1.1522,1.1514,1.1506,1.1476,1.1447,1.1422,1.1419,1.1384,1.137,1.1365,1.1318,1.1275,1.1263,1.1209,1.119,1.1154
1120.5,67.971,13.548,6.237,3.922,2.9907,2.5174,2.2747,2.1556,2.1012,2.0867,2.0845,2.0831,2.0818,2.0742,2.06,2.0419,2.0231,1.9992,1.977,1.9565,1.9362,1.9165,1.8987,1.8817,1.8607,1.8432,1.8253,1.8083,1.7833,1.7582,1.7381,1.7196,1.6987,1.6723,1.618,1.5
184.49,184.49,124.9,43.658,15.22,7.9703,5.0223,3.8702,3.3932,3.3916,3.3916,3.3916,3.3916,3.3915,3.3915,3.3566,3.2996,3.2537,3.2004,3.2004,3.1957,3.1827,3.1819,3.1819,3.1794,3.1778,3.1182,3.0327,2.9827,2.9284,2.8956,2.878,2.7815,2.6968,2.6104,2.4865,1.5
9.2496,9.2274,8.13,8.0858,6.6723,6.6507,6.6507,6.6501,6.5799,6.4032,6.0068,6.0003,5.665,5.6629,5.4631,4.785,3.8594,3.1482,2.5748,2.1804,1.8956,1.6894,1.5414,1.5124,1.512,1.5118,1.5103,1.5015,1.5012,1.5011,1.5008,1.4946,1.4939,1.4913,1.3288,1.2842,1.218
162.29,161.43,161.42,161.36,115.77,76.842,57.388,42.456,34.25,29.001,25.22,22.958,20.547,19.461,18.69,18.07,17.848,17.839,17.839,17.659,17.559,17.559,17.559,17.385,17.385,17.331,16.998,16.447,16.055,15.173,14.4,13.776,13.136,12.209,11.076,9.475,1.5
44.025,43.946,43.883,43.835,43.799,43.774,43.758,43.749,43.746,43.746,43.745,35.534,28.585,23.052,19.924,19.918,19.919,19.887,17.116,15.073,13.536,13.069,12.623,12.197,11.787,11.528,11.267,11.019,10.778,10.543,10.32,10.102,9.8819,9.6449,9.4066,9.163,1.5
96.336,91.627,10.93,3.5632,2.0909,1.4934,1.1525,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1.0001,1
110.18,110.18,110.14,110.14,110.14,81.185,59.098,47.234,39.943,36.497,33.01,30.311,28.412,27.293,26.151,24.822,24.186,24.186,22.65,20.58,19.066,17.974,17.48,17.329,16.846,16.613,16.201,15.33,14.411,13.611,12.719,11.705,10.574,9.2281,8.0022,6.7671,1.5
19.83,19.595,17.748,17.748,17.518,13.498,9.4712,6.8756,5.3424,4.466,3.7566,3.2925,2.9794,2.7936,2.6916,2.6444,2.6439,2.6434,2.6325,2.6306,2.5682,2.561,2.5269,2.5133,2.4946,2.4676,2.4456,2.4196,2.4086,2.389,2.3691,2.3481,2.3335,2.3118,2.2871,2.2522,1.5
230.23,159.44,67.339,30.534,22.307,18.005,15.323,13.71,12.771,12.434,12.257,11.996,11.951,11.745,11.151,9.4144,7.3154,5.942,4.6489,3.8583,3.3262,3.0109,2.8582,2.8003,2.7952,2.7818,2.7648,2.7372,2.6854,2.6287,2.5749,2.5211,2.4624,2.4061,2.3282,2.2347,1.5
12.221,7.5407,6.1915,6.1915,6.1892,5.3409,4.6993,3.7433,3.7433,3.7359,3.3454,2.946,2.5414,2.2608,1.9955,1.9955,1.9955,1.6552,1.3228,1.1172,1.0589,1.0588,1.0587,1.0587,1.0587,1.0587,1.0587,1.0575,1.0575,1.0575,1.0575,1.0011,1.0011,1.001,1.0005,1.0003,1
13.399,13.399,10.112,8.1237,8.1237,7.5372,7.5266,7.4802,7.4029,7.3283,7.3221,7.3195,7.2504,6.9989,6.7462,6.7311,6.7311,6.5437,6.135,5.18,3.8215,2.5092,1.7402,1.3273,1.0804,1.0076,1.0075,1.0073,1.0072,1.007,1.0068,1.0067,1.0058,1.0058,1.0007,1.0007,1.0004
28.228,28.136,15.037,15.003,14.169,10.935,8.1849,6.108,5.0055,4.7417,4.4215,4.1758,4.1758,3.9368,3.7012,3.5143,3.4177,3.2512,3.0871,2.863,2.6971,2.5178,2.5177,2.5177,2.3491,2.1942,2.0832,2.0002,2,1.9972,1.952,1.8793,1.8202,1.757,1.6912,1.6039,1.5
6.1238,6.0943,3.8678,3.8211,3.7851,3.7743,3.7719,3.7668,3.3163,3.0705,3.0538,3.0492,2.8749,2.8749,2.8749,2.6786,2.4908,2.1372,1.8423,1.5271,1.3316,1.2506,1.208,1.2078,1.2071,1.2041,1.2033,1.201,1.1998,1.1985,1.1956,1.1945,1.1932,1.1898,1.1886,1.1863,1.1846
43.927,43.909,38.027,37.276,34.921,31.622,25.304,25.304,19.399,14.212,10.72,8.8036,8.0749,8.0749,7.9425,7.4735,7.0141,6.3678,5.9622,5.6816,5.5347,5.5347,5.4507,5.1063,4.7357,4.4027,4.2074,3.9639,3.6796,3.4832,3.4832,3.483,3.4542,3.3035,3.3035,3.0939,1.5
156.85,152.74,23.537,7.6757,4.7706,3.626,3.0351,3.0351,3.0347,3.0344,3.0344,3.0342,2.9032,2.547,2.0484,1.6357,1.6357,1.6354,1.6354,1.6354,1.6354,1.6352,1.6352,1.6352,1.556,1.4221,1.3093,1.1859,1.0785,1.0135,1.0032,1.0031,1.0028,1.0024,1.002,1.0018,1.001
30.427,30.427,30.427,13.019,6.4174,4.4035,3.3943,2.8786,2.8786,2.8348,2.6901,2.6088,2.5759,2.5757,2.5199,2.4461,2.3295,2.2052,2.0881,2.0121,1.9151,1.9149,1.9026,1.9012,1.9,1.8882,1.8866,1.8826,1.8793,1.8781,1.8631,1.8617,1.8592,1.8557,1.8543,1.8519,1.5
29.502,28.694,28.442,23.428,23.256,23.073,22.628,22.428,22.414,22.151,22.151,21.973,18.887,14.395,10.883,8.0948,5.9593,4.7268,3.824,3.2327,2.8751,2.6863,2.6842,2.6811,2.6681,2.645,2.6339,2.6088,2.5093,2.4952,2.4688,2.4324,2.4121,2.3749,2.35,2.313,1.5
8.6116,8.5146,8.4642,7.2171,7.2038,7.1857,5.5985,4.3382,3.4104,2.9562,2.6566,2.546,2.5425,2.5423,2.5419,2.5403,2.5401,2.5192,2.5164,2.4688,2.4614,2.4492,2.4347,2.4169,2.4168,2.3954,2.3942,2.3942,2.3921,2.3761,2.3534,2.353,2.3425,2.3345,2.3152,2.291,1.5
15.426,15.122,13.824,13.824,13.82,13.817,12.882,12.727,12.442,12.436,12.194,12.192,11.768,11.128,10.138,9.0064,7.7079,6.5635,5.654,4.9131,4.4663,4.0614,3.6512,3.3091,2.986,2.9091,2.9089,2.8997,2.8927,2.8819,2.8698,2.8158,2.7512,2.6487,2.5145,2.3692,1.5
26.468,26.226,12.603,8.0042,6.2919,5.0848,4.0946,3.4447,2.9155,2.6595,2.5159,2.5046,2.5022,2.4976,2.4736,2.4474,2.4301,2.4086,2.3972,2.3598,2.3276,2.3219,2.2731,2.2513,2.2333,2.1976,2.1811,2.1485,2.1173,2.1072,2.0479,2.0293,2.0123,1.9966,1.9736,1.8846,1.5
153.27,60.167,29.056,21.21,17.603,14.2,11.658,10.065,8.9542,8.2008,7.6479,7.0656,6.5306,5.9407,5.4379,4.9019,4.3518,3.8899,3.4196,3.0826,2.8778,2.7797,2.7166,2.6568,2.5954,2.5456,2.5045,2.4508,2.3946,2.3448,2.2971,2.2486,2.1965,2.1413,2.0805,2.0083,1.5
153.27,60.167,29.056,21.21,17.603,14.2,11.658,10.065,8.9542,8.2008,7.6479,7.0656,6.5306,5.9407,5.4379,4.9019,4.3518,3.8899,3.4196,3.0826,2.8778,2.7797,2.7166,2.6568,2.5954,2.5456,2.5045,2.4508,2.3946,2.3448,2.2971,2.2486,2.1965,2.1413,2.0805,2.0083,1.5
348.19,348.06,57.85,17.272,7.9342,5.204,3.7153,3.1187,2.7692,2.4887,2.2824,2.1739,2.085,2.0309,1.9997,1.9801,1.9613,1.9427,1.9263,1.9032,1.8795,1.8795,1.8795,1.8788,1.8656,1.8584,1.8512,1.8398,1.839,1.8253,1.8235,1.8078,1.8051,1.7848,1.7685,1.7326,1.5
36.763,36.317,36.034,35.984,27.102,17.769,8.8121,5.1914,3.8746,3.4527,3.4494,3.4472,3.4392,3.4373,3.4363,3.1829,2.8822,2.583,2.3388,2.2418,2.2401,2.2401,2.2392,2.1026,1.8509,1.7001,1.6779,1.6518,1.6517,1.6456,1.6177,1.6176,1.5981,1.5905,1.553,1.4613,1.4496
29.94,29.94,14.704,5.2748,3.693,3.2721,2.9347,2.6738,2.4828,2.2975,2.1471,2.1021,2.102,2.0972,1.9941,1.8069,1.5643,1.289,1.1194,1.0003,1.0003,1.0003,1.0003,1.0003,1.0003,1.0003,1.0003,1.0002,1.0002,1.0002,1.0002,1.0002,1.0002,1.0002,1.0001,1.0001,1.0001
825.47,116.98,20.553,7.7285,4.8647,4.8647,4.8647,3.9645,3.2347,2.7904,2.4432,2.1903,2.0138,1.9678,1.8533,1.6586,1.46,1.2774,1.1111,1.0015,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
39.026,29.967,8.571,4.6344,3.799,3.51,3.2224,2.9028,2.7167,2.5069,2.313,2.1969,2.1064,2.0771,2.0245,1.9625,1.8841,1.7912,1.685,1.6155,1.5575,1.5573,1.5548,1.5548,1.5385,1.5123,1.4947,1.4946,1.4884,1.4861,1.4855,1.4741,1.4739,1.4655,1.4484,1.4121,1.4116
153.27,60.167,29.056,21.21,17.603,14.2,11.658,10.065,8.9542,8.2008,7.6479,7.0656,6.5306,5.9407,5.4379,4.9019,4.3518,3.8899,3.4196,3.0826,2.8778,2.7797,2.7166,2.6568,2.5954,2.5456,2.5045,2.4508,2.3946,2.3448,2.2971,2.2486,2.1965,2.1413,2.0805,2.0083,1.5
24.42,24.418,24.17,24.152,22.988,19.12,12.357,11.885,11.885,11.884,10.462,8.6796,6.6882,5.0869,5.0869,5.0869,5.0869,4.7278,4.056,3.4742,3.0564,2.7039,2.5465,2.3742,2.3741,2.3684,2.3521,2.3373,2.3248,2.3055,2.2931,2.2761,2.2503,2.2403,2.225,2.1911,1.5
763.3,763.3,205.54,74.496,29.869,17.406,12.355,8.7871,7.2874,6.6353,6.5642,6.4009,6.3974,6.3734,6.2146,6.0935,5.8064,5.5978,5.4402,5.2991,5.232,5.1883,5.0493,4.9781,4.8799,4.7716,4.6088,4.4944,4.4592,4.4556,4.4555,4.4553,4.3764,4.2509,4.068,3.7665,1.5
330.23,292.53,86.333,43.993,25.322,17.176,12.058,9.3155,7.4178,6.2703,5.3732,4.5956,4.1128,3.6265,3.4039,2.7564,2.2987,1.9966,1.7024,1.4237,1.2606,1.2034,1.2033,1.201,1.201,1.1927,1.1927,1.1837,1.1717,1.1613,1.1413,1.1149,1.0953,1.0793,1.0613,1.0337,1.0002
192.73,191.73,58.879,24.343,11.29,6.9214,5.7104,5.7105,5.7105,5.7105,5.7104,5.7104,5.7104,5.7104,5.7104,5.1672,4.596,4.0643,3.5875,3.1978,2.9621,2.9195,2.8625,2.7701,2.7004,2.6739,2.6736,2.6736,2.6723,2.5732,2.4046,2.315,2.3137,2.1871,2.1332,2.0753,1.5
141.33,131.38,114.52,114.49,111.66,77.998,57.242,41.811,33.551,26.762,20.964,19.43,17.628,16.234,15.271,14.357,13.138,11.701,10.118,8.6559,7.5207,6.6139,5.8828,5.1081,4.3468,3.7847,3.4236,3.1203,2.9677,2.9634,2.9632,2.9336,2.9042,2.8426,2.7268,2.6626,1.5
38.296,38.295,38.266,37.916,37.879,37.875,37.874,37.871,37.867,37.867,37.867,34.308,32.829,29.361,26.148,22.147,19.219,18.252,18.192,17.475,16.308,14.981,13.998,12.789,12.021,12.021,11.399,10.245,8.973,8.9708,8.9707,8.9611,8.9468,8.9377,8.929,8.5897,1.5
153.27,60.167,29.056,21.21,17.603,14.2,11.658,10.065,8.9542,8.2008,7.6479,7.0656,6.5306,5.9407,5.4379,4.9019,4.3518,3.8899,3.4196,3.0826,2.8778,2.7797,2.7166,2.6568,2.5954,2.5456,2.5045,2.4508,2.3946,2.3448,2.2971,2.2486,2.1965,2.1413,2.0805,2.0083,1.5
158.2,157.91,52.455,24.272,17.989,13.357,13.356,13.356,11.328,9.6904,7.9333,6.9981,6.3281,5.832,5.5697,5.4118,5.2786,5.2505,5.1775,5.0836,4.946,4.9149,4.8633,4.7353,4.6792,4.6389,4.5938,4.5937,4.5312,4.5311,4.5307,4.4725,4.4483,4.2952,3.9901,3.8126,1.5
77.466,77.466,50.708,34.28,18.187,12.709,9.7017,8.5357,8.5357,7.8031,7.1621,5.8444,5.1036,4.0957,3.5851,3.4669,2.8728,2.3513,1.8759,1.5893,1.4945,1.4945,1.4929,1.4789,1.4491,1.4427,1.434,1.4253,1.4116,1.4004,1.3947,1.3909,1.3677,1.3655,1.3639,1.3615,1.3596
43.644,43.505,35.609,31.446,31.446,31.418,29.906,28.256,26.575,24.378,22.819,21.281,19.237,18.157,15.242,11.471,8.2836,5.8112,4.2685,3.4254,2.9003,2.5594,2.4328,2.4312,2.4278,2.3892,2.3193,2.2587,2.2275,2.187,2.0879,1.9474,1.8525,1.8511,1.8502,1.8116,1.5
50.948,50.947,49.27,49.27,48.857,48.734,48.385,48.004,48.004,47.346,47.192,46.415,46.275,46.224,46.224,44.246,32.694,22.751,15.441,11.709,9.3579,7.9017,7.1068,6.6868,6.1997,5.7528,5.3478,4.7158,4.0282,3.3413,2.6504,2.1947,1.9776,1.9708,1.966,1.9405,1.5
17.686,11.357,4.7779,1.6019,1.2107,1,1.043,1.0852,1.1276,1.17,1.2124,1.2548,1.2972,1.3396,1.382,1.4244,1.4669,1.7882,1.0005,1.0002,1.0395,1.3943,1.6202,1.0234,1.0389,1.0768,1.1119,1.1247,1.1473,1.1534,1.1845,1.2124,1.2094,1.2113,1.216,1.2028,1.1899
153.27,60.167,29.056,21.21,17.603,14.2,11.658,10.065,8.9542,8.2008,7.6479,7.0656,6.5306,5.9407,5.4379,4.9019,4.3518,3.8899,3.4196,3.0826,2.8778,2.7797,2.7166,2.6568,2.5954,2.5456,2.5045,2.4508,2.3946,2.3448,2.2971,2.2486,2.1965,2.1413,2.0805,2.0083,1.5
153.27,60.167,29.056,21.21,17.603,14.2,11.658,10.065,8.9542,8.2008,7.6479,7.0656,6.5306,5.9407,5.4379,4.9019,4.3518,3.8899,3.4196,3.0826,2.8778,2.7797,2.7166,2.6568,2.5954,2.5456,2.5045,2.4508,2.3946,2.3448,2.2971,2.2486,2.1965,2.1413,2.0805,2.0083,1.5
29.11,29.11,19.773,18.287,17.303,17.202,17.123,16.965,16.822,16.822,16.744,16.07,16.07,16.047,16.039,15.355,13.464,10.408,8.8426,7.5169,6.4426,5.812,5.812,5.812,5.4797,4.8378,4.3727,4.2428,4.098,3.8398,3.7045,3.5588,3.3986,3.174,3,2.8055,1.5
153.27,60.167,29.056,21.21,17.603,14.2,11.658,10.065,8.9542,8.2008,7.6479,7.0656,6.5306,5.9407,5.4379,4.9019,4.3518,3.8899,3.4196,3.0826,2.8778,2.7797,2.7166,2.6568,2.5954,2.5456,2.5045,2.4508,2.3946,2.3448,2.2971,2.2486,2.1965,2.1413,2.0805,2.0083,1.5
153.27,60.167,29.056,21.21,17.603,14.2,11.658,10.065,8.9542,8.2008,7.6479,7.0656,6.5306,5.9407,5.4379,4.9019,4.3518,3.8899,3.4196,3.0826,2.8778,2.7797,2.7166,2.6568,2.5954,2.5456,2.5045,2.4508,2.3946,2.3448,2.2971,2.2486,2.1965,2.1413,2.0805,2.0083,1.5
