52,59,66,73,80,87,94,101,108,115,122,129,136,143,150,157,164,171,178,185,192,199,206,213,220,227,234,241,248,255,262,269,276,283,290,297,304,311,318
157.5,60.292,45.412,40.856,32.554,29.602,27.44,25.892,23.392,22.132,21.249,20.452,19.542,18.765,17.742,17.017,15.017,12.713,10.89,9.3068,8.0471,7.2846,6.5276,5.947,5.5513,5.363,5.1962,5.0649,4.9075,4.7833,4.5847,4.3652,4.1249,3.8662,3.6784,3.5561,3.4858,3.361,1.5
485.26,243.57,95.89,60.015,49.107,40.095,32.65,31.43,30.227,28.312,27.362,25.365,24.779,24.777,24.485,24.422,24.416,24.392,24.392,22.463,19.416,16.697,14.432,12.662,11.292,10.372,9.3677,8.5703,7.9772,7.5442,7.3786,7.3783,7.2812,7.2655,7.0283,6.9041,6.4146,6.0442,1.5
157.5,60.292,45.412,40.856,32.554,29.602,27.44,25.892,23.392,22.132,21.249,20.452,19.542,18.765,17.742,17.017,15.017,12.713,10.89,9.3068,8.0471,7.2846,6.5276,5.947,5.5513,5.363,5.1962,5.0649,4.9075,4.7833,4.5847,4.3652,4.1249,3.8662,3.6784,3.5561,3.4858,3.361,1.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
157.5,60.292,45.412,40.856,32.554,29.602,27.44,25.892,23.392,22.132,21.249,20.452,19.542,18.765,17.742,17.017,15.017,12.713,10.89,9.3068,8.0471,7.2846,6.5276,5.947,5.5513,5.363,5.1962,5.0649,4.9075,4.7833,4.5847,4.3652,4.1249,3.8662,3.6784,3.5561,3.4858,3.361,1.5
157.5,60.292,45.412,40.856,32.554,29.602,27.44,25.892,23.392,22.132,21.249,20.452,19.542,18.765,17.742,17.017,15.017,12.713,10.89,9.3068,8.0471,7.2846,6.5276,5.947,5.5513,5.363,5.1962,5.0649,4.9075,4.7833,4.5847,4.3652,4.1249,3.8662,3.6784,3.5561,3.4858,3.361,1.5
56.555,56.532,38.832,38.832,38.83,38.83,38.283,38.145,38.143,38.072,37.581,37.581,32.69,24.563,18.95,15.91,13.649,10.742,8.5543,6.6196,5.4276,5.4276,5.4276,4.6971,3.9428,3.3536,2.912,2.912,2.6484,2.3528,2.1103,1.9055,1.7268,1.6796,1.625,1.5778,1.5092,1.4608,1.4205
375.95,233.1,93.561,55.144,48.21,48.208,48.207,48.197,40.522,30.474,20.714,14.623,10.558,8.1567,6.6237,5.4599,4.6789,4.1587,3.8258,3.8258,3.8258,3.7196,3.6807,3.6237,3.6236,3.6236,3.5536,3.4515,3.326,3.1646,2.9731,2.6479,2.2604,2.0046,1.8032,1.6771,1.5731,1.4798,1.4053
157.5,60.292,45.412,40.856,32.554,29.602,27.44,25.892,23.392,22.132,21.249,20.452,19.542,18.765,17.742,17.017,15.017,12.713,10.89,9.3068,8.0471,7.2846,6.5276,5.947,5.5513,5.363,5.1962,5.0649,4.9075,4.7833,4.5847,4.3652,4.1249,3.8662,3.6784,3.5561,3.4858,3.361,1.5
71.597,61.331,40.652,37.421,34.527,34.527,34.235,33.514,32.985,32.292,31.806,31.489,31.136,30.823,30.391,29.947,28.983,28.029,26.898,25.887,24.831,24.283,24.283,24.283,23.211,21.564,19.184,16.739,14.872,13.424,12.797,12.797,12.758,12.757,12.66,12.66,12.66,12.66,1.5
