forecast_date,target,target_end_date,location,location_name,type,quantile,value
2022-04-08,1 wk ahead inc case,2022-04-09,GM01,GM01,point,NA,144801
2022-04-08,1 wk ahead inc case,2022-04-09,GM01,GM01,quantile,0.01,12188
2022-04-08,1 wk ahead inc case,2022-04-09,GM01,GM01,quantile,0.025,13293
2022-04-08,1 wk ahead inc case,2022-04-09,GM01,GM01,quantile,0.05,61070
2022-04-08,1 wk ahead inc case,2022-04-09,GM01,GM01,quantile,0.1,73496
2022-04-08,1 wk ahead inc case,2022-04-09,GM01,GM01,quantile,0.15,80141
2022-04-08,1 wk ahead inc case,2022-04-09,GM01,GM01,quantile,0.2,82195
2022-04-08,1 wk ahead inc case,2022-04-09,GM01,GM01,quantile,0.25,87655
2022-04-08,1 wk ahead inc case,2022-04-09,GM01,GM01,quantile,0.3,92050
2022-04-08,1 wk ahead inc case,2022-04-09,GM01,GM01,quantile,0.35,99124
2022-04-08,1 wk ahead inc case,2022-04-09,GM01,GM01,quantile,0.4,118977
2022-04-08,1 wk ahead inc case,2022-04-09,GM01,GM01,quantile,0.45,135050
2022-04-08,1 wk ahead inc case,2022-04-09,GM01,GM01,quantile,0.5,144801
2022-04-08,1 wk ahead inc case,2022-04-09,GM01,GM01,quantile,0.55,149667
2022-04-08,1 wk ahead inc case,2022-04-09,GM01,GM01,quantile,0.6,160153
2022-04-08,1 wk ahead inc case,2022-04-09,GM01,GM01,quantile,0.65,163339
2022-04-08,1 wk ahead inc case,2022-04-09,GM01,GM01,quantile,0.7,170146
2022-04-08,1 wk ahead inc case,2022-04-09,GM01,GM01,quantile,0.75,187802
2022-04-08,1 wk ahead inc case,2022-04-09,GM01,GM01,quantile,0.8,191831
2022-04-08,1 wk ahead inc case,2022-04-09,GM01,GM01,quantile,0.85,197489
2022-04-08,1 wk ahead inc case,2022-04-09,GM01,GM01,quantile,0.9,216042
2022-04-08,1 wk ahead inc case,2022-04-09,GM01,GM01,quantile,0.95,248204
2022-04-08,1 wk ahead inc case,2022-04-09,GM01,GM01,quantile,0.975,254861
2022-04-08,1 wk ahead inc case,2022-04-09,GM01,GM01,quantile,0.99,271433
2022-04-08,1 wk ahead cum case,2022-04-09,GM01,GM01,point,NA,3230446
2022-04-08,1 wk ahead cum case,2022-04-09,GM01,GM01,quantile,0.01,3097833
2022-04-08,1 wk ahead cum case,2022-04-09,GM01,GM01,quantile,0.025,3098938
2022-04-08,1 wk ahead cum case,2022-04-09,GM01,GM01,quantile,0.05,3146715
2022-04-08,1 wk ahead cum case,2022-04-09,GM01,GM01,quantile,0.1,3159141
2022-04-08,1 wk ahead cum case,2022-04-09,GM01,GM01,quantile,0.15,3165786
2022-04-08,1 wk ahead cum case,2022-04-09,GM01,GM01,quantile,0.2,3167840
2022-04-08,1 wk ahead cum case,2022-04-09,GM01,GM01,quantile,0.25,3173300
2022-04-08,1 wk ahead cum case,2022-04-09,GM01,GM01,quantile,0.3,3177695
2022-04-08,1 wk ahead cum case,2022-04-09,GM01,GM01,quantile,0.35,3184769
2022-04-08,1 wk ahead cum case,2022-04-09,GM01,GM01,quantile,0.4,3204622
2022-04-08,1 wk ahead cum case,2022-04-09,GM01,GM01,quantile,0.45,3220695
2022-04-08,1 wk ahead cum case,2022-04-09,GM01,GM01,quantile,0.5,3230446
2022-04-08,1 wk ahead cum case,2022-04-09,GM01,GM01,quantile,0.55,3235312
2022-04-08,1 wk ahead cum case,2022-04-09,GM01,GM01,quantile,0.6,3245798
2022-04-08,1 wk ahead cum case,2022-04-09,GM01,GM01,quantile,0.65,3248984
2022-04-08,1 wk ahead cum case,2022-04-09,GM01,GM01,quantile,0.7,3255791
2022-04-08,1 wk ahead cum case,2022-04-09,GM01,GM01,quantile,0.75,3273447
2022-04-08,1 wk ahead cum case,2022-04-09,GM01,GM01,quantile,0.8,3277476
2022-04-08,1 wk ahead cum case,2022-04-09,GM01,GM01,quantile,0.85,3283134
2022-04-08,1 wk ahead cum case,2022-04-09,GM01,GM01,quantile,0.9,3301687
2022-04-08,1 wk ahead cum case,2022-04-09,GM01,GM01,quantile,0.95,3333849
2022-04-08,1 wk ahead cum case,2022-04-09,GM01,GM01,quantile,0.975,3340506
2022-04-08,1 wk ahead cum case,2022-04-09,GM01,GM01,quantile,0.99,3357078
2022-04-08,2 wk ahead inc case,2022-04-16,GM01,GM01,point,NA,100941
2022-04-08,2 wk ahead inc case,2022-04-16,GM01,GM01,quantile,0.01,0
2022-04-08,2 wk ahead inc case,2022-04-16,GM01,GM01,quantile,0.025,0
2022-04-08,2 wk ahead inc case,2022-04-16,GM01,GM01,quantile,0.05,0
2022-04-08,2 wk ahead inc case,2022-04-16,GM01,GM01,quantile,0.1,4087
2022-04-08,2 wk ahead inc case,2022-04-16,GM01,GM01,quantile,0.15,11541
2022-04-08,2 wk ahead inc case,2022-04-16,GM01,GM01,quantile,0.2,15372
2022-04-08,2 wk ahead inc case,2022-04-16,GM01,GM01,quantile,0.25,26316
2022-04-08,2 wk ahead inc case,2022-04-16,GM01,GM01,quantile,0.3,53836
2022-04-08,2 wk ahead inc case,2022-04-16,GM01,GM01,quantile,0.35,72425
2022-04-08,2 wk ahead inc case,2022-04-16,GM01,GM01,quantile,0.4,86497
2022-04-08,2 wk ahead inc case,2022-04-16,GM01,GM01,quantile,0.45,97140
2022-04-08,2 wk ahead inc case,2022-04-16,GM01,GM01,quantile,0.5,100941
