forecast_date,target,target_end_date,location,type,quantile,value
2022-02-06,1 wk ahead inc case,2022-02-12,AT,quantile,0.010,131406
2022-02-06,1 wk ahead inc case,2022-02-12,BE,quantile,0.010,43041
2022-02-06,1 wk ahead inc case,2022-02-12,BG,quantile,0.010,42396
2022-02-06,1 wk ahead inc case,2022-02-12,HR,quantile,0.010,37010
2022-02-06,1 wk ahead inc case,2022-02-12,CY,quantile,0.010,15224
2022-02-06,1 wk ahead inc case,2022-02-12,CZ,quantile,0.010,156049
2022-02-06,1 wk ahead inc case,2022-02-12,DK,quantile,0.010,0
2022-02-06,1 wk ahead inc case,2022-02-12,EE,quantile,0.010,35137
2022-02-06,1 wk ahead inc case,2022-02-12,FI,quantile,0.010,12775
2022-02-06,1 wk ahead inc case,2022-02-12,FR,quantile,0.010,366755
2022-02-06,1 wk ahead inc case,2022-02-12,DE,quantile,0.010,992800
2022-02-06,1 wk ahead inc case,2022-02-12,GR,quantile,0.010,81625
2022-02-06,1 wk ahead inc case,2022-02-12,HU,quantile,0.010,80180
2022-02-06,1 wk ahead inc case,2022-02-12,IS,quantile,0.010,0
2022-02-06,1 wk ahead inc case,2022-02-12,IE,quantile,0.010,9301
2022-02-06,1 wk ahead inc case,2022-02-12,IT,quantile,0.010,145052
2022-02-06,1 wk ahead inc case,2022-02-12,LV,quantile,0.010,33554
2022-02-06,1 wk ahead inc case,2022-02-12,LI,quantile,0.010,406
2022-02-06,1 wk ahead inc case,2022-02-12,LT,quantile,0.010,62976
2022-02-06,1 wk ahead inc case,2022-02-12,LU,quantile,0.010,6933
2022-02-06,1 wk ahead inc case,2022-02-12,MT,quantile,0.010,231
2022-02-06,1 wk ahead inc case,2022-02-12,NL,quantile,0.010,388442
2022-02-06,1 wk ahead inc case,2022-02-12,NO,quantile,0.010,60125
2022-02-06,1 wk ahead inc case,2022-02-12,PL,quantile,0.010,226316
2022-02-06,1 wk ahead inc case,2022-02-12,PT,quantile,0.010,83833
2022-02-06,1 wk ahead inc case,2022-02-12,RO,quantile,0.010,195654
2022-02-06,1 wk ahead inc case,2022-02-12,SK,quantile,0.010,126931
2022-02-06,1 wk ahead inc case,2022-02-12,SI,quantile,0.010,37285
2022-02-06,1 wk ahead inc case,2022-02-12,ES,quantile,0.010,0
2022-02-06,1 wk ahead inc case,2022-02-12,SE,quantile,0.010,116902
2022-02-06,1 wk ahead inc case,2022-02-12,CH,quantile,0.010,149696
2022-02-06,1 wk ahead inc case,2022-02-12,GB,quantile,0.010,972087
2022-02-06,2 wk ahead inc case,2022-02-19,AT,quantile,0.010,69763
2022-02-06,2 wk ahead inc case,2022-02-19,BE,quantile,0.010,0
2022-02-06,2 wk ahead inc case,2022-02-19,BG,quantile,0.010,36195
2022-02-06,2 wk ahead inc case,2022-02-19,HR,quantile,0.010,32557
2022-02-06,2 wk ahead inc case,2022-02-19,CY,quantile,0.010,9738
2022-02-06,2 wk ahead inc case,2022-02-19,CZ,quantile,0.010,138574
2022-02-06,2 wk ahead inc case,2022-02-19,DK,quantile,0.010,0
2022-02-06,2 wk ahead inc case,2022-02-19,EE,quantile,0.010,29463
2022-02-06,2 wk ahead inc case,2022-02-19,FI,quantile,0.010,7406
2022-02-06,2 wk ahead inc case,2022-02-19,FR,quantile,0.010,35824
2022-02-06,2 wk ahead inc case,2022-02-19,DE,quantile,0.010,870050
2022-02-06,2 wk ahead inc case,2022-02-19,GR,quantile,0.010,49343
2022-02-06,2 wk ahead inc case,2022-02-19,HU,quantile,0.010,69611
2022-02-06,2 wk ahead inc case,2022-02-19,IS,quantile,0.010,0
2022-02-06,2 wk ahead inc case,2022-02-19,IE,quantile,0.010,2045
2022-02-06,2 wk ahead inc case,2022-02-19,IT,quantile,0.010,69395
2022-02-06,2 wk ahead inc case,2022-02-19,LV,quantile,0.010,20283
2022-02-06,2 wk ahead inc case,2022-02-19,LI,quantile,0.010,211
2022-02-06,2 wk ahead inc case,2022-02-19,LT,quantile,0.010,57841
2022-02-06,2 wk ahead inc case,2022-02-19,LU,quantile,0.010,4561
2022-02-06,2 wk ahead inc case,2022-02-19,MT,quantile,0.010,0
2022-02-06,2 wk ahead inc case,2022-02-19,NL,quantile,0.010,246373
2022-02-06,2 wk ahead inc case,2022-02-19,NO,quantile,0.010,30783
2022-02-06,2 wk ahead inc case,2022-02-19,PL,quantile,0.010,210037
2022-02-06,2 wk ahead inc case,2022-02-19,PT,quantile,0.010,22811
2022-02-06,2 wk ahead inc case,2022-02-19,RO,quantile,0.010,227568
2022-02-06,2 wk ahead inc case,2022-02-19,SK,quantile,0.010,126982
2022-02-06,2 wk ahead inc case,2022-02-19,SI,quantile,0.010,10958
2022-02-06,2 wk ahead inc case,2022-02-19,ES,quantile,0.010,0
2022-02-06,2 wk ahead inc case,2022-02-19,SE,quantile,0.010,39406
2022-02-06,2 wk ahead inc case,2022-02-19,CH,quantile,0.010,105028
