id,Country,2021-07-16,2021-07-17,2021-07-18,2021-07-19,2021-07-20,2021-07-21,2021-07-22,2021-07-23,2021-07-24,2021-07-25,2021-07-26,2021-07-27,2021-07-28,2021-07-29,2021-07-30,2021-07-31,2021-08-01,2021-08-02,2021-08-03,2021-08-04,2021-08-05,2021-08-06,2021-08-07,2021-08-08,2021-08-09,2021-08-10,2021-08-11,2021-08-12,2021-08-13,2021-08-14,2021-08-15,2021-08-16,2021-08-17,2021-08-18,2021-08-19,2021-08-20,2021-08-21,2021-08-22,2021-08-23,2021-08-24,2021-08-25,2021-08-26,2021-08-27,2021-08-28,2021-08-29,2021-08-30,2021-08-31,2021-09-01,2021-09-02,2021-09-03,2021-09-04,2021-09-05,2021-09-06,2021-09-07,2021-09-08,2021-09-09,2021-09-10,2021-09-11,2021-09-12,2021-09-13,2021-09-14,2021-09-15,2021-09-16,2021-09-17,2021-09-18,2021-09-19,2021-09-20,2021-09-21,2021-09-22,2021-09-23,2021-09-24,2021-09-25,2021-09-26,2021-09-27,2021-09-28,2021-09-29,2021-09-30,2021-10-01,2021-10-02,2021-10-03,2021-10-04,2021-10-05,2021-10-06,2021-10-07,2021-10-08,2021-10-09,2021-10-10,2021-10-11,2021-10-12,2021-10-13,2021-10-14,2021-10-15,2021-10-16,2021-10-17,2021-10-18,2021-10-19
0,Afghanistan,137853,138819,139767,140695,141605,142496,143369,144224,145061,145882,146685,147471,148241,148995,149733,150455,151161,151853,152530,153192,153840,154474,155093,155700,156293,156872,157439,157994,158535,159065,159583,160089,160583,161066,161539,162000,162450,162891,163321,163740,164150,164551,164942,165323,165696,166060,166415,166761,167099,167429,167751,168065,168371,168670,168961,169246,169523,169793,170057,170313,170564,170808,171046,171278,171504,171724,171938,172147,172351,172549,172742,172930,173114,173292,173466,173635,173799,173959,174115,174267,174415,174558,174698,174834,174966,175095,175220,175342,175460,175574,175684,175790,175892,175990,176084,176174
1,Albania,132647,132647,132647,132647,132647,132647,132647,132647,132647,132647,132647,132647,132647,132647,132647,132647,132647,132647,132647,132647,132647,132647,132647,132647,132647,132647,132647,132647,132647,132647,132647,132647,132647,132647,132647,132647,132647,132647,132647,132647,132647,132647,132647,132647,132647,132647,132647,132647,132647,132647,132647,132647,132647,132647,132647,132647,132647,132647,132647,132647,132647,132647,132647,132647,132647,132647,132647,132647,132647,132647,132647,132647,132647,132647,132647,132647,132647,132647,132647,132647,132647,132647,132647,132647,132647,132647,132647,132647,132647,132647,132647,132647,132647,132647,132647,132647
2,Algeria,151103,151532,151964,152398,152835,153275,153717,154162,154609,155059,155512,155967,156425,156886,157350,157816,158285,158757,159232,159709,160189,160673,161158,161647,162139,162633,163131,163631,164134,164640,165149,165661,166176,166694,167215,167739,168266,168796,169329,169865,170405,170947,171493,172041,172593,173148,173706,174267,174831,175399,175970,176544,177121,177702,178286,178873,179464,180057,180655,181255,181859,182466,183077,183691,184309,184930,185554,186182,186813,187448,188086,188728,189374,190023,190675,191331,191991,192654,193321,193992,194666,195344,196025,196711,197399,198092,198789,199489,200192,200898,201607,202319,203034,203752,204473,205197
3,Andorra,14273,14273,14273,14273,14273,14273,14273,14273,14273,14273,14273,14273,14273,14273,14273,14273,14273,14273,14273,14273,14273,14273,14273,14273,14273,14273,14273,14273,14273,14273,14273,14273,14273,14273,14273,14273,14273,14273,14273,14273,14273,14273,14273,14273,14273,14273,14273,14273,14273,14273,14273,14273,14273,14273,14273,14273,14273,14273,14273,14273,14273,14273,14273,14273,14273,14273,14273,14273,14273,14273,14273,14273,14273,14273,14273,14273,14273,14273,14273,14273,14273,14273,14273,14273,14273,14273,14273,14273,14273,14273,14273,14273,14273,14273,14273,14273
4,Angola,40631,40711,40789,40866,40942,41016,41089,41160,41230,41299,41366,41432,41497,41561,41623,41685,41745,41804,41861,41918,41973,42028,42081,42134,42185,42235,42285,42333,42381,42427,42473,42517,42561,42604,42646,42687,42728,42767,42806,42844,42882,42918,42954,42989,43023,43057,43090,43122,43154,43185,43215,43245,43274,43302,43330,43358,43384,43410,43436,43461,43486,43510,43533,43557,43579,43601,43623,43644,43665,43685,43705,43724,43743,43762,43780,43798,43815,43833,43849,43866,43881,43897,43912,43927,43942,43956,43970,43984,43997,44010,44023,44036,44049,44062,44075,44088
5,Antigua and Barbuda,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268
6,Argentina,4737213,4742044,4746764,4751373,4755871,4760258,4764534,4768699,4772753,4776696,4780528,4784249,4787859,4791358,4794746,4798023,4801189,4804244,4807188,4810021,4812743,4815354,4817854,4820243,4822521,4824688,4826744,4828689,4830523,4832246,4833858,4835359,4836749,4838028,4839196,4840253,4841199,4842042,4842794,4843461,4844052,4844574,4845035,4845440,4845796,4846107,4846378,4846615,4846820,4846998,4847152,4847284,4847398,4847496,4847579,4847650,4847711,4847762,4847805,4847841,4847872,4847898,4847919,4847937,4847952,4847964,4847974,4847983,4847989,4847995,4848000,4848003,4848006,4848009,4848011,4848012,4848013,4848014,4848015,4848016,4848016,4848016,4848016,4848016,4848016,4848016,4848016,4848016,4848016,4848016,4848016,4848016,4848016,4848016,4848016,4848016
7,Armenia,227111,227217,227324,227432,227541,227650,227761,227872,227984,228098,228212,228327,228442,228559,228677,228795,228915,229034,229153,229271,229388,229505,229620,229735,229849,229961,230073,230183,230293,230401,230507,230613,230716,230819,230920,231019,231117,231213,231307,231400,231491,231580,231668,231753,231837,231919,232000,232078,232155,232229,232302,232373,232442,232509,232575,232638,232700,232760,232818,232875,232929,232982,233033,233083,233130,233176,233221,233264,233305,233345,233383,233420,233455,233489,233522,233553,233583,233612,233639,233666,233691,233715,233738,233760,233780,233800,233819,233837,233854,233870,233886,233900,233914,233927,233940,233951
8,Australia,31771,31801,31831,31861,31891,31922,31952,31982,32013,32043,32073,32104,32134,32164,32194,32224,32253,32281,32310,32338,32365,32392,32418,32444,32470,32494,32519,32543,32566,32589,32611,32633,32654,32675,32695,32715,32734,32753,32771,32789,32806,32823,32839,32854,32870,32884,32898,32912,32925,32938,32950,32962,32974,32985,32995,33006,33015,33025,33034,33042,33051,33059,33066,33074,33080,33087,33093,33099,33105,33111,33116,33121,33126,33130,33134,33138,33142,33146,33149,33153,33156,33159,33161,33164,33166,33169,33171,33173,33175,33176,33178,33180,33181,33183,33184,33184
9,Austria,653001,653006,653011,653016,653021,653026,653031,653036,653041,653046,653051,653056,653061,653066,653071,653076,653081,653086,653091,653096,653101,653106,653111,653116,653121,653126,653130,653134,653137,653140,653143,653145,653148,653150,653152,653153,653155,653156,653157,653158,653159,653160,653160,653161,653162,653162,653162,653162,653163,653163,653163,653163,653163,653163,653163,653163,653163,653163,653163,653163,653163,653163,653163,653163,653163,653163,653163,653163,653163,653163,653163,653163,653163,653163,653163,653163,653163,653163,653163,653163,653163,653163,653163,653163,653163,653163,653163,653163,653163,653163,653163,653163,653163,653163,653163,653163
