id,Country,2021-06-20,2021-06-21,2021-06-22,2021-06-23,2021-06-24,2021-06-25,2021-06-26,2021-06-27,2021-06-28,2021-06-29,2021-06-30,2021-07-01,2021-07-02,2021-07-03,2021-07-04,2021-07-05,2021-07-06,2021-07-07,2021-07-08,2021-07-09,2021-07-10,2021-07-11,2021-07-12,2021-07-13,2021-07-14,2021-07-15,2021-07-16,2021-07-17,2021-07-18,2021-07-19,2021-07-20,2021-07-21,2021-07-22,2021-07-23,2021-07-24,2021-07-25,2021-07-26,2021-07-27,2021-07-28,2021-07-29,2021-07-30,2021-07-31,2021-08-01,2021-08-02,2021-08-03,2021-08-04,2021-08-05,2021-08-06,2021-08-07,2021-08-08,2021-08-09,2021-08-10,2021-08-11,2021-08-12,2021-08-13,2021-08-14,2021-08-15,2021-08-16,2021-08-17,2021-08-18,2021-08-19,2021-08-20,2021-08-21,2021-08-22,2021-08-23,2021-08-24,2021-08-25,2021-08-26,2021-08-27,2021-08-28,2021-08-29,2021-08-30,2021-08-31,2021-09-01,2021-09-02,2021-09-03,2021-09-04,2021-09-05,2021-09-06,2021-09-07,2021-09-08,2021-09-09,2021-09-10,2021-09-11,2021-09-12,2021-09-13,2021-09-14,2021-09-15,2021-09-16,2021-09-17,2021-09-18,2021-09-19,2021-09-20,2021-09-21,2021-09-22,2021-09-23
0,Afghanistan,98734,99767,100766,101721,102628,103483,104290,105054,105774,106442,107062,107632,108151,108622,109042,109410,109727,109991,110201,110360,110465,110514,110514,110514,110514,110514,110514,110514,110514,110514,110514,110514,110514,110514,110514,110514,110514,110514,110514,110514,110514,110514,110514,110514,110514,110514,110514,110514,110514,110514,110514,110514,110514,110514,110514,110514,110514,110514,110514,110514,110514,110514,110514,110514,110514,110514,110514,110514,110514,110514,110514,110514,110514,110514,110514,110514,110514,110514,110514,110514,110514,110514,110514,110514,110514,110514,110514,110514,110514,110514,110514,110514,110514,110514,110514,110514
1,Albania,132490,132494,132497,132501,132504,132507,132509,132512,132513,132516,132518,132519,132522,132524,132525,132526,132528,132529,132531,132532,132533,132534,132535,132536,132537,132537,132538,132538,132539,132540,132541,132541,132543,132543,132544,132544,132544,132544,132545,132545,132546,132546,132546,132546,132546,132546,132546,132548,132548,132548,132548,132548,132548,132548,132548,132548,132548,132548,132548,132548,132548,132548,132548,132548,132548,132548,132548,132548,132548,132548,132548,132548,132548,132548,132548,132548,132548,132548,132548,132548,132548,132548,132548,132548,132548,132548,132548,132548,132548,132548,132548,132548,132549,132549,132549,132549
2,Algeria,135821,136148,136473,136795,137115,137431,137744,138053,138360,138662,138961,139254,139544,139827,140108,140383,140652,140916,141174,141427,141675,141917,142153,142383,142606,142825,143036,143243,143442,143635,143823,144004,144180,144350,144513,144671,144822,144969,145110,145244,145375,145498,145617,145731,145840,145943,146042,146136,146226,146312,146394,146471,146544,146613,146679,146741,146798,146854,146907,146956,147002,147045,147087,147125,147161,147195,147225,147255,147283,147308,147333,147354,147375,147395,147412,147429,147444,147458,147470,147482,147494,147503,147513,147521,147530,147536,147543,147550,147555,147560,147564,147568,147573,147577,147580,147582
3,Andorra,13842,13843,13846,13848,13848,13850,13850,13851,13851,13851,13852,13852,13852,13852,13852,13853,13853,13853,13853,13853,13853,13853,13853,13853,13853,13853,13853,13853,13853,13853,13853,13853,13853,13853,13853,13853,13853,13853,13853,13853,13853,13853,13853,13853,13853,13853,13853,13853,13853,13853,13853,13853,13853,13853,13853,13853,13853,13853,13853,13853,13853,13853,13853,13853,13853,13853,13853,13853,13853,13853,13853,13853,13853,13853,13853,13853,13853,13853,13853,13853,13853,13853,13853,13853,13853,13853,13853,13853,13853,13853,13853,13853,13853,13853,13853,13853
4,Angola,37678,37795,37910,38023,38134,38243,38349,38455,38560,38662,38763,38862,38959,39056,39149,39242,39333,39421,39510,39596,39682,39765,39848,39931,40010,40090,40167,40243,40318,40394,40466,40538,40608,40677,40747,40815,40880,40946,41011,41075,41137,41197,41259,41319,41378,41435,41491,41548,41603,41658,41711,41763,41815,41867,41917,41966,42014,42062,42109,42156,42201,42246,42291,42333,42377,42419,42460,42501,42540,42578,42618,42655,42693,42729,42766,42801,42836,42870,42903,42937,42970,43001,43032,43064,43094,43123,43152,43181,43209,43236,43263,43289,43314,43338,43361,43384
5,Antigua and Barbuda,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263
6,Argentina,4268789,4286016,4302442,4318106,4333096,4347502,4361344,4374587,4387278,4399474,4411206,4422409,4433091,4443227,4452808,4461819,4470370,4478501,4486253,4493652,4500703,4507402,4513755,4519757,4525406,4530699,4535648,4540272,4544593,4548636,4552432,4555992,4559323,4562435,4565335,4568031,4570529,4572839,4574973,4576940,4578759,4580440,4581997,4583437,4584771,4586003,4587140,4588189,4589152,4590036,4590847,4591591,4592282,4592919,4593511,4594060,4594568,4595039,4595474,4595877,4596248,4596592,4596911,4597205,4597479,4597731,4597967,4598184,4598385,4598573,4598746,4598907,4599056,4599194,4599321,4599438,4599548,4599650,4599744,4599831,4599911,4599985,4600055,4600118,4600177,4600231,4600281,4600327,4600369,4600408,4600443,4600476,4600508,4600542,4600577,4600608
7,Armenia,224227,224276,224325,224374,224421,224468,224513,224560,224604,224648,224692,224735,224779,224820,224863,224904,224945,224986,225027,225066,225108,225147,225186,225226,225265,225303,225342,225381,225419,225458,225496,225533,225571,225608,225645,225683,225720,225757,225794,225831,225868,225904,225941,225976,226013,226049,226085,226121,226156,226191,226227,226263,226298,226333,226368,226403,226437,226472,226507,226542,226575,226611,226644,226678,226713,226745,226779,226812,226845,226878,226911,226944,226975,227008,227040,227072,227104,227136,227167,227198,227230,227260,227291,227322,227352,227381,227412,227441,227468,227495,227520,227545,227569,227593,227615,227638
8,Australia,30355,30365,30376,30388,30399,30410,30420,30431,30441,30451,30463,30472,30482,30492,30502,30511,30521,30531,30539,30547,30557,30565,30574,30582,30589,30597,30604,30612,30619,30627,30634,30641,30646,30654,30660,30667,30673,30679,30684,30690,30695,30700,30705,30710,30715,30720,30724,30729,30733,30738,30741,30747,30750,30753,30756,30760,30763,30767,30770,30772,30775,30778,30780,30783,30786,30788,30790,30793,30794,30797,30798,30799,30800,30802,30804,30806,30807,30808,30809,30811,30812,30813,30814,30815,30815,30816,30817,30817,30817,30817,30817,30817,30817,30817,30817,30817
9,Austria,649576,649718,649853,649980,650100,650213,650320,650422,650516,650606,650691,650772,650846,650915,650980,651041,651097,651150,651197,651242,651284,651322,651357,651389,651419,651446,651471,651494,651514,651532,651550,651566,651580,651593,651605,651616,651627,651635,651643,651650,651655,651660,651666,651670,651674,651678,651681,651684,651685,651688,651690,651691,651691,651693,651694,651695,651696,651696,651697,651697,651697,651697,651697,651697,651697,651697,651697,651697,651697,651697,651698,651698,651698,651698,651698,651698,651698,651698,651698,651698,651698,651699,651699,651699,651699,651699,651699,651699,651699,651699,651699,651699,651699,651699,651699,651699
