"Geography","Week_Ending_Sat","rsv_cov_infants_pes","rsv_cov_infants_opt","rsv_cov_over60_pes","rsv_cov_over60_opt","fips","rsv_n_dose_infants_pes","rsv_n_dose_infants_opt","age","pop_0_6m"
"California","2024-01-13",0.0926171443123295,0.277851432936989,0.1294,0.2588,"06",19688,59064,0,212574.5
"California","2024-01-20",0.0978668784181441,0.293600635254432,0.1294,0.2588,"06",20804,62412,0,212574.5
"California","2024-01-27",0.102461732050175,0.307385196150524,0.1294,0.2588,"06",21781,65342,0,212574.5
"California","2024-02-03",0.106429092467108,0.319287277401324,0.1294,0.2588,"06",22624,67872,0,212574.5
"California","2024-02-10",0.10981142994165,0.329434289824951,0.1294,0.2588,"06",23343,70029,0,212574.5
"California","2024-02-17",0.112658740088698,0.337976220266095,0.1294,0.2588,"06",23948,71845,0,212574.5
"California","2024-02-24",0.115023621980168,0.345070865940505,0.1294,0.2588,"06",24451,73353,0,212574.5
"California","2024-03-02",0.116676573795699,0.350029721387098,0.1294,0.2588,"06",24802,74407,0,212574.5
"California","2024-03-09",0.118094893272712,0.354284679818135,0.1294,0.2588,"06",25104,75312,0,212574.5
"California","2024-03-16",0.119281475208595,0.357844425625784,0.1294,0.2588,"06",25356,76069,0,212574.5
"California","2024-03-23",0.120441945396817,0.36132583619045,0.1294,0.2588,"06",25603,76809,0,212574.5
"California","2024-03-30",0.121781929630847,0.365345788892541,0.1294,0.2588,"06",25888,77663,0,212574.5
"California","2024-04-06",0.121781929630847,0.365345788892541,0.1294,0.2588,"06",25888,77663,0,212574.5
"California","2024-04-13",0.121781929630847,0.365345788892541,0.1294,0.2588,"06",25888,77663,0,212574.5
"California","2024-04-20",0.121781929630847,0.365345788892541,0.1294,0.2588,"06",25888,77663,0,212574.5
"California","2024-04-27",0.121781929630847,0.365345788892541,0.1294,0.2588,"06",25888,77663,0,212574.5
"California","2024-05-04",0.121781929630847,0.365345788892541,0.1294,0.2588,"06",25888,77663,0,212574.5
"California","2024-05-11",0.121781929630847,0.365345788892541,0.1294,0.2588,"06",25888,77663,0,212574.5
"California","2024-05-18",0.121781929630847,0.365345788892541,0.1294,0.2588,"06",25888,77663,0,212574.5
"California","2024-05-25",0.121781929630847,0.365345788892541,0.1294,0.2588,"06",25888,77663,0,212574.5
"California","2024-06-01",0.121781929630847,0.365345788892541,0.1294,0.2588,"06",25888,77663,0,212574.5
"Colorado","2023-08-05",0,0,0,0,"08",0,0,0,31433.5
"Colorado","2023-08-12",0,0,0,0,"08",0,0,0,31433.5
"Colorado","2023-08-19",0,0,0,0,"08",0,0,0,31433.5
"Colorado","2023-08-26",0,0,0,0,"08",0,0,0,31433.5
"Colorado","2023-09-02",0,0,0,0,"08",0,0,0,31433.5
"Colorado","2023-09-09",0,0,0.000265874332579488,0.000531748665158976,"08",0,0,0,31433.5
"Colorado","2023-09-16",0,0,0.00294574444184489,0.00589148888368977,"08",0,0,0,31433.5
"Colorado","2023-09-23",0,0,0.00657232666066926,0.0131446533213385,"08",0,0,0,31433.5
"Colorado","2023-09-30",0.00121175239704923,0.0036352571911477,0.0113159920276836,0.0226319840553673,"08",38,114,0,31433.5
"Colorado","2023-10-07",0.0033393889208681,0.0100181667626043,0.0172795293144039,0.0345590586288078,"08",105,315,0,31433.5
"Colorado","2023-10-14",0.00624698948327531,0.0187409684498259,0.0244780800991166,0.0489561601982331,"08",196,589,0,31433.5
"Colorado","2023-10-21",0.0100184402523658,0.0300553207570975,0.0328378046624427,0.0656756093248853,"08",315,945,0,31433.5
"Colorado","2023-10-28",0.014702422540388,0.0441072676211639,0.0421999345471136,0.0843998690942272,"08",462,1386,0,31433.5
"Colorado","2023-11-04",0.0203082507092273,0.0609247521276818,0.0523256372326655,0.104651274465331,"08",638,1915,0,31433.5
"Colorado","2023-11-11",0.0268028706332432,0.0804086118997295,0.0629019095049644,0.125803819009929,"08",843,2528,0,31433.5
"Colorado","2023-11-18",0.0341097779819987,0.102329333945996,0.0735569802663137,0.147113960532627,"08",1072,3217,0,31433.5
"Colorado","2023-11-25",0.0421088730562995,0.126326619168899,0.083903547399504,0.167807094799008,"08",1324,3971,0,31433.5
"Colorado","2023-12-02",0.0506367338699546,0.151910201609864,0.0935979891976588,0.187195978395318,"08",1592,4775,0,31433.5
"Colorado","2023-12-09",0.0594877491488655,0.178463247446597,0.102388609771697,0.204777219543394,"08",1870,5610,0,31433.5
"Colorado","2023-12-16",0.0684214518199482,0.205264355459844,0.110130318216273,0.220260636432546,"08",2151,6452,0,31433.5
"Colorado","2023-12-23",0.0771872188873574,0.231561656662072,0.116772028931005,0.233544057862011,"08",2426,7279,0,31433.5
"Colorado","2023-12-30",0.0855593006128918,0.256677901838675,0.122338395849387,0.244676791698774,"08",2689,8068,0,31433.5
"Colorado","2024-01-06",0.0933660744347272,0.280098223304181,0.128754306627036,0.257508613254072,"08",2935,8804,0,31433.5
"Colorado","2024-01-13",0.10049966993333,0.30149900979999,0.131052450596075,0.26210490119215,"08",3159,9477,0,31433.5
"Colorado","2024-01-20",0.10690818872772,0.32072456618316,0.132971640834858,0.265943281669716,"08",3360,10081,0,31433.5
"Colorado","2024-01-27",0.112582830226583,0.337748490679749,0.134657675329198,0.269315350658396,"08",3539,10617,0,31433.5
"Colorado","2024-02-03",0.117544554372932,0.352633663118796,0.13624136642408,0.272482732848161,"08",3695,11085,0,31433.5
"Colorado","2024-02-10",0.121832130218417,0.365496390655252,0.137611457055089,0.275222914110179,"08",3830,11489,0,31433.5
"Colorado","2024-02-17",0.125493121034253,0.37647936310276,0.138824891265781,0.277649782531562,"08",3945,11834,0,31433.5
"Colorado","2024-02-24",0.128578346685641,0.385735040056923,0.140032720038253,0.280065440076506,"08",4042,12125,0,31433.5
"Colorado","2024-03-02",0.130843598706224,0.392530796118671,0.141385994354602,0.282771988709204,"08",4113,12339,0,31433.5
"Colorado","2024-03-09",0.132999487527408,0.398998462582223,0.143048747715385,0.286097495430771,"08",4181,12542,0,31433.5
"Colorado","2024-03-16",0.134925997431326,0.404777992293978,0.144966350842065,0.28993270168413,"08",4241,12724,0,31433.5
"Colorado","2024-03-23",0.13651951133404,0.409558534002119,0.146895482938959,0.293790965877918,"08",4291,12874,0,31433.5
"Colorado","2024-03-30",0.137676412151609,0.413029236454827,0.148591115375305,0.29718223075061,"08",4328,12983,0,31433.5
"Colorado","2024-04-06",0.137676412151609,0.413029236454827,0.14994144567893,0.29988289135786,"08",4328,12983,0,31433.5
"Colorado","2024-04-13",0.137676412151609,0.413029236454827,0.151119702412156,0.302239404824312,"08",4328,12983,0,31433.5
"Colorado","2024-04-20",0.137676412151609,0.413029236454827,0.152218322585406,0.304436645170811,"08",4328,12983,0,31433.5
"Colorado","2024-04-27",0.137676412151609,0.413029236454827,0.153327181611876,0.306654363223753,"08",4328,12983,0,31433.5
"Colorado","2024-05-04",0.137676412151609,0.413029236454827,0.154561024555278,0.309122049110555,"08",4328,12983,0,31433.5
"Colorado","2024-05-11",0.137676412151609,0.413029236454827,0.156071222466701,0.312142444933402,"08",4328,12983,0,31433.5
"Colorado","2024-05-18",0.137676412151609,0.413029236454827,0.157602038358614,0.315204076717229,"08",4328,12983,0,31433.5
"Colorado","2024-05-25",0.137676412151609,0.413029236454827,0.158831086553753,0.317662173107507,"08",4328,12983,0,31433.5
"Colorado","2024-06-01",0.137676412151609,0.413029236454827,0.159444893194649,0.318889786389298,"08",4328,12983,0,31433.5
"Connecticut","2023-08-05",0,0,0,0,"09",0,0,0,17935
"Connecticut","2023-08-12",0,0,0,0,"09",0,0,0,17935
"Connecticut","2023-08-19",0,0,0,0,"09",0,0,0,17935
"Connecticut","2023-08-26",0,0,0,0,"09",0,0,0,17935
"Connecticut","2023-09-02",0,0,0,0,"09",0,0,0,17935
"Connecticut","2023-09-09",0,0,0.000951375704138884,0.00190275140827777,"09",0,0,0,17935
"Connecticut","2023-09-16",0,0,0.00294082282455099,0.00588164564910198,"09",0,0,0,17935
"Connecticut","2023-09-23",0.00112960065987806,0.00338880197963417,0.00556126697300399,0.011122533946008,"09",20,61,0,17935
"Connecticut","2023-09-30",0.0028782867944233,0.00863486038326989,0.00902764513772631,0.0180552902754526,"09",52,155,0,17935
"Connecticut","2023-10-07",0.00523915052763259,0.0157174515828978,0.0135686010886902,0.0271372021773805,"09",94,282,0,17935
"Connecticut","2023-10-14",0.00827278388349841,0.0248183516504952,0.019361158290469,0.038722316580938,"09",148,445,0,17935
"Connecticut","2023-10-21",0.0120126589478587,0.0360379768435762,0.0264940534810526,0.0529881069621053,"09",215,646,0,17935
"Connecticut","2023-10-28",0.016549228890411,0.049647686671233,0.0349494289955055,0.069898857991011,"09",297,890,0,17935
"Connecticut","2023-11-04",0.0220002515089718,0.0660007545269154,0.0445934970584663,0.0891869941169325,"09",395,1184,0,17935
"Connecticut","2023-11-11",0.0284637303279021,0.0853911909837061,0.0551694241643738,0.110338848328748,"09",510,1531,0,17935
"Connecticut","2023-11-18",0.0359888966702513,0.107966690010754,0.0663015463689229,0.132603092737846,"09",645,1936,0,17935
"Connecticut","2023-11-25",0.0445591426809665,0.133677428042899,0.0775439253134971,0.155087850626994,"09",799,2398,0,17935
"Connecticut","2023-12-02",0.0540813174984031,0.162243952495209,0.0884595343681148,0.17691906873623,"09",970,2910,0,17935
"Connecticut","2023-12-09",0.0643774123358509,0.193132237007553,0.0986916258227491,0.197383251645498,"09",1155,3464,0,17935
"Connecticut","2023-12-16",0.075184371288485,0.225553113865455,0.107994101040097,0.215988202080195,"09",1348,4045,0,17935
"Connecticut","2023-12-23",0.0861823342165797,0.258547002649739,0.116225601880957,0.232451203761914,"09",1546,4637,0,17935
"Connecticut","2023-12-30",0.0970431398860234,0.29112941965807,0.123333933041642,0.246667866083284,"09",1740,5221,0,17935
"Connecticut","2024-01-06",0.107475948567388,0.322427845702164,0.132267956069745,0.26453591213949,"09",1928,5783,0,17935
"Connecticut","2024-01-13",0.117250078316215,0.351750234948644,0.135783817747804,0.271567635495609,"09",2103,6309,0,17935
"Connecticut","2024-01-20",0.126197621189639,0.378592863568916,0.138766962170309,0.277533924340619,"09",2263,6790,0,17935
"Connecticut","2024-01-27",0.134210616133342,0.402631848400025,0.14127240090111,0.282544801802219,"09",2407,7221,0,17935
"Connecticut","2024-02-03",0.141235441287788,0.423706323863363,0.143362695712091,0.286725391424181,"09",2533,7599,0,17935
"Connecticut","2024-02-10",0.147263525980617,0.44179057794185,0.145200829419306,0.290401658838612,"09",2641,7924,0,17935
"Connecticut","2024-02-17",0.152320570603523,0.456961711810568,0.146815044535013,0.293630089070027,"09",2732,8196,0,17935
"Connecticut","2024-02-24",0.156459368956261,0.469378106868782,0.148179521364942,0.296359042729883,"09",2806,8418,0,17935
"Connecticut","2024-03-02",0.160586602909223,0.48175980872767,0.149268440214819,0.298536880429638,"09",2880,8640,0,17935
"Connecticut","2024-03-09",0.162327946711028,0.486983840133083,0.150087112429893,0.300174224859786,"09",2911,8734,0,17935
"Connecticut","2024-03-16",0.163707720845413,0.491123162536238,0.150733875524992,0.301467751049984,"09",2936,8808,0,17935
"Connecticut","2024-03-23",0.164887888150698,0.494663664452093,0.151307575538579,0.302615151077158,"09",2957,8872,0,17935
"Connecticut","2024-03-30",0.166030411465203,0.49809123439561,0.151906616286964,0.303813232573928,"09",2978,8933,0,17935
"Connecticut","2024-04-06",0.166030411465203,0.49809123439561,0.152507138612925,0.30501427722585,"09",2978,8933,0,17935
"Connecticut","2024-04-13",0.166030411465203,0.49809123439561,0.153027508417527,0.306055016835054,"09",2978,8933,0,17935
"Connecticut","2024-04-20",0.166030411465203,0.49809123439561,0.153609769187267,0.307219538374534,"09",2978,8933,0,17935
"Connecticut","2024-04-27",0.166030411465203,0.49809123439561,0.154399521134311,0.308799042268622,"09",2978,8933,0,17935
"Connecticut","2024-05-04",0.166030411465203,0.49809123439561,0.155898113207756,0.311796226415511,"09",2978,8933,0,17935
"Connecticut","2024-05-11",0.166030411465203,0.49809123439561,0.160304276557395,0.32060855311479,"09",2978,8933,0,17935
"Connecticut","2024-05-18",0.166030411465203,0.49809123439561,0.166082018859571,0.332164037719142,"09",2978,8933,0,17935
"Connecticut","2024-05-25",0.166030411465203,0.49809123439561,0.170929723736397,0.341859447472794,"09",2978,8933,0,17935
"Connecticut","2024-06-01",0.166030411465203,0.49809123439561,0.1726,0.3452,"09",2978,8933,0,17935
"Georgia","2023-08-05",0,0,0,0,"13",0,0,0,62477
"Georgia","2023-08-12",0,0,0,0,"13",0,0,0,62477
"Georgia","2023-08-19",0,0,0,0,"13",0,0,0,62477
"Georgia","2023-08-26",0,0,0,0,"13",0,0,0,62477
"Georgia","2023-09-02",0,0,0,0,"13",0,0,0,62477
"Georgia","2023-09-09",0,0,0.000348023004815152,0.000696046009630304,"13",0,0,0,62477
"Georgia","2023-09-16",0,0,0.00241543378379701,0.00483086756759402,"13",0,0,0,62477
"Georgia","2023-09-23",6.54657538335482e-05,0.000196397261500648,0.00519511551325293,0.0103902310265059,"13",4,12,0,62477
"Georgia","2023-09-30",0.00124628061301834,0.00373884183905503,0.00881213532561374,0.0176242706512275,"13",78,234,0,62477
"Georgia","2023-10-07",0.00292908307310907,0.00878724921932721,0.0133463356461993,0.0266926712923987,"13",183,549,0,62477
"Georgia","2023-10-14",0.00519261099486081,0.0155778329845824,0.0188234704798183,0.0376469409596367,"13",324,973,0,62477
"Georgia","2023-10-21",0.00808310692342175,0.0242493207702653,0.0252124878342325,0.050424975668465,"13",505,1515,0,62477
"Georgia","2023-10-28",0.0115953789203419,0.0347861367610258,0.0324255524191227,0.0648511048382454,"13",724,2173,0,62477
"Georgia","2023-11-04",0.0156738641430329,0.0470215924290986,0.0403190881835491,0.0806381763670981,"13",979,2938,0,62477
"Georgia","2023-11-11",0.0202316044752344,0.0606948134257032,0.0486952660824445,0.097390532164889,"13",1264,3792,0,62477
"Georgia","2023-11-18",0.0251676020884399,0.0755028062653196,0.0573089464678664,0.114617892935733,"13",1572,4717,0,62477
"Georgia","2023-11-25",0.0303786138801896,0.0911358416405689,0.0658923661261696,0.131784732252339,"13",1898,5694,0,62477
"Georgia","2023-12-02",0.0357664397502258,0.107299319250677,0.0741912736620917,0.148382547324183,"13",2235,6704,0,62477
"Georgia","2023-12-09",0.0412418229296552,0.123725468788966,0.0819967861440861,0.163993572288172,"13",2577,7730,0,62477
"Georgia","2023-12-16",0.0467262938850037,0.140178881655011,0.0891597062173592,0.178319412434718,"13",2919,8758,0,62477
"Georgia","2023-12-23",0.0521534299718117,0.156460289915435,0.0955903982001672,0.191180796400334,"13",3258,9775,0,62477
"Georgia","2023-12-30",0.0574695652452061,0.172408695735618,0.101255251237353,0.202510502474706,"13",3591,10772,0,62477
"Georgia","2024-01-06",0.0626332340390895,0.187899702117269,0.108633526549119,0.217267053098238,"13",3913,11739,0,62477
"Georgia","2024-01-13",0.0676125945757253,0.202837783727176,0.111504848993072,0.223009697986143,"13",4224,12673,0,62477
"Georgia","2024-01-20",0.0723808998462133,0.21714269953864,0.113952088643916,0.227904177287832,"13",4522,13566,0,62477
"Georgia","2024-01-27",0.0769112553355148,0.230733766006544,0.116197183507058,0.232394367014116,"13",4805,14416,0,62477
"Georgia","2024-02-03",0.0811720308497458,0.243516092549237,0.118446451092332,0.236892902184664,"13",5071,15214,0,62477
"Georgia","2024-02-10",0.0851244879513744,0.255373463854123,0.120604677816287,0.241209355632575,"13",5318,15955,0,62477
"Georgia","2024-02-17",0.08872495979574,0.26617487938722,0.122637768984149,0.245275537968298,"13",5543,16630,0,62477
"Georgia","2024-02-24",0.0919324928912696,0.275797478673809,0.124594536381087,0.249189072762174,"13",5744,17231,0,62477
"Georgia","2024-03-02",0.096445533980237,0.289336601940711,0.126523791792273,0.253047583584546,"13",6026,18077,0,62477
"Georgia","2024-03-09",0.0983995912324056,0.295198773697217,0.128546738203509,0.257093476407018,"13",6148,18443,0,62477
"Georgia","2024-03-16",0.100001680318897,0.300005040956692,0.130652091205399,0.261304182410799,"13",6248,18743,0,62477
"Georgia","2024-03-23",0.101413187699526,0.304239563098579,0.132573818980831,0.265147637961662,"13",6336,19008,0,62477
"Georgia","2024-03-30",0.102795499834107,0.30838649950232,0.134042797431437,0.268085594862873,"13",6422,19267,0,62477
"Georgia","2024-04-06",0.102795499834107,0.30838649950232,0.135036819683624,0.270073639367248,"13",6422,19267,0,62477
"Georgia","2024-04-13",0.102795499834107,0.30838649950232,0.13586879496039,0.27173758992078,"13",6422,19267,0,62477
"Georgia","2024-04-20",0.102795499834107,0.30838649950232,0.13656017525251,0.27312035050502,"13",6422,19267,0,62477
"Georgia","2024-04-27",0.102795499834107,0.30838649950232,0.137126522057312,0.274253044114625,"13",6422,19267,0,62477
"Georgia","2024-05-04",0.102795499834107,0.30838649950232,0.137577428713878,0.275154857427755,"13",6422,19267,0,62477
"Georgia","2024-05-11",0.102795499834107,0.30838649950232,0.137902864613745,0.27580572922749,"13",6422,19267,0,62477
"Georgia","2024-05-18",0.102795499834107,0.30838649950232,0.138171210478266,0.276342420956532,"13",6422,19267,0,62477
"Georgia","2024-05-25",0.102795499834107,0.30838649950232,0.138465107694124,0.276930215388248,"13",6422,19267,0,62477
"Georgia","2024-06-01",0.102795499834107,0.30838649950232,0.13886714596551,0.27773429193102,"13",6422,19267,0,62477
"Maryland","2023-08-05",0,0,0,0,"24",0,0,0,34579
"Maryland","2023-08-12",0,0,0,0,"24",0,0,0,34579
"Maryland","2023-08-19",0,0,0,0,"24",0,0,0,34579
"Maryland","2023-08-26",0,0,0,0,"24",0,0,0,34579
"Maryland","2023-09-02",0,0,0,0,"24",0,0,0,34579
"Maryland","2023-09-09",0,0,0.000621920439176482,0.00124384087835296,"24",0,0,0,34579
"Maryland","2023-09-16",0,0,0.00328817213140168,0.00657634426280336,"24",0,0,0,34579
"Maryland","2023-09-23",0,0,0.00685111274882629,0.0137022254976526,"24",0,0,0,34579
"Maryland","2023-09-30",0.00106078236791609,0.00318234710374828,0.011461318868919,0.0229226377378379,"24",37,110,0,34579
"Maryland","2023-10-07",0.0033900459023883,0.0101701377071649,0.0172035331344991,0.0344070662689983,"24",117,352,0,34579
"Maryland","2023-10-14",0.00660658239672102,0.0198197471901631,0.0240883442102793,0.0481766884205586,"24",228,685,0,34579
"Maryland","2023-10-21",0.0108107053091138,0.0324321159273414,0.0320523292268533,0.0641046584537065,"24",374,1121,0,34579
"Maryland","2023-10-28",0.0160388731923778,0.0481166195771335,0.0409602770866223,0.0819205541732446,"24",555,1664,0,34579
"Maryland","2023-11-04",0.0222652905883306,0.0667958717649919,0.0506080696633838,0.101216139326768,"24",770,2310,0,34579
"Maryland","2023-11-11",0.0294123882415718,0.0882371647247154,0.0607262397879096,0.121452479575819,"24",1017,3051,0,34579
"Maryland","2023-11-18",0.0373594380666113,0.112078314199834,0.0709910812028071,0.141982162405614,"24",1292,3876,0,34579
"Maryland","2023-11-25",0.0459484962868409,0.137845488860523,0.0810586006690766,0.162117201338153,"24",1589,4767,0,34579
"Maryland","2023-12-02",0.0549883375056107,0.164965012516832,0.0906123849382194,0.181224769876439,"24",1901,5704,0,34579
"Maryland","2023-12-09",0.0642578175637064,0.192773452691119,0.0994043118921811,0.198808623784362,"24",2222,6666,0,34579
"Maryland","2023-12-16",0.0735137155492798,0.220541146647839,0.107270555371727,0.214541110743453,"24",2542,7626,0,34579
"Maryland","2023-12-23",0.0825119368980839,0.247535810694252,0.114128087263856,0.228256174527712,"24",2853,8560,0,34579
"Maryland","2023-12-30",0.0910363890947978,0.273109167284393,0.119967373423406,0.239934746846812,"24",3148,9444,0,34579
"Maryland","2024-01-06",0.0989226951038411,0.296768085311523,0.127592680894642,0.255185361789284,"24",3421,10262,0,34579
"Maryland","2024-01-13",0.106065982215185,0.318197946645555,0.129825818459284,0.259651636918569,"24",3668,11003,0,34579
"Maryland","2024-01-20",0.112415832101768,0.337247496305302,0.131651073999628,0.263302147999257,"24",3887,11662,0,34579
"Maryland","2024-01-27",0.117968407406557,0.353905222219672,0.133335371823159,0.266670743646318,"24",4079,12238,0,34579
