"SUMLEV","REGION","DIVISION","STATE","NAME","SEX","AGE","POPEST2010_CIV","POPEST2011_CIV","POPEST2012_CIV","POPEST2013_CIV","POPEST2014_CIV","POPEST2015_CIV","POPEST2016_CIV","POPEST2017_CIV","POPEST2018_CIV","POPEST2019_CIV","POPEST2020_CIV","POPEST2021_CIV","POPEST2022_CIV"
40,3,6,28,"Mississippi",2,16,21232,20885,20010,19899,20206,20120,20725,20218,19388,19425,19791,19863,20398
40,3,6,28,"Mississippi",2,17,21581,21241,20884,20031,19899,20296,20143,20688,20260,19383,19547,19817,19863
40,3,6,28,"Mississippi",2,18,22348,21272,20987,20797,19939,19930,20180,20099,20112,19605,20515,19713,19728
40,3,6,28,"Mississippi",2,19,23355,22532,21765,21735,21464,20676,20561,20947,19781,20202,22770,21320,20155
40,3,6,28,"Mississippi",2,20,23021,23096,22310,21598,21381,21052,20116,20172,19771,19599,22006,22138,20517
40,3,6,28,"Mississippi",2,21,21873,23295,23385,22697,21618,21453,21113,20161,19714,19966,20904,21873,21995
40,3,6,28,"Mississippi",2,22,20631,21961,23302,23351,22554,21554,21170,20964,19740,19648,20074,20574,21591
40,3,6,28,"Mississippi",2,23,20052,20446,21847,23190,23113,22296,21414,20830,20597,19575,19090,19566,20058
40,3,6,28,"Mississippi",2,24,19883,19838,20077,21594,22739,22641,21858,21073,20358,20155,18599,18633,19125
40,3,6,28,"Mississippi",2,25,20106,19471,19299,19579,21074,22070,22026,21231,20477,19714,18743,18100,17989
40,3,6,28,"Mississippi",2,26,19487,20143,19355,19132,19434,20826,21724,21689,20908,20220,18951,18524,17837
40,3,6,28,"Mississippi",2,27,19964,19431,19987,19249,19080,19249,20608,21319,21301,20574,19261,18768,18285
40,3,6,28,"Mississippi",2,28,20079,19947,19262,19797,19187,18832,19016,20421,21097,20995,19662,19112,18578
40,3,6,28,"Mississippi",2,29,20141,20062,19798,19220,19664,19078,18674,18929,20238,20956,20003,19522,19023
40,3,6,28,"Mississippi",2,30,20402,20152,19925,19723,19134,19622,18961,18569,18843,19958,20082,19936,19440
40,3,6,28,"Mississippi",2,31,19373,20360,20069,19960,19590,18945,19539,18793,18412,18640,19280,20007,19797
40,3,6,28,"Mississippi",2,32,18979,19351,20326,20026,19839,19422,18994,19462,18657,18304,18370,19149,19975
40,3,6,28,"Mississippi",2,33,18899,18898,19380,20278,19965,19711,19427,18893,19334,18554,18016,18261,19100
40,3,6,28,"Mississippi",2,34,18234,18819,18878,19304,20164,19914,19630,19323,18771,19212,18248,18044,18220
40,3,6,28,"Mississippi",2,35,18492,18275,18772,18789,19270,20093,19865,19537,19216,18708,18646,18219,17978
40,3,6,28,"Mississippi",2,36,18105,18428,18196,18689,18717,19155,20082,19737,19391,19130,18445,18604,18234
40,3,6,28,"Mississippi",2,37,18657,18072,18446,18190,18650,18650,19053,20046,19720,19334,18940,18383,18622
40,3,6,28,"Mississippi",2,38,19602,18642,18083,18421,18148,18598,18559,19007,19852,19670,19166,18879,18383
40,3,6,28,"Mississippi",2,39,20494,19564,18564,17984,18346,18069,18477,18501,18850,19708,19211,19092,18793
40,3,6,28,"Mississippi",2,40,20244,20398,19514,18599,17936,18304,18084,18434,18528,18807,19258,19154,19080
40,3,6,28,"Mississippi",2,41,19020,20152,20268,19494,18533,17916,18257,18009,18345,18489,18655,19233,19091
40,3,6,28,"Mississippi",2,42,18766,18981,20103,20212,19443,18482,17880,18153,17903,18307,18322,18612,19211
40,3,6,28,"Mississippi",2,43,18765,18713,18889,20014,20121,19433,18493,17846,18075,17828,18212,18258,18587
40,3,6,28,"Mississippi",2,44,19135,18718,18674,18876,19914,20125,19313,18362,17713,18039,17527,18094,18186
40,3,6,28,"Mississippi",2,45,20743,19125,18631,18623,18832,19915,19999,19246,18345,17640,17641,17428,18075
40,3,6,28,"Mississippi",2,46,21210,20673,19026,18553,18583,18772,19843,19929,19068,18218,17323,17558,17389
40,3,6,28,"Mississippi",2,47,21267,21158,20625,18955,18442,18509,18718,19744,19836,19026,17840,17254,17420
40,3,6,28,"Mississippi",2,48,21421,21175,21069,20496,18883,18409,18458,18578,19693,19757,18685,17781,17218
40,3,6,28,"Mississippi",2,49,21860,21407,21039,20993,20452,18806,18321,18464,18528,19633,19552,18612,17733
40,3,6,28,"Mississippi",2,50,22291,21745,21286,20936,20901,20294,18729,18249,18371,18476,19007,19518,18540
40,3,6,28,"Mississippi",2,51,21629,22190,21669,21198,20882,20799,20181,18616,18172,18285,18198,18963,19432
40,3,6,28,"Mississippi",2,52,21273,21576,22080,21544,21093,20750,20682,20122,18551,18107,17965,18138,18870
40,3,6,28,"Mississippi",2,53,21525,21144,21487,21945,21366,20929,20584,20530,19967,18490,17974,17860,18009
40,3,6,28,"Mississippi",2,54,20965,21421,21014,21370,21801,21253,20843,20480,20428,19932,18325,17884,17772
40,3,6,28,"Mississippi",2,55,21028,20803,21199,20899,21244,21642,21159,20695,20358,20355,19305,18199,17731
40,3,6,28,"Mississippi",2,56,20324,20942,20645,21076,20793,21148,21583,21147,20632,20260,19892,19204,18119
40,3,6,28,"Mississippi",2,57,19212,20197,20745,20504,20886,20584,20993,21387,21001,20536,19949,19761,19098
40,3,6,28,"Mississippi",2,58,18743,19088,20106,20608,20389,20814,20425,20878,21311,20885,20277,19827,19670
40,3,6,28,"Mississippi",2,59,18495,18627,18914,19880,20420,20183,20659,20263,20655,21114,20418,20094,19613
40,3,6,28,"Mississippi",2,60,18156,18403,18447,18804,19782,20254,20084,20561,20090,20530,20251,20224,19899
40,3,6,28,"Mississippi",2,61,17312,17967,18146,18230,18585,19620,20045,19912,20324,19850,19908,20056,20027
40,3,6,28,"Mississippi",2,62,17363,17185,17783,18017,18100,18443,19368,19845,19707,20169,19529,19755,19883
40,3,6,28,"Mississippi",2,63,18144,17180,16986,17605,17847,17919,18263,19231,19664,19502,19516,19332,19532
40,3,6,28,"Mississippi",2,64,13538,17915,16953,16796,17368,17613,17740,18019,18992,19461,18857,19225,19042
40,3,6,28,"Mississippi",2,65,13549,13285,17701,16706,16583,17150,17436,17471,17869,18752,18612,18651,18983
40,3,6,28,"Mississippi",2,66,13383,13387,13101,17466,16539,16352,16900,17263,17298,17672,18109,18267,18399
40,3,6,28,"Mississippi",2,67,13652,13198,13202,12892,17233,16271,16152,16701,17035,17028,17171,17738,17933
40,3,6,28,"Mississippi",2,68,12260,13458,12977,12963,12699,17019,15975,15915,16426,16807,16606,16819,17426
40,3,6,28,"Mississippi",2,69,11681,12030,13238,12791,12748,12473,16728,15743,15677,16148,16086,16253,16464
40,3,6,28,"Mississippi",2,70,11349,11414,11754,12931,12511,12462,12198,16444,15417,15411,15256,15661,15910
40,3,6,28,"Mississippi",2,71,10782,11153,11201,11525,12733,12281,12281,11978,16131,15188,14824,14913,15381
40,3,6,28,"Mississippi",2,72,10553,10519,10882,10935,11249,12435,11983,12028,11689,15803,14495,14387,14530
40,3,6,28,"Mississippi",2,73,9712,10286,10194,10639,10657,10927,12139,11653,11719,11415,15138,14044,13979
40,3,6,28,"Mississippi",2,74,9491,9431,10008,9909,10383,10393,10611,11826,11280,11450,10909,14743,13710
40,3,6,28,"Mississippi",2,75,9236,9200,9140,9705,9634,10055,10105,10261,11504,10984,10530,10475,14217
40,3,6,28,"Mississippi",2,76,8264,8914,8878,8802,9429,9287,9733,9759,9925,11150,10212,10074,10048
40,3,6,28,"Mississippi",2,77,8130,8015,8620,8545,8510,9128,8997,9447,9477,9616,10409,9822,9725
40,3,6,28,"Mississippi",2,78,7814,7770,7673,8231,8193,8131,8744,8615,9072,9113,8959,9882,9359
40,3,6,28,"Mississippi",2,79,7572,7485,7438,7298,7869,7849,7761,8352,8240,8700,8360,8499,9414
40,3,6,28,"Mississippi",2,80,7322,7204,7148,7072,6912,7475,7458,7373,7969,7866,7872,7827,7990
40,3,6,28,"Mississippi",2,81,6914,6955,6933,6829,6749,6578,7141,7166,7014,7619,7383,7490,7438
40,3,6,28,"Mississippi",2,82,6519,6483,6472,6452,6384,6310,6118,6671,6696,6614,6950,6831,6954
40,3,6,28,"Mississippi",2,83,6223,6121,6095,6072,6057,5983,5956,5781,6274,6307,6202,6489,6376
40,3,6,28,"Mississippi",2,84,5473,5705,5612,5533,5616,5563,5499,5483,5302,5798,5669,5505,5824
40,3,6,28,"Mississippi",2,85,31512,32049,32804,33117,33688,34064,34554,34784,34923,35080,35837,35411,35202
40,3,6,28,"Mississippi",2,999,1524908,1529056,1531808,1534228,1536512,1537252,1537996,1537506,1533607,1532191,1515785,1512135,1508955
40,2,4,29,"Missouri",0,0,75970,75738,75052,74708,75421,74890,74415,73416,73222,72341,70306,68436,69009
40,2,4,29,"Missouri",0,1,76426,75623,75505,74907,74687,75499,75074,74807,73780,73263,71056,70650,68695
40,2,4,29,"Missouri",0,2,78933,76440,75664,75533,74878,74796,75659,75490,74969,74038,72332,71442,71059
40,2,4,29,"Missouri",0,3,79202,78669,76262,75557,75517,74823,74963,75909,75765,75179,73117,72767,71786
40,2,4,29,"Missouri",0,4,79032,78945,78698,76066,75542,75619,74825,75134,75974,75779,74595,73423,73056
40,2,4,29,"Missouri",0,5,78358,78828,78743,78659,76051,75453,75533,75025,75144,76043,75057,74860,73805
40,2,4,29,"Missouri",0,6,78357,78348,78738,78798,78482,76010,75453,75739,75166,75240,75046,75376,75185
40,2,4,29,"Missouri",0,7,77489,78149,78061,78629,78673,78432,76203,75849,75891,75391,74500,75433,75841
40,2,4,29,"Missouri",0,8,76943,77435,77932,77987,78619,78756,78461,76316,75914,75988,74671,74742,75739
40,2,4,29,"Missouri",0,9,79190,76890,77428,77888,77930,78573,78878,78688,76371,76167,75370,74811,75187
40,2,4,29,"Missouri",0,10,80371,79187,76713,77322,77790,77884,78614,79023,78813,76510,76884,75676,75296
40,2,4,29,"Missouri",0,11,79160,80341,79046,76704,77243,77727,77967,78486,79098,78972,78908,77220,76118
40,2,4,29,"Missouri",0,12,79475,79160,80387,79027,76726,77338,77891,78031,78698,79261,81969,79208,77639
40,2,4,29,"Missouri",0,13,78881,79347,78935,80171,78888,76704,77360,77874,78104,78928,81825,82299,79728
40,2,4,29,"Missouri",0,14,79205,78835,79313,79168,80274,79029,76846,77497,78032,78230,80735,82222,82679
40,2,4,29,"Missouri",0,15,80615,79115,78782,79147,79107,80198,79079,76923,77684,78164,79647,80996,82489
40,2,4,29,"Missouri",0,16,82493,80675,79302,78793,79247,79414,80440,79311,77191,77889,80110,80011,81398
40,2,4,29,"Missouri",0,17,83840,82388,80558,79028,78651,79315,79300,80331,79213,77241,79011,80023,80101
40,2,4,29,"Missouri",0,18,85280,81156,79879,77376,76143,75896,75965,75785,75490,74182,77537,76249,76619
40,2,4,29,"Missouri",0,19,87638,87519,83588,81533,79992,78886,77975,77974,77564,78661,85244,81358,77968
40,2,4,29,"Missouri",0,20,86218,88358,88208,84137,82927,81387,79996,79225,79230,79192,85667,87498,81758
40,2,4,29,"Missouri",0,21,82796,86619,88955,88797,84938,83722,82030,80667,80137,80152,83086,86653,87728
40,2,4,29,"Missouri",0,22,80224,82887,86767,88903,89129,85284,83862,82222,80580,80175,81267,83439,86810
40,2,4,29,"Missouri",0,23,79205,79048,82306,85932,88101,88518,84345,83136,81196,79871,79284,81038,82568
40,2,4,29,"Missouri",0,24,80521,78611,78656,81764,85308,87754,87614,83880,82264,80422,78264,79090,80347
40,2,4,29,"Missouri",0,25,80742,80379,78340,78495,81415,85273,87026,87237,83470,81712,78424,78219,78727
40,2,4,29,"Missouri",0,26,78123,80540,79853,77994,78263,81180,84655,86787,86775,82768,79514,78468,77783
40,2,4,29,"Missouri",0,27,80587,78033,80436,79822,78101,78369,81076,84966,86673,86395,80962,79846,78370
40,2,4,29,"Missouri",0,28,80141,80515,77798,80460,79668,78169,78346,81229,84738,86669,83406,81204,79785
40,2,4,29,"Missouri",0,29,79832,80091,80236,77789,80370,79819,78174,78409,81178,84598,83986,83538,81044
40,2,4,29,"Missouri",0,30,81055,79698,79778,80304,77795,80253,79773,78513,78470,81154,83024,84316,83763
40,2,4,29,"Missouri",0,31,75618,80746,79718,79735,80119,77799,80254,79964,78315,78311,80210,83294,84390
40,2,4,29,"Missouri",0,32,73578,75477,80607,79633,79667,80120,77728,80186,79993,78174,78378,80424,83330
40,2,4,29,"Missouri",0,33,72666,73587,75288,80696,79483,79841,80011,77897,80400,79918,78625,78746,80579
40,2,4,29,"Missouri",0,34,69217,72355,73232,75164,80655,79323,79570,80132,77806,80451,79899,78881,78792
40,2,4,29,"Missouri",0,35,71267,69205,72220,73133,74968,80551,79194,79537,80095,77771,80265,80126,78984
40,2,4,29,"Missouri",0,36,68500,71157,69053,72045,72908,74792,80410,79011,79298,79912,78612,80337,80183
40,2,4,29,"Missouri",0,37,70104,68375,70877,68707,71845,72886,74569,80073,78729,78993,80440,78716,80392
40,2,4,29,"Missouri",0,38,74403,69976,68437,70794,68582,71661,72944,74494,80004,78668,80216,80546,78758
40,2,4,29,"Missouri",0,39,79062,74123,69679,68188,70537,68473,71391,72838,74198,79777,79459,80329,80488
40,2,4,29,"Missouri",0,40,79283,78891,73843,69583,68039,70426,68262,71438,72690,74239,78996,79557,80321
40,2,4,29,"Missouri",0,41,74767,79043,78635,73665,69317,67815,70192,68118,71112,72507,75538,79073,79746
40,2,4,29,"Missouri",0,42,73222,74523,78712,78400,73389,69105,67599,70067,67985,70895,73331,75570,79093
40,2,4,29,"Missouri",0,43,74887,73088,74261,78576,78435,73358,69042,67669,70147,68009,71939,73611,75587
40,2,4,29,"Missouri",0,44,76757,74590,72672,73984,78284,78237,73034,68812,67371,69915,68507,71862,73575
40,2,4,29,"Missouri",0,45,83322,76406,74320,72593,73930,78088,78102,72868,68796,67301,69312,68595,71889
40,2,4,29,"Missouri",0,46,86784,82875,75947,74006,72336,73654,77899,77889,72744,68499,67752,69202,68447
40,2,4,29,"Missouri",0,47,88700,86529,82608,75682,73838,72088,73558,77700,77754,72557,69024,67867,69262
40,2,4,29,"Missouri",0,48,90137,88301,86136,82239,75399,73598,71886,73302,77386,77368,73323,68909,67815
40,2,4,29,"Missouri",0,49,92101,89629,87740,85783,81956,75174,73257,71634,72920,77023,78350,73105,68637
40,2,4,29,"Missouri",0,50,92090,91329,88979,87229,85291,81347,74650,72714,71287,72466,76244,78042,72768
40,2,4,29,"Missouri",0,51,89507,91786,90976,88659,86895,84909,81168,74453,72566,71012,73215,76116,77831
40,2,4,29,"Missouri",0,52,89050,88882,91160,90456,88142,86471,84497,80662,73998,72246,71622,73017,75933
40,2,4,29,"Missouri",0,53,88788,88431,88276,90562,89876,87567,85943,83903,80142,73553,72916,71239,72646
40,2,4,29,"Missouri",0,54,85245,88191,87824,87785,89892,89269,87044,85366,83416,79730,74466,72583,70953
40,2,4,29,"Missouri",0,55,83973,84494,87483,87120,87062,89229,88593,86480,84658,82781,78872,74018,71965
40,2,4,29,"Missouri",0,56,81383,83309,83900,86921,86591,86514,88718,87980,86036,84123,82716,78586,73650
40,2,4,29,"Missouri",0,57,77921,80693,82612,83297,86290,85883,85646,88116,87321,85518,84349,82125,78063
40,2,4,29,"Missouri",0,58,75668,77310,80039,81852,82676,85593,85170,84995,87461,86761,86135,83719,81425
40,2,4,29,"Missouri",0,59,73575,74944,76604,79226,81173,81808,84817,84371,84280,86762,86614,85396,82931
40,2,4,29,"Missouri",0,60,71302,72978,74236,75871,78395,80433,80998,84083,83445,83467,84540,85820,84440
40,2,4,29,"Missouri",0,61,69941,70570,72248,73663,74964,77533,79588,80272,83303,82634,83002,83745,85012
40,2,4,29,"Missouri",0,62,69044,69202,69946,71458,72756,74276,76743,78829,79436,82452,82378,82199,82763
40,2,4,29,"Missouri",0,63,72854,68211,68382,69254,70531,71720,73345,75886,77900,78534,81255,81334,81103
40,2,4,29,"Missouri",0,64,53514,72047,67531,67493,68414,69669,70809,72485,74987,76975,77214,80331,80351
40,2,4,29,"Missouri",0,65,53634,52440,70831,66563,66384,67221,68559,69719,71257,73687,74664,75946,78844
40,2,4,29,"Missouri",0,66,53708,52866,51711,69784,65455,65404,66326,67601,68622,70251,72209,73405,74772
40,2,4,29,"Missouri",0,67,55608,52860,52058,50887,68656,64353,64291,65209,66588,67574,69077,71042,72289
40,2,4,29,"Missouri",0,68,49296,54602,51863,51062,49901,67367,63160,63113,64003,65435,66561,67637,69601
40,2,4,29,"Missouri",0,69,45647,48180,53470,50769,49997,48893,66002,61806,61833,62789,63307,65125,66193
40,2,4,29,"Missouri",0,70,42735,44526,47056,52243,49683,48782,47820,64705,60393,60475,59751,61862,63753
40,2,4,29,"Missouri",0,71,41001,41832,43610,45963,51111,48534,47706,46778,63362,59258,58252,58338,60537
40,2,4,29,"Missouri",0,72,39110,39863,40714,42427,44772,49661,47193,46449,45524,61901,56823,56679,56758
40,2,4,29,"Missouri",0,73,36237,38085,38783,39728,41259,43452,48405,45987,45307,44396,60368,55065,55172
40,2,4,29,"Missouri",0,74,35372,35083,36925,37594,38519,39968,42099,46952,44651,44046,41854,58334,53338
40,2,4,29,"Missouri",0,75,34558,34212,34129,35779,36422,37307,38796,40820,45557,43347,40759,40451,56465
40,2,4,29,"Missouri",0,76,31785,33279,33016,32904,34568,35104,36008,37427,39410,44058,40281,39099,38844
40,2,4,29,"Missouri",0,77,30965,30533,31978,31768,31588,33215,33772,34602,36021,38037,41034,38576,37544
40,2,4,29,"Missouri",0,78,29711,29629,29276,30573,30502,30224,31872,32415,33177,34635,35136,39100,36785
40,2,4,29,"Missouri",0,79,28253,28361,28319,27978,29239,29088,28909,30461,30969,31775,31735,33381,37159
40,2,4,29,"Missouri",0,80,27085,26788,26934,26905,26638,27721,27675,27479,28962,29547,28853,29910,31535
40,2,4,29,"Missouri",0,81,25153,25703,25434,25566,25510,25157,26298,26219,26088,27560,26964,27106,28205
40,2,4,29,"Missouri",0,82,23916,23595,24115,23884,23999,23925,23578,24610,24679,24631,25023,25017,25216
40,2,4,29,"Missouri",0,83,22615,22405,22091,22588,22357,22449,22476,22113,22989,23170,22348,23068,23182
40,2,4,29,"Missouri",0,84,20302,20913,20731,20472,20966,20672,20888,20869,20537,21389,20750,20429,21251
40,2,4,29,"Missouri",0,85,114591,117094,120356,122724,125274,127201,129236,131070,132369,133723,129044,127611,126912
40,2,4,29,"Missouri",0,999,5975814,5991669,6007500,6023011,6041311,6059878,6075498,6094507,6107071,6121561,6137311,6154712,6164537
40,2,4,29,"Missouri",1,0,39066,38868,38412,38217,38644,38361,38055,37652,37474,36863,35987,35229,35519
40,2,4,29,"Missouri",1,1,39162,38968,38729,38367,38157,38659,38417,38317,37908,37460,36364,36174,35454
40,2,4,29,"Missouri",1,2,40257,39181,38930,38829,38299,38203,38729,38632,38427,38078,37094,36555,36409
40,2,4,29,"Missouri",1,3,40331,40127,39066,38886,38878,38268,38333,38862,38848,38509,37603,37331,36753
40,2,4,29,"Missouri",1,4,40418,40191,40052,39005,38827,38922,38257,38521,38899,38862,38241,37732,37505
40,2,4,29,"Missouri",1,5,40089,40274,40154,40060,39016,38762,38858,38411,38491,38879,38437,38387,37968
40,2,4,29,"Missouri",1,6,40106,40026,40135,40164,39886,38920,38693,38969,38418,38510,38431,38582,38519
40,2,4,29,"Missouri",1,7,39768,39909,39893,40143,40053,39881,39065,38901,39018,38579,38094,38655,38755
40,2,4,29,"Missouri",1,8,39398,39697,39800,39803,40137,40077,39882,39123,38941,39067,38274,38219,38858
40,2,4,29,"Missouri",1,9,40275,39347,39701,39734,39774,40084,40178,40049,39130,39044,38825,38385,38484
40,2,4,29,"Missouri",1,10,41145,40297,39272,39645,39698,39714,40139,40238,40072,39159,39587,39054,38637
40,2,4,29,"Missouri",1,11,40622,41119,40251,39308,39631,39705,39781,40099,40305,40210,40548,39767,39286
40,2,4,29,"Missouri",1,12,40714,40628,41156,40195,39263,39701,39825,39869,40312,40385,42004,40690,39982
40,2,4,29,"Missouri",1,13,40319,40631,40488,41077,40154,39290,39677,39762,39900,40389,41897,42128,40979
40,2,4,29,"Missouri",1,14,40417,40277,40618,40586,41114,40264,39351,39711,39836,39951,41398,42193,42335
40,2,4,29,"Missouri",1,15,41428,40432,40289,40583,40520,41051,40280,39410,39851,39869,40793,41528,42390
40,2,4,29,"Missouri",1,16,42354,41455,40554,40301,40708,40686,41216,40420,39570,39966,41108,41044,41817
40,2,4,29,"Missouri",1,17,43075,42278,41435,40470,40229,40696,40581,41132,40368,39593,40597,41036,41070
40,2,4,29,"Missouri",1,18,43558,41829,41244,39897,39169,38981,39073,38892,38360,37530,39681,39352,39697
40,2,4,29,"Missouri",1,19,44022,44281,42568,41403,40749,40101,39525,39614,39178,39763,43001,41156,39907
40,2,4,29,"Missouri",1,20,43124,44276,44464,42793,42175,41404,40536,40004,40103,39893,43263,44021,41198
40,2,4,29,"Missouri",1,21,41328,43377,44661,44893,43422,42710,41872,41010,40687,40695,42273,44000,44347
40,2,4,29,"Missouri",1,22,39721,41080,43160,44410,44844,43299,42560,41508,40480,40264,41218,42133,43763
40,2,4,29,"Missouri",1,23,39299,39355,41097,43034,44373,44837,43215,42465,41297,40345,40388,41275,41881
40,2,4,29,"Missouri",1,24,40142,38889,39016,40524,42667,43962,44292,42647,41752,40677,39688,40183,40791
40,2,4,29,"Missouri",1,25,40176,40042,38758,39036,40470,42749,43642,43998,42476,41459,39716,39704,39974
40,2,4,29,"Missouri",1,26,38717,40160,39940,38709,38968,40566,42459,43472,43803,42059,40364,39876,39579
40,2,4,29,"Missouri",1,27,40082,38709,40160,39928,38833,39047,40406,42635,43475,43437,40955,40609,39793
40,2,4,29,"Missouri",1,28,39729,39890,38512,40102,39829,38887,38968,40349,42427,43324,41802,41065,40529
40,2,4,29,"Missouri",1,29,39511,39608,39743,38583,40015,39867,38941,38911,40303,42253,41994,41827,40949
40,2,4,29,"Missouri",1,30,40284,39546,39522,39859,38651,39976,39832,39143,38982,40275,41442,42123,42037
40,2,4,29,"Missouri",1,31,37891,40106,39478,39525,39777,38710,40028,39951,39056,38784,39954,41637,42165
40,2,4,29,"Missouri",1,32,36644,37820,40017,39398,39502,39869,38647,40004,40057,39002,38966,40099,41482
40,2,4,29,"Missouri",1,33,36165,36698,37739,40096,39347,39703,39825,38752,40092,40053,39498,39190,40224
40,2,4,29,"Missouri",1,34,34272,35971,36521,37656,40090,39262,39495,39851,38539,39978,40258,39588,39189
40,2,4,29,"Missouri",1,35,35309,34258,35926,36533,37641,40146,39219,39455,39844,38522,40338,40457,39612
40,2,4,29,"Missouri",1,36,34067,35307,34272,35895,36513,37541,40097,39228,39333,39689,39500,40395,40421
40,2,4,29,"Missouri",1,37,34622,33914,35093,34011,35662,36432,37393,39760,38970,39154,40425,39584,40321
40,2,4,29,"Missouri",1,38,36690,34456,33897,35002,33907,35558,36442,37292,39643,38873,40305,40484,39642
40,2,4,29,"Missouri",1,39,39107,36551,34341,33772,34848,33928,35433,36365,37094,39546,39899,40321,40456
40,2,4,29,"Missouri",1,40,39314,39014,36418,34266,33706,34835,33780,35407,36283,37020,39704,39987,40354
40,2,4,29,"Missouri",1,41,37162,39124,38807,36291,34089,33537,34669,33630,35139,36154,38110,39679,40020
40,2,4,29,"Missouri",1,42,36220,37102,38962,38720,36177,34056,33446,34657,33569,35079,37054,38165,39609
40,2,4,29,"Missouri",1,43,36854,36152,36974,38946,38708,36199,34054,33504,34696,33613,36148,37173,38049
40,2,4,29,"Missouri",1,44,37873,36729,35880,36801,38735,38590,35994,33853,33319,34512,34318,36081,37050
40,2,4,29,"Missouri",1,45,41227,37653,36538,35815,36738,38612,38543,35923,33815,33294,34676,34302,36077
40,2,4,29,"Missouri",1,46,42986,41022,37518,36424,35719,36586,38564,38477,35905,33672,33984,34646,34212
40,2,4,29,"Missouri",1,47,43989,42802,40831,37381,36298,35570,36508,38392,38400,35769,34536,34017,34679
40,2,4,29,"Missouri",1,48,44450,43726,42556,40596,37170,36191,35465,36342,38219,38178,36793,34431,33960
40,2,4,29,"Missouri",1,49,45332,44175,43438,42403,40457,37134,36077,35374,36130,37974,39430,36688,34306
40,2,4,29,"Missouri",1,50,45504,44840,43748,43077,42074,40075,36787,35693,35109,35821,38261,39255,36471
40,2,4,29,"Missouri",1,51,44214,45318,44619,43549,42927,41883,39907,36627,35644,34943,36756,38161,39145
40,2,4,29,"Missouri",1,52,43727,43861,44923,44265,43232,42698,41667,39621,36335,35442,35864,36685,37960
40,2,4,29,"Missouri",1,53,43314,43380,43484,44503,43870,42854,42312,41325,39253,36021,36322,35626,36435
40,2,4,29,"Missouri",1,54,41663,42984,43028,43213,44146,43550,42556,41981,41041,39027,37064,36125,35463
40,2,4,29,"Missouri",1,55,40934,41205,42502,42577,42744,43687,43160,42174,41505,40516,39032,36694,35735
40,2,4,29,"Missouri",1,56,39450,40486,40822,42141,42230,42408,43373,42807,41896,41185,41075,38833,36442
40,2,4,29,"Missouri",1,57,37664,39085,40059,40432,41786,41766,41945,42964,42374,41578,41830,40667,38525
40,2,4,29,"Missouri",1,58,36441,37358,38718,39701,40094,41421,41336,41558,42544,42040,42535,41405,40254
40,2,4,29,"Missouri",1,59,35226,35970,36894,38179,39221,39518,40927,40835,41096,42060,42575,42083,40934
40,2,4,29,"Missouri",1,60,34217,34853,35502,36446,37667,38775,38999,40466,40171,40617,41513,42021,41496
40,2,4,29,"Missouri",1,61,33481,33793,34425,35210,35939,37199,38263,38610,39986,39682,40752,41007,41489
40,2,4,29,"Missouri",1,62,33166,33082,33426,33992,34680,35546,36754,37738,38139,39449,40204,40249,40419
40,2,4,29,"Missouri",1,63,34770,32685,32595,32951,33393,34102,35042,36245,37205,37538,39384,39502,39506
40,2,4,29,"Missouri",1,64,25465,34296,32317,32113,32489,32921,33534,34529,35713,36710,37300,38858,38998
40,2,4,29,"Missouri",1,65,25468,24852,33546,31727,31510,31761,32252,32871,33737,34948,35933,36485,37900
40,2,4,29,"Missouri",1,66,25382,25082,24438,32988,31082,30984,31252,31730,32236,33163,34608,35245,35856
40,2,4,29,"Missouri",1,67,26232,24952,24624,23948,32345,30474,30396,30586,31107,31618,32906,33915,34546
40,2,4,29,"Missouri",1,68,23200,25696,24444,24079,23388,31610,29813,29751,29924,30462,31455,32049,33110
40,2,4,29,"Missouri",1,69,21335,22606,25061,23856,23473,22836,30865,29027,29039,29213,29661,30660,31231
40,2,4,29,"Missouri",1,70,19779,20684,21951,24290,23231,22769,22229,30070,28178,28235,27914,28854,29868
40,2,4,29,"Missouri",1,71,18974,19296,20189,21354,23701,22594,22179,21660,29364,27566,27255,27084,28134
40,2,4,29,"Missouri",1,72,17976,18363,18704,19560,20702,22945,21896,21530,20977,28599,26514,26374,26156
40,2,4,29,"Missouri",1,73,16458,17374,17696,18161,18856,19924,22235,21208,20869,20326,28170,25488,25496
40,2,4,29,"Missouri",1,74,16069,15887,16734,17108,17508,18181,19235,21492,20502,20238,19195,27040,24493
40,2,4,29,"Missouri",1,75,15435,15487,15357,16118,16422,16850,17546,18514,20735,19814,18670,18412,25984
40,2,4,29,"Missouri",1,76,14013,14732,14806,14680,15459,15667,16151,16800,17704,19871,18328,17728,17465
40,2,4,29,"Missouri",1,77,13531,13337,14015,14142,13977,14712,14912,15367,16021,16942,18458,17311,16817
40,2,4,29,"Missouri",1,78,12809,12865,12714,13336,13498,13303,14066,14281,14661,15326,15663,17410,16344
40,2,4,29,"Missouri",1,79,11866,12059,12156,12004,12612,12743,12558,13294,13450,13856,13920,14642,16324
40,2,4,29,"Missouri",1,80,11147,11151,11351,11438,11318,11855,12012,11842,12507,12699,12451,12970,13659
40,2,4,29,"Missouri",1,81,10195,10457,10470,10657,10751,10597,11115,11239,11114,11808,11483,11518,12048
