id,Country,2021-05-16,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-22,2021-05-23,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-29,2021-05-30,2021-05-31,2021-06-01,2021-06-02,2021-06-03,2021-06-04,2021-06-05,2021-06-06,2021-06-07,2021-06-08,2021-06-09,2021-06-10,2021-06-11,2021-06-12,2021-06-13,2021-06-14,2021-06-15,2021-06-16,2021-06-17,2021-06-18,2021-06-19,2021-06-20,2021-06-21,2021-06-22,2021-06-23,2021-06-24,2021-06-25,2021-06-26,2021-06-27,2021-06-28,2021-06-29,2021-06-30,2021-07-01,2021-07-02,2021-07-03,2021-07-04,2021-07-05,2021-07-06,2021-07-07,2021-07-08,2021-07-09,2021-07-10,2021-07-11,2021-07-12,2021-07-13,2021-07-14,2021-07-15,2021-07-16,2021-07-17,2021-07-18,2021-07-19,2021-07-20,2021-07-21,2021-07-22,2021-07-23,2021-07-24,2021-07-25,2021-07-26,2021-07-27,2021-07-28,2021-07-29,2021-07-30,2021-07-31,2021-08-01,2021-08-02,2021-08-03,2021-08-04,2021-08-05,2021-08-06,2021-08-07,2021-08-08,2021-08-09,2021-08-10,2021-08-11,2021-08-12,2021-08-13,2021-08-14,2021-08-15,2021-08-16,2021-08-17,2021-08-18,2021-08-19
0,Afghanistan,63484,63608,63726,63838,63944,64041,64130,64214,64290,64361,64425,64483,64533,64576,64613,64638,64655,64661,64661,64661,64661,64661,64661,64661,64661,64661,64661,64661,64661,64661,64661,64661,64661,64661,64661,64661,64661,64661,64661,64661,64661,64661,64661,64661,64661,64661,64661,64661,64661,64661,64661,64661,64661,64661,64661,64661,64661,64661,64661,64661,64661,64661,64661,64661,64661,64661,64661,64661,64661,64661,64661,64661,64661,64661,64661,64661,64661,64661,64661,64661,64661,64661,64661,64661,64661,64661,64661,64661,64661,64661,64661,64661,64661,64661,64661,64661
1,Albania,132015,132053,132090,132124,132157,132188,132218,132246,132272,132299,132323,132345,132368,132388,132408,132426,132446,132463,132480,132494,132510,132523,132537,132550,132564,132576,132587,132597,132608,132617,132627,132635,132645,132653,132659,132666,132672,132680,132686,132691,132697,132702,132707,132711,132716,132721,132725,132729,132733,132737,132739,132742,132746,132749,132752,132754,132756,132758,132761,132762,132764,132765,132767,132770,132770,132771,132773,132775,132775,132776,132778,132779,132780,132781,132782,132783,132783,132785,132787,132787,132788,132788,132789,132789,132789,132789,132789,132790,132791,132791,132791,132791,132791,132791,132791,132791
2,Algeria,125311,125435,125553,125661,125764,125860,125950,126034,126112,126183,126248,126307,126361,126409,126451,126488,126521,126548,126570,126586,126601,126607,126610,126610,126610,126610,126610,126610,126610,126610,126610,126610,126610,126610,126610,126610,126610,126610,126610,126610,126610,126610,126610,126610,126610,126610,126610,126610,126610,126610,126610,126610,126610,126610,126610,126610,126610,126610,126610,126610,126610,126610,126610,126610,126610,126610,126610,126610,126610,126610,126610,126610,126610,126610,126610,126610,126610,126610,126610,126610,126610,126610,126610,126610,126610,126610,126610,126610,126610,126610,126610,126610,126610,126610,126610,126610
3,Andorra,13510,13518,13525,13531,13536,13541,13545,13549,13553,13555,13556,13557,13559,13561,13562,13562,13563,13563,13563,13563,13563,13563,13563,13563,13563,13563,13563,13563,13563,13563,13563,13563,13563,13563,13563,13563,13563,13563,13563,13563,13563,13563,13563,13563,13563,13563,13563,13563,13563,13563,13563,13563,13563,13563,13563,13563,13563,13563,13563,13563,13563,13563,13563,13563,13563,13563,13563,13563,13563,13563,13563,13563,13563,13563,13563,13563,13563,13563,13563,13563,13563,13563,13563,13563,13563,13563,13563,13563,13563,13563,13563,13563,13563,13563,13563,13563
4,Angola,30637,30866,31096,31326,31558,31790,32024,32259,32497,32736,32978,33219,33463,33709,33956,34205,34456,34708,34962,35218,35474,35734,35995,36258,36523,36788,37058,37328,37600,37873,38150,38428,38706,38989,39272,39558,39846,40136,40427,40719,41014,41308,41606,41904,42204,42505,42808,43113,43418,43726,44033,44344,44655,44969,45283,45599,45918,46237,46557,46879,47204,47530,47857,48184,48515,48847,49181,49516,49852,50190,50530,50872,51215,51559,51906,52253,52604,52954,53308,53663,54020,54377,54737,55099,55461,55827,56193,56561,56932,57305,57682,58060,58441,58825,59211,59601
5,Antigua and Barbuda,1241,1241,1242,1242,1242,1243,1243,1244,1244,1244,1245,1245,1246,1246,1246,1247,1247,1247,1248,1248,1249,1249,1249,1250,1250,1250,1251,1251,1251,1252,1252,1252,1253,1253,1253,1254,1254,1255,1255,1255,1256,1256,1256,1257,1257,1257,1258,1258,1258,1259,1259,1259,1259,1260,1260,1260,1261,1261,1261,1262,1262,1262,1263,1263,1263,1263,1264,1264,1264,1265,1265,1265,1266,1266,1266,1266,1267,1267,1267,1268,1268,1268,1268,1269,1269,1269,1270,1270,1270,1270,1271,1271,1271,1271,1272,1272
6,Argentina,3307285,3324877,3342399,3359883,3377299,3394638,3411891,3429019,3445987,3462772,3479355,3495764,3512023,3528151,3544162,3560029,3575791,3591437,3606955,3622340,3637585,3652687,3667646,3682468,3697156,3711721,3726162,3740484,3754682,3768757,3782706,3796529,3810224,3823793,3837238,3850561,3863763,3876852,3889851,3902758,3915575,3928297,3940927,3953464,3965910,3978263,3990526,4002678,4014720,4026652,4038477,4050192,4061797,4073292,4084677,4095977,4107195,4118331,4129384,4140356,4151248,4162060,4172791,4183440,4194009,4204498,4214904,4225232,4235479,4245647,4255735,4265745,4275675,4285527,4295299,4304994,4314610,4324147,4333606,4342987,4352290,4361516,4370664,4379735,4388729,4397647,4406487,4415252,4423938,4432546,4441073,4449520,4457887,4466172,4474375,4482496
7,Armenia,220860,221032,221192,221341,221479,221607,221726,221834,221937,222032,222119,222201,222276,222345,222410,222471,222528,222581,222629,222673,222715,222751,222787,222819,222848,222874,222897,222920,222939,222958,222974,222988,223001,223011,223020,223029,223035,223041,223046,223048,223052,223055,223056,223056,223056,223056,223056,223056,223056,223056,223056,223056,223056,223056,223056,223056,223056,223056,223056,223056,223056,223056,223056,223056,223056,223056,223056,223056,223056,223056,223056,223056,223056,223056,223056,223056,223056,223056,223056,223056,223056,223056,223056,223056,223056,223056,223056,223056,223056,223056,223056,223056,223056,223056,223056,223056
8,Australia,29978,29983,29986,29990,29994,29999,30001,30004,30005,30007,30009,30011,30014,30014,30015,30016,30017,30018,30018,30018,30020,30020,30020,30021,30021,30022,30023,30023,30023,30024,30024,30024,30024,30024,30024,30024,30024,30024,30024,30024,30024,30024,30024,30025,30025,30026,30026,30026,30027,30027,30028,30028,30028,30029,30029,30029,30029,30029,30029,30029,30029,30029,30029,30029,30029,30029,30029,30029,30029,30029,30029,30029,30029,30029,30029,30029,30029,30029,30029,30029,30029,30029,30029,30029,30029,30029,30029,30029,30029,30029,30029,30029,30029,30029,30029,30029
9,Austria,637097,637764,638378,638945,639472,639957,640410,640840,641248,641640,642009,642352,642671,642964,643230,643477,643703,643911,644105,644287,644453,644610,644753,644885,645006,645113,645212,645299,645377,645449,645512,645567,645619,645662,645700,645733,645760,645781,645798,645810,645817,645821,645821,645821,645821,645821,645821,645821,645821,645821,645821,645821,645821,645821,645821,645821,645821,645821,645821,645821,645821,645821,645821,645821,645821,645821,645821,645821,645821,645821,645821,645821,645821,645821,645821,645821,645821,645821,645821,645821,645821,645821,645821,645821,645821,645821,645821,645821,645821,645821,645821,645821,645821,645821,645821,645821
