id,Country,2022-10-25,2022-10-26,2022-10-27,2022-10-28,2022-10-29,2022-10-30,2022-10-31,2022-11-01,2022-11-02,2022-11-03,2022-11-04,2022-11-05,2022-11-06,2022-11-07,2022-11-08,2022-11-09,2022-11-10,2022-11-11,2022-11-12,2022-11-13,2022-11-14,2022-11-15,2022-11-16,2022-11-17,2022-11-18,2022-11-19,2022-11-20,2022-11-21,2022-11-22,2022-11-23,2022-11-24,2022-11-25,2022-11-26,2022-11-27,2022-11-28,2022-11-29,2022-11-30,2022-12-01,2022-12-02,2022-12-03,2022-12-04,2022-12-05,2022-12-06,2022-12-07,2022-12-08,2022-12-09,2022-12-10,2022-12-11,2022-12-12,2022-12-13,2022-12-14,2022-12-15,2022-12-16,2022-12-17,2022-12-18,2022-12-19,2022-12-20,2022-12-21,2022-12-22,2022-12-23,2022-12-24,2022-12-25,2022-12-26,2022-12-27,2022-12-28,2022-12-29,2022-12-30,2022-12-31,2023-01-01,2023-01-02,2023-01-03,2023-01-04,2023-01-05,2023-01-06,2023-01-07,2023-01-08,2023-01-09,2023-01-10,2023-01-11,2023-01-12,2023-01-13,2023-01-14,2023-01-15,2023-01-16,2023-01-17,2023-01-18,2023-01-19,2023-01-20,2023-01-21,2023-01-22,2023-01-23,2023-01-24,2023-01-25,2023-01-26,2023-01-27,2023-01-28,2023-01-29,2023-01-30,2023-01-31,2023-02-01,2023-02-02
0,Afghanistan,202347,202468,202589,202709,202828,202945,203062,203178,203293,203407,203520,203632,203743,203853,203962,204070,204178,204284,204390,204494,204598,204701,204803,204904,205005,205104,205203,205301,205398,205494,205589,205684,205778,205871,205963,206055,206146,206236,206325,206414,206502,206589,206675,206761,206846,206930,207014,207097,207180,207261,207342,207423,207502,207582,207660,207738,207815,207892,207968,208043,208118,208192,208266,208339,208412,208484,208555,208626,208696,208766,208835,208904,208972,209040,209107,209174,209240,209306,209371,209436,209500,209564,209627,209690,209752,209814,209875,209936,209997,210057,210116,210176,210234,210293,210351,210408,210466,210522,210579,210635,210690
1,Albania,332816,332837,332857,332877,332897,332916,332935,332953,332971,332988,333005,333021,333037,333053,333068,333083,333097,333111,333124,333138,333151,333163,333175,333187,333198,333209,333219,333229,333239,333248,333257,333266,333275,333283,333291,333298,333305,333312,333318,333324,333330,333335,333340,333345,333349,333353,333357,333361,333364,333367,333370,333373,333375,333377,333379,333381,333383,333385,333386,333388,333389,333390,333391,333392,333393,333394,333395,333396,333396,333397,333398,333398,333399,333399,333400,333400,333400,333400,333400,333400,333400,333400,333400,333400,333400,333400,333400,333400,333400,333400,333400,333400,333400,333400,333400,333400,333400,333400,333400,333400,333400
2,Algeria,270800,270805,270810,270815,270820,270825,270829,270834,270838,270842,270846,270850,270854,270858,270862,270866,270869,270873,270876,270880,270883,270886,270889,270892,270896,270898,270901,270904,270907,270910,270912,270915,270917,270920,270922,270924,270927,270929,270931,270933,270935,270937,270939,270941,270943,270945,270947,270949,270950,270952,270954,270955,270957,270958,270960,270961,270963,270964,270966,270967,270968,270970,270971,270972,270973,270974,270976,270977,270978,270979,270980,270981,270982,270983,270984,270985,270986,270987,270987,270988,270989,270990,270991,270991,270992,270993,270993,270993,270993,270993,270993,270993,270993,270993,270993,270993,270993,270993,270993,270993,270993
3,Andorra,46449,46463,46477,46491,46505,46518,46533,46547,46561,46575,46589,46604,46618,46633,46648,46662,46677,46692,46707,46722,46737,46753,46768,46783,46799,46814,46830,46845,46861,46876,46891,46907,46922,46937,46952,46968,46982,46997,47011,47025,47039,47053,47067,47080,47093,47106,47118,47130,47143,47154,47166,47178,47189,47201,47212,47223,47233,47244,47255,47265,47275,47286,47296,47306,47316,47326,47335,47345,47354,47364,47373,47383,47392,47401,47410,47419,47428,47437,47446,47455,47464,47473,47481,47490,47498,47507,47516,47524,47533,47541,47550,47558,47566,47575,47583,47591,47600,47608,47616,47625,47633
4,Angola,103131,103131,103131,103131,103131,103131,103131,103131,103131,103131,103131,103131,103131,103131,103131,103131,103131,103131,103131,103131,103131,103131,103131,103131,103131,103131,103131,103131,103131,103131,103131,103131,103131,103131,103131,103131,103131,103131,103131,103131,103131,103131,103131,103131,103131,103131,103131,103131,103131,103131,103131,103131,103131,103131,103131,103131,103131,103131,103131,103131,103131,103131,103131,103131,103131,103131,103131,103131,103131,103131,103131,103131,103131,103131,103131,103131,103131,103131,103131,103131,103131,103131,103131,103131,103131,103131,103131,103131,103131,103131,103131,103131,103131,103131,103131,103131,103131,103131,103131,103131,103131
5,Antigua and Barbuda,9106,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,Argentina,9717546,9717909,9718274,9718641,9719010,9719381,9719754,9720130,9720510,9720892,9721277,9721665,9722056,9722450,9722847,9723250,9723657,9724067,9724482,9724900,9725322,9725749,9726184,9726623,9727068,9727517,9727972,9728433,9728899,9729375,9729857,9730346,9730841,9731344,9731853,9732370,9732899,9733436,9733981,9734535,9735097,9735669,9736250,9736846,9737452,9738068,9738695,9739334,9739984,9740647,9741326,9742019,9742725,9743445,9744179,9744929,9745693,9746479,9747280,9748099,9748936,9749791,9750664,9751557,9752475,9753415,9754375,9755359,9756365,9757395,9758449,9759535,9760648,9761788,9762956,9764154,9765381,9766640,9767938,9769270,9770637,9772039,9773479,9774956,9776474,9778041,9779651,9781305,9783004,9784751,9786547,9788393,9790301,9792264,9794284,9796362,9798499,9800699,9802964,9805307,9807720
7,Armenia,445100,445139,445176,445213,445249,445284,445318,445351,445384,445417,445449,445480,445510,445540,445569,445598,445626,445654,445681,445708,445734,445759,445784,445809,445833,445857,445880,445903,445925,445947,445968,445989,446010,446030,446050,446070,446089,446107,446126,446144,446162,446179,446196,446213,446229,446245,446261,446276,446291,446306,446321,446335,446349,446363,446376,446389,446402,446414,446427,446438,446450,446462,446473,446484,446495,446506,446516,446527,446537,446547,446556,446566,446575,446584,446593,446602,446611,446619,446628,446636,446644,446652,446660,446667,446675,446682,446689,446696,446703,446710,446717,446723,446729,446736,446742,446748,446754,446760,446765,446771,446777
8,Australia,10346805,10353389,10359992,10366614,10373258,10379924,10386613,10393326,10400097,10406890,10413708,10420549,10427416,10434307,10441224,10448238,10455283,10462361,10469473,10476619,10483802,10491023,10498364,10505748,10513177,10520653,10528177,10535752,10543380,10551148,10558975,10566862,10574811,10582825,10590905,10599054,10607369,10615760,10624228,10632777,10641408,10650125,10658929,10667930,10677026,10686221,10695516,10704916,10714421,10724036,10733881,10743844,10753927,10764135,10774470,10784936,10795534,10806404,10817418,10828579,10839890,10851355,10862977,10874760,10886865,10899142,10911596,10924230,10937048,10950053,10963249,10976804,10990561,11004522,11018691,11033070,11047663,11062473,11077686,11093126,11108796,11124697,11140832,11157202,11173810,11190857,11208149,11225687,11243473,11261505,11279785,11298312,11317276,11336487,11355943,11375642,11395582,11415759,11436171,11456857,11477748
9,Austria,5408648,5417403,5425974,5434363,5442572,5450611,5458496,5466253,5474283,5482188,5489978,5497664,5505256,5512764,5520200,5527656,5535015,5542280,5549455,5556542,5563544,5570459,5577376,5584206,5590948,5597606,5604180,5610671,5617079,5623494,5629829,5636086,5642266,5648371,5654402,5660361,5666344,5672260,5678109,5683894,5689617,5695280,5700885,5706516,5712091,5717613,5723082,5728502,5733874,5739199,5744558,5749873,5755147,5760380,5765576,5770734,5775858,5781020,5786149,5791247,5796315,5801356,5806370,5811358,5816395,5821409,5826402,5831376,5836332,5841272,5846197,5851173,5856135,5861086,5866027,5870958,5875882,5880799,5885772,5890741,5895706,5900670,5905632,5910594,5915558,5920592,5925630,5930675,5935726,5940786,5945856,5950936,5956095,5961267,5966455,5971658,5976879,5982120,5987380,5992732,5998109
