forecast_date,target,target_end_date,location,type,quantile,value
2021-08-22,1 wk ahead inc case,2021-08-28,AT,quantile,0.010,7096
2021-08-22,1 wk ahead inc case,2021-08-28,BE,quantile,0.010,13259
2021-08-22,1 wk ahead inc case,2021-08-28,BG,quantile,0.010,7725
2021-08-22,1 wk ahead inc case,2021-08-28,HR,quantile,0.010,2466
2021-08-22,1 wk ahead inc case,2021-08-28,CY,quantile,0.010,1456
2021-08-22,1 wk ahead inc case,2021-08-28,CZ,quantile,0.010,1309
2021-08-22,1 wk ahead inc case,2021-08-28,DK,quantile,0.010,6038
2021-08-22,1 wk ahead inc case,2021-08-28,EE,quantile,0.010,1761
2021-08-22,1 wk ahead inc case,2021-08-28,FI,quantile,0.010,4445
2021-08-22,1 wk ahead inc case,2021-08-28,FR,quantile,0.010,151210
2021-08-22,1 wk ahead inc case,2021-08-28,DE,quantile,0.010,45334
2021-08-22,1 wk ahead inc case,2021-08-28,GR,quantile,0.010,19921
2021-08-22,1 wk ahead inc case,2021-08-28,HU,quantile,0.010,414
2021-08-22,1 wk ahead inc case,2021-08-28,IS,quantile,0.010,412
2021-08-22,1 wk ahead inc case,2021-08-28,IE,quantile,0.010,10602
2021-08-22,1 wk ahead inc case,2021-08-28,IT,quantile,0.010,42806
2021-08-22,1 wk ahead inc case,2021-08-28,LV,quantile,0.010,788
2021-08-22,1 wk ahead inc case,2021-08-28,LI,quantile,0.010,55
2021-08-22,1 wk ahead inc case,2021-08-28,LT,quantile,0.010,3373
2021-08-22,1 wk ahead inc case,2021-08-28,LU,quantile,0.010,359
2021-08-22,1 wk ahead inc case,2021-08-28,MT,quantile,0.010,390
2021-08-22,1 wk ahead inc case,2021-08-28,NL,quantile,0.010,15792
2021-08-22,1 wk ahead inc case,2021-08-28,NO,quantile,0.010,4120
2021-08-22,1 wk ahead inc case,2021-08-28,PL,quantile,0.010,1294
2021-08-22,1 wk ahead inc case,2021-08-28,PT,quantile,0.010,14131
2021-08-22,1 wk ahead inc case,2021-08-28,RO,quantile,0.010,3560
2021-08-22,1 wk ahead inc case,2021-08-28,SK,quantile,0.010,472
2021-08-22,1 wk ahead inc case,2021-08-28,SI,quantile,0.010,1895
2021-08-22,1 wk ahead inc case,2021-08-28,ES,quantile,0.010,29119
2021-08-22,1 wk ahead inc case,2021-08-28,SE,quantile,0.010,6199
2021-08-22,1 wk ahead inc case,2021-08-28,CH,quantile,0.010,16454
2021-08-22,1 wk ahead inc case,2021-08-28,GB,quantile,0.010,205167
2021-08-22,2 wk ahead inc case,2021-09-04,AT,quantile,0.010,9463
2021-08-22,2 wk ahead inc case,2021-09-04,BE,quantile,0.010,13528
2021-08-22,2 wk ahead inc case,2021-09-04,BG,quantile,0.010,11216
2021-08-22,2 wk ahead inc case,2021-09-04,HR,quantile,0.010,3219
2021-08-22,2 wk ahead inc case,2021-09-04,CY,quantile,0.010,1004
2021-08-22,2 wk ahead inc case,2021-09-04,CZ,quantile,0.010,1385
2021-08-22,2 wk ahead inc case,2021-09-04,DK,quantile,0.010,5755
2021-08-22,2 wk ahead inc case,2021-09-04,EE,quantile,0.010,1781
2021-08-22,2 wk ahead inc case,2021-09-04,FI,quantile,0.010,4585
2021-08-22,2 wk ahead inc case,2021-09-04,FR,quantile,0.010,136715
2021-08-22,2 wk ahead inc case,2021-09-04,DE,quantile,0.010,65495
2021-08-22,2 wk ahead inc case,2021-09-04,GR,quantile,0.010,19466
2021-08-22,2 wk ahead inc case,2021-09-04,HU,quantile,0.010,428
2021-08-22,2 wk ahead inc case,2021-09-04,IS,quantile,0.010,329
2021-08-22,2 wk ahead inc case,2021-09-04,IE,quantile,0.010,10523
2021-08-22,2 wk ahead inc case,2021-09-04,IT,quantile,0.010,45449
2021-08-22,2 wk ahead inc case,2021-09-04,LV,quantile,0.010,928
2021-08-22,2 wk ahead inc case,2021-09-04,LI,quantile,0.010,77
2021-08-22,2 wk ahead inc case,2021-09-04,LT,quantile,0.010,3388
2021-08-22,2 wk ahead inc case,2021-09-04,LU,quantile,0.010,370
