id,Country,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10,2021-04-11,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-17,2021-04-18,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-24,2021-04-25
0,"Washington",3876,3913,3948,3983,4019,4055,4092,4130,4170,4211,4254,4297,4342,4389,4436,4485,4536,4588,4641,4694,4747,4801,4855,4909,4963,5017,5072,5127,5182,5237,5293,5348,5404,5460,5516,5572,5628,5685,5741,5798,5855,5912,5969,6026,6084,6141,6199,6256,6314,6372,6430,6488,6546,6604,6662,6720,6778,6836,6895,6953,7011,7069,7128,7186,7244,7302,7361,7419,7477,7535,7593,7651,7709,7767,7825,7882,7940,7998,8055,8112,8170,8227,8284,8341,8398,8454,8511,8567,8623,8679,8735,8791,8846,8902,8957,9012,9067,9122,9176,9230,9284,9338
1,"Illinois",19724,19831,19939,20048,20158,20270,20384,20500,20619,20738,20860,20981,21102,21222,21342,21461,21579,21697,21813,21929,22044,22158,22270,22380,22489,22597,22704,22810,22914,23017,23118,23218,23317,23415,23511,23605,23699,23791,23882,23971,24060,24146,24232,24316,24399,24481,24561,24640,24718,24795,24870,24944,25017,25089,25160,25229,25297,25364,25430,25495,25558,25621,25682,25742,25801,25859,25916,25972,26027,26081,26134,26186,26237,26287,26336,26384,26431,26478,26523,26568,26611,26654,26696,26737,26777,26817,26856,26894,26931,26967,27003,27038,27072,27106,27139,27171,27203,27233,27264,27293,27322,27351
2,"California",32318,32861,33401,33940,34483,35031,35585,36146,36717,37299,37893,38494,39099,39707,40320,40936,41558,42181,42807,43437,44070,44706,45344,45980,46617,47255,47894,48533,49171,49808,50444,51079,51713,52344,52974,53601,54225,54846,55464,56078,56689,57295,57898,58495,59088,59676,60259,60836,61407,61973,62533,63087,63634,64175,64710,65237,65758,66272,66779,67279,67771,68256,68734,69204,69667,70123,70570,71011,71443,71868,72286,72696,73098,73493,73880,74260,74632,74997,75354,75705,76048,76383,76712,77034,77348,77656,77957,78251,78539,78820,79094,79362,79624,79880,80130,80373,80611,80843,81069,81290,81505,81715
3,"Arizona",10855,11033,11213,11395,11581,11771,11966,12165,12370,12582,12798,13018,13241,13463,13688,13915,14145,14376,14609,14843,15080,15318,15556,15794,16032,16272,16512,16752,16992,17233,17473,17714,17954,18195,18435,18675,18914,19153,19391,19628,19865,20101,20336,20570,20803,21035,21266,21495,21723,21950,22175,22398,22620,22841,23059,23276,23491,23704,23915,24124,24331,24537,24739,24940,25139,25335,25529,25721,25911,26098,26283,26465,26646,26823,26999,27171,27342,27510,27675,27838,27999,28157,28313,28466,28617,28765,28911,29054,29195,29334,29470,29604,29735,29864,29991,30116,30238,30358,30475,30591,30704,30815
4,"Massachusetts",13433,13510,13587,13665,13745,13826,13909,13993,14080,14167,14255,14345,14435,14526,14618,14711,14805,14901,14997,15093,15190,15287,15384,15482,15579,15676,15774,15871,15968,16066,16163,16260,16357,16453,16550,16646,16741,16837,16932,17026,17120,17214,17307,17399,17491,17582,17672,17762,17851,17940,18028,18114,18201,18286,18370,18454,18536,18618,18699,18779,18858,18936,19013,19089,19164,19238,19312,19384,19455,19525,19594,19662,19729,19794,19859,19923,19986,20048,20108,20168,20227,20284,20341,20396,20451,20505,20557,20609,20659,20709,20758,20805,20852,20898,20943,20987,21030,21072,21114,21154,21194,21233
5,"Wisconsin",5728,5768,5808,5848,5888,5930,5973,6017,6063,6110,6157,6205,6253,6301,6350,6400,6450,6500,6551,6600,6649,6698,6745,6791,6836,6881,6926,6969,7012,7054,7095,7136,7176,7215,7253,7291,7328,7364,7400,7435,7469,7503,7536,7568,7600,7631,7661,7691,7720,7749,7777,7805,7832,7858,7884,7909,7934,7958,7982,8005,8028,8050,8072,8093,8114,8134,8154,8173,8192,8211,8229,8247,8264,8281,8298,8314,8330,8345,8360,8375,8389,8404,8417,8431,8444,8457,8469,8481,8493,8505,8516,8527,8538,8549,8559,8569,8579,8588,8598,8607,8616,8625
6,"Texas",31693,31971,32248,32529,32817,33116,33420,33732,34053,34384,34724,35070,35422,35782,36151,36528,36914,37304,37697,38091,38486,38880,39273,39663,40052,40441,40829,41216,41601,41985,42366,42746,43125,43501,43875,44247,44616,44983,45348,45709,46069,46425,46779,47130,47477,47822,48163,48502,48837,49168,49496,49821,50143,50460,50775,51085,51392,51695,51995,52290,52582,52870,53155,53435,53712,53985,54254,54519,54780,55037,55291,55540,55786,56028,56266,56500,56731,56958,57181,57400,57615,57827,58035,58240,58441,58638,58832,59022,59209,59393,59573,59749,59923,60093,60259,60423,60583,60741,60895,61046,61194,61339
7,"Nebraska",1818,1826,1834,1843,1851,1859,1867,1876,1884,1892,1901,1909,1917,1926,1934,1942,1951,1959,1967,1976,1984,1992,2000,2008,2016,2024,2031,2039,2047,2054,2061,2069,2076,2083,2090,2097,2104,2111,2118,2125,2131,2138,2145,2151,2157,2164,2170,2176,2182,2188,2194,2200,2206,2211,2217,2222,2228,2233,2239,2244,2249,2254,2259,2264,2269,2274,2279,2283,2288,2293,2297,2302,2306,2310,2315,2319,2323,2327,2331,2335,2339,2343,2347,2350,2354,2358,2361,2365,2368,2372,2375,2378,2382,2385,2388,2391,2394,2397,2400,2403,2406,2409
8,"Utah",1460,1476,1493,1509,1527,1544,1562,1581,1599,1618,1638,1657,1677,1696,1716,1737,1757,1777,1797,1818,1838,1857,1877,1896,1915,1934,1953,1972,1990,2008,2026,2044,2061,2078,2095,2112,2128,2144,2160,2176,2191,2206,2221,2236,2250,2265,2278,2292,2306,2319,2332,2344,2357,2369,2381,2393,2404,2415,2426,2437,2448,2458,2468,2478,2488,2497,2506,2515,2524,2533,2541,2549,2557,2565,2573,2580,2588,2595,2602,2609,2615,2622,2628,2634,2640,2646,2652,2657,2663,2668,2673,2678,2683,2688,2692,2697,2701,2706,2710,2714,2718,2722
9,"Oregon",1737,1751,1765,1779,1793,1806,1820,1834,1848,1862,1877,1891,1906,1921,1936,1951,1967,1983,1999,2015,2031,2047,2063,2079,2095,2112,2128,2144,2161,2177,2194,2210,2227,2243,2260,2276,2293,2310,2327,2343,2360,2377,2394,2410,2427,2444,2461,2478,2495,2512,2529,2546,2563,2580,2597,2614,2631,2648,2665,2681,2698,2715,2732,2749,2766,2783,2800,2817,2834,2851,2868,2885,2902,2918,2935,2952,2969,2985,3002,3019,3035,3052,3069,3085,3102,3118,3135,3151,3168,3184,3200,3217,3233,3249,3265,3281,3297,3313,3329,3345,3361,3377
