id,Country,2021-06-18,2021-06-19,2021-06-20,2021-06-21,2021-06-22,2021-06-23,2021-06-24,2021-06-25,2021-06-26,2021-06-27,2021-06-28,2021-06-29,2021-06-30,2021-07-01,2021-07-02,2021-07-03,2021-07-04,2021-07-05,2021-07-06,2021-07-07,2021-07-08,2021-07-09,2021-07-10,2021-07-11,2021-07-12,2021-07-13,2021-07-14,2021-07-15,2021-07-16,2021-07-17,2021-07-18,2021-07-19,2021-07-20,2021-07-21,2021-07-22,2021-07-23,2021-07-24,2021-07-25,2021-07-26,2021-07-27,2021-07-28,2021-07-29,2021-07-30,2021-07-31,2021-08-01,2021-08-02,2021-08-03,2021-08-04,2021-08-05,2021-08-06,2021-08-07,2021-08-08,2021-08-09,2021-08-10,2021-08-11,2021-08-12,2021-08-13,2021-08-14,2021-08-15,2021-08-16,2021-08-17,2021-08-18,2021-08-19,2021-08-20,2021-08-21,2021-08-22,2021-08-23,2021-08-24,2021-08-25,2021-08-26,2021-08-27,2021-08-28,2021-08-29,2021-08-30,2021-08-31,2021-09-01,2021-09-02,2021-09-03,2021-09-04,2021-09-05,2021-09-06,2021-09-07,2021-09-08,2021-09-09,2021-09-10,2021-09-11,2021-09-12,2021-09-13,2021-09-14,2021-09-15,2021-09-16,2021-09-17,2021-09-18,2021-09-19,2021-09-20,2021-09-21
0,Afghanistan,98734,100650,102593,104564,106563,108593,110668,112798,114992,117246,119561,121942,124389,126909,129503,132174,134927,137763,140687,143704,146814,150025,153339,156762,160297,163949,167724,171625,175661,179833,184149,188616,193242,198034,203003,208153,213493,219028,224768,230722,236896,243300,249941,256830,263974,271384,279070,287039,295304,303874,312759,321969,331517,341410,351662,362282,373282,384672,396463,408667,421293,434354,447857,461815,476237,491135,506514,522387,538765,555656,573070,591014,609495,628516,648084,668202,688873,710099,731879,754214,777104,800543,824527,849052,874109,899689,925783,952377,979472,1007067,1035165,1063767,1092873,1122488,1152611,1183242
1,Albania,132484,132494,132504,132514,132524,132534,132544,132554,132564,132574,132583,132594,132604,132614,132623,132633,132643,132653,132662,132672,132682,132693,132702,132711,132721,132732,132741,132752,132762,132772,132782,132792,132802,132811,132821,132830,132841,132850,132860,132869,132879,132888,132897,132907,132916,132925,132935,132944,132953,132963,132972,132981,132989,132999,133008,133017,133026,133035,133043,133052,133061,133069,133078,133086,133096,133104,133112,133120,133128,133136,133144,133152,133160,133168,133175,133183,133191,133198,133205,133213,133221,133228,133235,133243,133251,133257,133265,133272,133279,133285,133292,133299,133306,133313,133320,133327
2,Algeria,135219,135630,136049,136475,136907,137345,137788,138238,138692,139152,139619,140091,140569,141054,141544,142040,142541,143048,143559,144076,144596,145121,145652,146192,146740,147297,147862,148436,149019,149611,150212,150822,151442,152071,152710,153359,154018,154686,155365,156055,156755,157466,158187,158920,159664,160418,161186,161963,162753,163556,164369,165196,166035,166886,167750,168628,169518,170422,171339,172271,173216,174176,175149,176137,177139,178158,179190,180239,181302,182381,183477,184589,185717,186861,188023,189201,190398,191611,192842,194091,195358,196645,197949,199274,200617,201979,203362,204764,206186,207628,209091,210573,212075,213598,215140,216703
3,Andorra,13842,13856,13871,13887,13902,13918,13936,13954,13973,13993,14013,14035,14056,14079,14104,14129,14156,14182,14211,14242,14272,14306,14339,14375,14412,14451,14491,14533,14576,14623,14670,14719,14771,14823,14879,14937,14996,15059,15124,15190,15259,15331,15406,15483,15562,15645,15731,15818,15909,16003,16100,16200,16303,16409,16519,16633,16749,16868,16989,17114,17243,17375,17510,17649,17791,17936,18084,18235,18389,18547,18707,18871,19037,19206,19378,19553,19729,19909,20090,20273,20459,20647,20836,21027,21220,21414,21608,21804,22000,22197,22395,22594,22793,22994,23195,23398
4,Angola,37467,37641,37814,37986,38156,38325,38494,38659,38826,38992,39158,39326,39493,39661,39829,39995,40162,40329,40495,40663,40829,40994,41160,41325,41489,41652,41815,41977,42139,42300,42459,42619,42777,42934,43091,43245,43400,43553,43705,43856,44006,44156,44304,44450,44595,44740,44883,45024,45165,45304,45442,45579,45715,45848,45981,46113,46244,46372,46500,46627,46750,46874,46996,47118,47237,47356,47472,47587,47701,47813,47926,48035,48144,48252,48356,48463,48566,48668,48769,48867,48966,49062,49159,49253,49347,49438,49528,49617,49705,49792,49878,49964,50049,50132,50214,50296
5,Antigua and Barbuda,1263,1264,1265,1266,1267,1268,1268,1269,1270,1271,1271,1271,1272,1273,1274,1274,1275,1276,1277,1277,1277,1278,1278,1278,1279,1280,1281,1281,1281,1281,1281,1282,1283,1283,1283,1283,1283,1283,1283,1284,1285,1286,1287,1287,1287,1288,1288,1289,1289,1289,1289,1289,1290,1290,1290,1290,1290,1291,1291,1292,1292,1292,1292,1292,1292,1292,1292,1292,1292,1292,1292,1292,1292,1293,1293,1294,1294,1294,1294,1294,1294,1294,1294,1294,1294,1294,1294,1294,1294,1295,1297,1300,1304,1309,1315,1322
6,Argentina,4242763,4266020,4288670,4310690,4332052,4352744,4372905,4392553,4411666,4430227,4448333,4465947,4483043,4499584,4515591,4531074,4546087,4560642,4574755,4588464,4601816,4614776,4627328,4639476,4651211,4662545,4673510,4684147,4694484,4704534,4714300,4723775,4732943,4741795,4750317,4758518,4766403,4773983,4781275,4788290,4795042,4801536,4807778,4813768,4819508,4825001,4830249,4835257,4840036,4844592,4848938,4853080,4857025,4860781,4864351,4867742,4870957,4874001,4876879,4879598,4882166,4884588,4886872,4889025,4891052,4892959,4894752,4896436,4898014,4899494,4900879,4902174,4903385,4904515,4905571,4906554,4907470,4908323,4909116,4909850,4910534,4911166,4911751,4912292,4912793,4913255,4913680,4914073,4914434,4914765,4915070,4915350,4915605,4915841,4916056,4916254
7,Armenia,224086,224180,224276,224375,224477,224582,224686,224792,224902,225014,225127,225241,225358,225478,225597,225721,225845,225971,226099,226227,226359,226491,226625,226762,226900,227040,227181,227323,227467,227612,227759,227907,228058,228209,228363,228517,228672,228829,228988,229147,229308,229471,229633,229798,229963,230131,230299,230468,230639,230810,230984,231157,231331,231507,231683,231860,232039,232217,232397,232578,232759,232941,233124,233308,233492,233676,233863,234048,234235,234423,234610,234798,234987,235175,235366,235555,235745,235935,236126,236317,236508,236700,236892,237083,237275,237467,237659,237852,238044,238235,238429,238621,238812,239004,239197,239390
8,Australia,30322,30335,30348,30362,30375,30389,30404,30418,30432,30445,30460,30473,30488,30502,30516,30530,30545,30559,30572,30586,30600,30613,30628,30640,30654,30667,30681,30694,30706,30720,30732,30745,30757,30770,30783,30795,30808,30819,30831,30843,30855,30866,30877,30888,30898,30909,30920,30930,30940,30950,30960,30969,30978,30988,30997,31006,31015,31023,31032,31039,31046,31053,31060,31068,31075,31082,31089,31094,31101,31107,31112,31117,31122,31127,31132,31138,31143,31148,31152,31156,31160,31163,31168,31171,31174,31177,31181,31183,31186,31190,31192,31195,31197,31201,31203,31205
9,Austria,649309,649506,649695,649878,650054,650222,650383,650537,650683,650821,650954,651079,651198,651312,651417,651517,651611,651700,651781,651859,651931,651999,652065,652125,652181,652234,652284,652331,652374,652415,652454,652490,652524,652556,652586,652615,652642,652667,652691,652714,652736,652755,652775,652793,652811,652828,652844,652859,652873,652885,652898,652910,652921,652931,652941,652950,652959,652967,652974,652982,652989,652994,653001,653006,653010,653015,653019,653023,653025,653029,653031,653034,653037,653040,653043,653045,653046,653048,653049,653051,653052,653054,653055,653057,653058,653059,653059,653061,653062,653062,653063,653064,653064,653066,653066,653067
