id,Country,2021-10-04,2021-10-05,2021-10-06,2021-10-07,2021-10-08,2021-10-09,2021-10-10,2021-10-11,2021-10-12,2021-10-13,2021-10-14,2021-10-15,2021-10-16,2021-10-17,2021-10-18,2021-10-19,2021-10-20,2021-10-21,2021-10-22,2021-10-23,2021-10-24,2021-10-25,2021-10-26,2021-10-27,2021-10-28,2021-10-29,2021-10-30,2021-10-31,2021-11-01,2021-11-02,2021-11-03,2021-11-04,2021-11-05,2021-11-06,2021-11-07,2021-11-08,2021-11-09,2021-11-10,2021-11-11,2021-11-12,2021-11-13,2021-11-14,2021-11-15,2021-11-16,2021-11-17,2021-11-18,2021-11-19,2021-11-20,2021-11-21,2021-11-22,2021-11-23,2021-11-24,2021-11-25,2021-11-26,2021-11-27,2021-11-28,2021-11-29,2021-11-30,2021-12-01,2021-12-02,2021-12-03,2021-12-04,2021-12-05,2021-12-06,2021-12-07,2021-12-08,2021-12-09,2021-12-10,2021-12-11,2021-12-12,2021-12-13,2021-12-14,2021-12-15,2021-12-16,2021-12-17,2021-12-18,2021-12-19,2021-12-20,2021-12-21,2021-12-22,2021-12-23,2021-12-24,2021-12-25,2021-12-26,2021-12-27,2021-12-28,2021-12-29,2021-12-30,2021-12-31,2022-01-01,2022-01-02,2022-01-03,2022-01-04,2022-01-05,2022-01-06,2022-01-07
0,Afghanistan,155287,155287,155287,155287,155287,155287,155287,155287,155287,155287,155287,155288,155290,155293,155297,155302,155308,155315,155323,155332,155341,155350,155359,155367,155375,155382,155389,155395,155401,155407,155412,155417,155422,155427,155431,155435,155439,155442,155445,155448,155451,155454,155457,155460,155462,155464,155466,155468,155470,155472,155473,155475,155476,155477,155478,155479,155480,155481,155482,155483,155484,155485,155485,155486,155487,155488,155489,155489,155489,155489,155489,155489,155489,155489,155489,155489,155489,155489,155489,155489,155489,155489,155489,155489,155489,155489,155489,155489,155489,155489,155489,155489,155489,155489,155489,155489
1,Albania,171794,172268,172730,173180,173618,174044,174458,174860,175250,175628,175995,176349,176693,177025,177346,177656,177956,178246,178526,178797,179058,179310,179554,179789,180015,180234,180445,180648,180844,181033,181215,181390,181559,181721,181877,182027,182172,182311,182445,182574,182698,182816,182931,183040,183146,183247,183344,183437,183527,183612,183695,183773,183849,183922,183991,184058,184121,184183,184241,184297,184351,184402,184451,184498,184543,184585,184626,184666,184703,184739,184773,184806,184837,184866,184895,184922,184948,184972,184996,185018,185039,185060,185079,185097,185115,185132,185148,185163,185177,185191,185204,185216,185228,185239,185250,185260
2,Algeria,203915,203920,203925,203930,203935,203940,203945,203950,203955,203960,203965,203970,203975,203980,203985,203990,203995,204000,204005,204010,204015,204020,204025,204030,204035,204040,204045,204050,204055,204060,204065,204070,204075,204080,204085,204090,204095,204100,204105,204109,204112,204116,204119,204121,204124,204126,204127,204129,204130,204132,204133,204134,204135,204135,204136,204137,204137,204137,204137,204137,204138,204138,204138,204138,204138,204138,204138,204138,204138,204138,204138,204138,204138,204138,204138,204138,204138,204138,204138,204138,204138,204138,204138,204138,204138,204138,204138,204138,204138,204138,204138,204138,204138,204138,204138,204138
3,Andorra,15267,15274,15281,15288,15295,15302,15309,15316,15323,15330,15337,15344,15351,15358,15365,15372,15380,15388,15396,15404,15412,15420,15428,15436,15444,15452,15460,15469,15478,15487,15495,15504,15513,15522,15531,15540,15549,15558,15567,15577,15586,15596,15606,15616,15626,15636,15646,15656,15666,15677,15687,15698,15708,15719,15730,15741,15752,15763,15774,15785,15796,15808,15819,15831,15842,15854,15866,15878,15890,15902,15914,15926,15938,15950,15962,15974,15986,15998,16011,16023,16036,16049,16062,16075,16088,16101,16114,16127,16141,16154,16167,16181,16195,16209,16223,16237
4,Angola,58943,59219,59494,59769,60041,60313,60581,60849,61113,61377,61637,61896,62152,62407,62657,62907,63153,63397,63637,63876,64111,64344,64574,64801,65025,65246,65463,65679,65890,66099,66304,66507,66706,66902,67095,67285,67470,67654,67833,68010,68183,68353,68520,68683,68843,69001,69154,69305,69452,69597,69737,69875,70010,70142,70270,70396,70518,70638,70755,70869,70979,71088,71192,71295,71395,71492,71586,71678,71767,71853,71937,72019,72098,72175,72250,72322,72392,72460,72525,72589,72651,72710,72768,72823,72877,72929,72979,73028,73074,73119,73163,73206,73248,73289,73328,73365
5,Antigua and Barbuda,3503,3508,3513,3518,3523,3528,3533,3538,3543,3548,3553,3558,3563,3568,3573,3578,3583,3588,3593,3598,3602,3606,3610,3614,3617,3620,3623,3626,3628,3631,3633,3635,3637,3638,3640,3641,3643,3644,3645,3646,3647,3648,3649,3650,3651,3651,3652,3652,3653,3653,3654,3654,3655,3655,3655,3656,3656,3656,3656,3656,3657,3657,3657,3657,3657,3657,3657,3658,3658,3658,3658,3658,3658,3658,3658,3658,3658,3658,3658,3658,3658,3658,3658,3658,3658,3658,3658,3658,3658,3658,3658,3658,3658,3658,3658,3658
6,Argentina,5260719,5261583,5262425,5263245,5264043,5264819,5265573,5266305,5267015,5267703,5268369,5269013,5269635,5270235,5270813,5271369,5271903,5272415,5272905,5273372,5273819,5274244,5274651,5275038,5275407,5275758,5276094,5276413,5276717,5277005,5277281,5277542,5277791,5278026,5278250,5278461,5278661,5278851,5279030,5279199,5279359,5279510,5279653,5279788,5279915,5280035,5280148,5280255,5280355,5280449,5280538,5280622,5280700,5280774,5280843,5280908,5280970,5281027,5281081,5281131,5281178,5281222,5281264,5281302,5281338,5281372,5281404,5281433,5281461,5281486,5281510,5281533,5281553,5281573,5281591,5281607,5281623,5281637,5281651,5281663,5281675,5281686,5281696,5281705,5281713,5281721,5281729,5281735,5281742,5281747,5281753,5281758,5281762,5281766,5281770,5281773
7,Armenia,265317,265904,266489,267071,267652,268231,268807,269381,269952,270520,271085,271647,272206,272761,273313,273861,274406,274946,275483,276015,276543,277066,277586,278100,278610,279115,279615,280110,280601,281086,281566,282040,282509,282973,283431,283884,284331,284773,285209,285639,286063,286482,286895,287302,287703,288098,288487,288871,289248,289620,289986,290345,290699,291047,291388,291723,292051,292372,292686,292994,293295,293591,293879,294161,294437,294707,294970,295227,295478,295724,295963,296197,296425,296648,296865,297076,297282,297483,297679,297870,298055,298236,298411,298582,298748,298910,299067,299220,299369,299513,299653,299789,299921,300049,300173,300293
8,Australia,115800,116152,116496,116832,117160,117480,117792,118096,118392,118680,118960,119232,119496,119752,120000,120240,120472,120696,120912,121120,121320,121512,121696,121872,122040,122200,122352,122496,122632,122760,122880,122992,123096,123192,123280,123360,123432,123496,123552,123601,123644,123681,123714,123742,123766,123787,123805,123820,123833,123844,123853,123861,123868,123874,123878,123882,123885,123888,123890,123892,123894,123895,123896,123896,123897,123897,123897,123897,123898,123898,123898,123898,123898,123898,123898,123898,123898,123898,123898,123898,123898,123898,123898,123898,123898,123898,123898,123898,123898,123898,123898,123898,123898,123898,123898,123898
9,Austria,750229,751619,752992,754333,755656,756947,758220,759461,760685,761878,763052,764196,765322,766419,767497,768546,769577,770580,771564,772522,773461,774374,775269,776138,776990,777817,778627,779412,780181,780926,781655,782362,783053,783721,784375,785007,785625,786223,786806,787370,787920,788451,788969,789469,789956,790427,790885,791327,791757,792171,792575,792963,793341,793705,794058,794399,794729,795047,795356,795652,795940,796217,796485,796742,796992,797232,797464,797687,797902,798109,798309,798501,798686,798863,799035,799199,799358,799510,799657,799797,799932,800062,800187,800306,800421,800531,800636,800737,800835,800927,801017,801105,801191,801275,801357,801437
