,from_city,from_country,to_city,to_country,num_flights
4927,New York,United States,Orlando,United States,6
4928,New York,United States,Miami,United States,6
4931,New York,United States,Chicago,United States,12
4932,New York,United States,Norfolk,United States,6
4934,New York,United States,Phoenix,United States,4
4935,New York,United States,Pittsburgh,United States,6
4936,New York,United States,Raleigh-durham,United States,7
4937,New York,United States,San Diego,United States,6
4939,New York,United States,Seattle,United States,5
4940,New York,United States,San Francisco,United States,7
4945,New York,United States,Tampa,United States,6
4951,Joplin,United States,Dallas-Fort Worth,United States,2
4953,Juneau,United States,Ketchikan,United States,3
4958,Kona,United States,Los Angeles,United States,5
4959,Kona,United States,Oakland,United States,2
4960,Kona,United States,Phoenix,United States,2
4961,Kona,United States,San Jose,United States,2
4962,Ketchikan,United States,Juneau,United States,2
4963,Ketchikan,United States,Seattle,United States,3
4972,Las Vegas,United States,Charlotte,United States,2
4973,Las Vegas,United States,Washington,United States,3
4974,Las Vegas,United States,Dallas-Fort Worth,United States,3
4975,Las Vegas,United States,New York,United States,8
4977,Las Vegas,United States,Miami,United States,2
4978,Las Vegas,United States,Chicago,United States,6
4979,Las Vegas,United States,Philadelphia,United States,4
4980,Las Vegas,United States,Phoenix,United States,4
4985,Lawton,United States,Dallas-Fort Worth,United States,2
4986,Los Angeles,United States,Albuquerque,United States,5
4987,Los Angeles,United States,Anchorage,United States,2
4988,Los Angeles,United States,Austin,United States,5
4989,Los Angeles,United States,Windsor Locks,United States,3
4990,Los Angeles,United States,Nashville,United States,5
4992,Los Angeles,United States,Boston,United States,7
4993,Los Angeles,United States,Charlotte,United States,2
4994,Los Angeles,United States,Columbus,United States,4
4995,Los Angeles,United States,Washington,United States,8
4996,Los Angeles,United States,Denver,United States,7
4997,Los Angeles,United States,Dallas-Fort Worth,United States,6
4999,Los Angeles,United States,El Paso,United States,4
5000,Los Angeles,United States,Eugene,United States,3
5001,Los Angeles,United States,Fresno,United States,4
5005,Los Angeles,United States,Honolulu,United States,7
5006,Los Angeles,United States,Houston,United States,7
5007,Los Angeles,United States,Indianapolis,United States,4
5008,Los Angeles,United States,New York,United States,8
5009,Los Angeles,United States,Kona,United States,6
5011,Los Angeles,United States,Lihue,United States,5
5014,Los Angeles,United States,Orlando,United States,6
5017,Los Angeles,United States,Medford,United States,3
5018,Los Angeles,United States,Miami,United States,4
5019,Los Angeles,United States,Mammoth Lakes,United States,2
5020,Los Angeles,United States,Monterey,United States,4
5023,Los Angeles,United States,Kahului,United States,8
5024,Los Angeles,United States,Oklahoma City,United States,4
5025,Los Angeles,United States,Chicago,United States,9
5026,Los Angeles,United States,West Palm Beach,United States,2
5027,Los Angeles,United States,Portland,United States,5
5028,Los Angeles,United States,Philadelphia,United States,3
5029,Los Angeles,United States,Phoenix,United States,6
5030,Los Angeles,United States,Pittsburgh,United States,4
5033,Los Angeles,United States,Redmond-Bend,United States,2
5034,Los Angeles,United States,Raleigh-durham,United States,4
5035,Los Angeles,United States,Reno,United States,6
5036,Los Angeles,United States,Santa Fe,United States,3
5037,Los Angeles,United States,San Diego,United States,5
5038,Los Angeles,United States,Seattle,United States,5
5039,Los Angeles,United States,San Francisco,United States,7
5040,Los Angeles,United States,San Jose,United States,6
5042,Los Angeles,United States,Salt Lake City,United States,5
5043,Los Angeles,United States,Sacramento,United States,6
5044,Los Angeles,United States,St. Louis,United States,4
5045,Los Angeles,United States,Santa Rosa,United States,2
5047,Los Angeles,United States,Tucson,United States,5
5048,Los Angeles,United States,Bentonville,United States,2
5054,Lubbock,United States,Dallas-Fort Worth,United States,2
5056,Lake Charles,United States,Dallas-Fort Worth,United States,2
5057,Lexington KY,United States,Charlotte,United States,2
5058,Lexington KY,United States,Dallas-Fort Worth,United States,2
5059,Lexington KY,United States,Chicago,United States,3
5060,Lafayette,United States,Dallas-Fort Worth,United States,2
5061,New York,United States,Charlottesville VA,United States,3
5062,New York,United States,Dayton,United States,3
5063,New York,United States,Detroit,United States,5
5064,New York,United States,Greensboro,United States,3
5065,New York,United States,Wilmington,United States,3
5066,New York,United States,Little Rock,United States,2
5067,New York,United States,West Palm Beach,United States,5
5068,New York,United States,Philadelphia,United States,3
5069,New York,United States,Richmond,United States,4
5070,New York,United States,Roanoke VA,United States,2
5071,New York,United States,Louisville,United States,4
5072,New York,United States,St. Louis,United States,5
5073,New York,United States,Knoxville,United States,3
5074,New York,United States,Bentonville,United States,2
5075,Long Beach,United States,Portland,United States,3
5076,Long Beach,United States,Phoenix,United States,2
5077,Long Beach,United States,Seattle,United States,3
5168,Lihue,United States,Los Angeles,United States,5
5169,Lihue,United States,Oakland,United States,2
5170,Lihue,United States,Phoenix,United States,2
5171,Lihue,United States,San Jose,United States,2
5183,Little Rock,United States,Charlotte,United States,2
5184,Little Rock,United States,Washington,United States,2
5185,Little Rock,United States,Dallas-Fort Worth,United States,2
5186,Little Rock,United States,New York,United States,2
5187,Little Rock,United States,Chicago,United States,4
5189,Laredo,United States,Dallas-Fort Worth,United States,2
5191,La Crosse,United States,Chicago,United States,2
5193,Lynchburg,United States,Charlotte,United States,2
5203,Midland,United States,Dallas-Fort Worth,United States,2
5216,Kansas City,United States,Charlotte,United States,2
5217,Kansas City,United States,Washington,United States,4
5218,Kansas City,United States,Dallas-Fort Worth,United States,2
5219,Kansas City,United States,Chicago,United States,5
5220,Kansas City,United States,Philadelphia,United States,3
5221,Kansas City,United States,Phoenix,United States,3
5222,Kansas City,United States,Seattle,United States,3
5223,Orlando,United States,Charlotte,United States,4
5224,Orlando,United States,Washington,United States,4
5225,Orlando,United States,Dallas-Fort Worth,United States,3
5227,Orlando,United States,New York,United States,6
5228,Orlando,United States,Los Angeles,United States,6
5230,Orlando,United States,Miami,United States,2
5231,Orlando,United States,Chicago,United States,6
5232,Orlando,United States,Philadelphia,United States,4
5233,Orlando,United States,Phoenix,United States,4
5234,Orlando,United States,San Diego,United States,2
5235,Orlando,United States,Seattle,United States,2
5239,Harrisburg,United States,Boston,United States,2
5240,Harrisburg,United States,Charlotte,United States,2
5241,Harrisburg,United States,Chicago,United States,3
5242,Harrisburg,United States,Philadelphia,United States,2
5249,Memphis,United States,Charlotte,United States,2
5250,Memphis,United States,Washington,United States,3
5251,Memphis,United States,Dallas-Fort Worth,United States,3
5252,Memphis,United States,Miami,United States,2
5253,Memphis,United States,Chicago,United States,6
5259,Mcallen,United States,Dallas-Fort Worth,United States,2
5260,Medford,United States,Los Angeles,United States,3
5262,MONTGOMERY,United States,Charlotte,United States,2
5263,MONTGOMERY,United States,Dallas-Fort Worth,United States,2
5265,Manhattan,United States,Dallas-Fort Worth,United States,2
5266,Manhattan,United States,Chicago,United States,2
5267,Manchester NH,United States,Charlotte,United States,2
5268,Manchester NH,United States,Washington,United States,2
5269,Manchester NH,United States,Philadelphia,United States,2
5272,Miami,United States,Atlanta,United States,12
5275,Miami,United States,Windsor Locks,United States,2
5277,Miami,United States,Birmingham,United States,2
5278,Miami,United States,Nashville,United States,2
5280,Miami,United States,Boston,United States,2
5282,Miami,United States,Baltimore,United States,3
5286,Miami,United States,Charleston,United States,2
5287,Miami,United States,Cleveland,United States,2
5289,Miami,United States,Charlotte,United States,2
5290,Miami,United States,Columbus,United States,2
5293,Miami,United States,Cincinnati,United States,2
5296,Miami,United States,Washington,United States,5
5297,Miami,United States,Denver,United States,3
5298,Miami,United States,Dallas-Fort Worth,United States,2
5299,Miami,United States,Detroit,United States,3
5302,Miami,United States,Newark,United States,3
5303,Miami,United States,Key West,United States,2
5310,Miami,United States,Gainesville,United States,2
5312,Miami,United States,Greensboro,United States,2
5315,Miami,United States,Houston,United States,3
5316,Miami,United States,Indianapolis,United States,2
5317,Miami,United States,Jacksonville,United States,2
5318,Miami,United States,New York,United States,6
5320,Miami,United States,Las Vegas,United States,2
5321,Miami,United States,Los Angeles,United States,4
5331,Miami,United States,Orlando,United States,2
5333,Miami,United States,Memphis,United States,2
5336,Miami,United States,Minneapolis,United States,3
5337,Miami,United States,New Orleans,United States,5
5341,Miami,United States,Chicago,United States,3
5342,Miami,United States,Norfolk,United States,2
5344,Miami,United States,Philadelphia,United States,2
5345,Miami,United States,Phoenix,United States,2
5346,Miami,United States,Pittsburgh,United States,2
5348,Miami,United States,Pensacola,United States,2
5353,Miami,United States,Raleigh-durham,United States,2
5355,Miami,United States,Richmond,United States,2
5358,Miami,United States,San Diego,United States,2
5361,Miami,United States,Louisville,United States,2
5363,Miami,United States,Seattle,United States,2
5364,Miami,United States,San Francisco,United States,3
5370,Miami,United States,St. Louis,United States,2
5375,Miami,United States,Tallahassee,United States,2
5376,Miami,United States,Tampa,United States,2
5377,Miami,United States,Tulsa,United States,2
5383,Milwaukee,United States,Charlotte,United States,2
5384,Milwaukee,United States,Dallas-Fort Worth,United States,2
5385,Milwaukee,United States,Chicago,United States,3
5386,Milwaukee,United States,Philadelphia,United States,2
5387,Milwaukee,United States,Phoenix,United States,4
5388,Melbourne,United States,Charlotte,United States,2
5389,Moline,United States,Dallas-Fort Worth,United States,2
5390,Moline,United States,Chicago,United States,3
5392,Monroe,United States,Dallas-Fort Worth,United States,2
5393,Mammoth Lakes,United States,Los Angeles,United States,2
5394,Mobile,United States,Charlotte,United States,2
5395,Mobile,United States,Dallas-Fort Worth,United States,2
5396,Gwinn,United States,Chicago,United States,2
5398,Monterey,United States,Los Angeles,United States,4
5399,Monterey,United States,Phoenix,United States,2
5400,Madison,United States,Dallas-Fort Worth,United States,2
5401,Madison,United States,Chicago,United States,3
5402,Minneapolis,United States,Charlotte,United States,3
5403,Minneapolis,United States,Washington,United States,6
5404,Minneapolis,United States,Dallas-Fort Worth,United States,5
5405,Minneapolis,United States,Miami,United States,3
5406,Minneapolis,United States,Chicago,United States,9
5407,Minneapolis,United States,Philadelphia,United States,3
5408,Minneapolis,United States,Phoenix,United States,6
5409,New Orleans,United States,Austin,United States,3
5410,New Orleans,United States,Charlotte,United States,2
5411,New Orleans,United States,Washington,United States,5
5412,New Orleans,United States,Dallas-Fort Worth,United States,6
5413,New Orleans,United States,Miami,United States,5
5414,New Orleans,United States,Chicago,United States,10
5415,New Orleans,United States,Philadelphia,United States,2
5423,Myrtle Beach,United States,Charlotte,United States,2
5424,Myrtle Beach,United States,Washington,United States,2
5425,Myrtle Beach,United States,Philadelphia,United States,3
5457,Jacksonville NC,United States,Charlotte,United States,2
5458,Jacksonville NC,United States,Washington,United States,2
5459,Oakland,United States,Honolulu,United States,3
5460,Oakland,United States,Kona,United States,2
5461,Oakland,United States,Lihue,United States,2
5462,Oakland,United States,Kahului,United States,3
5463,Oakland,United States,Portland,United States,3
5464,Oakland,United States,Phoenix,United States,3
5465,Oakland,United States,Seattle,United States,3
5466,Kahului,United States,Dallas-Fort Worth,United States,2
5467,Kahului,United States,Los Angeles,United States,7
5468,Kahului,United States,Oakland,United States,3
5469,Kahului,United States,Phoenix,United States,2
5470,Kahului,United States,San Jose,United States,3
5471,Kahului,United States,Sacramento,United States,3
5472,Oklahoma City,United States,Dallas-Fort Worth,United States,2
5473,Oklahoma City,United States,Los Angeles,United States,4
5474,Oklahoma City,United States,Chicago,United States,5
5475,Omaha,United States,Charlotte,United States,2
5476,Omaha,United States,Washington,United States,3
5477,Omaha,United States,Dallas-Fort Worth,United States,2
5478,Omaha,United States,Chicago,United States,5
5479,Omaha,United States,Phoenix,United States,3
5480,Ontario,United States,Dallas-Fort Worth,United States,2
5481,Ontario,United States,Portland,United States,2
5482,Ontario,United States,Phoenix,United States,3
5483,Ontario,United States,Seattle,United States,2
5484,Chicago,United States,Albuquerque,United States,5
5485,Chicago,United States,Waterloo,United States,2
5487,Chicago,United States,Watertown,United States,2
5488,Chicago,United States,Atlanta,United States,25
5490,Chicago,United States,Austin,United States,5
5491,Chicago,United States,Kalamazoo,United States,2
5492,Chicago,United States,Windsor Locks,United States,5
5493,Chicago,United States,Bloomington,United States,2
5494,Chicago,United States,Nashville,United States,5
5495,Chicago,United States,Boston,United States,7
5496,Chicago,United States,Buffalo,United States,5
5497,Chicago,United States,Baltimore,United States,5
5499,Chicago,United States,Chattanooga,United States,2
5500,Chicago,United States,Charlottesville VA,United States,2
5501,Chicago,United States,Cedar Rapids,United States,3
5502,Chicago,United States,Cleveland,United States,5
5503,Chicago,United States,Charlotte,United States,5
5504,Chicago,United States,Columbus,United States,5
5505,Chicago,United States,Champaign,United States,2
5506,Chicago,United States,Columbia,United States,3
5508,Chicago,United States,Cincinnati,United States,5
5509,Chicago,United States,Wassau,United States,3
5510,Chicago,United States,Dayton,United States,3
5511,Chicago,United States,Dubuque IA,United States,2
5512,Chicago,United States,Washington,United States,6
5513,Chicago,United States,Denver,United States,7
5514,Chicago,United States,Dallas-Fort Worth,United States,4
5516,Chicago,United States,Des Moines,United States,5
5517,Chicago,United States,Detroit,United States,7
5520,Chicago,United States,El Paso,United States,2
5521,Chicago,United States,Evansville,United States,2
5522,Chicago,United States,Newark,United States,5
5523,Chicago,United States,Fargo,United States,3
5525,Chicago,United States,Fort Lauderdale,United States,5
5526,Chicago,United States,Flint,United States,2
5527,Chicago,United States,Sioux Falls,United States,3
5528,Chicago,United States,Fort Wayne,United States,3
5529,Chicago,United States,Green Bay,United States,3
5530,Chicago,United States,Grand Rapids,United States,3
5532,Chicago,United States,White Plains,United States,3
5533,Chicago,United States,Huntsville,United States,3
5534,Chicago,United States,Houston,United States,6
5535,Chicago,United States,Wichita,United States,5
5536,Chicago,United States,Indianapolis,United States,3
5537,Chicago,United States,Jacksonville,United States,4
5538,Chicago,United States,New York,United States,12
5539,Chicago,United States,Las Vegas,United States,6
5540,Chicago,United States,Los Angeles,United States,8
5541,Chicago,United States,Lexington KY,United States,3
5543,Chicago,United States,Little Rock,United States,5
5544,Chicago,United States,La Crosse,United States,2
5548,Chicago,United States,Kansas City,United States,5
5549,Chicago,United States,Orlando,United States,6
5550,Chicago,United States,Harrisburg,United States,3
5551,Chicago,United States,Memphis,United States,6
5553,Chicago,United States,Manhattan,United States,2
5554,Chicago,United States,Miami,United States,3
5555,Chicago,United States,Milwaukee,United States,3
5556,Chicago,United States,Moline,United States,3
5557,Chicago,United States,Gwinn,United States,2
5558,Chicago,United States,Madison,United States,3
5559,Chicago,United States,Minneapolis,United States,9
5560,Chicago,United States,New Orleans,United States,15
5562,Chicago,United States,Oklahoma City,United States,5
5563,Chicago,United States,Omaha,United States,5
5564,Chicago,United States,West Palm Beach,United States,2
5565,Chicago,United States,Portland,United States,7
5567,Chicago,United States,Philadelphia,United States,5
5568,Chicago,United States,Phoenix,United States,5
5569,Chicago,United States,Peoria,United States,3
5570,Chicago,United States,Pittsburgh,United States,5
5571,Chicago,United States,Palm Springs,United States,2
5574,Chicago,United States,Raleigh-durham,United States,5
5575,Chicago,United States,Richmond,United States,3
5576,Chicago,United States,Reno,United States,3
5577,Chicago,United States,Rochester,United States,7
5578,Chicago,United States,Fort Myers,United States,6
5579,Chicago,United States,San Diego,United States,6
5580,Chicago,United States,San Antonio,United States,5
5581,Chicago,United States,Louisville,United States,5
5582,Chicago,United States,Seattle,United States,6
5583,Chicago,United States,San Francisco,United States,7
5584,Chicago,United States,Springfield,United States,4
5585,Chicago,United States,San Jose,United States,4
5588,Chicago,United States,Salt Lake City,United States,6
5589,Chicago,United States,Santa Ana,United States,3
5590,Chicago,United States,St. Louis,United States,5
5591,Chicago,United States,Sioux City,United States,2
5592,Chicago,United States,Syracuse,United States,3
5593,Chicago,United States,Toledo,United States,2
5594,Chicago,United States,Tampa,United States,6
5595,Chicago,United States,Tulsa,United States,5
5596,Chicago,United States,Tucson,United States,4
5597,Chicago,United States,Traverse City,United States,3
5599,Chicago,United States,Knoxville,United States,3
5600,Chicago,United States,Bentonville,United States,3
5606,Norfolk,United States,Charlotte,United States,2
5607,Norfolk,United States,Washington,United States,3
5608,Norfolk,United States,Dallas-Fort Worth,United States,2
5609,Norfolk,United States,New York,United States,6
5610,Norfolk,United States,Miami,United States,2
5611,Norfolk,United States,Philadelphia,United States,2
5619,West Palm Beach,United States,Charlotte,United States,2
5620,West Palm Beach,United States,Washington,United States,2
5621,West Palm Beach,United States,Dallas-Fort Worth,United States,2
5622,West Palm Beach,United States,Los Angeles,United States,2
5623,West Palm Beach,United States,New York,United States,5
5624,West Palm Beach,United States,Chicago,United States,2
5625,West Palm Beach,United States,Philadelphia,United States,2
5626,Portland,United States,Boston,United States,3
5627,Portland,United States,Burbank,United States,2
5628,Portland,United States,Charlotte,United States,2
5629,Portland,United States,Washington,United States,3
5630,Portland,United States,Dallas-Fort Worth,United States,4
5631,Portland,United States,Los Angeles,United States,4
5632,Portland,United States,Long Beach,United States,3
5633,Portland,United States,Oakland,United States,4
5634,Portland,United States,Ontario,United States,2
5635,Portland,United States,Chicago,United States,6
5636,Portland,United States,Philadelphia,United States,2
5637,Portland,United States,Phoenix,United States,4
5638,Portland,United States,San Diego,United States,3
5639,Portland,United States,San Francisco,United States,4
5640,Portland,United States,San Jose,United States,3
5641,Portland,United States,Santa Ana,United States,2
5649,Newport News,United States,Charlotte,United States,2
5650,Newport News,United States,Philadelphia,United States,2
5651,Philadelphia,United States,Allentown,United States,2
5652,Philadelphia,United States,Albany,United States,2
5654,Philadelphia,United States,Watertown,United States,2
5655,Philadelphia,United States,Atlanta,United States,9
5657,Philadelphia,United States,Austin,United States,2
5658,Philadelphia,United States,Scranton,United States,2
5661,Philadelphia,United States,Windsor Locks,United States,2
5662,Philadelphia,United States,Binghamton,United States,2
5663,Philadelphia,United States,Bangor,United States,2
5664,Philadelphia,United States,Birmingham,United States,2
5665,Philadelphia,United States,Nashville,United States,3
5666,Philadelphia,United States,Boston,United States,3
5668,Philadelphia,United States,Burlington,United States,2
5669,Philadelphia,United States,Buffalo,United States,2
5670,Philadelphia,United States,Baltimore,United States,2
5671,Philadelphia,United States,Columbia,United States,2
5672,Philadelphia,United States,Akron,United States,2
5674,Philadelphia,United States,Charlottesville VA,United States,2
5675,Philadelphia,United States,Charleston,United States,2
5676,Philadelphia,United States,Cleveland,United States,2
5677,Philadelphia,United States,Charlotte,United States,2
5678,Philadelphia,United States,Columbus,United States,2
5680,Philadelphia,United States,Cincinnati,United States,3
5681,Philadelphia,United States,Dayton,United States,2
5682,Philadelphia,United States,Washington,United States,3
5683,Philadelphia,United States,Denver,United States,5
5684,Philadelphia,United States,Dallas-Fort Worth,United States,3
5686,Philadelphia,United States,Detroit,United States,3
5688,Philadelphia,United States,Elmira,United States,2
5689,Philadelphia,United States,Erie,United States,2
5690,Philadelphia,United States,Newark,United States,2
5692,Philadelphia,United States,Fort Lauderdale,United States,4
5696,Philadelphia,United States,Greensboro,United States,2
5697,Philadelphia,United States,Greenville,United States,2
5698,Philadelphia,United States,White Plains,United States,2
5699,Philadelphia,United States,New Haven,United States,2
5700,Philadelphia,United States,Houston,United States,3
5701,Philadelphia,United States,Wilmington,United States,2
5702,Philadelphia,United States,Indianapolis,United States,2
5703,Philadelphia,United States,Williamsport,United States,2
5704,Philadelphia,United States,Islip,United States,2
5705,Philadelphia,United States,Ithaca,United States,2
5706,Philadelphia,United States,Jacksonville,United States,2
5707,Philadelphia,United States,Las Vegas,United States,4
5708,Philadelphia,United States,Los Angeles,United States,3
5709,Philadelphia,United States,New York,United States,3
5715,Philadelphia,United States,Kansas City,United States,2
5716,Philadelphia,United States,Orlando,United States,4
5717,Philadelphia,United States,Harrisburg,United States,2
5718,Philadelphia,United States,Manchester NH,United States,2
5719,Philadelphia,United States,Miami,United States,2
5720,Philadelphia,United States,Milwaukee,United States,2
5721,Philadelphia,United States,Minneapolis,United States,3
5722,Philadelphia,United States,New Orleans,United States,2
5724,Philadelphia,United States,Myrtle Beach,United States,3
5726,Philadelphia,United States,Chicago,United States,5
5727,Philadelphia,United States,Norfolk,United States,2
5728,Philadelphia,United States,West Palm Beach,United States,2
5729,Philadelphia,United States,Portland,United States,4
5730,Philadelphia,United States,Newport News,United States,2
5731,Philadelphia,United States,Phoenix,United States,4
5732,Philadelphia,United States,Pittsburgh,United States,2
5735,Philadelphia,United States,Providence,United States,2
5736,Philadelphia,United States,Raleigh-durham,United States,3
5737,Philadelphia,United States,Richmond,United States,2
5738,Philadelphia,United States,Roanoke VA,United States,2
5739,Philadelphia,United States,Rochester,United States,2
5740,Philadelphia,United States,Fort Myers,United States,3
5741,Philadelphia,United States,San Diego,United States,2
5742,Philadelphia,United States,San Antonio,United States,2
5743,Philadelphia,United States,Savannah,United States,2
5744,Philadelphia,United States,Salisbury,United States,2
5745,Philadelphia,United States,State College Pennsylvania,United States,2
5746,Philadelphia,United States,Louisville,United States,2
5748,Philadelphia,United States,Seattle,United States,3
5749,Philadelphia,United States,San Francisco,United States,4
5751,Philadelphia,United States,Salt Lake City,United States,3
5752,Philadelphia,United States,St. Louis,United States,3
5754,Philadelphia,United States,Newburgh,United States,2
5756,Philadelphia,United States,Syracuse,United States,2
5758,Philadelphia,United States,Tampa,United States,3
5759,Philadelphia,United States,Knoxville,United States,2
5767,Phoenix,United States,Albuquerque,United States,4
5768,Phoenix,United States,Anchorage,United States,2
5769,Phoenix,United States,Atlanta,United States,9
5770,Phoenix,United States,Austin,United States,3
5771,Phoenix,United States,Bakersfield,United States,2
5772,Phoenix,United States,Boise,United States,3
5773,Phoenix,United States,Boston,United States,3
5774,Phoenix,United States,Burbank,United States,3
5775,Phoenix,United States,Baltimore,United States,3
5776,Phoenix,United States,Charlotte,United States,2
5777,Phoenix,United States,Columbus,United States,3
5779,Phoenix,United States,Washington,United States,3
5780,Phoenix,United States,Denver,United States,7
5781,Phoenix,United States,Dallas-Fort Worth,United States,3
5782,Phoenix,United States,Durango,United States,2
5783,Phoenix,United States,Des Moines,United States,2
5784,Phoenix,United States,Detroit,United States,4
5785,Phoenix,United States,El Paso,United States,3
5786,Phoenix,United States,Newark,United States,4
5787,Phoenix,United States,Fresno,United States,2
5788,Phoenix,United States,Flagstaff,United States,2
5789,Phoenix,United States,Fort Lauderdale,United States,4
5791,Phoenix,United States,Spokane,United States,3
5792,Phoenix,United States,Grand Junction,United States,2
5793,Phoenix,United States,Honolulu,United States,3
5794,Phoenix,United States,Houston,United States,5
5795,Phoenix,United States,Indianapolis,United States,3
5796,Phoenix,United States,New York,United States,4
5797,Phoenix,United States,Kona,United States,2
5798,Phoenix,United States,Las Vegas,United States,4
5799,Phoenix,United States,Los Angeles,United States,6
5800,Phoenix,United States,Long Beach,United States,2
5802,Phoenix,United States,Lihue,United States,2
5803,Phoenix,United States,Kansas City,United States,3
5804,Phoenix,United States,Orlando,United States,3
5806,Phoenix,United States,Miami,United States,2
5807,Phoenix,United States,Milwaukee,United States,3
5808,Phoenix,United States,Monterey,United States,2
5809,Phoenix,United States,Minneapolis,United States,5
5811,Phoenix,United States,Oakland,United States,4
5812,Phoenix,United States,Kahului,United States,2
5813,Phoenix,United States,Omaha,United States,3
5814,Phoenix,United States,Ontario,United States,4
5815,Phoenix,United States,Chicago,United States,4
5816,Phoenix,United States,Portland,United States,5
5817,Phoenix,United States,Philadelphia,United States,4
5818,Phoenix,United States,Pittsburgh,United States,3
5819,Phoenix,United States,Palm Springs,United States,2
5821,Phoenix,United States,Reno,United States,3
5822,Phoenix,United States,San Diego,United States,4
5823,Phoenix,United States,San Antonio,United States,3
5824,Phoenix,United States,Santa Barbara,United States,2
5825,Phoenix,United States,San Luis Obispo,United States,2
5826,Phoenix,United States,Seattle,United States,4
5827,Phoenix,United States,San Francisco,United States,4
5828,Phoenix,United States,San Jose,United States,4
5830,Phoenix,United States,Salt Lake City,United States,4
5831,Phoenix,United States,Sacramento,United States,3
5832,Phoenix,United States,Santa Ana,United States,4
5833,Phoenix,United States,St. Louis,United States,3
5834,Phoenix,United States,Tampa,United States,3
5835,Phoenix,United States,Tucson,United States,2
5837,Phoenix,United States,Yuma,United States,2
5841,Peoria,United States,Dallas-Fort Worth,United States,2
5842,Peoria,United States,Chicago,United States,3
5843,Pittsburgh,United States,Windsor Locks,United States,2
5844,Pittsburgh,United States,Boston,United States,3
5845,Pittsburgh,United States,Charlotte,United States,2
5846,Pittsburgh,United States,Washington,United States,3
5847,Pittsburgh,United States,Dallas-Fort Worth,United States,3
5848,Pittsburgh,United States,New York,United States,6
5849,Pittsburgh,United States,Los Angeles,United States,4
5850,Pittsburgh,United States,Miami,United States,2
5851,Pittsburgh,United States,Chicago,United States,5
5852,Pittsburgh,United States,Philadelphia,United States,2
5853,Pittsburgh,United States,Phoenix,United States,3
5854,Pittsburgh,United States,Raleigh-durham,United States,2
5855,Pittsburgh,United States,St. Louis,United States,2
5861,Pensacola,United States,Charlotte,United States,2
5862,Pensacola,United States,Washington,United States,2
5863,Pensacola,United States,Dallas-Fort Worth,United States,2
5864,Pensacola,United States,Miami,United States,2
5872,Palm Springs,United States,Dallas-Fort Worth,United States,2
5873,Palm Springs,United States,Chicago,United States,2
5874,Palm Springs,United States,Phoenix,United States,2
5875,Palm Springs,United States,San Francisco,United States,5
5883,Providence,United States,Charlotte,United States,2
5884,Providence,United States,Washington,United States,3
5885,Providence,United States,Philadelphia,United States,2
5894,Rapid City,United States,Dallas-Fort Worth,United States,2
5895,Redmond-Bend,United States,Los Angeles,United States,2
5896,Raleigh-durham,United States,Charlotte,United States,2
5897,Raleigh-durham,United States,Washington,United States,3
5898,Raleigh-durham,United States,Dallas-Fort Worth,United States,2
5899,Raleigh-durham,United States,New York,United States,7
5900,Raleigh-durham,United States,Los Angeles,United States,4
5902,Raleigh-durham,United States,Miami,United States,2
5903,Raleigh-durham,United States,Chicago,United States,5
5904,Raleigh-durham,United States,Philadelphia,United States,3
5905,Raleigh-durham,United States,Pittsburgh,United States,2
5907,Richmond,United States,Boston,United States,4
5908,Richmond,United States,Charlotte,United States,2
5909,Richmond,United States,Dallas-Fort Worth,United States,2
5910,Richmond,United States,New York,United States,4
5911,Richmond,United States,Miami,United States,2
5912,Richmond,United States,Chicago,United States,3
5913,Richmond,United States,Philadelphia,United States,2
5914,Reno,United States,Dallas-Fort Worth,United States,2
5915,Reno,United States,Los Angeles,United States,5
5916,Reno,United States,Chicago,United States,4
5917,Reno,United States,Phoenix,United States,3
5918,Roanoke VA,United States,Charlotte,United States,2
5919,Roanoke VA,United States,New York,United States,2
5920,Roanoke VA,United States,Philadelphia,United States,2
5921,Rochester,United States,Boston,United States,2
5922,Rochester,United States,Charlotte,United States,2
5923,Rochester,United States,Washington,United States,3
5924,Rochester,United States,Chicago,United States,7
5925,Rochester,United States,Philadelphia,United States,2
5926,Roswell,United States,Dallas-Fort Worth,United States,2
5927,Fort Myers,United States,Charlotte,United States,2
5928,Fort Myers,United States,Washington,United States,4
5929,Fort Myers,United States,Dallas-Fort Worth,United States,2
5931,Fort Myers,United States,Chicago,United States,6
5932,Fort Myers,United States,Philadelphia,United States,3
5936,Santa Fe,United States,Dallas-Fort Worth,United States,2
5937,Santa Fe,United States,Los Angeles,United States,3
5940,San Diego,United States,Boston,United States,3
5941,San Diego,United States,Charlotte,United States,2
5942,San Diego,United States,Washington,United States,3
5943,San Diego,United States,Dallas-Fort Worth,United States,4
5944,San Diego,United States,New York,United States,6
5945,San Diego,United States,Los Angeles,United States,5
5947,San Diego,United States,Orlando,United States,2
5948,San Diego,United States,Miami,United States,2
5950,San Diego,United States,Chicago,United States,5
5951,San Diego,United States,Portland,United States,3
5952,San Diego,United States,Philadelphia,United States,2
5953,San Diego,United States,Phoenix,United States,4
5955,San Diego,United States,Seattle,United States,3
5956,San Diego,United States,Santa Rosa,United States,2
5959,San Antonio,United States,Charlotte,United States,2
5960,San Antonio,United States,Dallas-Fort Worth,United States,2
5961,San Antonio,United States,Chicago,United States,5
5962,San Antonio,United States,Philadelphia,United States,2
5963,San Antonio,United States,Phoenix,United States,4
