,State,228,234,241,248,255,262,269,276,283,290,297,304,311,318,325,332,339,346,353,360,367
0,Washington,1953,56,47,41,35,31,27,24,22,21,20,19,18,18,17,16,17,16,16,16,16
1,Illinois,8390,129,114,104,94,86,80,76,72,69,67,65,65,64,64,62,62,62,62,62,61
2,California,13731,903,824,756,696,647,603,570,539,522,503,490,478,473,467,458,458,453,449,448,445
3,Arizona,5221,308,274,247,224,204,189,174,164,158,149,146,141,139,137,137,136,134,134,133,132
4,Massachusetts,9125,38,36,34,33,31,30,30,28,27,27,27,26,25,25,24,24,23,23,22,23
5,Wisconsin,1168,37,37,37,37,37,37,37,37,38,38,38,38,38,38,38,38,38,38,38,38
6,Texas,13654,908,877,852,832,813,797,788,772,760,754,748,744,746,742,740,742,739,737,738,738
7,Nebraska,404,16,16,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
8,Utah,422,26,26,26,27,27,27,27,27,27,27,28,27,27,27,27,27,27,27,27,28
9,Oregon,481,24,21,19,17,16,14,13,13,12,12,12,12,11,11,11,11,11,11,11,10
10,Florida,11849,767,686,620,561,512,478,445,420,402,390,378,371,364,360,356,356,353,351,350,350
11,New York,32987,65,55,48,42,36,32,28,25,23,22,20,20,19,18,18,17,17,17,17,16
12,Rhode Island,1055,8,7,6,6,5,5,5,4,4,4,3,3,3,3,3,2,2,2,2,2
13,Georgia,6037,317,275,243,217,196,180,169,160,154,149,146,144,142,140,140,139,139,138,137,137
14,New Hampshire,433,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15,North Carolina,2890,159,160,160,161,161,162,162,163,162,163,162,163,162,163,162,162,162,163,162,162
16,New Jersey,15989,70,58,49,42,37,32,29,26,23,21,20,19,19,18,17,17,17,17,17,16
17,Colorado,1972,37,31,27,23,20,18,16,15,14,14,13,12,12,12,12,12,11,11,11,11
18,Maryland,3799,43,38,33,29,26,24,23,21,20,19,19,19,18,18,18,17,17,17,18,17
19,Nevada,1389,85,78,70,65,59,56,53,50,48,46,45,44,43,43,42,42,42,42,42,42
20,Tennessee,1865,123,123,124,125,126,127,126,126,127,127,128,127,128,127,127,128,127,127,127,126
21,Hawaii,85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22,Indiana,3364,75,73,71,70,70,69,69,69,69,68,69,68,69,68,68,68,68,68,68,68
23,Kentucky,996,42,37,34,32,30,29,28,28,27,26,27,26,26,26,26,25,26,26,25,25
24,Minnesota,1909,38,39,40,40,41,41,41,41,42,42,42,42,42,42,42,42,42,42,42,42
25,Oklahoma,853,62,63,64,65,65,65,66,66,66,66,66,66,66,67,67,66,66,66,67,66
26,Pennsylvania,7750,67,62,58,56,54,52,50,50,49,49,49,49,48,48,49,48,48,48,48,48
27,South Carolina,2887,155,137,124,114,106,100,96,92,91,88,87,86,85,85,85,83,84,83,84,83
28,District of Columbia,611,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
29,Kansas,481,27,24,21,19,18,17,16,16,15,15,14,14,14,14,14,14,14,14,14,14
30,Missouri,1685,77,71,65,61,58,56,54,52,52,51,51,50,50,50,50,49,49,50,50,49
31,Vermont,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,Virginia,2678,89,78,68,61,54,50,48,44,42,41,39,39,39,37,37,37,36,37,36,36
33,Connecticut,4468,21,17,15,12,11,10,8,8,7,6,6,6,5,5,5,5,5,5,5,5
34,Iowa,1167,72,72,72,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,70
35,Louisiana,5093,114,116,116,116,118,118,118,118,118,118,118,119,117,118,118,118,118,117,118,118
36,Ohio,4259,144,144,145,145,146,146,145,146,146,146,146,147,146,146,146,146,146,146,146,146
37,Michigan,6806,90,84,80,77,73,72,70,69,68,68,67,67,66,67,66,67,66,66,66,66
38,South Dakota,173,10,10,11,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
39,Arkansas,894,71,74,76,78,79,79,80,80,80,81,81,81,81,81,81,81,81,81,81,81
40,Delaware,609,7,6,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3
41,Mississippi,2584,150,147,145,144,142,141,142,141,141,142,141,141,141,141,141,140,141,140,141,141
42,New Mexico,803,32,28,24,22,20,18,18,16,16,16,15,15,15,14,14,15,14,14,14,14
43,North Dakota,156,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
44,Wyoming,42,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
45,Alaska,42,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
46,Maine,134,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
