,State,256,262,269,276,283,290,297,304,311,318,325,332,339,346,353,360,367,374,381,388,395
0,Washington,2142,49,40,33,29,25,22,21,20,19,18,18,17,17,17,17,16,17,17,17,16
1,Illinois,9040,177,157,140,127,121,113,110,105,103,101,105,105,101,103,102,101,100,104,101,101
2,California,16147,615,518,444,383,335,291,265,243,221,207,195,186,186,179,175,173,168,170,164,164
3,Arizona,5706,118,102,89,77,70,60,56,53,48,48,46,44,44,44,42,41,44,42,40,42
4,Massachusetts,9510,71,66,63,57,53,52,49,48,46,44,43,41,40,40,40,37,36,38,37,36
5,Wisconsin,1377,62,62,63,62,62,62,61,61,62,62,64,62,61,62,62,61,61,63,60,62
6,Texas,16320,578,549,528,513,504,498,492,488,488,486,485,483,482,482,481,479,480,480,478,479
7,Nebraska,501,20,19,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16
8,Utah,478,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
9,Oregon,572,26,21,19,17,15,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13
10,Florida,14671,610,534,469,418,376,342,318,300,288,279,272,266,265,262,260,258,258,255,257,254
11,New York,33205,74,59,48,39,33,29,26,24,23,22,22,21,21,21,21,21,20,21,21,20
12,Rhode Island,1118,14,12,10,9,9,8,7,6,7,6,6,6,5,5,5,5,4,4,5,5
13,Georgia,7162,247,216,187,166,152,142,135,131,128,129,126,124,124,123,124,126,124,124,124,125
14,New Hampshire,443,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
15,North Carolina,3634,165,159,151,152,148,147,149,148,149,147,150,146,150,151,148,152,151,145,147,147
16,New Jersey,16136,57,46,38,32,26,23,21,19,18,17,16,16,16,16,16,16,16,16,16,16
17,Colorado,2068,39,32,28,25,23,21,20,20,19,19,19,19,19,19,19,18,19,18,18,19
18,Maryland,3958,39,32,28,24,21,20,18,17,17,17,17,16,16,16,16,16,16,16,16,16
19,Nevada,1623,45,39,34,30,27,24,23,21,20,20,19,19,18,18,18,18,17,18,18,18
20,Tennessee,2577,122,120,120,119,120,119,120,119,120,119,119,119,119,120,119,119,119,119,119,119
21,Hawaii,156,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22,Indiana,3674,95,89,85,81,80,78,82,77,77,78,79,80,78,79,78,79,77,79,79,77
23,Kentucky,1209,65,58,53,50,47,46,45,44,44,44,43,43,43,43,43,43,43,43,43,43
24,Minnesota,2133,58,60,63,62,64,64,64,65,64,66,65,64,66,65,65,64,64,65,63,63
25,Oklahoma,1051,56,54,54,54,54,53,53,54,53,54,53,53,54,53,53,54,53,53,53,53
26,Pennsylvania,8195,104,97,91,87,85,83,83,79,82,79,80,79,80,81,82,80,80,79,79,79
27,South Carolina,3453,117,101,90,83,78,75,73,73,71,71,72,70,70,70,70,70,70,71,70,70
28,District of Columbia,631,3,2,2,2,2,2,1,2,1,2,2,2,1,2,2,1,1,2,2,2
29,Kansas,690,41,36,33,32,30,29,28,28,28,27,27,27,27,27,27,27,27,27,27,27
30,Missouri,2186,157,143,130,121,113,110,107,107,103,102,105,104,103,102,103,103,103,103,101,103
31,Vermont,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,Virginia,3270,121,102,88,75,68,63,58,57,57,53,53,54,51,53,50,51,53,52,51,52
33,Connecticut,4513,23,18,15,13,11,9,9,8,8,7,7,7,7,7,7,7,7,7,7,7
34,Iowa,1387,55,55,53,51,51,49,50,49,48,49,49,49,48,48,48,49,47,50,48,48
