,State,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159
0,Washington,1217,15,10,11,11,12,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,Illinois,6308,101,59,58,56,56,55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,California,5099,126,77,77,78,79,80,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3,Arizona,1191,52,28,28,29,29,29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4,Massachusetts,7624,33,40,39,38,38,37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,Wisconsin,692,13,7,6,7,7,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,Texas,1984,31,22,22,23,22,22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7,Nebraska,215,9,5,6,5,6,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8,Utah,139,6,3,4,4,4,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9,Oregon,176,-1,2,1,2,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10,Florida,2931,72,40,39,40,40,40,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11,New York,30825,126,79,79,80,81,81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12,Rhode Island,833,14,7,7,7,7,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13,Georgia,2451,76,43,45,46,48,50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
14,New Hampshire,320,9,6,5,6,6,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15,North Carolina,1132,23,14,14,15,14,14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16,New Jersey,12659,128,86,89,90,92,94,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
17,Colorado,1598,17,9,9,9,9,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18,Maryland,2939,43,28,27,28,27,27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19,Nevada,463,6,3,4,3,3,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20,Tennessee,474,14,8,8,8,9,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21,Hawaii,17,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22,Indiana,2422,28,18,18,18,18,17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23,Kentucky,499,9,5,5,5,4,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
24,Minnesota,1329,21,18,17,17,17,17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25,Oklahoma,359,2,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
26,Pennsylvania,6215,83,44,44,43,44,44,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
27,South Carolina,600,14,7,8,7,6,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
28,District of Columbia,515,4,4,4,4,5,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
29,Kansas,245,3,2,2,1,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
30,Missouri,885,13,6,7,7,6,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
31,Vermont,55,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
32,Virginia,1546,14,10,9,9,9,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
33,Connecticut,4201,25,20,20,20,21,20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
34,Iowa,652,13,7,8,8,7,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
