,State,235,241,248,255,262,269,276,283,290,297,304,311,318,325,332,339,346,353,360,367,374
0,Washington,1991,46,40,36,32,29,26,24,22,21,20,19,18,18,17,17,17,17,17,17,16
1,Illinois,8541,166,156,143,134,131,122,121,113,113,109,111,111,107,108,107,107,105,106,107,106
2,California,14378,804,734,684,639,601,570,542,521,502,491,481,476,466,462,459,455,449,450,447,449
3,Arizona,5322,209,188,176,159,149,138,130,127,118,117,115,111,110,108,103,105,107,103,102,104
4,Massachusetts,9210,49,45,44,45,42,43,42,41,40,39,39,39,38,38,38,37,36,37,37,37
5,Wisconsin,1210,58,59,60,59,59,60,61,60,60,59,60,59,59,60,61,60,60,61,60,59
6,Texas,14405,730,713,708,701,698,692,693,689,690,684,690,685,687,686,683,686,687,674,686,686
7,Nebraska,434,46,46,44,44,42,42,42,42,42,42,40,42,42,42,42,42,44,40,42,40
8,Utah,433,36,36,37,37,37,37,37,37,39,39,37,37,38,39,38,37,37,39,40,39
9,Oregon,509,38,36,34,30,30,28,28,25,26,25,23,24,23,23,23,24,24,23,22,22
10,Florida,12608,740,681,612,566,521,485,452,425,404,384,363,346,327,318,299,288,279,273,267,267
11,New York,33023,118,105,94,87,79,75,69,66,62,60,58,57,55,55,53,52,53,51,52,50
12,Rhode Island,1071,9,8,7,7,6,6,5,5,5,5,4,4,4,4,4,3,3,3,3,3
13,Georgia,6333,315,288,263,244,229,219,208,201,195,195,190,190,186,184,183,186,185,182,184,184
14,New Hampshire,436,4,4,4,4,4,5,5,4,4,5,4,4,4,5,4,5,5,5,4,4
15,North Carolina,3052,221,214,214,217,215,216,217,216,215,214,216,213,219,217,217,218,218,213,216,215
16,New Jersey,16031,92,80,75,67,61,56,52,48,46,45,43,41,41,40,39,38,39,39,39,38
17,Colorado,1988,41,35,32,30,28,26,25,24,23,24,23,22,22,21,21,22,21,21,21,21
18,Maryland,3838,33,30,27,25,23,21,20,19,19,18,18,18,18,17,17,17,17,17,17,17
