id,Country,2021-07-31,2021-08-01,2021-08-02,2021-08-03,2021-08-04,2021-08-05,2021-08-06,2021-08-07,2021-08-08,2021-08-09,2021-08-10,2021-08-11,2021-08-12,2021-08-13,2021-08-14,2021-08-15,2021-08-16,2021-08-17,2021-08-18,2021-08-19,2021-08-20,2021-08-21,2021-08-22,2021-08-23,2021-08-24,2021-08-25,2021-08-26,2021-08-27,2021-08-28,2021-08-29,2021-08-30,2021-08-31,2021-09-01,2021-09-02,2021-09-03,2021-09-04,2021-09-05,2021-09-06,2021-09-07,2021-09-08,2021-09-09,2021-09-10,2021-09-11,2021-09-12,2021-09-13,2021-09-14,2021-09-15,2021-09-16,2021-09-17,2021-09-18,2021-09-19,2021-09-20,2021-09-21,2021-09-22,2021-09-23,2021-09-24,2021-09-25,2021-09-26,2021-09-27,2021-09-28,2021-09-29,2021-09-30,2021-10-01,2021-10-02,2021-10-03,2021-10-04,2021-10-05,2021-10-06,2021-10-07,2021-10-08,2021-10-09,2021-10-10,2021-10-11,2021-10-12,2021-10-13,2021-10-14,2021-10-15,2021-10-16,2021-10-17,2021-10-18,2021-10-19,2021-10-20,2021-10-21,2021-10-22,2021-10-23,2021-10-24,2021-10-25,2021-10-26,2021-10-27,2021-10-28,2021-10-29,2021-10-30,2021-10-31,2021-11-01,2021-11-02,2021-11-03
0,Afghanistan,146523,147220,147899,148558,149194,149814,150418,151007,151583,152144,152693,153229,153752,154261,154758,155242,155713,156172,156620,157055,157481,157895,158299,158693,159077,159451,159816,160171,160517,160854,161183,161503,161815,162119,162415,162703,162984,163258,163525,163785,164038,164284,164524,164758,164986,165208,165424,165634,165839,166038,166233,166422,166606,166785,166960,167130,167295,167457,167613,167766,167915,168060,168200,168338,168471,168601,168727,168850,168970,169087,169200,169311,169418,169522,169624,169723,169819,169913,170004,170093,170179,170263,170345,170424,170501,170577,170650,170721,170790,170857,170922,170985,171046,171105,171162,171217
1,Albania,133036,133101,133171,133247,133331,133422,133521,133630,133748,133877,134018,134172,134339,134521,134719,134936,135171,135427,135706,136010,136340,136699,137089,137514,137975,138476,139020,139610,140251,140947,141701,142520,143406,144367,145407,146533,147752,149070,150494,152034,153696,155490,157424,159510,161756,164174,166774,169569,172570,175789,179240,182934,186885,191106,195610,200411,205519,210948,216710,222814,229271,236088,243273,250831,258765,267076,275764,284823,294246,304025,314147,324712,335839,347540,359823,372688,386135,400164,414775,429968,445743,462100,479039,496560,514663,533348,552615,572464,592895,613908,635503,657680,680439,703780,727703,752208
2,Algeria,170189,172310,174528,176848,179275,181813,184467,187244,190148,193185,196361,199681,203154,206785,210582,214551,218701,223039,227574,232314,237268,242446,247857,253512,259421,265594,272043,278780,285818,293168,300843,308858,317227,325964,335083,344602,354535,364901,375714,386995,398760,411029,423821,437156,451054,465537,480626,496344,512712,529754,547494,565956,585163,605141,625916,647512,669955,693272,717488,742631,768726,795799,823877,852985,883150,914397,946750,980234,1014871,1050685,1087698,1125928,1165397,1206121,1248116,1291397,1335977,1381866,1429071,1477600,1527455,1578637,1631143,1684969,1740106,1796542,1854263,1913249,1973500,2035016,2097797,2161843,2227154,2293730,2361571,2430677
3,Andorra,14678,14724,14771,14819,14868,14918,14969,15021,15074,15127,15182,15238,15294,15352,15410,15469,15529,15589,15651,15712,15775,15838,15902,15966,16031,16096,16162,16228,16294,16361,16427,16494,16561,16629,16696,16763,16830,16898,16965,17031,17098,17164,17230,17296,17361,17426,17490,17554,17617,17680,17742,17803,17863,17923,17982,18040,18098,18154,18210,18265,18319,18371,18423,18474,18524,18573,18621,18668,18714,18759,18803,18846,18888,18928,18968,19007,19045,19081,19117,19152,19185,19218,19250,19280,19310,19339,19367,19394,19420,19445,19470,19495,19520,19545,19570,19595
4,Angola,42646,42821,43000,43182,43368,43557,43750,43946,44147,44352,44560,44773,44990,45211,45436,45666,45900,46139,46382,46630,46883,47141,47404,47672,47946,48224,48508,48798,49093,49394,49701,50013,50332,50657,50988,51325,51670,52020,52378,52742,53114,53492,53879,54272,54673,55081,55498,55922,56355,56796,57246,57704,58171,58646,59132,59625,60130,60642,61166,61699,62242,62795,63360,63934,64521,65117,65726,66345,66977,67620,68276,68944,69625,70318,71025,71745,72479,73225,73987,74762,75553,76357,77178,78013,78865,79731,80615,81513,82430,83363,84314,85282,86269,87272,88291,89326
5,Antigua and Barbuda,1303,1322,1344,1371,1404,1444,1492,1549,1618,1701,1801,1921,2065,2238,2445,2692,2986,3337,3752,4167,4581,4996,5410,5824,6238,6651,7122,7661,8276,8975,9674,10372,11069,11766,12462,13158,13853,14548,15242,15936,16659,17452,18320,19264,20287,21311,22337,23364,24392,25422,26452,27485,28518,29553,30589,31627,32665,33706,34781,35911,37094,38325,39600,40911,42252,43615,44989,46366,47736,49087,50411,51698,52939,54126,55254,56317,57311,58234,59087,59868,60580,61225,61807,62331,62805,63233,63617,63962,64286,64598,64909,65207,65503,65785,66065,66330
6,Argentina,4919408,4927761,4935911,4943858,4951602,4959143,4966481,4973616,4980548,4987277,4993803,5000126,5006246,5012163,5017883,5023409,5028741,5033879,5038823,5043573,5048129,5052491,5056659,5060633,5064413,5067999,5071391,5074589,5077593,5080403,5083019,5085441,5087707,5089835,5091831,5093703,5095455,5097093,5098621,5100046,5101372,5102605,5103750,5104811,5105794,5106704,5107545,5108321,5109036,5109694,5110298,5110852,5111360,5111824,5112248,5112635,5112987,5113306,5113597,5113860,5114097,5114312,5114506,5114680,5114836,5114976,5115101,5115213,5115313,5115401,5115480,5115549,5115611,5115665,5115713,5115755,5115791,5115823,5115851,5115875,5115896,5115914,5115930,5115943,5115954,5115964,5115973,5115980,5115985,5115990,5115995,5115998,5116001,5116004,5116007,5116010
7,Armenia,229867,230110,230360,230616,230879,231147,231423,231705,231995,232292,232597,232909,233229,233555,233891,234234,234586,234944,235313,235689,236075,236469,236873,237284,237707,238137,238579,239028,239490,239959,240440,240930,241432,241942,242465,242997,243542,244096,244663,245239,245828,246427,247040,247662,248298,248944,249604,250274,250958,251652,252361,253080,253814,254558,255317,256085,256870,257664,258474,259293,260129,260974,261835,262706,263593,264489,265402,266323,267261,268208,269172,270144,271132,272129,273142,274163,275201,276246,277308,278377,279462,280553,281661,282775,283905,285041,286192,287349,288520,289697,290889,292085,293295,294509,295727,296949
8,Australia,34130,34465,34823,35206,35613,36047,36508,36997,37517,38069,38654,39276,39936,40637,41380,42169,43004,43889,44826,45818,46866,47975,49146,50385,51692,53073,54531,56068,57689,59398,61198,63094,65089,67189,69397,71719,74159,76721,79412,82236,85198,88304,91559,94969,98540,102277,106186,110274,114547,119011,123672,128537,133612,138903,144418,150162,156143,162366,168839,175569,182561,189823,197360,205179,213287,221689,230392,239402,248723,258363,268325,278615,289239,300199,311501,323149,335146,347495,360199,373260,386681,400463,414606,429112,443980,459210,474801,490751,507060,523728,540755,558141,575886,593990,612453,631275
9,Austria,658518,659447,660438,661495,662619,663816,665089,666441,667877,669399,671013,672723,674531,676443,678464,680596,682844,685213,687707,690330,693086,695980,699015,702195,705524,709006,712645,716442,720402,724527,728819,733281,737914,742720,747700,752855,758184,763687,769364,775213,781232,787419,793772,800286,806957,813782,820754,827868,835117,842496,849995,857608,865327,873141,881042,889021,897066,905169,913318,921503,929712,937934,946160,954376,962572,970738,978862,986933,994941,1002876,1010728,1018488,1026146,1033695,1041124,1048428,1055599,1062630,1069515,1076249,1082827,1089244,1095496,1101581,1107496,1113238,1118806,1124199,1129417,1134460,1139328,1144021,1148539,1152882,1157050,1161043
