0,69,20,0,1,0,31,426,7392,1854,4172,0,416,1029,4,48,3091,0,0,19,374,128,52,420,6,0,91,22,7189,19,1,11,8892,115,3,14,7,25,364,0,4,145,400,4467,65,17,35,1626,6,0,535,172,0,155,51,882,4883,2,5,447,36395,73,760,10,6,1,14,0,11,355,14,215899,416,56753,1814,886,60,4566,14,1711,1009,1369,776,688,2020,1495,51,1111,14,0,107,119,15,443,134,54,50,25,25,133,0,40,0,224,10,931,7057,701,3,2,48,397,4707,1249,35248,30,15,12,27,992,426,130,1430,560,7792,16,0,0,0,29745,46,0,47,286,214,52,345,1138,800,2924,708,0,4320,1893,312,2126,2,3,40,50372,578,1758,328619,38078,1,34111,75,0,111,64,120,0,0,24,0,0,0,15,0,0,2,19,0,0,67,0,6,17,21,7,0,0,0,0
63,0,108,0,4,38,77,206,13338,26483,522,0,246,19,6,168,48166,6,0,4,31059,451,0,75816,8,46,21,33,18254,9,39,37,9454,491,4,19,5,16,2698,0,1065,1228,9899,6791,9,430,23,1576,76,2,13,1771,0,51,5,3601,42773,3,3,905,105593,43,1133223,0,9,0,0,0,0,4135,136,1562,168,471,200,2157,6191,809489,121,572,490,1438,199,6536,828,143,753,678,2,0,440,1395,13,3664,572,1668,11,92,1627,198,0,15,0,631,9,17,17596,2087,21,3,119,587623,5971,278,96,22,0,4,35,303,4278,2033,1253,27166,16631,13,0,0,0,1937,77,0,56,266,10973,17055,0,516,15500,47,50,0,8259,20750,55,526,10,9,338,150797,37,14683,3580,77306,18,93415,30,6,76,17,5,0,0,33,0,0,1,5,2,0,4,20,0,0,18,0,5,0,8,6,0,0,0,0
26,109,0,0,1066,0,225,34,1030,12452,300,9,1622,1197,2,219,76187,354,0,54,400,897,18,1495,1799,85,31,1333,107819,50,750,100,135116,180,1069,339,13,3455,1300,0,1046,414,2732,4917,249,74,128,68137,3,157,53,98,0,967,2,2268,3466218,711,90,143,63635,795,5564,3,422,11,3,0,6,4522,33,12834,2738,1909,3636,2023,78,135296,2,2035,27390,187,1190,9936,2914,66,391,21384,97,0,208,2548,226,11508,1053,5420,6322,522,1054,72,0,2,0,279897,190,250,8235,251,21,3710,1309,53,2148,4990,1377,87,7,3,156,5440,5027,45930,15886,2733,13338,301,1,0,0,59645,5777,0,196,749,32,361,17,4922,560513,150,2733,0,5625,118383,1312,4861,165,29,2622039,409236,442,4412,132086,134217,17,46799,105,203,2881,253,326,1,0,256,0,0,0,17,4347,0,79,14219,2,0,241,0,49,94,64,21,0,0,0,36
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,7,737,0,0,2,1143,33,1013,473,239,26,91,186,0,328,3069,1666,0,26,5,71267,1,754,166,3316,64,1859,2080,578,76,330,57923,576,7226,3841,33,1489,1563,0,6224,286,276,1550,9,37,435,2295,7,172,16,69,0,1546,5,139,25681,684,390,32,6953,3463,418,14,5414,2,5,0,188,231,15,11368,1319,49,12,659,2980,7677,12,780,102,275,3251,1898,71,7,295,7586,885,0,591,128,247,1155,111,141,3739,816,604,60,0,9,0,3763,403376,88,5882,524,27,59,18941,97,2668,56,705,450,3,421,206,12327,2945,300264,164,1691,4587,649,3,0,0,199,1518,0,242,1696,1,63,11,90267,11586,221,311,0,697,3536,1296,1617,74,357,1076,1622,586,2761,13250,34251,195,16634,193,338,13100,2971,6662,0,0,9316,0,0,1,3,0,0,639,1766,0,0,76,0,1294,134,1023,198,0,0,0,0
0,57,0,0,2,0,82,0,718,270,0,521,5,2,41208,0,611,0,0,1,0,125,0,15,0,0,0,2,23799,0,0,85,1051,221,1,2,115,2,16,0,265,10,23,117,0,3375,43,5,40,0,0,65,0,1,4,85,646,0,0,5,1016,10,41,65,0,6265,246,0,5,23,46,460,14,0,0,444,115,6842,11326,49,2,3,5,109,1,0,32,178,0,0,8,10,3,54,0,41,0,9,425,0,0,0,0,19,4,1,274,288,31,0,268,1,45,2,2,280,0,16,44,110,78,34,5,26,67,2,22274,2069,0,6,2,0,0,19,0,5,0,373,549,2,0,180,211,557,62,13,0,8687,2,19,0,54,94,84483,33,163596,0,48,5,3,5,43923,0,0,0,0,139,0,0,0,0,1,66799,0,1,0,5,0,0,0,0,0,0,0
27,77,246,0,1208,119,0,564,29213,12663,155,3118,109,200,586,166,12375,9,0,668119,36,3182760,28,1148,12,28,45,91,309180,9,16,3949188,41364,267026,39,46,22465,71,3488,0,133147,848,4489,11378,10,225576,161753,3724,2668,76,0,359,0,146,243,3532,104884,24,0,253,94668,252,9281,7514,12,160,957,0,2633,3000,215,9803,1136,469,99,5951,33930,206415,3035,18209,474,214,999,7759,201,16,543,1178,11,0,659,1154,80,1457,311,469,6,287,391545,35,0,18,0,1787,242,207,33211,27337,2169,3,656,37,3910,98,219,35428,12,1662256,264687,3014,5777,14971,5022,1546,9425,54,107,25,0,729,1166,0,58,2049,16,545,1,15861,511438,166,30,188,6919,32417,346,21176,11,840,291,22403,182,2717,15176,110054,2749926,1362584,24,83783,1107,123,143,16,0,411,0,0,654,37,0,0,22,16,78,0,129,0,107,8,18,22,0,0,0,0
423,224,13,0,10,0,550,0,2236,14161,203,2,488,490,3,10121,14242,7,0,1,157,307,0,3932,3,0,35,19,4953,6,6,114,8595,149,3,9,3,14,1245,0,72,4173,9039,3116,7,47,71,6043,20,0,1,1018,0,58,2,1205,31484,0,2,12273,35183,24,15262,3,4,0,2,0,2,1356,37,5085,274,197712,1519,425,10665,24127,5,830,1986,13609,75,1474,3168,2802,2429,18830,8,0,1720,986,3,577,455,337,10,26,1664,2265,0,107,0,144,31,228,8868,273,25,3,32,369,1148,634,1685,12,0,0,27,311,23544,1008,1289,3220,1036227,17,3,0,0,3036,28,0,64,361,39,277,4,252,20569,192,141,0,5702,7735,164,1544,3,0,44,50959,45,46394,57601,10708,63,92818,2929,15,126,31,13,0,0,35,0,0,0,15,2,0,2,5,0,0,16,0,4,8,2,4,0,0,0,0
5595,13338,1036,0,1013,718,29834,2236,0,161626,2313,3930,3307,42307,2561,1375,63536,68,2888,672,8228,97019,15959,15058,458,11,156496,302,485557,153,38,73898,1872168,28365,260,732,14285,996,153009,0,23291,13800,95387,66893,56,1742,15139,26586,2161,32,540,10998,3242,8348,524409,22403,194205,156,41,2962,517364,3920,178548,1020,341,308,106,0,175,105051,3334,582036,1639644,38916,20442,150909,41998,761873,3022,869570,21780,4949,17051,436479,15166,2350,2262,72603,287,0,6561,5085,1304,1027995,24594,12881,104,26119,93310,323,0,9027,0,27006,9600,60654,109969,3910742,6978,26,4484,16527,76147,24966,61144,5297,166044,811,46710,358248,65130,73503,23667,19088,55202,3531,155,63,1930,156971,846,0,1943,1467124,11648,33086,174,166136,91836,127062,3094,575,38745,223549,16456,904557,39,1540,1457,76461,5552,7566,342512,1696334,8636,2057887,434,2294,390038,9628,24453,216,0,1127,0,15734,179,35697,7,0,6,511,90,0,39550,0,2046,208,1058,624,0,0,0,0
2452,28887,12457,0,945,264,12041,13002,161626,0,8115,778,4947,3689,1218,32201,590260,171,1,814,33847,102317,105,285128,538,1559,2178,789,143062,169,129,6312,797461,6431,199,481,3775,768,1363024,0,27440,59786,1090958,415119,172,20810,2164,144794,315,72,63,34149,0,3257,233,126838,1203128,474,459,15532,14804927,2583,513545,1349,126,24,126,0,380,1583825,18786,79694,19394,50435,15074,133106,184158,4615269,1912,229657,15889,15021,10779,284719,18002,3485,49991,15731,330,0,44940,77616,664,12130,27545,57030,256,18933,30919,32442,0,3109,0,33573,3224,3547,642309,28154,921,274,9180,22461,160824,5563,8406,2056,193,782,5046,22175,939264,175904,14888,437226,321394,488,372,30,0,109524,1888,0,10262,17593,299250,462860,105,48976,1329708,15483,1386,60,254890,1653391,6559,105363,209,597,24568,806277,2297,124111,121203,1377806,1268,901408,2841,1499,15745,1236,949,46,0,660,0,0,172,859,181,0,43,465,88,0,2413,0,635,167,219,344,0,0,0,0
