,Country,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06
24,Burkina Faso,608.2,615.7,627.5,636.2,641.9,649.7,655.4,661.2,666.3,673.5,677.5,680.9,686.1,689.9,692.6
25,Cabo Verde,68.7,69.2,69.3,69.4,69.5,69.7,69.8,69.8,69.8,69.8,69.9,69.9,69.9,69.9,69.9
26,Cambodia,122.0,122.0,122.0,122.0,122.0,122.0,122.0,122.0,122.0,122.0,122.0,122.0,122.0,122.0,122.0
27,Cameroon,1213.2,1230.7,1268.0,1298.1,1331.4,1346.5,1369.1,1397.1,1428.7,1456.4,1475.7,1500.7,1529.9,1563.4,1588.9
28,Canada,41179.5,43009.5,44697.5,46462.5,48203.5,49928.0,51661.5,53355.0,55000.5,56897.5,58908.5,60892.5,62867.0,64770.0,66642.5
29,Central African Republic,15.2,16.4,16.7,17.0,17.0,17.0,17.7,19.0,21.0,23.1,24.9,25.9,26.4,27.0,28.2
30,Chad,33.8,35.8,38.3,41.8,46.8,49.7,50.8,54.0,57.3,61.8,67.0,68.5,69.9,73.4,79.1
31,Chile,11238.5,11594.0,12003.0,12363.5,12762.5,13113.5,13507.0,13857.0,14252.0,14605.0,15000.0,15352.0,15742.5,16092.0,16482.0
32,China,83887.0,83900.0,83908.0,83916.0,83926.5,83934.0,83936.5,83939.5,83942.0,83945.0,83946.0,83947.5,83948.0,83948.5,83949.5
33,Colombia,4320.9,4492.7,4646.3,4811.2,4971.6,5127.2,5283.6,5447.7,5604.3,5761.1,5918.3,6072.3,6232.5,6386.1,6538.9
34,Congo (Brazzaville),167.7,169.3,169.7,193.3,216.9,250.9,261.4,271.8,278.6,289.9,301.9,309.0,311.6,332.4,370.9
35,Congo (Kinshasa),362.8,376.3,389.1,401.3,413.4,425.6,437.4,449.7,461.7,473.5,485.3,497.6,510.1,522.8,535.8
36,Costa Rica,674.6,680.8,687.0,694.3,701.9,710.1,719.2,729.2,740.1,752.3,765.8,780.9,797.7,816.6,837.8
37,Cote d'Ivoire,946.0,971.7,986.5,998.4,1006.5,1012.8,1017.6,1021.4,1024.3,1026.6,1028.3,1029.8,1030.9,1031.8,1032.6
38,Croatia,1927.5,1946.5,1964.4,1980.1,1995.7,2011.3,2025.2,2039.3,2052.3,2064.5,2076.3,2087.5,2098.4,2109.0,2119.0
39,Diamond Princess,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0
40,Cuba,1186.3,1235.0,1283.3,1330.9,1378.1,1424.8,1471.2,1517.2,1562.8,1608.2,1653.3,1698.2,1742.9,1787.4,1831.8
41,Cyprus,791.3,798.4,803.7,808.9,815.3,820.4,824.9,828.8,832.5,836.7,840.2,843.4,846.3,849.0,851.9
42,Czechia,7172.7,7308.2,7444.0,7585.7,7726.7,7865.0,8006.1,8149.0,8292.5,8437.6,8584.2,8732.1,8882.3,9034.5,9188.7
43,Denmark,8047.4,8214.7,8375.2,8537.8,8697.5,8856.8,9014.8,9172.0,9328.3,9483.4,9637.1,9789.2,9940.4,10090.4,10239.0
44,Djibouti,976.8,1038.5,1075.8,1118.2,1154.3,1186.3,1217.6,1243.3,1269.1,1290.5,1311.3,1329.3,1346.1,1361.2,1374.9
45,Dominican Republic,5192.0,5316.5,5455.8,5596.4,5733.7,5877.6,5983.0,6063.5,6149.3,6235.4,6324.0,6412.3,6500.8,6580.1,6641.2
46,Ecuador,10700.5,10821.5,10938.5,11041.0,11141.0,11257.5,11378.0,11509.0,11637.5,11746.0,11829.5,11876.5,11911.5,11933.5,11961.5
47,Egypt,3675.6,3861.0,4053.9,4250.3,4452.2,4657.9,4873.9,5095.3,5325.3,5562.1,5806.1,6057.5,6317.0,6584.7,6861.4
48,El Salvador,237.3,251.8,266.4,278.0,286.9,300.3,316.1,333.2,349.9,363.9,381.5,404.5,427.3,448.0,464.5
49,Equatorial Guinea,86.9,95.4,106.1,111.5,122.4,141.7,156.7,162.8,179.2,196.9,204.8,218.8,232.8,259.1,305.8
50,Eritrea,39.1,39.2,39.3,39.4,39.5,39.6,39.7,39.8,39.9,39.9,39.9,40.0,40.0,40.1,40.1
51,Estonia,1568.9,1587.4,1604.7,1621.1,1636.8,1651.8,1666.1,1678.8,1691.3,1704.2,1717.2,1729.8,1742.1,1754.0,1765.7
52,Eswatini,32.9,36.0,39.5,41.7,44.9,47.5,50.9,54.1,58.7,63.9,68.1,75.1,82.2,88.9,98.4
53,Ethiopia,118.3,123.2,127.2,132.1,136.2,140.1,142.9,146.2,150.3,154.9,159.7,164.3,169.0,173.0,176.8
54,Fiji,18.1,18.6,19.0,19.1,19.5,20.1,20.5,20.9,21.7,22.4,23.1,24.1,25.4,26.5,27.9
55,Finland,4147.0,4303.3,4458.7,4605.6,4754.7,4895.9,5051.5,5226.7,5407.1,5592.7,5774.8,5957.6,6152.1,6358.9,6583.0
56,France,161225.0,163260.0,164835.0,166265.0,167485.0,168600.0,169575.0,170445.0,171220.0,171925.0,172555.0,173130.0,173650.0,174130.0,174560.0
57,Gabon,186.7,237.2,318.1,456.0,688.7,1097.2,1818.2,3093.4,5350.1,9344.5,16397.5,28788.6,50359.3,87307.1,148789.7
58,Gambia,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
59,Georgia,415.1,422.8,429.6,437.1,444.4,453.9,462.3,473.9,484.8,497.1,505.2,511.5,516.0,520.3,524.6
60,Germany,149860.0,151635.0,153485.0,155125.0,156435.0,157710.0,158870.0,159975.0,161240.0,162615.0,163930.0,165060.0,166065.0,167010.0,167890.0
61,Ghana,1042.0,1042.0,1042.0,1042.0,1042.0,1042.0,1042.0,1042.0,1042.0,1042.0,1042.0,1042.0,1042.0,1042.0,1042.0
62,Greece,2517.8,2650.2,2771.7,2895.4,3015.0,3133.8,3250.2,3365.1,3478.2,3589.7,3699.7,3808.2,3915.4,4021.2,4125.7
63,Guatemala,311.6,324.6,340.3,356.1,371.1,384.2,397.8,410.9,424.5,438.0,451.1,463.7,476.2,488.6,501.0
64,Guinea,746.8,814.2,881.3,950.6,1022.8,1099.8,1181.3,1267.5,1356.8,1451.4,1550.2,1654.6,1764.2,1879.4,2001.0
65,Guyana,68.6,69.2,69.2,70.0,72.6,72.6,75.6,75.6,76.3,76.4,77.1,78.8,79.5,79.6,80.2
66,Haiti,58.2,58.5,58.8,59.0,59.1,59.1,59.2,59.2,59.2,59.2,59.2,59.2,59.2,59.2,59.2
67,Holy See,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
68,Honduras,503.9,514.7,524.0,533.4,541.8,549.7,557.0,564.3,570.9,577.3,583.4,589.3,594.9,600.3,605.5
69,Hungary,2202.4,2317.1,2430.1,2551.2,2678.7,2817.4,2964.2,3120.6,3287.8,3468.0,3662.7,3873.6,4101.9,4349.8,4619.6
70,Iceland,1781.2,1785.1,1788.4,1791.6,1794.7,1797.6,1800.4,1803.1,1805.6,1808.0,1810.3,1812.4,1814.5,1816.5,1818.3
71,India,21599.5,23011.5,24749.5,26321.0,27940.5,29877.0,31582.5,33532.5,35581.5,37510.0,39774.5,41973.0,44228.0,46759.5,49177.0
72,Indonesia,7455.3,7805.7,8151.7,8533.7,8922.9,9329.2,9753.2,10198.3,10662.0,11148.0,11656.5,12189.0,12746.5,13331.5,13945.5
73,Iran,86074.5,87309.0,88512.0,89697.5,90871.0,92029.0,93165.0,94274.5,95365.0,96443.5,97509.5,98558.5,99589.0,100603.0,101604.5
74,Iraq,1629.1,1653.5,1677.4,1699.9,1721.3,1741.9,1761.8,1781.1,1800.0,1818.4,1835.7,1852.2,1867.9,1882.9,1897.1
75,Ireland,16402.0,16741.0,17058.0,17355.5,17634.0,17895.0,18141.0,18371.0,18588.5,18792.5,18984.5,19165.5,19336.5,19497.5,19650.0
76,Israel,14163.0,14393.0,14602.5,14798.5,14986.5,15162.5,15325.0,15473.0,15608.0,15739.0,15867.5,15989.5,16107.5,16221.5,16331.0
77,Italy,186600.0,189305.0,191960.0,194425.0,196795.0,199155.0,201500.0,203875.0,206185.0,208410.0,210575.0,212690.0,214790.0,216880.0,218930.0
78,Jamaica,231.7,235.2,238.9,240.1,241.2,241.9,242.4,242.6,242.8,242.9,242.9,243.0,243.0,243.0,243.0
79,Japan,11344.5,11550.0,11760.5,11960.5,12143.5,12327.0,12499.5,12665.0,12825.0,12978.0,13125.5,13267.5,13404.0,13536.0,13662.0
80,Jordan,432.8,436.9,440.4,443.9,447.2,450.1,452.9,455.5,457.8,460.1,462.2,464.1,465.9,467.5,469.1
81,Kazakhstan,2156.4,2325.7,2511.4,2694.5,2867.1,3045.2,3236.2,3436.2,3643.0,3872.5,4125.2,4380.6,4645.3,4920.2,5204.2
82,Kenya,309.6,324.1,338.4,352.7,367.8,383.7,400.2,417.5,435.8,455.0,475.6,497.6,521.1,546.3,573.3
83,South Korea,10691.5,10700.0,10708.5,10715.5,10722.5,10729.0,10735.0,10741.0,10746.0,10751.0,10755.5,10760.5,10764.5,10769.0,10772.5
84,Kuwait,2163.8,2247.2,2319.2,2388.2,2464.0,2546.1,2632.0,2719.5,2799.9,2877.9,2945.2,3012.4,3077.8,3140.9,3203.4
85,Kyrgyzstan,603.7,615.0,623.3,630.2,635.9,640.7,644.9,648.5,651.6,654.4,656.8,658.9,660.8,662.5,663.9
86,Latvia,757.8,771.9,786.9,801.8,816.7,828.3,840.7,854.6,870.5,888.2,905.1,921.2,937.4,954.1,973.0
87,Lebanon,679.2,680.6,682.1,683.4,684.6,685.9,687.1,688.2,689.3,690.3,691.4,692.3,693.2,694.1,694.9
88,Liberia,104.4,105.8,107.4,108.3,109.1,109.6,110.0,110.2,110.4,110.6,110.7,110.8,110.8,110.9,110.9
89,Liechtenstein,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0
90,Lithuania,1374.6,1406.4,1438.2,1488.7,1538.7,1584.4,1617.0,1644.4,1677.2,1711.4,1766.9,1826.1,1886.8,1937.7,1979.6
91,Luxembourg,3652.4,3689.4,3721.7,3752.5,3782.7,3814.0,3842.3,3869.3,3895.1,3920.0,3944.2,3967.5,3989.8,4011.1,4031.8
92,Madagascar,122.1,123.2,123.6,123.7,123.9,124.4,125.0,125.3,125.5,125.6,125.9,126.2,126.4,126.6,126.7
93,Malaysia,5524.0,5568.7,5608.0,5646.3,5681.7,5715.4,5747.1,5777.3,5805.9,5833.1,5859.0,5883.8,5907.4,5930.0,5951.7
94,Maldives,99.3,116.8,135.8,158.1,190.0,232.4,281.7,338.9,407.0,487.3,583.1,704.1,859.7,1055.6,1301.7
95,Malta,449.1,455.6,460.8,465.9,470.4,474.6,478.5,482.0,485.0,487.9,490.7,493.2,495.4,497.5,499.3
96,Mauritania,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
97,Mauritius,328.0,328.0,328.0,328.0,328.0,328.0,328.0,328.0,328.0,328.0,328.0,328.0,328.0,328.0,328.0
98,Mexico,9475.4,10156.0,10962.0,11648.5,12481.0,13304.0,14261.5,15108.0,16120.5,17104.5,18254.5,19287.5,20517.5,21698.0,23080.5
99,Moldova,2706.7,2797.3,2888.2,2981.3,3068.8,3155.5,3241.9,3327.8,3413.1,3498.8,3586.0,3675.4,3764.8,3854.2,3943.7
100,Monaco,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0
101,Mongolia,34.5,34.9,35.3,35.9,36.4,37.0,37.5,38.1,38.8,39.4,40.1,40.9,41.7,42.5,43.3
102,Montenegro,316.3,319.0,321.9,324.5,326.9,328.8,330.8,332.6,334.5,336.4,338.3,340.1,341.8,343.4,345.0
103,Morocco,3406.1,3606.3,3816.8,4034.8,4261.5,4497.9,4744.2,5000.9,5262.2,5527.4,5805.9,6096.7,6399.8,6718.3,7050.9
104,Namibia,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
105,Nepal,49.8,58.9,70.7,87.3,110.7,140.9,183.3,243.2,327.7,444.6,607.1,832.9,1147.0,1583.6,2190.5
106,Netherlands,35039.5,35765.5,36492.0,37223.5,37935.5,38610.5,39255.0,39874.5,40489.0,41098.0,41698.5,42287.5,42862.5,43421.0,43965.0
107,New Zealand,1451.1,1456.3,1461.4,1466.1,1470.5,1474.5,1478.4,1481.9,1485.3,1488.5,1491.6,1494.5,1497.3,1499.9,1502.5
108,Nicaragua,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
109,Niger,660.3,663.9,667.3,669.8,672.0,674.0,675.6,677.0,678.3,679.3,680.2,681.1,681.8,682.4,682.9
110,Nigeria,674.2,677.7,682.8,686.4,690.0,693.1,696.0,698.5,700.9,702.9,704.8,706.5,708.0,709.4,710.6
111,North Macedonia,1238.2,1243.1,1247.8,1251.8,1255.5,1258.9,1262.1,1265.0,1267.7,1270.3,1272.7,1275.0,1277.1,1279.0,1280.9
112,Norway,7254.0,7304.4,7357.8,7406.3,7455.6,7502.3,7550.2,7596.0,7641.0,7684.9,7728.0,7770.2,7811.7,7852.2,7892.0
113,Oman,1651.8,1802.6,1970.1,2150.7,2337.2,2538.6,2749.8,2977.7,3216.2,3472.3,3750.7,4050.5,4383.7,4744.2,5137.2
114,Pakistan,10157.5,10898.5,11588.5,12331.5,13074.0,13849.0,14645.0,15466.0,16302.5,17158.5,18058.0,18980.5,19923.5,20923.5,21930.5
115,Panama,4834.1,4998.1,5150.2,5292.1,5424.2,5547.6,5663.0,5771.0,5872.1,5967.1,6056.3,6140.3,6219.4,6293.9,6364.2
116,Papua New Guinea,7.0,8.5,10.0,11.6,13.1,13.6,14.1,14.3,15.4,17.1,19.7,24.1,28.2,31.8,34.8
117,Paraguay,208.5,208.7,208.9,209.0,209.1,209.2,209.3,209.3,209.3,209.4,209.4,209.4,209.4,209.4,209.4
118,Peru,18823.5,20167.0,21295.5,22592.0,23793.5,25087.5,26342.0,27653.0,28953.0,30293.5,31637.5,33014.5,34405.5,35825.5,37265.5
119,Philippines,6769.0,6912.3,7073.7,7222.3,7373.0,7511.2,7650.0,7779.9,7905.2,8026.2,8138.1,8249.7,8352.7,8458.1,8557.1
120,Poland,10166.0,10469.0,10773.5,11075.0,11374.5,11673.0,11974.0,12276.5,12577.0,12877.5,13173.0,13466.5,13752.0,14037.5,14324.0
121,Portugal,21929.5,22450.0,22956.0,23472.0,23975.0,24469.5,24949.0,25420.5,25883.5,26338.0,26786.0,27225.0,27656.0,28078.0,28493.5
122,Qatar,7090.2,7650.4,8242.7,8884.8,9587.1,10338.0,11137.0,11992.5,12914.5,13905.5,14960.5,16074.5,17228.0,18463.5,19776.0
123,Romania,9507.5,9767.6,10002.4,10231.0,10449.5,10671.0,10881.0,11080.5,11271.0,11456.0,11636.0,11810.5,11977.0,12137.5,12292.5
124,Russia,58735.5,65205.0,72248.0,80178.5,88935.0,98499.5,109005.0,120860.0,134385.0,148380.0,163060.0,179910.0,198155.0,217575.0,239110.0
125,Rwanda,150.6,152.4,152.8,154.1,154.4,155.4,155.6,156.4,156.5,157.2,157.3,157.9,157.9,158.4,158.4
126,Saint Lucia,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
127,Saint Vincent and the Grenadines,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
128,San Marino,479.1,506.2,512.5,525.6,531.1,534.0,541.7,543.3,565.5,570.4,583.4,589.2,593.0,600.6,602.4
129,Saudi Arabia,12991.5,14650.0,16537.0,18601.0,20813.0,23217.0,25961.5,29066.0,32558.5,36589.0,41095.0,46144.5,51763.0,57978.5,65138.5
130,Senegal,452.3,515.3,618.2,791.3,1088.0,1607.7,2521.8,4138.4,7004.6,12091.2,21121.5,37144.6,65541.5,115721.8,203971.8
131,Serbia,6789.4,6889.4,6981.8,7074.3,7160.8,7237.6,7312.9,7382.1,7447.1,7508.4,7566.0,7620.3,7671.6,7720.1,7765.9
132,Seychelles,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
133,Singapore,10633.5,12315.5,14315.5,16595.0,19256.0,22316.0,25901.0,30011.5,34786.0,40310.5,46699.0,54079.0,62604.0,72441.0,83786.0
134,Slovakia,1213.3,1226.6,1237.1,1245.7,1253.0,1259.2,1264.4,1268.9,1272.8,1276.2,1279.1,1281.7,1284.0,1286.0,1287.8
135,Slovenia,1354.6,1366.7,1379.3,1388.8,1396.1,1401.8,1407.9,1415.2,1423.4,1431.5,1438.3,1443.7,1448.2,1452.7,1457.7
136,Somalia,361.8,444.0,535.1,647.3,778.0,954.3,1154.5,1401.7,1706.3,2052.6,2476.5,2984.5,3609.1,4378.3,5322.8
137,South Africa,3624.6,3784.2,3931.0,4079.4,4226.9,4372.7,4515.6,4655.8,4795.0,4932.8,5068.9,5203.6,5336.9,5469.1,5600.3
138,Spain,207585.0,211325.0,214975.0,218640.0,222080.0,225405.0,228855.0,232130.0,235510.0,238875.0,242205.0,245510.0,248770.0,251990.0,255190.0
139,Sri Lanka,325.4,335.7,346.9,364.2,389.1,403.6,429.3,441.0,457.9,481.5,511.6,540.0,584.6,607.6,647.1
140,Sudan,114.0,116.4,119.5,121.4,123.2,124.4,125.4,126.2,126.8,127.3,127.6,127.9,128.1,128.3,128.4
141,Suriname,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
142,Sweden,15821.0,16378.0,16943.0,17546.0,18174.0,18838.0,19537.0,20276.5,21058.5,21887.5,22767.0,23702.0,24697.0,25758.0,26889.5
143,Switzerland,28219.0,28365.5,28517.5,28669.5,28812.0,28938.5,29054.0,29161.0,29257.5,29351.0,29445.0,29536.5,29623.5,29706.0,29783.0
144,Tanzania,283.1,303.7,327.6,348.1,371.5,395.9,416.7,440.7,465.6,491.7,518.7,547.1,576.6,607.1,639.4
145,Thailand,2833.0,2854.1,2874.4,2894.0,2913.3,2932.1,2950.3,2968.1,2985.4,3002.3,3018.8,3034.8,3050.4,3065.6,3080.4
146,Togo,87.0,87.9,88.4,88.8,89.1,89.3,89.6,89.8,90.1,90.3,90.4,90.5,90.6,90.7,90.9
147,Trinidad and Tobago,115.1,115.2,115.3,115.3,115.4,115.4,115.4,115.4,115.4,115.4,115.4,115.4,115.4,115.4,115.4
148,Tunisia,893.9,903.6,913.6,923.1,932.8,942.2,951.6,960.9,969.6,977.4,984.4,991.7,999.0,1006.6,1014.7
149,Turkey,100295.0,105070.0,109955.0,114925.0,119960.0,125085.0,130345.0,135730.0,141205.0,146795.0,152485.0,158290.0,164210.0,170240.0,176395.0
150,Uganda,62.1,63.3,64.1,64.7,65.3,65.7,66.1,66.5,66.8,67.1,67.5,67.8,68.0,68.2,68.4
151,Ukraine,6500.8,6900.3,7288.9,7681.9,8079.5,8492.4,8909.0,9331.2,9758.7,10192.0,10633.5,11081.5,11536.5,11998.0,12466.5
152,United Arab Emirates,8255.5,8766.5,9287.5,9817.5,10356.0,10941.0,11542.0,12160.5,12798.5,13457.0,14138.0,14843.0,15574.5,16336.0,17123.5
153,United Kingdom,134765.0,139245.0,143800.0,148350.0,152925.0,157505.0,162110.0,166725.0,171360.0,176010.0,180670.0,185350.0,190045.0,194755.0,199480.0
154,Uruguay,541.0,544.8,548.8,552.4,555.9,558.9,561.1,563.4,565.5,567.4,569.2,570.8,572.2,573.5,574.8
155,US,856485.0,892175.0,928825.0,965790.0,1003580.0,1042400.0,1081900.0,1122250.0,1163450.0,1205500.0,1248500.0,1292300.0,1337100.0,1382800.0,1429450.0
156,Uzbekistan,1726.2,1769.5,1809.3,1845.6,1878.9,1909.4,1937.3,1962.9,1986.3,2007.8,2027.6,2045.7,2062.3,2077.6,2091.7
157,Venezuela,310.4,320.4,351.1,395.1,408.4,451.9,520.0,545.1,614.3,732.0,785.9,899.8,1100.2,1209.9,1402.9
158,Vietnam,268.0,268.0,268.0,268.0,268.0,268.0,268.0,268.0,268.0,268.0,268.0,268.0,268.0,268.0,268.0
159,Zambia,74.8,80.1,85.5,91.4,98.0,105.1,113.4,122.7,132.9,144.7,158.1,173.5,191.2,211.5,235.0
160,Zimbabwe,28.6,29.3,29.6,29.8,29.9,29.9,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
161,Dominica,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
162,Grenada,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
163,Mozambique,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0
164,Syria,43.9,44.4,45.6,47.7,48.9,50.3,51.7,52.3,52.8,53.6,55.4,56.6,57.6,59.4,61.2
165,Timor-Leste,24.4,25.6,26.8,28.1,29.4,30.8,32.3,33.8,35.3,36.6,37.9,39.3,40.9,42.4,44.1
166,Belize,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
167,Laos,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
168,Libya,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0
169,West Bank and Gaza,481.2,494.6,513.4,531.3,548.2,567.6,584.3,600.5,617.2,634.3,649.7,667.1,685.7,705.0,725.9
170,Guinea-Bissau,51.8,53.8,53.8,54.3,56.6,58.3,58.4,59.5,62.1,63.7,64.0,65.7,68.6,70.1,70.8
171,Mali,268.1,275.1,281.5,287.0,292.0,296.6,300.7,304.6,308.1,311.4,314.4,317.1,319.7,322.0,324.1
172,Saint Kitts and Nevis,15.2,15.2,15.3,15.4,15.6,15.7,15.7,15.9,16.1,16.2,16.2,16.3,16.4,16.5,16.7
173,Kosovo,520.3,530.0,536.0,550.1,571.3,586.5,597.9,630.5,661.5,692.1,728.4,760.9,784.3,816.0,850.6
174,Burma,123.4,124.8,126.1,127.0,127.9,128.5,129.1,129.6,130.0,130.3,130.6,130.9,131.1,131.3,131.4
175,MS Zaandam,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
176,Botswana,20.0,20.1,20.2,20.3,20.6,20.9,21.2,21.5,21.7,21.9,22.0,22.0,22.1,22.2,22.3
177,Burundi,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
178,Sierra Leone,62.2,71.8,86.9,102.3,118.0,142.1,164.7,203.2,244.8,291.7,355.0,422.8,522.6,635.8,780.5
179,Malawi,18.3,18.5,18.5,18.6,18.6,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7
180,South Sudan,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
181,Western Sahara,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
182,Sao Tome and Principe,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
