,Country,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13
28,Canada,44749.0,48761.5,53760.5,59946.0,67644.0,77266.5,89364.0,104603.5,123896.0,148363.5,179460.0,219140.0,269785.0,333810.0,414700.0,516810.0,645535.0,807540.0,1010980.0,1265655.0
31,Chile,12329.0,13499.5,14854.0,16438.5,18382.0,20830.0,23920.0,27692.0,32344.5,38147.5,45449.0,54666.0,66272.5,80717.0,98733.5,121254.0,149397.0,184533.0,228365.0,282995.0
32,China,83933.0,83993.5,84050.0,84110.5,84176.0,84250.0,84336.0,84429.0,84532.5,84653.5,84795.5,84962.5,85159.0,85387.0,85654.0,85968.0,86337.0,86773.0,87288.0,87896.5
33,Colombia,4741.5,5162.4,5641.8,6296.0,7093.9,8045.4,9265.9,10797.1,12674.3,15045.5,18038.5,21795.0,26548.5,32531.0,40024.5,49428.5,61256.5,76108.5,94762.5,118215.0
36,Costa Rica,708.0,747.1,793.1,843.7,897.8,955.7,1017.8,1093.3,1193.4,1328.0,1498.7,1708.9,1973.2,2294.2,2678.1,3137.5,3694.3,4374.3,5204.3,6225.1
38,Croatia,2023.1,2114.7,2227.2,2366.9,2543.8,2770.8,3064.3,3446.2,3945.5,4599.1,5455.7,6582.8,8066.5,10000.7,12524.5,15819.4,20121.6,25737.5,33063.4,42609.0
39,Diamond Princess,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0
42,Czechia,7378.4,7721.2,8145.7,8666.6,9284.3,10006.7,10861.0,11873.0,13058.0,14444.0,16064.5,17939.5,20118.5,22717.5,25859.5,29668.5,34296.5,39897.0,46643.5,54759.0
43,Denmark,8255.1,8418.1,8582.9,8749.4,8916.3,9080.6,9242.9,9404.2,9569.3,9738.2,9909.1,10088.1,10274.1,10463.1,10654.0,10848.5,11046.5,11249.5,11456.5,11668.5
46,Ecuador,12002.5,13630.5,16059.5,19658.5,25038.5,33074.0,45108.5,63159.0,90287.5,131074.5,192344.5,284188.0,421151.0,623152.5,917219.5,1336685.0,1917000.0,2685150.0,3639740.0,4727850.0
47,Egypt,3999.8,4352.8,4722.6,5147.3,5601.9,6083.0,6570.8,7046.7,7652.3,8443.8,9320.1,10334.9,11520.0,12815.5,14208.0,15665.5,17263.5,19182.5,21422.0,23960.0
51,Estonia,1589.8,1611.5,1633.4,1655.7,1678.4,1701.0,1724.1,1747.8,1772.5,1798.5,1826.4,1857.0,1890.5,1925.7,1962.7,2001.7,2042.9,2086.6,2132.9,2182.3
55,Finland,4601.6,5072.9,5570.3,6115.5,6715.7,7385.2,8133.6,8963.5,9870.8,10836.9,11873.1,13278.7,15094.3,17369.0,20208.5,23701.0,27641.5,32125.0,37245.5,43077.5
56,France,181700.0,203005.0,222050.0,237485.0,252380.0,266500.0,279865.0,301955.0,332840.0,371955.0,425765.0,493910.0,575065.0,648950.0,721480.0,798795.0,887790.0,1000330.0,1148135.0,1341700.0
60,Germany,154120.0,157940.0,162235.0,167120.0,172700.0,179155.0,186670.0,195515.0,206035.0,218645.0,233810.0,252225.0,274640.0,301370.0,333315.0,371540.0,417325.0,472215.0,538035.0,616980.0
62,Greece,2468.8,2515.0,2563.6,2616.0,2673.1,2736.2,2804.4,2878.9,2958.0,3043.5,3134.6,3233.8,3340.9,3456.4,3581.2,3716.1,3861.9,4019.6,4190.2,4374.8
69,Hungary,2326.3,2492.0,2690.2,2930.1,3222.5,3580.1,4019.2,4560.7,5230.1,6061.6,7096.0,8391.7,10015.7,12032.8,14541.5,17666.5,21561.0,26419.0,32482.0,40052.0
70,Iceland,1795.7,1808.0,1821.5,1836.5,1853.1,1872.0,1893.4,1918.0,1946.8,1980.7,2020.7,2068.7,2126.1,2193.1,2271.5,2363.5,2471.5,2598.5,2747.8,2923.7
71,India,26353.5,32436.5,40111.0,49377.0,60481.5,73300.0,87958.5,104902.5,124675.0,148415.0,177105.0,211330.0,252090.0,299675.0,355080.0,422165.0,504075.0,605250.0,730725.0,886760.0
72,Indonesia,8000.7,8614.9,9332.8,10176.6,11159.1,12320.6,13699.0,15342.0,17311.5,19681.0,22541.5,26021.5,30257.5,35341.5,41449.5,48795.5,57638.0,68289.5,81122.0,96600.5
73,Iran,87123.5,88305.5,89496.5,90698.0,91913.5,93146.0,94400.0,95679.0,96992.0,98342.5,99740.0,101220.0,102792.5,104412.0,106074.0,107783.5,109550.5,111380.0,113271.5,115226.0
74,Iraq,1676.9,1718.2,1761.1,1806.6,1854.4,1906.7,1964.1,2025.4,2091.2,2162.2,2239.2,2324.3,2418.3,2520.0,2630.1,2749.7,2879.5,3020.6,3173.8,3340.6
75,Ireland,18215.5,19852.0,21822.0,24228.0,27161.5,30799.0,35346.0,41074.5,48332.0,57549.0,69263.5,84208.0,103253.0,127171.5,157143.5,194570.5,241057.5,298412.5,368523.0,453236.0
76,Israel,15045.5,15790.5,16684.0,17766.0,19095.0,20743.0,22805.0,25400.5,28678.0,32816.5,38050.0,44702.5,53157.0,63781.5,77140.0,93927.0,115023.0,141499.0,174669.5,216145.0
77,Italy,192605.0,198430.0,204655.0,211370.0,218650.0,226595.0,235315.0,244960.0,255700.0,267745.0,281435.0,297155.0,314905.0,334640.0,356635.0,381195.0,408640.0,439345.0,473720.0,512240.0
79,Japan,12169.5,12662.5,13174.0,13683.0,14180.0,14644.0,15084.5,15518.0,15971.0,16454.0,16951.0,17478.0,18022.5,18564.0,19101.0,19639.0,20185.5,20745.5,21321.0,21910.0
80,Jordan,441.2,450.2,460.5,472.7,487.3,504.9,526.3,552.4,584.4,623.6,672.2,732.9,808.9,902.5,1018.3,1161.6,1339.1,1559.2,1831.9,2170.2
83,South Korea,10710.0,10724.5,10737.0,10749.5,10761.0,10772.0,10781.5,10790.5,10799.5,10808.5,10817.0,10825.5,10834.0,10843.0,10851.0,10859.0,10866.5,10874.0,10881.0,10887.5
84,Kuwait,2340.5,2445.2,2550.1,2658.1,2769.6,2885.1,3003.1,3123.8,3247.5,3374.5,3504.4,3641.7,3786.7,3936.8,4092.1,4253.0,4419.8,4592.5,4771.6,4957.4
86,Latvia,790.4,826.8,871.3,922.2,976.1,1033.2,1104.5,1198.8,1320.7,1471.7,1649.1,1851.4,2089.2,2380.0,2745.3,3203.5,3764.6,4432.6,5219.4,6157.4
87,Lebanon,721.4,755.5,787.7,818.8,849.7,881.0,912.7,954.4,1003.0,1047.3,1090.9,1146.0,1211.5,1308.3,1436.1,1561.6,1684.3,1804.7,1934.0,2078.2
91,Luxembourg,3727.4,3827.3,3952.8,4111.6,4314.4,4574.3,4910.7,5351.6,5932.4,6700.1,7718.5,9071.6,10867.8,13226.7,16318.3,20351.6,25584.2,32318.6,40893.8,51663.8
93,Malaysia,5652.3,5771.8,5899.1,6037.1,6189.2,6359.5,6552.8,6774.3,7030.1,7326.8,7671.6,8076.6,8552.3,9096.4,9720.1,10437.1,11263.2,12215.5,13315.6,14585.7
98,Mexico,12630.5,15466.5,18420.0,23171.0,29798.5,36995.5,46318.5,59148.5,74545.0,93883.5,119800.5,153205.0,195675.0,252165.0,326425.0,420810.0,543540.0,704475.0,910760.0,1174920.0
106,Netherlands,37002.5,39100.0,41431.0,44053.0,47036.0,50468.0,54451.0,59159.5,64763.5,71330.0,79062.0,88242.5,99171.5,111996.0,127065.0,144790.0,165625.0,190095.0,218845.0,252615.0
112,Norway,7414.3,7521.4,7631.4,7743.4,7859.4,7981.2,8107.8,8241.1,8385.9,8542.4,8708.8,8888.5,9083.2,9289.8,9509.6,9743.7,9993.3,10260.0,10545.1,10849.5
114,Pakistan,11357.5,12642.0,14152.5,15933.0,18118.0,20787.5,24031.0,28017.0,32927.5,39006.5,46546.0,55990.5,67830.5,82582.0,100977.5,123956.5,152692.5,188662.5,233729.0,290229.0
115,Panama,5466.5,6197.0,7143.3,8374.2,9910.8,11789.5,14093.0,17078.5,21030.5,26339.0,33358.5,42627.0,54734.5,70271.0,90170.0,115700.0,148590.0,190955.0,245390.0,314885.0
118,Peru,21471.0,23845.5,26652.0,29984.5,33901.5,38614.5,44286.5,51145.0,59471.0,69599.5,81942.5,97119.0,115789.0,138488.0,166116.5,199772.0,240777.0,290746.0,351625.0,425755.0
119,Philippines,7624.8,8543.9,9507.4,10498.0,11490.4,12478.2,13614.0,14908.5,16391.0,18052.0,19898.5,22413.0,25682.5,29739.0,34681.0,40544.0,46739.5,53475.0,60991.0,69582.0
120,Poland,10798.0,11505.5,12333.0,13327.5,14513.5,15934.5,17642.5,19706.0,22210.5,25265.5,29003.5,33610.0,39295.5,46216.0,54646.0,64921.0,77448.5,92731.5,111373.0,134118.0
121,Portugal,23487.0,25396.0,27768.5,30756.0,34608.0,39612.0,46055.5,54390.0,65227.0,79357.5,97816.5,121909.5,153360.0,194105.0,246840.0,314935.0,402595.0,515015.0,658450.0,840260.0
122,Qatar,7392.5,7636.1,7873.7,8102.9,8321.0,8524.8,8719.7,8903.3,9076.7,9240.1,9390.2,9537.4,9681.7,9822.3,9959.5,10093.0,10223.1,10349.3,10471.3,10590.3
123,Romania,10188.5,10760.0,11407.5,12146.5,12995.0,13974.5,15107.5,16428.0,17975.5,19792.5,21931.5,24473.0,27491.5,31023.0,35159.0,40005.0,45689.0,52356.5,60180.5,69364.0
124,Russia,65384.5,74506.5,85572.0,99025.0,115428.5,135473.0,160008.5,190160.0,227315.0,273255.0,330240.0,401510.0,490725.0,601290.0,738340.0,908265.0,1118865.0,1379885.0,1703095.0,2103005.0
128,San Marino,502.4,519.0,538.9,560.6,583.8,606.0,628.2,649.8,670.4,691.3,713.6,738.4,766.6,797.7,831.8,867.7,905.5,944.6,984.2,1024.6
129,Saudi Arabia,14960.5,17589.5,20770.5,24637.0,29350.0,35104.0,42136.0,50715.0,61200.5,74053.0,89866.5,109515.0,133960.0,164010.0,200955.0,246370.0,302185.0,370750.0,454920.0,558155.0
131,Serbia,7128.1,7726.1,8392.5,9110.8,10002.7,11117.8,12463.6,14034.6,15961.5,18391.0,21443.0,25204.5,29866.0,35603.5,42694.0,51395.0,62044.5,75118.0,91216.5,110992.5
133,Singapore,11458.0,12990.5,14791.5,16855.5,19266.0,22030.0,25162.5,28608.5,32123.0,35655.0,39577.0,44184.5,49702.0,56073.0,63601.0,72484.5,82720.0,94342.5,107107.5,120730.0
134,Slovakia,1324.5,1399.7,1481.1,1573.1,1676.0,1789.3,1915.0,2056.5,2217.8,2402.3,2613.7,2859.7,3145.9,3472.0,3843.8,4268.0,4752.3,5306.1,5940.0,6666.4
135,Slovenia,1381.4,1415.3,1452.1,1492.7,1538.8,1590.0,1642.5,1695.4,1746.8,1797.7,1846.3,1894.0,1955.6,2036.8,2134.6,2247.0,2377.5,2528.8,2698.8,2883.8
137,South Africa,4158.9,4724.3,5365.2,6106.2,7091.5,8433.7,10208.3,12364.0,15049.0,18528.5,23135.5,29123.0,36778.5,46492.5,59012.5,75237.0,96167.5,122975.0,157310.0,201450.0
138,Spain,217915.0,228380.0,240085.0,253320.0,268165.0,285115.0,304770.0,327820.0,354960.0,387455.0,426260.0,472195.0,526605.0,590345.0,665100.0,752915.0,856170.0,977560.0,1120150.0,1287600.0
139,Sri Lanka,355.8,376.3,398.9,425.0,454.5,487.8,525.4,567.4,614.5,667.7,727.4,796.1,875.8,966.8,1070.8,1190.1,1326.8,1483.9,1664.5,1872.3
142,Sweden,16732.0,17450.5,18202.5,18957.0,19737.5,20504.5,21310.5,22120.5,22969.5,23955.5,24963.5,26049.0,27180.0,28369.5,29598.5,30892.0,32274.5,33715.5,35294.0,36930.5
143,Switzerland,28988.5,29792.0,30709.5,31773.5,33017.5,34490.5,36247.0,38363.5,40938.0,44101.0,47998.5,52762.0,58593.5,65652.5,74208.5,84588.0,97183.5,112465.0,131005.0,153480.0
145,Thailand,2901.1,2991.0,3101.1,3239.4,3416.3,3647.3,3951.7,4347.5,4865.2,5545.6,6442.5,7628.2,9196.3,11252.6,13952.0,17498.5,22158.0,28280.5,36327.0,46902.5
149,Turkey,116755.0,143890.0,186690.0,255500.0,365995.0,544750.0,834290.0,1302310.0,2055470.0,3256115.0,5138715.0,8010750.0,12199250.0,17884450.0,24826450.0,32148250.0,38667600.0,43804500.0,47984000.0,51958000.0
152,United Arab Emirates,9108.1,10017.1,10972.0,11961.0,12983.5,14042.0,15140.0,16276.5,17449.5,18671.5,19984.5,21289.0,22561.5,24268.0,26429.5,28877.5,31605.5,34447.0,37443.5,40585.5
153,United Kingdom,145960.0,158060.0,170195.0,185870.0,207215.0,230945.0,257780.0,292840.0,337315.0,388805.0,450995.0,531035.0,630245.0,747720.0,891380.0,1070140.0,1286955.0,1547350.0,1865850.0,2255600.0
154,Uruguay,557.0,571.5,589.6,612.9,642.6,680.6,729.4,792.2,873.8,980.1,1118.6,1300.4,1539.8,1852.0,2259.4,2791.2,3485.3,4391.3,5573.8,7116.9
155,US,1059010.0,1323250.0,1644600.0,2025950.0,2485050.0,3171550.0,4164350.0,5563900.0,7481950.0,10063350.0,13581650.0,18254000.0,24498000.0,32935500.0,44172000.0,58885000.0,77508000.0,100125000.0,126659500.0,156370000.0
158,Vietnam,268.6,269.2,269.6,270.0,270.4,270.8,271.2,271.7,272.2,272.8,273.5,274.3,275.2,276.1,277.1,278.1,279.3,280.6,281.9,283.5
