Week_Ending,Current_Season_Week_Ending_Label,Geography_Name,Geographic_Level,Geography_Name_Order,Geography_Label_Sort_Order,MMWR_Year,MMWR_Week,MMWR_Day,Month_Week,Month_Display_Order,MMWRWeek_Display_Order,Influenza_Season,Race_Ethnicity,Race_Ethnicity_Sort_Order,Point_Estimate,CI_HalfWidth,Lower_CI,Upper_CI,CI_Range,Season_Race,Season_Race_Sort_Order,Current_Through
12/19/2020,12/18/2021,Philadelphia County,Local,44,2,2020,51,7,December Week 3,3,12,2020-2021,Overall,1,0.5188,8.6527,43.2274,60.5328,43.2-60.5,"2020-2021, Philadelphia County, Overall",2-1,06/26/2021
12/19/2020,12/18/2021,Rhode Island,State,46,1,2020,51,7,December Week 3,3,12,2020-2021,Overall,1,0.6665,5.3746,61.2762,72.0255,61.3-72.0,"2020-2021, Rhode Island, Overall",2-1,06/26/2021
12/19/2020,12/18/2021,South Carolina,State,47,1,2020,51,7,December Week 3,3,12,2020-2021,Overall,1,0.4467,4.7163,39.9519,49.3844,40.0-49.4,"2020-2021, South Carolina, Overall",2-1,06/26/2021
12/19/2020,12/18/2021,South Dakota,State,48,1,2020,51,7,December Week 3,3,12,2020-2021,Overall,1,0.6059,9.2956,51.2923,69.8836,51.3-69.9,"2020-2021, South Dakota, Overall",2-1,06/26/2021
12/19/2020,12/18/2021,Tennessee,State,49,1,2020,51,7,December Week 3,3,12,2020-2021,Overall,1,0.4655,3.7028,42.8468,50.2524,42.8-50.3,"2020-2021, Tennessee, Overall",2-1,06/26/2021
12/19/2020,12/18/2021,Texas,State,50,1,2020,51,7,December Week 3,3,12,2020-2021,Overall,1,0.5087,2.0586,48.8152,52.9325,48.8-52.9,"2020-2021, Texas, Overall",2-1,06/26/2021
12/19/2020,12/18/2021,Bexar County,Local,51,2,2020,51,7,December Week 3,3,12,2020-2021,Overall,1,0.5213,8.3356,43.7942,60.4654,43.8-60.5,"2020-2021, Bexar County, Overall",2-1,06/26/2021
12/19/2020,12/18/2021,City of Houston,Local,52,2,2020,51,7,December Week 3,3,12,2020-2021,Overall,1,0.4902,3.964,45.0523,52.9804,45.1-53.0,"2020-2021, City of Houston, Overall",2-1,06/26/2021
12/19/2020,12/18/2021,Utah,State,54,1,2020,51,7,December Week 3,3,12,2020-2021,Overall,1,0.5272,4.1627,48.5588,56.8842,48.6-56.9,"2020-2021, Utah, Overall",2-1,06/26/2021
12/19/2020,12/18/2021,Vermont,State,55,1,2020,51,7,December Week 3,3,12,2020-2021,Overall,1,0.6222,4.3131,57.903,66.5292,57.9-66.5,"2020-2021, Vermont, Overall",2-1,06/26/2021
12/19/2020,12/18/2021,Virginia,State,56,1,2020,51,7,December Week 3,3,12,2020-2021,Overall,1,0.6012,4.0212,56.1001,64.1425,56.1-64.1,"2020-2021, Virginia, Overall",2-1,06/26/2021
12/19/2020,12/18/2021,Washington,State,57,1,2020,51,7,December Week 3,3,12,2020-2021,Overall,1,0.5653,3.774,52.7531,60.3012,52.8-60.3,"2020-2021, Washington, Overall",2-1,06/26/2021
12/19/2020,12/18/2021,West Virginia,State,58,1,2020,51,7,December Week 3,3,12,2020-2021,Overall,1,0.4308,3.6025,39.4806,46.6855,39.5-46.7,"2020-2021, West Virginia, Overall",2-1,06/26/2021
12/19/2020,12/18/2021,Wisconsin,State,59,1,2020,51,7,December Week 3,3,12,2020-2021,Overall,1,0.4957,3.8382,45.7295,53.4059,45.7-53.4,"2020-2021, Wisconsin, Overall",2-1,06/26/2021
12/19/2020,12/18/2021,Wyoming,State,60,1,2020,51,7,December Week 3,3,12,2020-2021,Overall,1,0.4114,4.5224,36.6152,45.66,36.6-45.7,"2020-2021, Wyoming, Overall",2-1,06/26/2021
12/19/2020,12/18/2021,Puerto Rico,State,62,1,2020,51,7,December Week 3,3,12,2020-2021,Overall,1,0.1892,2.5662,16.3505,21.4828,16.4-21.5,"2020-2021, Puerto Rico, Overall",2-1,06/26/2021
12/19/2020,12/18/2021,Virgin Islands,State,63,1,2020,51,7,December Week 3,3,12,2020-2021,Overall,1,,,,,,"2020-2021, Virgin Islands, Overall",2-1,06/26/2021
12/19/2020,12/18/2021,Guam,State,64,1,2020,51,7,December Week 3,3,12,2020-2021,Overall,1,,,,,,"2020-2021, Guam, Overall",2-1,06/26/2021
12/19/2020,12/18/2021,National,National,0,0,2020,51,7,December Week 3,3,12,2020-2021,Overall,1,0.5106,0.9138,50.1458,51.9734,50.1-52.0,"2020-2021, National, Overall",2-1,06/26/2021
12/19/2020,12/18/2021,National,National,0,0,2020,51,7,December Week 3,3,12,2020-2021,"Black, Non-Hispanic",3,0.3863,2.1724,36.4616,40.8065,36.5-40.8,"2020-2021, National, Black, Non-Hispanic",2-3,06/26/2021
12/19/2020,12/18/2021,National,National,0,0,2020,51,7,December Week 3,3,12,2020-2021,Hispanic,4,0.4846,1.9674,46.4888,50.4236,46.5-50.4,"2020-2021, National, Hispanic",2-4,06/26/2021
12/19/2020,12/18/2021,National,National,0,0,2020,51,7,December Week 3,3,12,2020-2021,"Other, Non-Hispanic",5,0.5261,1.9875,50.6267,54.6017,50.6-54.6,"2020-2021, National, Other, Non-Hispanic",2-5,06/26/2021
12/19/2020,12/18/2021,National,National,0,0,2020,51,7,December Week 3,3,12,2020-2021,"White, Non-Hispanic",7,0.5516,1.239,53.9161,56.3942,53.9-56.4,"2020-2021, National, White, Non-Hispanic",2-7,06/26/2021
12/26/2020,12/25/2021,National,National,0,0,2020,52,7,December Week 4,3,13,2020-2021,Overall,1,0.5169,0.9986,50.6873,52.6845,50.7-52.7,"2020-2021, National, Overall",2-1,06/26/2021
12/26/2020,12/25/2021,Alabama,State,1,1,2020,52,7,December Week 4,3,13,2020-2021,Overall,1,0.4205,3.5896,38.4554,45.6347,38.5-45.6,"2020-2021, Alabama, Overall",2-1,06/26/2021
12/26/2020,12/25/2021,Alaska,State,2,1,2020,52,7,December Week 4,3,13,2020-2021,Overall,1,0.4519,5.4687,39.7187,50.6561,39.7-50.7,"2020-2021, Alaska, Overall",2-1,06/26/2021
12/26/2020,12/25/2021,Arizona,State,3,1,2020,52,7,December Week 4,3,13,2020-2021,Overall,1,0.4624,3.6073,42.6278,49.8423,42.6-49.8,"2020-2021, Arizona, Overall",2-1,06/26/2021
12/26/2020,12/25/2021,Arkansas,State,4,1,2020,52,7,December Week 4,3,13,2020-2021,Overall,1,0.495,3.8382,45.6578,53.3341,45.7-53.3,"2020-2021, Arkansas, Overall",2-1,06/26/2021
12/26/2020,12/25/2021,California,State,5,1,2020,52,7,December Week 4,3,13,2020-2021,Overall,1,0.4611,2.4945,43.6132,48.6022,43.6-48.6,"2020-2021, California, Overall",2-1,06/26/2021
12/26/2020,12/25/2021,Colorado,State,6,1,2020,52,7,December Week 4,3,13,2020-2021,Overall,1,0.5888,4.7593,54.1206,63.6391,54.1-63.6,"2020-2021, Colorado, Overall",2-1,06/26/2021
12/26/2020,12/25/2021,Connecticut,State,7,1,2020,52,7,December Week 4,3,13,2020-2021,Overall,1,0.6845,6.6756,61.7728,75.1239,61.8-75.1,"2020-2021, Connecticut, Overall",2-1,06/26/2021
12/26/2020,12/25/2021,Delaware,State,8,1,2020,52,7,December Week 4,3,13,2020-2021,Overall,1,0.4891,3.7393,45.1702,52.6489,45.2-52.6,"2020-2021, Delaware, Overall",2-1,06/26/2021
12/26/2020,12/25/2021,District of Columbia,State,9,1,2020,52,7,December Week 4,3,13,2020-2021,Overall,1,0.6304,4.5034,58.5332,67.54,58.5-67.5,"2020-2021, District of Columbia, Overall",2-1,06/26/2021
12/26/2020,12/25/2021,Florida,State,10,1,2020,52,7,December Week 4,3,13,2020-2021,Overall,1,0.4011,3.0661,37.0481,43.1804,37.0-43.2,"2020-2021, Florida, Overall",2-1,06/26/2021
12/26/2020,12/25/2021,Georgia,State,11,1,2020,52,7,December Week 4,3,13,2020-2021,Overall,1,0.4321,4.7099,38.5041,47.924,38.5-47.9,"2020-2021, Georgia, Overall",2-1,06/26/2021
12/26/2020,12/25/2021,Hawaii,State,12,1,2020,52,7,December Week 4,3,13,2020-2021,Overall,1,0.5102,5.5156,45.5031,56.5343,45.5-56.5,"2020-2021, Hawaii, Overall",2-1,06/26/2021
12/26/2020,12/25/2021,Idaho,State,13,1,2020,52,7,December Week 4,3,13,2020-2021,Overall,1,0.4086,3.9871,36.8725,44.8467,36.9-44.8,"2020-2021, Idaho, Overall",2-1,06/26/2021
12/26/2020,12/25/2021,Illinois,State,14,1,2020,52,7,December Week 4,3,13,2020-2021,Overall,1,0.5006,3.1879,46.8736,53.2495,46.9-53.2,"2020-2021, Illinois, Overall",2-1,06/26/2021
12/26/2020,12/25/2021,City of Chicago,Local,15,2,2020,52,7,December Week 4,3,13,2020-2021,Overall,1,0.5022,4.8493,45.3752,55.0739,45.4-55.1,"2020-2021, City of Chicago, Overall",2-1,06/26/2021
12/26/2020,12/25/2021,Indiana,State,17,1,2020,52,7,December Week 4,3,13,2020-2021,Overall,1,0.5115,3.7899,47.3593,54.9391,47.4-54.9,"2020-2021, Indiana, Overall",2-1,06/26/2021
12/26/2020,12/25/2021,Iowa,State,18,1,2020,52,7,December Week 4,3,13,2020-2021,Overall,1,0.5382,4.4914,49.3304,58.3132,49.3-58.3,"2020-2021, Iowa, Overall",2-1,06/26/2021
12/26/2020,12/25/2021,Kansas,State,19,1,2020,52,7,December Week 4,3,13,2020-2021,Overall,1,0.5114,4.5051,46.6309,55.6412,46.6-55.6,"2020-2021, Kansas, Overall",2-1,06/26/2021
12/26/2020,12/25/2021,Kentucky,State,20,1,2020,52,7,December Week 4,3,13,2020-2021,Overall,1,0.4628,3.9392,42.3389,50.2173,42.3-50.2,"2020-2021, Kentucky, Overall",2-1,06/26/2021
12/26/2020,12/25/2021,Louisiana,State,21,1,2020,52,7,December Week 4,3,13,2020-2021,Overall,1,0.4562,3.3573,42.2585,48.9731,42.3-49.0,"2020-2021, Louisiana, Overall",2-1,06/26/2021
12/26/2020,12/25/2021,Maine,State,22,1,2020,52,7,December Week 4,3,13,2020-2021,Overall,1,0.5723,4.1204,53.1127,61.3536,53.1-61.4,"2020-2021, Maine, Overall",2-1,06/26/2021
12/26/2020,12/25/2021,Maryland,State,23,1,2020,52,7,December Week 4,3,13,2020-2021,Overall,1,0.6158,3.237,58.3476,64.8216,58.3-64.8,"2020-2021, Maryland, Overall",2-1,06/26/2021
12/26/2020,12/25/2021,Massachusetts,State,24,1,2020,52,7,December Week 4,3,13,2020-2021,Overall,1,0.7556,4.0572,71.5063,79.6209,71.5-79.6,"2020-2021, Massachusetts, Overall",2-1,06/26/2021
12/26/2020,12/25/2021,Michigan,State,25,1,2020,52,7,December Week 4,3,13,2020-2021,Overall,1,0.5092,3.9973,46.9215,54.916,46.9-54.9,"2020-2021, Michigan, Overall",2-1,06/26/2021
12/26/2020,12/25/2021,Minnesota,State,26,1,2020,52,7,December Week 4,3,13,2020-2021,Overall,1,0.5497,3.9531,51.0177,58.9239,51.0-58.9,"2020-2021, Minnesota, Overall",2-1,06/26/2021
12/26/2020,12/25/2021,Mississippi,State,27,1,2020,52,7,December Week 4,3,13,2020-2021,Overall,1,0.3798,3.7621,34.2155,41.7397,34.2-41.7,"2020-2021, Mississippi, Overall",2-1,06/26/2021
12/26/2020,12/25/2021,Missouri,State,28,1,2020,52,7,December Week 4,3,13,2020-2021,Overall,1,0.5161,3.5813,48.0327,55.1952,48.0-55.2,"2020-2021, Missouri, Overall",2-1,06/26/2021
12/26/2020,12/25/2021,Montana,State,29,1,2020,52,7,December Week 4,3,13,2020-2021,Overall,1,0.4629,4.1738,42.12,50.4677,42.1-50.5,"2020-2021, Montana, Overall",2-1,06/26/2021
12/26/2020,12/25/2021,Nebraska,State,30,1,2020,52,7,December Week 4,3,13,2020-2021,Overall,1,0.6457,5.8908,58.6826,70.4642,58.7-70.5,"2020-2021, Nebraska, Overall",2-1,06/26/2021
12/26/2020,12/25/2021,Nevada,State,31,1,2020,52,7,December Week 4,3,13,2020-2021,Overall,1,0.3589,4.2486,31.6368,40.134,31.6-40.1,"2020-2021, Nevada, Overall",2-1,06/26/2021
12/26/2020,12/25/2021,New Hampshire,State,32,1,2020,52,7,December Week 4,3,13,2020-2021,Overall,1,0.5697,4.0934,52.8747,61.0615,52.9-61.1,"2020-2021, New Hampshire, Overall",2-1,06/26/2021
12/26/2020,12/25/2021,New Jersey,State,33,1,2020,52,7,December Week 4,3,13,2020-2021,Overall,1,0.6002,3.8636,56.1606,63.8879,56.2-63.9,"2020-2021, New Jersey, Overall",2-1,06/26/2021
12/26/2020,12/25/2021,New Mexico,State,34,1,2020,52,7,December Week 4,3,13,2020-2021,Overall,1,0.5103,4.2146,46.8157,55.2449,46.8-55.2,"2020-2021, New Mexico, Overall",2-1,06/26/2021
12/26/2020,12/25/2021,New York,State,35,1,2020,52,7,December Week 4,3,13,2020-2021,Overall,1,0.5723,3.9126,53.3134,61.1385,53.3-61.1,"2020-2021, New York, Overall",2-1,06/26/2021
12/26/2020,12/25/2021,New York City,Local,36,2,2020,52,7,December Week 4,3,13,2020-2021,Overall,1,0.5938,4.3032,55.0722,63.6786,55.1-63.7,"2020-2021, New York City, Overall",2-1,06/26/2021
12/26/2020,12/25/2021,North Carolina,State,38,1,2020,52,7,December Week 4,3,13,2020-2021,Overall,1,0.5052,3.882,46.6348,54.3989,46.6-54.4,"2020-2021, North Carolina, Overall",2-1,06/26/2021
12/26/2020,12/25/2021,North Dakota,State,39,1,2020,52,7,December Week 4,3,13,2020-2021,Overall,1,0.5823,6.194,52.0388,64.4267,52.0-64.4,"2020-2021, North Dakota, Overall",2-1,06/26/2021
12/26/2020,12/25/2021,Ohio,State,40,1,2020,52,7,December Week 4,3,13,2020-2021,Overall,1,0.5437,5.0511,49.3221,59.4243,49.3-59.4,"2020-2021, Ohio, Overall",2-1,06/26/2021
12/26/2020,12/25/2021,Oklahoma,State,41,1,2020,52,7,December Week 4,3,13,2020-2021,Overall,1,0.4436,3.6776,40.6829,48.038,40.7-48.0,"2020-2021, Oklahoma, Overall",2-1,06/26/2021
12/26/2020,12/25/2021,Oregon,State,42,1,2020,52,7,December Week 4,3,13,2020-2021,Overall,1,0.4802,4.5936,43.4227,52.61,43.4-52.6,"2020-2021, Oregon, Overall",2-1,06/26/2021
12/26/2020,12/25/2021,Pennsylvania,State,43,1,2020,52,7,December Week 4,3,13,2020-2021,Overall,1,0.5653,3.046,53.4795,59.5715,53.5-59.6,"2020-2021, Pennsylvania, Overall",2-1,06/26/2021
12/26/2020,12/25/2021,Philadelphia County,Local,44,2,2020,52,7,December Week 4,3,13,2020-2021,Overall,1,0.526,3.6135,48.9876,56.2146,49.0-56.2,"2020-2021, Philadelphia County, Overall",2-1,06/26/2021
12/26/2020,12/25/2021,Rhode Island,State,46,1,2020,52,7,December Week 4,3,13,2020-2021,Overall,1,0.6665,5.3746,61.2762,72.0255,61.3-72.0,"2020-2021, Rhode Island, Overall",2-1,06/26/2021
12/26/2020,12/25/2021,South Carolina,State,47,1,2020,52,7,December Week 4,3,13,2020-2021,Overall,1,0.4477,4.7418,40.0246,49.5083,40.0-49.5,"2020-2021, South Carolina, Overall",2-1,06/26/2021
12/26/2020,12/25/2021,South Dakota,State,48,1,2020,52,7,December Week 4,3,13,2020-2021,Overall,1,0.6059,9.2956,51.2923,69.8836,51.3-69.9,"2020-2021, South Dakota, Overall",2-1,06/26/2021
12/26/2020,12/25/2021,Tennessee,State,49,1,2020,52,7,December Week 4,3,13,2020-2021,Overall,1,0.4655,3.7028,42.8468,50.2524,42.8-50.3,"2020-2021, Tennessee, Overall",2-1,06/26/2021
12/26/2020,12/25/2021,Texas,State,50,1,2020,52,7,December Week 4,3,13,2020-2021,Overall,1,0.5087,2.0586,48.8152,52.9325,48.8-52.9,"2020-2021, Texas, Overall",2-1,06/26/2021
12/26/2020,12/25/2021,Bexar County,Local,51,2,2020,52,7,December Week 4,3,13,2020-2021,Overall,1,0.5213,8.3356,43.7942,60.4654,43.8-60.5,"2020-2021, Bexar County, Overall",2-1,06/26/2021
12/26/2020,12/25/2021,City of Houston,Local,52,2,2020,52,7,December Week 4,3,13,2020-2021,Overall,1,0.4902,3.964,45.0523,52.9804,45.1-53.0,"2020-2021, City of Houston, Overall",2-1,06/26/2021
12/26/2020,12/25/2021,Utah,State,54,1,2020,52,7,December Week 4,3,13,2020-2021,Overall,1,0.5272,4.1627,48.5588,56.8842,48.6-56.9,"2020-2021, Utah, Overall",2-1,06/26/2021
12/26/2020,12/25/2021,Vermont,State,55,1,2020,52,7,December Week 4,3,13,2020-2021,Overall,1,0.6227,4.426,57.8433,66.6953,57.8-66.7,"2020-2021, Vermont, Overall",2-1,06/26/2021
12/26/2020,12/25/2021,Virginia,State,56,1,2020,52,7,December Week 4,3,13,2020-2021,Overall,1,0.6028,4.4686,55.8103,64.7474,55.8-64.7,"2020-2021, Virginia, Overall",2-1,06/26/2021
12/26/2020,12/25/2021,Washington,State,57,1,2020,52,7,December Week 4,3,13,2020-2021,Overall,1,0.5653,3.774,52.7531,60.3012,52.8-60.3,"2020-2021, Washington, Overall",2-1,06/26/2021
12/26/2020,12/25/2021,West Virginia,State,58,1,2020,52,7,December Week 4,3,13,2020-2021,Overall,1,0.4315,3.7731,39.3815,46.9278,39.4-46.9,"2020-2021, West Virginia, Overall",2-1,06/26/2021
12/26/2020,12/25/2021,Wisconsin,State,59,1,2020,52,7,December Week 4,3,13,2020-2021,Overall,1,0.4957,3.8382,45.7295,53.4059,45.7-53.4,"2020-2021, Wisconsin, Overall",2-1,06/26/2021
12/26/2020,12/25/2021,Wyoming,State,60,1,2020,52,7,December Week 4,3,13,2020-2021,Overall,1,0.4116,4.5282,36.6343,45.6908,36.6-45.7,"2020-2021, Wyoming, Overall",2-1,06/26/2021
12/26/2020,12/25/2021,Puerto Rico,State,62,1,2020,52,7,December Week 4,3,13,2020-2021,Overall,1,0.1892,2.5662,16.3505,21.4828,16.4-21.5,"2020-2021, Puerto Rico, Overall",2-1,06/26/2021
12/26/2020,12/25/2021,Virgin Islands,State,63,1,2020,52,7,December Week 4,3,13,2020-2021,Overall,1,,,,,,"2020-2021, Virgin Islands, Overall",2-1,06/26/2021
12/26/2020,12/25/2021,Guam,State,64,1,2020,52,7,December Week 4,3,13,2020-2021,Overall,1,,,,,,"2020-2021, Guam, Overall",2-1,06/26/2021
12/26/2020,12/25/2021,National,National,0,0,2020,52,7,December Week 4,3,13,2020-2021,"Black, Non-Hispanic",3,0.3937,2.4677,36.9031,41.8385,36.9-41.8,"2020-2021, National, Black, Non-Hispanic",2-3,06/26/2021
12/26/2020,12/25/2021,National,National,0,0,2020,52,7,December Week 4,3,13,2020-2021,Hispanic,4,0.4923,2.1379,47.0961,51.372,47.1-51.4,"2020-2021, National, Hispanic",2-4,06/26/2021
12/26/2020,12/25/2021,National,National,0,0,2020,52,7,December Week 4,3,13,2020-2021,"Other, Non-Hispanic",5,0.5418,2.7226,51.459,56.9041,51.5-56.9,"2020-2021, National, Other, Non-Hispanic",2-5,06/26/2021
12/26/2020,12/25/2021,National,National,0,0,2020,52,7,December Week 4,3,13,2020-2021,"White, Non-Hispanic",7,0.5535,1.3051,54.0489,56.659,54.0-56.7,"2020-2021, National, White, Non-Hispanic",2-7,06/26/2021
01/02/2021,01/01/2022,Alabama,State,1,1,2020,53,7,January Week 1,4,14,2020-2021,Overall,1,0.4511,3.712,41.4026,48.8266,41.4-48.8,"2020-2021, Alabama, Overall",2-1,06/26/2021
01/02/2021,01/01/2022,Alaska,State,2,1,2020,53,7,January Week 1,4,14,2020-2021,Overall,1,0.4545,3.9791,41.4753,49.4335,41.5-49.4,"2020-2021, Alaska, Overall",2-1,06/26/2021
01/02/2021,01/01/2022,Arizona,State,3,1,2020,53,7,January Week 1,4,14,2020-2021,Overall,1,0.4624,3.6073,42.6278,49.8423,42.6-49.8,"2020-2021, Arizona, Overall",2-1,06/26/2021
01/02/2021,01/01/2022,Arkansas,State,4,1,2020,53,7,January Week 1,4,14,2020-2021,Overall,1,0.5159,3.8398,47.748,55.4276,47.7-55.4,"2020-2021, Arkansas, Overall",2-1,06/26/2021
01/02/2021,01/01/2022,California,State,5,1,2020,53,7,January Week 1,4,14,2020-2021,Overall,1,0.5145,2.7123,48.7337,54.1584,48.7-54.2,"2020-2021, California, Overall",2-1,06/26/2021
01/02/2021,01/01/2022,Colorado,State,6,1,2020,53,7,January Week 1,4,14,2020-2021,Overall,1,0.6005,3.8878,56.1594,63.9351,56.2-63.9,"2020-2021, Colorado, Overall",2-1,06/26/2021
01/02/2021,01/01/2022,Connecticut,State,7,1,2020,53,7,January Week 1,4,14,2020-2021,Overall,1,0.699,3.9142,65.9812,73.8095,66.0-73.8,"2020-2021, Connecticut, Overall",2-1,06/26/2021
01/02/2021,01/01/2022,Delaware,State,8,1,2020,53,7,January Week 1,4,14,2020-2021,Overall,1,0.5277,3.9303,48.8391,56.6997,48.8-56.7,"2020-2021, Delaware, Overall",2-1,06/26/2021
01/02/2021,01/01/2022,District of Columbia,State,9,1,2020,53,7,January Week 1,4,14,2020-2021,Overall,1,0.6462,3.3965,61.222,68.0149,61.2-68.0,"2020-2021, District of Columbia, Overall",2-1,06/26/2021
01/02/2021,01/01/2022,Florida,State,10,1,2020,53,7,January Week 1,4,14,2020-2021,Overall,1,0.4011,3.0661,37.0481,43.1804,37.0-43.2,"2020-2021, Florida, Overall",2-1,06/26/2021
01/02/2021,01/01/2022,Georgia,State,11,1,2020,53,7,January Week 1,4,14,2020-2021,Overall,1,0.4394,3.4501,40.4871,47.3873,40.5-47.4,"2020-2021, Georgia, Overall",2-1,06/26/2021
01/02/2021,01/01/2022,Hawaii,State,12,1,2020,53,7,January Week 1,4,14,2020-2021,Overall,1,0.547,4.8917,49.8126,59.596,49.8-59.6,"2020-2021, Hawaii, Overall",2-1,06/26/2021
01/02/2021,01/01/2022,Idaho,State,13,1,2020,53,7,January Week 1,4,14,2020-2021,Overall,1,0.4376,4.1056,39.6498,47.861,39.6-47.9,"2020-2021, Idaho, Overall",2-1,06/26/2021
01/02/2021,01/01/2022,Illinois,State,14,1,2020,53,7,January Week 1,4,14,2020-2021,Overall,1,0.5308,2.6724,50.4026,55.7475,50.4-55.7,"2020-2021, Illinois, Overall",2-1,06/26/2021
01/02/2021,01/01/2022,City of Chicago,Local,15,2,2020,53,7,January Week 1,4,14,2020-2021,Overall,1,0.5354,4.8548,48.6833,58.3928,48.7-58.4,"2020-2021, City of Chicago, Overall",2-1,06/26/2021
01/02/2021,01/01/2022,Indiana,State,17,1,2020,53,7,January Week 1,4,14,2020-2021,Overall,1,0.5115,3.7899,47.3593,54.9391,47.4-54.9,"2020-2021, Indiana, Overall",2-1,06/26/2021
01/02/2021,01/01/2022,Iowa,State,18,1,2020,53,7,January Week 1,4,14,2020-2021,Overall,1,0.5785,4.3553,53.4925,62.2031,53.5-62.2,"2020-2021, Iowa, Overall",2-1,06/26/2021
01/02/2021,01/01/2022,Kansas,State,19,1,2020,53,7,January Week 1,4,14,2020-2021,Overall,1,0.5271,4.1997,48.5058,56.9053,48.5-56.9,"2020-2021, Kansas, Overall",2-1,06/26/2021
01/02/2021,01/01/2022,Kentucky,State,20,1,2020,53,7,January Week 1,4,14,2020-2021,Overall,1,0.4731,3.4545,43.851,50.7599,43.9-50.8,"2020-2021, Kentucky, Overall",2-1,06/26/2021
01/02/2021,01/01/2022,Louisiana,State,21,1,2020,53,7,January Week 1,4,14,2020-2021,Overall,1,0.4562,3.3573,42.2585,48.9731,42.3-49.0,"2020-2021, Louisiana, Overall",2-1,06/26/2021
01/02/2021,01/01/2022,Maine,State,22,1,2020,53,7,January Week 1,4,14,2020-2021,Overall,1,0.6037,4.2623,56.1103,64.635,56.1-64.6,"2020-2021, Maine, Overall",2-1,06/26/2021
01/02/2021,01/01/2022,Maryland,State,23,1,2020,53,7,January Week 1,4,14,2020-2021,Overall,1,0.6395,2.9894,60.957,66.9357,61.0-66.9,"2020-2021, Maryland, Overall",2-1,06/26/2021
01/02/2021,01/01/2022,Massachusetts,State,24,1,2020,53,7,January Week 1,4,14,2020-2021,Overall,1,0.7556,4.0572,71.5063,79.6209,71.5-79.6,"2020-2021, Massachusetts, Overall",2-1,06/26/2021
01/02/2021,01/01/2022,Michigan,State,25,1,2020,53,7,January Week 1,4,14,2020-2021,Overall,1,0.5092,3.9973,46.9215,54.916,46.9-54.9,"2020-2021, Michigan, Overall",2-1,06/26/2021
01/02/2021,01/01/2022,Minnesota,State,26,1,2020,53,7,January Week 1,4,14,2020-2021,Overall,1,0.581,4.1238,53.9781,62.2257,54.0-62.2,"2020-2021, Minnesota, Overall",2-1,06/26/2021
01/02/2021,01/01/2022,Mississippi,State,27,1,2020,53,7,January Week 1,4,14,2020-2021,Overall,1,0.3798,3.7621,34.2155,41.7397,34.2-41.7,"2020-2021, Mississippi, Overall",2-1,06/26/2021
01/02/2021,01/01/2022,Missouri,State,28,1,2020,53,7,January Week 1,4,14,2020-2021,Overall,1,0.5402,3.6654,50.3511,57.6818,50.4-57.7,"2020-2021, Missouri, Overall",2-1,06/26/2021
01/02/2021,01/01/2022,Montana,State,29,1,2020,53,7,January Week 1,4,14,2020-2021,Overall,1,0.4757,3.852,43.7225,51.4264,43.7-51.4,"2020-2021, Montana, Overall",2-1,06/26/2021
01/02/2021,01/01/2022,Nebraska,State,30,1,2020,53,7,January Week 1,4,14,2020-2021,Overall,1,0.6883,5.4634,63.3626,74.2895,63.4-74.3,"2020-2021, Nebraska, Overall",2-1,06/26/2021
01/02/2021,01/01/2022,Nevada,State,31,1,2020,53,7,January Week 1,4,14,2020-2021,Overall,1,0.3895,4.209,34.7376,43.1557,34.7-43.2,"2020-2021, Nevada, Overall",2-1,06/26/2021
01/02/2021,01/01/2022,New Hampshire,State,32,1,2020,53,7,January Week 1,4,14,2020-2021,Overall,1,0.602,4.1912,56.0043,64.3867,56.0-64.4,"2020-2021, New Hampshire, Overall",2-1,06/26/2021
01/02/2021,01/01/2022,New Jersey,State,33,1,2020,53,7,January Week 1,4,14,2020-2021,Overall,1,0.6407,3.8857,60.1825,67.9539,60.2-68.0,"2020-2021, New Jersey, Overall",2-1,06/26/2021
01/02/2021,01/01/2022,New Mexico,State,34,1,2020,53,7,January Week 1,4,14,2020-2021,Overall,1,0.5103,4.2146,46.8157,55.2449,46.8-55.2,"2020-2021, New Mexico, Overall",2-1,06/26/2021
01/02/2021,01/01/2022,New York,State,35,1,2020,53,7,January Week 1,4,14,2020-2021,Overall,1,0.5957,3.1993,56.3736,62.7723,56.4-62.8,"2020-2021, New York, Overall",2-1,06/26/2021
01/02/2021,01/01/2022,New York City,Local,36,2,2020,53,7,January Week 1,4,14,2020-2021,Overall,1,0.5938,4.3032,55.0722,63.6786,55.1-63.7,"2020-2021, New York City, Overall",2-1,06/26/2021
01/02/2021,01/01/2022,North Carolina,State,38,1,2020,53,7,January Week 1,4,14,2020-2021,Overall,1,0.5382,3.8215,49.9991,57.6421,50.0-57.6,"2020-2021, North Carolina, Overall",2-1,06/26/2021
01/02/2021,01/01/2022,North Dakota,State,39,1,2020,53,7,January Week 1,4,14,2020-2021,Overall,1,0.596,5.4713,54.1289,65.0716,54.1-65.1,"2020-2021, North Dakota, Overall",2-1,06/26/2021
01/02/2021,01/01/2022,Ohio,State,40,1,2020,53,7,January Week 1,4,14,2020-2021,Overall,1,0.5564,4.1386,51.4987,59.776,51.5-59.8,"2020-2021, Ohio, Overall",2-1,06/26/2021
01/02/2021,01/01/2022,Oklahoma,State,41,1,2020,53,7,January Week 1,4,14,2020-2021,Overall,1,0.4436,3.6776,40.6829,48.038,40.7-48.0,"2020-2021, Oklahoma, Overall",2-1,06/26/2021
