time	sim_num	incidC	incidH	incidD
10/30/2022	1	2002.997119	80.52302833	2.177905615
10/31/2022	1	2727.535264	110.089902	2.177905615
11/1/2022	1	2727.535264	110.089902	2.809355165
11/2/2022	1	3707.273457	150.1363559	2.809355165
11/3/2022	1	3707.273457	150.1363559	3.703498866
11/4/2022	1	5022.195792	203.9695473	3.703498866
11/5/2022	1	5022.195792	203.9695473	4.966218585
11/6/2022	1	6771.384366	275.7285909	4.966218585
11/7/2022	1	6771.384366	275.7285909	6.736376417
11/8/2022	1	9286.466135	378.9387764	6.736376417
11/9/2022	1	9286.466135	378.9387764	9.195696747
11/10/2022	1	12752.52363	521.4731397	9.195696747
11/11/2022	1	12752.52363	521.4731397	12.58370331
11/12/2022	1	17249.29332	706.9457194	12.58370331
11/13/2022	1	17249.29332	706.9457194	17.21707838
11/14/2022	1	23013.61826	945.4330293	17.21707838
11/15/2022	1	23013.61826	945.4330293	23.50416934
11/16/2022	1	30156.51461	1241.966347	23.50416934
11/17/2022	1	30156.51461	1241.966347	31.97094075
11/18/2022	1	38651.29971	1596.105091	31.97094075
11/19/2022	1	38651.29971	1596.105091	43.29026256
11/20/2022	1	48222.8845	1997.327074	43.29026256
11/21/2022	1	48222.8845	1997.327074	59.60357817
11/22/2022	1	58270.11745	2421.737617	59.60357817
11/23/2022	1	58270.11745	2421.737617	82.18322098
11/24/2022	1	67853.23176	2830.764626	82.18322098
11/25/2022	1	67853.23176	2830.764626	111.6544213
11/26/2022	1	75817.96608	3176.184421	111.6544213
11/27/2022	1	75817.96608	3176.184421	149.7037994
11/28/2022	1	81057.92394	3410.940979	149.7037994
11/29/2022	1	81057.92394	3410.940979	197.2174826
11/30/2022	1	82834.90603	3502.578353	197.2174826
12/1/2022	1	82834.90603	3502.578353	254.2200167
12/2/2022	1	82623.54298	3510.487939	254.2200167
12/3/2022	1	82623.54298	3510.487939	319.0990902
12/4/2022	1	79616.9887	3399.968652	319.0990902
12/5/2022	1	79616.9887	3399.968652	388.1802291
12/6/2022	1	73255.68663	3145.206979	388.1802291
12/7/2022	1	73255.68663	3145.206979	455.4035657
12/8/2022	1	64204.20536	2772.338825	455.4035657
12/9/2022	1	64204.20536	2772.338825	512.9725482
12/10/2022	1	54307.46445	2358.458015	512.9725482
12/11/2022	1	54307.46445	2358.458015	553.0591592
12/12/2022	1	45125.48776	1970.65312	553.0591592
12/13/2022	1	45125.48776	1970.65312	570.1945501
12/14/2022	1	36937.63284	1621.950849	570.1945501
12/15/2022	1	36937.63284	1621.950849	573.8760269
12/16/2022	1	29928.64439	1321.289619	573.8760269
12/17/2022	1	29928.64439	1321.289619	558.1623748
12/18/2022	1	24100.22519	1069.644169	558.1623748
12/19/2022	1	24100.22519	1069.644169	518.510092
12/20/2022	1	19349.94837	863.32695	518.510092
12/21/2022	1	19349.94837	863.32695	458.9181843
12/22/2022	1	15530.36602	696.516206	458.9181843
12/23/2022	1	15530.36602	696.516206	391.9804613
12/24/2022	1	12485.49846	562.8506765	391.9804613
12/25/2022	1	12485.49846	562.8506765	328.8275743
12/26/2022	1	10070.18956	456.3025149	328.8275743
12/27/2022	1	10070.18956	456.3025149	271.6991502
12/28/2022	1	8158.423344	371.5734681	271.6991502
12/29/2022	1	8158.423344	371.5734681	222.1844815
12/30/2022	1	6645.326337	304.2126859	222.1844815
12/31/2022	1	6645.326337	304.2126859	180.5491014
1/1/2023	1	5445.954156	250.587772	180.5491014
1/2/2023	1	5445.954156	250.587772	146.2678799
1/3/2023	1	4492.704549	207.7889363	146.2678799
1/4/2023	1	4492.704549	207.7889363	118.4406427
1/5/2023	1	3732.379441	173.5135449	118.4406427
1/6/2023	1	3732.379441	173.5135449	96.05864664
1/7/2023	1	3123.404212	145.9531122	96.05864664
1/8/2023	1	3123.404212	145.9531122	78.15308085
1/9/2023	1	2470.972535	116.1703448	78.15308085
1/10/2023	1	2470.972535	116.1703448	63.86486898
1/11/2023	1	1851.418854	87.61396471	63.86486898
1/12/2023	1	1851.418854	87.61396471	52.46753834
1/13/2023	1	1402.32012	66.75985341	52.46753834
1/14/2023	1	1402.32012	66.75985341	43.36486611
1/15/2023	1	1074.491685	51.44065873	43.36486611
1/16/2023	1	1074.491685	51.44065873	36.0771037
1/17/2023	1	829.8793744	39.94538032	36.0771037
1/18/2023	1	829.8793744	39.94538032	30.22307344
1/19/2023	1	645.8549059	31.25202721	30.22307344
1/20/2023	1	645.8549059	31.25202721	25.50220561
1/21/2023	1	506.4676053	24.63476331	25.50220561
1/22/2023	1	506.4676053	24.63476331	20.35538507
1/23/2023	1	400.1874066	19.56534446	20.35538507
1/24/2023	1	400.1874066	19.56534446	15.39229604
1/25/2023	1	318.6176502	15.65678079	15.39229604
1/26/2023	1	318.6176502	15.65678079	11.76015159
1/27/2023	1	255.6081819	12.6241286	11.76015159
1/28/2023	1	255.6081819	12.6241286	9.086012916
1/29/2023	1	206.6274023	10.25644873	9.086012916
1/30/2023	1	206.6274023	10.25644873	7.074351779
1/31/2023	1	168.316517	8.396689579	7.074351779
2/1/2023	1	168.316517	8.396689579	5.549175666
2/2/2023	1	138.1720725	6.927300772	5.549175666
2/3/2023	1	138.1720725	6.927300772	4.385316672
2/4/2023	1	114.3170622	5.759801588	4.385316672
2/5/2023	1	114.3170622	5.759801588	3.491490277
2/6/2023	1	95.33603908	4.827214744	3.491490277
2/7/2023	1	95.33603908	4.827214744	2.800681497
2/8/2023	1	85.64840978	4.354889993	2.800681497
2/9/2023	1	85.64840978	4.354889993	2.263433632
2/10/2023	1	80.79374998	4.125383122	2.263433632
2/11/2023	1	80.79374998	4.125383122	1.843040752
2/12/2023	1	75.76571479	3.886676048	1.843040752
2/13/2023	1	75.76571479	3.886676048	1.512114978
2/14/2023	1	71.77358933	3.699404402	1.512114978
2/15/2023	1	71.77358933	3.699404402	1.250110014
2/16/2023	1	68.74370623	3.560216892	1.250110014
2/17/2023	1	68.74370623	3.560216892	1.041522517
2/18/2023	1	66.64906537	3.468275061	1.041522517
2/19/2023	1	66.64906537	3.468275061	0.874590098
2/20/2023	1	65.48408481	3.423915582	0.874590098
2/21/2023	1	65.48408481	3.423915582	0.790643227
2/22/2023	1	65.25569751	3.428169923	0.790643227
2/23/2023	1	65.25569751	3.428169923	0.750455663
2/24/2023	1	65.97053779	3.482084985	0.750455663
2/25/2023	1	65.97053779	3.482084985	0.708312616
2/26/2023	1	67.62054401	3.585951506	0.708312616
2/27/2023	1	67.62054401	3.585951506	0.675346062
2/28/2023	1	70.17075354	3.738628121	0.675346062
3/1/2023	1	70.17075354	3.738628121	0.65101173
3/2/2023	1	73.55440207	3.937237515	0.65101173
3/3/2023	1	73.55440207	3.937237515	0.635210872
3/4/2023	1	77.67750559	4.177368508	0.635210872
3/5/2023	1	77.67750559	4.177368508	0.628052347
3/6/2023	1	82.43335709	4.453819148	0.628052347
3/7/2023	1	82.43335709	4.453819148	0.629770052
3/8/2023	1	77.17739494	4.192546466	0.629770052
3/9/2023	1	77.17739494	4.192546466	0.640598102
3/10/2023	1	66.41402081	3.627759181	0.640598102
3/11/2023	1	66.41402081	3.627759181	0.660627444
3/12/2023	1	58.89612807	3.232926066	0.660627444
3/13/2023	1	58.89612807	3.232926066	0.689684125
3/14/2023	1	52.39371759	2.889591947	0.689684125
3/15/2023	1	52.39371759	2.889591947	0.727270058
3/16/2023	1	46.77928735	2.591821879	0.727270058
3/17/2023	1	46.77928735	2.591821879	0.772597791
3/18/2023	1	41.9420811	2.334301185	0.772597791
3/19/2023	1	41.9420811	2.334301185	0.824727293
3/20/2023	1	37.777484	2.111863501	0.824727293
3/21/2023	1	37.777484	2.111863501	0.77710748
3/22/2023	1	34.1917708	1.919802845	0.77710748
3/23/2023	1	34.1917708	1.919802845	0.673059863
3/24/2023	1	31.10323428	1.753970901	0.673059863
3/25/2023	1	31.10323428	1.753970901	0.60042695
3/26/2023	1	28.44156304	1.610771118	0.60042695
3/27/2023	1	28.44156304	1.610771118	0.537219425
3/28/2023	1	26.14678979	1.487118088	0.537219425
3/29/2023	1	26.14678979	1.487118088	0.482355978
3/30/2023	1	24.16826237	1.380393619	0.482355978
3/31/2023	1	24.16826237	1.380393619	0.434870513
4/1/2023	1	22.46324345	1.288381763	0.434870513
4/2/2023	1	22.46324345	1.288381763	0.393822286
4/3/2023	1	20.99568202	1.209208743	0.393822286
4/4/2023	1	20.99568202	1.209208743	0.358354479
4/5/2023	1	19.73512988	1.141288618	0.358354479
4/6/2023	1	19.73512988	1.141288618	0.327710864
4/7/2023	1	18.65599748	1.083286032	0.327710864
4/8/2023	1	18.65599748	1.083286032	0.301234114
4/9/2023	1	19.00194084	1.107396796	0.301234114
4/10/2023	1	19.00194084	1.107396796	0.278360604
4/11/2023	1	20.12309289	1.177080073	0.278360604
4/12/2023	1	20.12309289	1.177080073	0.258611615
4/13/2023	1	20.99211914	1.232741866	0.258611615
4/14/2023	1	20.99211914	1.232741866	0.241581203
4/15/2023	1	21.91196002	1.291848531	0.241581203
4/16/2023	1	21.91196002	1.291848531	0.226925678
4/17/2023	1	22.8804182	1.354271015	0.226925678
4/18/2023	1	22.8804182	1.354271015	0.214354557
4/19/2023	1	23.90824703	1.420661536	0.214354557
4/20/2023	1	23.90824703	1.420661536	0.203623116
4/21/2023	1	25.00605417	1.491680607	0.203623116
4/22/2023	1	25.00605417	1.491680607	0.208337772
4/23/2023	1	26.18480552	1.568024353	0.208337772
4/24/2023	1	26.18480552	1.568024353	0.221631065
4/25/2023	1	27.455884	1.650426891	0.221631065
4/26/2023	1	27.455884	1.650426891	0.232286779
4/27/2023	1	28.8314927	1.73968079	0.232286779
4/28/2023	1	28.8314927	1.73968079	0.243600712
4/29/2023	1	30.32471406	1.836642898	0.243600712
4/30/2023	1	30.32471406	1.836642898	0.255550494
5/1/2023	1	31.94965612	1.94224443	0.255550494
5/2/2023	1	31.94965612	1.94224443	0.268261289
5/3/2023	1	33.72159919	2.057501248	0.268261289
5/4/2023	1	33.72159919	2.057501248	0.28185966
5/5/2023	1	35.65753658	2.183544031	0.28185966
5/6/2023	1	35.65753658	2.183544031	0.29647829
5/7/2023	1	37.77625588	2.321627885	0.29647829
5/8/2023	1	37.77625588	2.321627885	0.312258017
5/9/2023	1	38.67117767	2.385485645	0.312258017
5/10/2023	1	38.67117767	2.385485645	0.32935093
5/11/2023	1	38.85350812	2.405546834	0.32935093
5/12/2023	1	38.85350812	2.405546834	0.347921118
5/13/2023	1	39.44205259	2.450621609	0.347921118
5/14/2023	1	39.44205259	2.450621609	0.368146779
5/15/2023	1	40.1355661	2.502386102	0.368146779
5/16/2023	1	40.1355661	2.502386102	0.390223419
5/17/2023	1	40.95380715	2.562165793	0.390223419
5/18/2023	1	40.95380715	2.562165793	0.414368608
5/19/2023	1	41.90324839	2.630456312	0.414368608
5/20/2023	1	41.90324839	2.630456312	0.440822952
5/21/2023	1	42.99188421	2.707847084	0.440822952
5/22/2023	1	42.99188421	2.707847084	0.453182091
5/23/2023	1	44.22887084	2.795004635	0.453182091
5/24/2023	1	44.22887084	2.795004635	0.457228831
5/25/2023	1	45.62503615	2.892703159	0.457228831
5/26/2023	1	45.62503615	2.892703159	0.466043587
5/27/2023	1	47.19283134	3.001827237	0.466043587
10/30/2022	2	4348.70476	242.9438951	34.97494142
10/31/2022	2	4382.46126	245.1352339	34.97494142
11/1/2022	2	4382.46126	245.1352339	35.46422601
11/2/2022	2	4413.955103	247.2286309	35.46422601
11/3/2022	2	4413.955103	247.2286309	35.97762513
11/4/2022	2	4443.28414	249.2261355	35.97762513
11/5/2022	2	4443.28414	249.2261355	36.48171026
11/6/2022	2	4470.229077	251.1194288	36.48171026
11/7/2022	2	4470.229077	251.1194288	36.95440003
11/8/2022	2	7059.739874	394.4451393	36.95440003
11/9/2022	2	7059.739874	394.4451393	37.3952562
11/10/2022	2	12136.10862	677.938304	37.3952562
11/11/2022	2	12136.10862	677.938304	37.8149917
11/12/2022	2	19171.93293	1073.077612	37.8149917
11/13/2022	2	19171.93293	1073.077612	38.22493226
11/14/2022	2	29589.35702	1660.181565	38.22493226
11/15/2022	2	29589.35702	1660.181565	38.62573306
11/16/2022	2	43713.53609	2459.7999	38.62573306
11/17/2022	2	43713.53609	2459.7999	39.0151395
11/18/2022	2	60914.31101	3439.466115	39.0151395
