time	sim_num	incidC	incidH	incidD
11/19/2022	2	60914.31101	3439.466115	39.39997519
11/20/2022	2	78683.90029	4460.804516	39.39997519
11/21/2022	2	78683.90029	4460.804516	61.97522487
11/22/2022	2	92751.03065	5283.425489	61.97522487
11/23/2022	2	92751.03065	5283.425489	106.7692716
11/24/2022	2	98865.58312	5662.577341	106.7692716
11/25/2022	2	98865.58312	5662.577341	169.4768666
11/26/2022	2	95382.33444	5496.337607	169.4768666
11/27/2022	2	95382.33444	5496.337607	263.0522885
11/28/2022	2	84206.22362	4884.118044	263.0522885
11/29/2022	2	84206.22362	4884.118044	391.1658224
11/30/2022	2	69223.76459	4042.504803	391.1658224
12/1/2022	2	69223.76459	4042.504803	549.1026627
12/2/2022	2	50209.31517	2956.678029	549.1026627
12/3/2022	2	50209.31517	2956.678029	715.0307531
12/4/2022	2	33709.54205	2002.364788	715.0307531
12/5/2022	2	33709.54205	2002.364788	850.4878021
12/6/2022	2	22955.39291	1373.666642	850.4878021
12/7/2022	2	22955.39291	1373.666642	915.70113
12/8/2022	2	16334.61134	982.9694304	915.70113
12/9/2022	2	16334.61134	982.9694304	893.061485
12/10/2022	2	12022.34711	726.9198106	893.061485
12/11/2022	2	12022.34711	726.9198106	797.2796369
12/12/2022	2	8822.696403	536.1294019	797.2796369
12/13/2022	2	8822.696403	536.1294019	662.8301543
12/14/2022	2	6518.178429	398.0676295	662.8301543
12/15/2022	2	6518.178429	398.0676295	486.7679915
12/16/2022	2	4862.254599	298.4092367	486.7679915
12/17/2022	2	4862.254599	298.4092367	330.94659
12/18/2022	2	3666.437815	226.1272553	330.94659
12/19/2022	2	3666.437815	226.1272553	227.9603128
12/20/2022	2	2796.424126	173.3187144	227.9603128
12/21/2022	2	2796.424126	173.3187144	163.8374311
12/22/2022	2	2158.013264	134.4116942	163.8374311
12/23/2022	2	2158.013264	134.4116942	121.7028197
12/24/2022	2	1685.265627	105.4878636	121.7028197
12/25/2022	2	1685.265627	105.4878636	90.15433262
12/26/2022	2	1331.89995	83.7856151	90.15433262
12/27/2022	2	1331.89995	83.7856151	67.2296174
12/28/2022	2	1065.272011	67.34955787	67.2296174
12/29/2022	2	1065.272011	67.34955787	50.61567547
12/30/2022	2	862.2125683	54.78688446	50.61567547
12/31/2022	2	862.2125683	54.78688446	38.51850212
1/1/2023	2	706.1581026	45.09855141	38.51850212
1/2/2023	2	706.1581026	45.09855141	29.64633181
1/3/2023	2	585.1744855	37.56236613	29.64633181
1/4/2023	2	585.1744855	37.56236613	23.08492557
1/5/2023	2	490.5951268	31.65221736	23.08492557
1/6/2023	2	490.5951268	31.65221736	18.18904695
1/7/2023	2	416.0715275	26.98155665	18.18904695
1/8/2023	2	416.0715275	26.98155665	14.50232563
1/9/2023	2	316.5084326	20.6653094	14.50232563
1/10/2023	2	316.5084326	20.6653094	11.70051615
1/11/2023	2	241.2944407	15.84998294	11.70051615
1/12/2023	2	241.2944407	15.84998294	9.551882311
1/13/2023	2	204.1151219	13.46823036	9.551882311
1/14/2023	2	204.1151219	13.46823036	7.889623354
1/15/2023	2	171.4176734	11.36694789	7.889623354
1/16/2023	2	171.4176734	11.36694789	6.592777405
1/17/2023	2	145.1309771	9.672270293	6.592777405
1/18/2023	2	145.1309771	9.672270293	5.572934596
1/19/2023	2	124.1424006	8.31520008	5.572934596
1/20/2023	2	124.1424006	8.31520008	4.764918538
1/21/2023	2	107.3029433	7.223518865	4.764918538
1/22/2023	2	107.3029433	7.223518865	3.658526587
1/23/2023	2	93.71889277	6.340852194	3.658526587
1/24/2023	2	93.71889277	6.340852194	2.813356468
1/25/2023	2	82.71099181	5.624249426	2.813356468
1/26/2023	2	82.71099181	5.624249426	2.397309723
1/27/2023	2	73.76159376	5.040904059	2.397309723
1/28/2023	2	73.76159376	5.040904059	2.028572043
1/29/2023	2	66.473461	4.565603124	2.028572043
1/30/2023	2	66.473461	4.565603124	1.730447348
1/31/2023	2	60.53988963	4.178859451	1.730447348
2/1/2023	2	60.53988963	4.178859451	1.491226633
2/2/2023	2	55.72343007	3.865571274	1.491226633
2/3/2023	2	55.72343007	3.865571274	1.298436387
2/4/2023	2	51.83878251	3.613957104	1.298436387
2/5/2023	2	51.83878251	3.613957104	1.142304471
2/6/2023	2	48.73994382	3.414743979	1.142304471
2/7/2023	2	48.73994382	3.414743979	1.015372377
2/8/2023	2	41.3829583	2.916575201	1.015372377
2/9/2023	2	41.3829583	2.916575201	0.911931359
2/10/2023	2	32.67656303	2.317150492	0.911931359
2/11/2023	2	32.67656303	2.317150492	0.827584284
2/12/2023	2	26.72043141	1.904981949	0.827584284
2/13/2023	2	26.72043141	1.904981949	0.758930303
2/14/2023	2	22.13043171	1.585789594	0.758930303
2/15/2023	2	22.13043171	1.585789594	0.703330355
2/16/2023	2	18.50555271	1.332595209	0.703330355
2/17/2023	2	18.50555271	1.332595209	0.658722689
2/18/2023	2	15.61937271	1.130199774	0.658722689
2/19/2023	2	15.61937271	1.130199774	0.623483163
2/20/2023	2	13.30694356	0.967462635	0.623483163
2/21/2023	2	13.30694356	0.967462635	0.533290911
2/22/2023	2	11.44291654	0.835862184	0.533290911
2/23/2023	2	11.44291654	0.835862184	0.42426718
2/24/2023	2	9.931428936	0.728844266	0.42426718
2/25/2023	2	9.931428936	0.728844266	0.349309181
2/26/2023	2	8.698789755	0.641347352	0.349309181
2/27/2023	2	8.698789755	0.641347352	0.291205969
2/28/2023	2	7.688109191	0.569447998	0.291205969
3/1/2023	2	7.688109191	0.569447998	0.245064396
3/2/2023	2	6.855392098	0.510100951	0.245064396
3/3/2023	2	6.855392098	0.510100951	0.208138136
3/4/2023	2	6.166468952	0.460934451	0.208138136
3/5/2023	2	6.166468952	0.460934451	0.178414238
3/6/2023	2	5.594710309	0.420096071	0.178414238
3/7/2023	2	5.594710309	0.420096071	0.1543522
3/8/2023	2	5.59161666	0.421486865	0.1543522
3/9/2023	2	5.59161666	0.421486865	0.134765792
3/10/2023	2	5.860296479	0.443516317	0.134765792
3/11/2023	2	5.860296479	0.443516317	0.118737559
3/12/2023	2	6.025659968	0.458042527	0.118737559
3/13/2023	2	6.025659968	0.458042527	0.105555955
3/14/2023	2	6.208244529	0.474028582	0.105555955
3/15/2023	2	6.208244529	0.474028582	0.094668034
3/16/2023	2	6.417847005	0.492223034	0.094668034
3/17/2023	2	6.417847005	0.492223034	0.085642569
3/18/2023	2	6.660820851	0.513132497	0.085642569
3/19/2023	2	6.660820851	0.513132497	0.078142451
3/20/2023	2	6.944410113	0.537345723	0.078142451
3/21/2023	2	6.944410113	0.537345723	0.078497854
3/22/2023	2	7.27749327	0.565590839	0.078497854
3/23/2023	2	7.27749327	0.565590839	0.082695885
3/24/2023	2	7.672166	0.598858429	0.082695885
3/25/2023	2	7.672166	0.598858429	0.08549337
3/26/2023	2	8.145954954	0.638580666	0.08549337
3/27/2023	2	8.145954954	0.638580666	0.088565353
3/28/2023	2	8.725155368	0.686902978	0.088565353
3/29/2023	2	8.725155368	0.686902978	0.092053343
3/30/2023	2	9.449338599	0.747052148	0.092053343
3/31/2023	2	9.449338599	0.747052148	0.096053458
4/1/2023	2	10.37509858	0.823657049	0.096053458
4/2/2023	2	10.37509858	0.823657049	0.100677284
4/3/2023	2	11.57423814	0.922634634	0.100677284
4/4/2023	2	11.57423814	0.922634634	0.106063119
4/5/2023	2	13.11779284	1.049941986	0.106063119
4/6/2023	2	13.11779284	1.049941986	0.112398758
4/7/2023	2	15.04287089	1.2089127	0.112398758
4/8/2023	2	15.04287089	1.2089127	0.11995526
4/9/2023	2	17.54801462	1.415892014	0.11995526
4/10/2023	2	17.54801462	1.415892014	0.129139013
4/11/2023	2	20.48754641	1.659753104	0.129139013
4/12/2023	2	20.48754641	1.659753104	0.14056094
4/13/2023	2	23.6562622	1.924257853	0.14056094
4/14/2023	2	23.6562622	1.924257853	0.15509757
4/15/2023	2	27.13315076	2.216001245	0.15509757
4/16/2023	2	27.13315076	2.216001245	0.173870469
4/17/2023	2	30.99182667	2.541275893	0.173870469
4/18/2023	2	30.99182667	2.541275893	0.198012037
4/19/2023	2	35.31345515	2.907105827	0.198012037
4/20/2023	2	35.31345515	2.907105827	0.228161571
4/21/2023	2	40.19264603	3.321725571	0.228161571
4/22/2023	2	40.19264603	3.321725571	0.267419529
4/23/2023	2	45.7369825	3.794565701	0.267419529
4/24/2023	2	45.7369825	3.794565701	0.313695497
4/25/2023	2	52.06821556	4.33637566	0.313695497
4/26/2023	2	52.06821556	4.33637566	0.363930171
4/27/2023	2	59.32576028	4.959518633	0.363930171
4/28/2023	2	59.32576028	4.959518633	0.419379624
4/29/2023	2	67.66999996	5.678281527	0.419379624
4/30/2023	2	67.66999996	5.678281527	0.481244013
5/1/2023	2	77.28636615	6.50925288	0.481244013
5/2/2023	2	77.28636615	6.50925288	0.550865692
5/3/2023	2	88.38989636	7.471750504	0.550865692
5/4/2023	2	88.38989636	7.471750504	0.629818571
5/5/2023	2	101.2320638	8.588413667	0.629818571
5/6/2023	2	101.2320638	8.588413667	0.719905399
5/7/2023	2	116.1065091	9.88575944	0.719905399
5/8/2023	2	116.1065091	9.88575944	0.823185116
5/9/2023	2	119.7054348	10.23267011	0.823185116
5/10/2023	2	119.7054348	10.23267011	0.942026437
5/11/2023	2	116.1894556	9.97100372	0.942026437
5/12/2023	2	116.1894556	9.97100372	1.079167112
5/13/2023	2	115.8739131	9.979594845	1.079167112
5/14/2023	2	115.8739131	9.979594845	1.237787108
5/15/2023	2	115.9817829	10.0238042	1.237787108
5/16/2023	2	115.9817829	10.0238042	1.421595208
5/17/2023	2	116.4308933	10.09716454	1.421595208
5/18/2023	2	116.4308933	10.09716454	1.634937848
5/19/2023	2	117.2331015	10.20112998	1.634937848
5/20/2023	2	117.2331015	10.20112998	1.882904662
5/21/2023	2	118.393729	10.33654132	1.882904662
5/22/2023	2	118.393729	10.33654132	1.949789144
5/23/2023	2	119.9183569	10.50424215	1.949789144
5/24/2023	2	119.9183569	10.50424215	1.900740095
5/25/2023	2	121.8128264	10.70506353	1.900740095
5/26/2023	2	121.8128264	10.70506353	1.903296729
5/27/2023	2	124.0801291	10.93958058	1.903296729
10/30/2022	3	1350.195423	77.36912272	2.621416497
10/31/2022	3	1755.499225	101.4139139	2.621416497
11/1/2022	3	1755.499225	101.4139139	3.233101332
11/2/2022	3	2253.60044	131.056092	3.233101332
11/3/2022	3	2253.60044	131.056092	4.089257509
11/4/2022	3	2860.446921	167.2380002	4.089257509
11/5/2022	3	2860.446921	167.2380002	5.294632491
11/6/2022	3	3599.657622	211.4377285	5.294632491
11/7/2022	3	3599.657622	211.4377285	6.975477715
11/8/2022	3	4241.614422	250.3213209	6.975477715
11/9/2022	3	4241.614422	250.3213209	9.261141188
11/10/2022	3	4858.816611	287.8283704	9.261141188
11/11/2022	3	4858.816611	287.8283704	12.25896724
11/12/2022	3	5630.028492	334.5031992	12.25896724
11/13/2022	3	5630.028492	334.5031992	16.05494765
11/14/2022	3	6507.805508	387.7436886	16.05494765
11/15/2022	3	6507.805508	387.7436886	20.74092592
11/16/2022	3	7495.103775	447.7539987	20.74092592
11/17/2022	3	7495.103775	447.7539987	26.46810098
11/18/2022	3	8594.505122	514.7334857	26.46810098
11/19/2022	3	8594.505122	514.7334857	33.48785132
11/20/2022	3	9804.477247	588.6800734	33.48785132
11/21/2022	3	9804.477247	588.6800734	39.69810995
11/22/2022	3	11118.92093	669.4139654	39.69810995
11/23/2022	3	11118.92093	669.4139654	45.70409429
11/24/2022	3	12525.11803	756.2700889	45.70409429
11/25/2022	3	12525.11803	756.2700889	53.18497448
11/26/2022	3	14003.06437	848.0897679	53.18497448
11/27/2022	3	14003.06437	848.0897679	61.75702247
11/28/2022	3	15524.96603	943.2571001	61.75702247
11/29/2022	3	15524.96603	943.2571001	71.45651589
11/30/2022	3	17055.40032	1039.750201	71.45651589
12/1/2022	3	17055.40032	1039.750201	82.31613495
12/2/2022	3	19672.5305	1202.66254	82.31613495
12/3/2022	3	19672.5305	1202.66254	94.33051073
12/4/2022	3	22926.51169	1406.108314	94.33051073
12/5/2022	3	22926.51169	1406.108314	107.5042166
12/6/2022	3	25943.51699	1597.045688	107.5042166
12/7/2022	3	25943.51699	1597.045688	121.7651456
12/8/2022	3	32409.98183	2000.184516	121.7651456
12/9/2022	3	32409.98183	2000.184516	136.9306866
12/10/2022	3	40870.62664	2530.858122	136.9306866
12/11/2022	3	40870.62664	2530.858122	152.7226448
12/12/2022	3	48364.47631	3007.290726	152.7226448
12/13/2022	3	48364.47631	3007.290726	168.8344216
12/14/2022	3	54711.40105	3416.788588	168.8344216
12/15/2022	3	54711.40105	3416.788588	195.8989666
12/16/2022	3	58914.12399	3696.085154	195.8989666
12/17/2022	3	58914.12399	3696.085154	229.7734014
12/18/2022	3	60287.99421	3800.286573	229.7734014
12/19/2022	3	60287.99421	3800.286573	261.8246547
12/20/2022	3	58699.1323	3718.338013	261.8246547
12/21/2022	3	58699.1323	3718.338013	329.0459167
12/22/2022	3	54581.63523	3474.97002	329.0459167
12/23/2022	3	54581.63523	3474.97002	417.7839692
12/24/2022	3	48746.77542	3119.451656	417.7839692
12/25/2022	3	48746.77542	3119.451656	498.1561515
12/26/2022	3	42100.01577	2708.119019	498.1561515
12/27/2022	3	42100.01577	2708.119019	567.9859238
12/28/2022	3	35410.40383	2289.715949	567.9859238
12/29/2022	3	35410.40383	2289.715949	616.605373
12/30/2022	3	29201.95031	1898.151375	616.605373
12/31/2022	3	29201.95031	1898.151375	636.2587551
1/1/2023	3	23753.13269	1552.055203	636.2587551
1/2/2023	3	23753.13269	1552.055203	624.7609376
1/3/2023	3	19153.84361	1258.07969	624.7609376
1/4/2023	3	19153.84361	1258.07969	585.9337453
1/5/2023	3	15374.85732	1015.150764	585.9337453
1/6/2023	3	15374.85732	1015.150764	527.8198054
1/7/2023	3	12325.72372	818.0971181	527.8198054
1/8/2023	3	12325.72372	818.0971181	459.7898948
1/9/2023	3	8792.876883	587.8536434	459.7898948
1/10/2023	3	8792.876883	587.8536434	390.0614756
1/11/2023	3	5578.327168	376.2174503	390.0614756
1/12/2023	3	5578.327168	376.2174503	324.4308453
1/13/2023	3	3585.207778	243.6895441	324.4308453
1/14/2023	3	3585.207778	243.6895441	266.1480475
1/15/2023	3	2348.643449	160.7500195	266.1480475
1/16/2023	3	2348.643449	160.7500195	216.4409067
1/17/2023	3	1556.702514	107.2308446	216.4409067
1/18/2023	3	1556.702514	107.2308446	175.2151726
1/19/2023	3	1040.941021	72.13816756	175.2151726
1/20/2023	3	1040.941021	72.13816756	141.6617427
1/21/2023	3	701.6267464	48.90537028	141.6617427
1/22/2023	3	701.6267464	48.90537028	102.0703285
1/23/2023	3	476.7030677	33.41349253	102.0703285
1/24/2023	3	476.7030677	33.41349253	65.48126343
1/25/2023	3	326.6255033	23.01838877	65.48126343
1/26/2023	3	326.6255033	23.01838877	42.52684748
1/27/2023	3	225.8794314	16.0025156	42.52684748
1/28/2023	3	225.8794314	16.0025156	28.13294065
1/29/2023	3	157.8615766	11.24128783	28.13294065
1/30/2023	3	157.8615766	11.24128783	18.82206796
1/31/2023	3	111.6864622	7.993022968	18.82206796
2/1/2023	3	111.6864622	7.993022968	12.70032129
2/2/2023	3	80.16582323	5.765184116	12.70032129
2/3/2023	3	80.16582323	5.765184116	8.635912604
2/4/2023	3	58.52038722	4.228522882	8.635912604
