id,Country,2021-05-09,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-15,2021-05-16,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-22,2021-05-23,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-29,2021-05-30,2021-05-31,2021-06-01,2021-06-02,2021-06-03,2021-06-04,2021-06-05,2021-06-06,2021-06-07,2021-06-08,2021-06-09,2021-06-10,2021-06-11,2021-06-12,2021-06-13,2021-06-14,2021-06-15,2021-06-16,2021-06-17,2021-06-18,2021-06-19,2021-06-20,2021-06-21,2021-06-22,2021-06-23,2021-06-24,2021-06-25,2021-06-26,2021-06-27,2021-06-28,2021-06-29,2021-06-30,2021-07-01,2021-07-02,2021-07-03,2021-07-04,2021-07-05,2021-07-06,2021-07-07,2021-07-08,2021-07-09,2021-07-10,2021-07-11,2021-07-12,2021-07-13,2021-07-14,2021-07-15,2021-07-16,2021-07-17,2021-07-18,2021-07-19,2021-07-20,2021-07-21,2021-07-22,2021-07-23,2021-07-24,2021-07-25,2021-07-26,2021-07-27,2021-07-28,2021-07-29,2021-07-30,2021-07-31,2021-08-01,2021-08-02,2021-08-03,2021-08-04,2021-08-05,2021-08-06,2021-08-07,2021-08-08,2021-08-09,2021-08-10,2021-08-11,2021-08-12,2021-08-13,2021-08-14,2021-08-15,2021-08-16,2021-08-17,2021-08-18,2021-08-19,2021-08-20,2021-08-21,2021-08-22,2021-08-23,2021-08-24,2021-08-25,2021-08-26,2021-08-27,2021-08-28,2021-08-29,2021-08-30,2021-08-31,2021-09-01,2021-09-02,2021-09-03,2021-09-04,2021-09-05,2021-09-06,2021-09-07,2021-09-08,2021-09-09,2021-09-10,2021-09-11,2021-09-12,2021-09-13,2021-09-14,2021-09-15,2021-09-16,2021-09-17,2021-09-18,2021-09-19,2021-09-20,2021-09-21,2021-09-22,2021-09-23,2021-09-24,2021-09-25,2021-09-26,2021-09-27,2021-09-28,2021-09-29,2021-09-30,2021-10-01,2021-10-02,2021-10-03,2021-10-04,2021-10-05,2021-10-06,2021-10-07,2021-10-08,2021-10-09,2021-10-10,2021-10-11,2021-10-12,2021-10-13,2021-10-14,2021-10-15,2021-10-16,2021-10-17,2021-10-18,2021-10-19,2021-10-20,2021-10-21,2021-10-22,2021-10-23,2021-10-24,2021-10-25,2021-10-26,2021-10-27,2021-10-28,2021-10-29,2021-10-30,2021-10-31,2021-11-01,2021-11-02,2021-11-03,2021-11-04,2021-11-05,2021-11-06,2021-11-07,2021-11-08,2021-11-09,2021-11-10,2021-11-11,2021-11-12,2021-11-13,2021-11-14,2021-11-15,2021-11-16,2021-11-17,2021-11-18,2021-11-19,2021-11-20,2021-11-21,2021-11-22,2021-11-23,2021-11-24,2021-11-25
0,"Washington",413980,415126,416242,417334,418393,419421,420417,421379,422310,423208,424074,424906,425705,426471,427205,427905,428574,429211,429817,430392,430937,431453,431940,432399,432832,433238,433620,433977,434311,434623,434913,435184,435434,435667,435882,436080,436263,436431,436586,436728,436857,436976,437083,437181,437270,437351,437424,437490,437549,437602,437650,437693,437731,437765,437796,437822,437846,437867,437886,437902,437917,437929,437940,437950,437958,437966,437972,437977,437982,437986,437989,437992,437995,437997,437999,438001,438002,438003,438004,438005,438005,438006,438006,438007,438007,438007,438007,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008,438008
1,"Illinois",1354869,1357012,1359107,1361148,1363126,1365037,1366886,1368677,1370414,1372089,1373702,1375251,1376739,1378166,1379532,1380838,1382084,1383271,1384401,1385473,1386490,1387452,1388362,1389220,1390028,1390788,1391501,1392170,1392795,1393379,1393924,1394431,1394902,1395339,1395743,1396117,1396461,1396779,1397071,1397339,1397584,1397808,1398013,1398199,1398368,1398522,1398661,1398787,1398900,1399002,1399094,1399176,1399250,1399316,1399374,1399426,1399473,1399514,1399550,1399582,1399610,1399635,1399656,1399675,1399692,1399706,1399719,1399730,1399739,1399747,1399754,1399760,1399765,1399770,1399773,1399776,1399779,1399781,1399783,1399785,1399786,1399787,1399788,1399789,1399790,1399790,1399791,1399791,1399792,1399792,1399792,1399792,1399792,1399792,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793,1399793
2,"California",3758137,3759904,3761646,3763370,3765076,3766761,3768419,3770051,3771651,3773219,3774755,3776258,3777724,3779154,3780545,3781896,3783207,3784477,3785705,3786890,3788033,3789132,3790188,3791201,3792171,3793098,3793983,3794825,3795626,3796386,3797106,3797787,3798430,3799035,3799605,3800140,3800641,3801109,3801547,3801954,3802333,3802685,3803010,3803311,3803589,3803844,3804079,3804295,3804492,3804672,3804836,3804985,3805120,3805242,3805353,3805453,3805542,3805623,3805695,3805759,3805817,3805868,3805913,3805953,3805989,3806020,3806048,3806072,3806093,3806111,3806127,3806141,3806153,3806163,3806172,3806180,3806186,3806192,3806197,3806201,3806204,3806207,3806210,3806212,3806214,3806215,3806216,3806217,3806218,3806219,3806219,3806220,3806220,3806220,3806221,3806221,3806221,3806221,3806221,3806221,3806221,3806222,3806222,3806222,3806222,3806222,3806222,3806222,3806222,3806222,3806222,3806222,3806222,3806222,3806222,3806222,3806222,3806222,3806222,3806222,3806222,3806222,3806222,3806222,3806222,3806222,3806222,3806222,3806222,3806222,3806222,3806222,3806222,3806222,3806222,3806222,3806222,3806222,3806222,3806222,3806222,3806222,3806222,3806222,3806222,3806222,3806222,3806222,3806222,3806222,3806222,3806222,3806222,3806222,3806222,3806222,3806222,3806222,3806222,3806222,3806222,3806222,3806222,3806222,3806222,3806222,3806222,3806222,3806222,3806222,3806222,3806222,3806222,3806222,3806222,3806222,3806222,3806222,3806222,3806222,3806222,3806222,3806222,3806222,3806222,3806222,3806222,3806222,3806222,3806222,3806222,3806222,3806222,3806222,3806222,3806222,3806222,3806222,3806222,3806222,3806222
3,"Arizona",868830,869507,870174,870835,871484,872119,872740,873346,873943,874527,875096,875650,876189,876713,877222,877715,878193,878654,879099,879528,879940,880337,880717,881082,881430,881763,882080,882382,882670,882942,883200,883445,883675,883893,884098,884290,884470,884640,884798,884945,885083,885211,885329,885439,885541,885635,885722,885802,885875,885942,886004,886060,886111,886158,886200,886239,886274,886305,886333,886359,886381,886402,886420,886436,886451,886464,886475,886486,886494,886502,886509,886515,886521,886525,886529,886533,886536,886539,886541,886543,886544,886546,886547,886548,886549,886550,886551,886551,886552,886552,886552,886553,886553,886553,886553,886553,886553,886553,886553,886554,886554,886554,886554,886554,886554,886554,886554,886554,886554,886554,886554,886554,886554,886554,886554,886554,886554,886554,886554,886554,886554,886554,886554,886554,886554,886554,886554,886554,886554,886554,886554,886554,886554,886554,886554,886554,886554,886554,886554,886554,886554,886554,886554,886554,886554,886554,886554,886554,886554,886554,886554,886554,886554,886554,886554,886554,886554,886554,886554,886554,886554,886554,886554,886554,886554,886554,886554,886554,886554,886554,886554,886554,886554,886554,886554,886554,886554,886554,886554,886554,886554,886554,886554,886554,886554,886554,886554,886554,886554,886554,886554,886554,886554,886554,886554,886554,886554,886554,886554,886554,886554
4,"Massachusetts",697398,698264,699098,699908,700696,701462,702206,702927,703628,704308,704962,705588,706189,706767,707322,707858,708376,708875,709357,709821,710266,710693,711101,711492,711865,712222,712563,712889,713201,713500,713784,714056,714315,714561,714794,715016,715226,715425,715614,715792,715962,716122,716273,716416,716551,716678,716797,716909,717014,717113,717205,717292,717373,717449,717520,717587,717648,717706,717759,717809,717855,717897,717937,717973,718007,718038,718067,718093,718118,718140,718161,718179,718196,718212,718226,718240,718251,718262,718272,718281,718289,718296,718303,718309,718314,718319,718323,718327,718330,718333,718336,718339,718341,718343,718344,718346,718347,718348,718349,718350,718351,718352,718352,718353,718353,718354,718354,718354,718354,718355,718355,718355,718355,718355,718355,718355,718355,718355,718355,718355,718356,718356,718356,718356,718356,718356,718356,718356,718356,718356,718356,718356,718356,718356,718356,718356,718356,718356,718356,718356,718356,718356,718356,718356,718356,718356,718356,718356,718356,718356,718356,718356,718356,718356,718356,718356,718356,718356,718356,718356,718356,718356,718356,718356,718356,718356,718356,718356,718356,718356,718356,718356,718356,718356,718356,718356,718356,718356,718356,718356,718356,718356,718356,718356,718356,718356,718356,718356,718356,718356,718356,718356,718356,718356,718356,718356,718356,718356,718356,718356,718356
5,"Wisconsin",666180,666795,667397,667986,668559,669114,669653,670176,670683,671173,671646,672101,672539,672959,673362,673749,674118,674470,674805,675124,675426,675713,675985,676241,676483,676710,676924,677125,677313,677488,677652,677805,677947,678078,678201,678313,678418,678514,678602,678683,678757,678825,678887,678944,678995,679042,679084,679122,679157,679188,679216,679241,679263,679283,679301,679317,679331,679344,679355,679364,679373,679380,679387,679393,679398,679402,679406,679409,679412,679415,679417,679419,679420,679421,679423,679424,679424,679425,679426,679426,679427,679427,679427,679427,679428,679428,679428,679428,679428,679428,679428,679428,679428,679428,679428,679428,679428,679428,679428,679428,679428,679428,679429,679429,679429,679429,679429,679429,679429,679429,679429,679429,679429,679429,679429,679429,679429,679429,679429,679429,679429,679429,679429,679429,679429,679429,679429,679429,679429,679429,679429,679429,679429,679429,679429,679429,679429,679429,679429,679429,679429,679429,679429,679429,679429,679429,679429,679429,679429,679429,679429,679429,679429,679429,679429,679429,679429,679429,679429,679429,679429,679429,679429,679429,679429,679429,679429,679429,679429,679429,679429,679429,679429,679429,679429,679429,679429,679429,679429,679429,679429,679429,679429,679429,679429,679429,679429,679429,679429,679429,679429,679429,679429,679429,679429,679429,679429,679429,679429,679429,679429
6,"Texas",2914504,2916718,2918837,2920879,2922834,2924707,2926503,2928231,2929876,2931444,2932939,2934360,2935711,2936993,2938208,2939357,2940443,2941467,2942432,2943339,2944192,2944992,2945741,2946441,2947095,2947705,2948273,2948801,2949290,2949744,2950164,2950552,2950910,2951239,2951542,2951820,2952075,2952308,2952521,2952715,2952891,2953052,2953198,2953330,2953449,2953557,2953654,2953742,2953820,2953890,2953953,2954010,2954060,2954104,2954144,2954179,2954210,2954238,2954262,2954283,2954302,2954318,2954333,2954345,2954356,2954366,2954374,2954381,2954387,2954393,2954397,2954401,2954405,2954408,2954410,2954412,2954414,2954416,2954417,2954418,2954419,2954420,2954420,2954421,2954421,2954422,2954422,2954422,2954422,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423,2954423
7,"Nebraska",221434,221600,221762,221918,222069,222215,222355,222491,222621,222747,222868,222984,223095,223202,223304,223402,223495,223584,223669,223749,223826,223899,223969,224035,224097,224156,224212,224265,224315,224362,224406,224448,224487,224524,224558,224590,224620,224649,224675,224699,224722,224743,224763,224782,224798,224814,224829,224842,224855,224866,224876,224886,224895,224903,224911,224917,224924,224929,224934,224939,224943,224947,224951,224954,224957,224960,224962,224964,224966,224968,224969,224971,224972,224973,224974,224975,224975,224976,224977,224977,224978,224978,224979,224979,224979,224979,224980,224980,224980,224980,224980,224980,224980,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981,224981
8,"Utah",400352,400678,400999,401314,401619,401918,402209,402493,402770,403039,403299,403550,403793,404028,404254,404472,404681,404881,405072,405255,405430,405596,405754,405904,406046,406181,406308,406428,406540,406646,406746,406839,406926,407007,407082,407152,407217,407278,407334,407385,407433,407476,407516,407553,407586,407617,407645,407670,407693,407714,407733,407750,407765,407779,407791,407802,407812,407821,407828,407835,407841,407847,407852,407856,407860,407863,407866,407868,407870,407872,407874,407875,407876,407877,407878,407879,407880,407880,407881,407881,407881,407882,407882,407882,407882,407882,407882,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883,407883
9,"Oregon",191405,192126,192837,193535,194217,194884,195536,196172,196793,197397,197984,198552,199103,199635,200150,200645,201122,201581,202020,202441,202843,203228,203594,203942,204273,204587,204883,205164,205429,205678,205912,206132,206339,206531,206711,206879,207035,207180,207314,207438,207553,207659,207756,207845,207927,208002,208071,208133,208190,208241,208288,208330,208368,208402,208433,208461,208486,208508,208528,208545,208561,208575,208587,208598,208607,208615,208623,208629,208635,208639,208644,208647,208650,208653,208656,208658,208659,208661,208662,208663,208664,208665,208665,208666,208666,208667,208667,208667,208668,208668,208668,208668,208668,208668,208668,208668,208668,208668,208668,208668,208668,208668,208668,208669,208669,208669,208669,208669,208669,208669,208669,208669,208669,208669,208669,208669,208669,208669,208669,208669,208669,208669,208669,208669,208669,208669,208669,208669,208669,208669,208669,208669,208669,208669,208669,208669,208669,208669,208669,208669,208669,208669,208669,208669,208669,208669,208669,208669,208669,208669,208669,208669,208669,208669,208669,208669,208669,208669,208669,208669,208669,208669,208669,208669,208669,208669,208669,208669,208669,208669,208669,208669,208669,208669,208669,208669,208669,208669,208669,208669,208669,208669,208669,208669,208669,208669,208669,208669,208669,208669,208669,208669,208669,208669,208669,208669,208669,208669,208669,208669,208669
