id,Country,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10,2021-04-11,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-17,2021-04-18,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-24,2021-04-25,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-01,2021-05-02,2021-05-03,2021-05-04,2021-05-05,2021-05-06,2021-05-07,2021-05-08,2021-05-09,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-15,2021-05-16,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-22,2021-05-23,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-29,2021-05-30,2021-05-31,2021-06-01,2021-06-02,2021-06-03,2021-06-04,2021-06-05,2021-06-06,2021-06-07,2021-06-08,2021-06-09,2021-06-10,2021-06-11,2021-06-12,2021-06-13
0,Afghanistan,55894,55905,55915,55925,55933,55943,55953,55961,55970,55978,55985,55995,56002,56008,56016,56023,56030,56036,56043,56050,56056,56063,56067,56073,56079,56084,56089,56095,56100,56104,56109,56113,56118,56123,56126,56129,56135,56139,56142,56146,56148,56153,56156,56158,56162,56165,56168,56171,56173,56175,56178,56181,56183,56186,56187,56190,56192,56194,56196,56198,56200,56202,56205,56206,56208,56210,56211,56213,56213,56215,56217,56217,56218,56220,56221,56222,56223,56224,56226,56227,56227,56228,56230,56231,56231,56233,56233,56235,56235,56236,56236,56238,56238,56238,56238,56239
1,Albania,114840,115490,116127,116754,117366,117966,118556,119132,119694,120246,120786,121315,121833,122337,122833,123317,123790,124253,124707,125151,125585,126009,126423,126828,127224,127611,127991,128361,128723,129077,129422,129759,130090,130412,130728,131035,131337,131631,131917,132197,132472,132740,133000,133256,133506,133748,133986,134219,134444,134667,134882,135093,135299,135502,135696,135889,136076,136258,136437,136611,136779,136947,137108,137266,137420,137571,137716,137859,137999,138136,138267,138397,138524,138647,138769,138885,138999,139112,139221,139327,139432,139533,139631,139727,139821,139912,140001,140090,140174,140257,140338,140416,140493,140567,140641,140715
2,Algeria,114681,114813,114943,115069,115193,115316,115436,115555,115671,115786,115899,116010,116120,116228,116334,116438,116541,116642,116741,116838,116935,117028,117122,117213,117304,117392,117478,117564,117648,117731,117811,117891,117969,118047,118122,118196,118269,118341,118412,118481,118550,118616,118682,118747,118810,118872,118934,118994,119053,119111,119168,119223,119279,119332,119386,119437,119489,119539,119588,119637,119684,119731,119776,119821,119865,119908,119950,119992,120033,120073,120112,120150,120188,120225,120262,120298,120332,120366,120400,120433,120465,120497,120528,120559,120588,120618,120646,120674,120702,120728,120755,120781,120806,120831,120854,120877
3,Andorra,11130,11153,11176,11200,11223,11246,11269,11291,11315,11338,11361,11383,11406,11428,11450,11473,11495,11518,11540,11563,11586,11608,11632,11652,11675,11697,11720,11743,11765,11788,11810,11831,11854,11877,11899,11920,11943,11966,11987,12010,12033,12054,12077,12099,12121,12144,12165,12188,12210,12233,12255,12277,12300,12323,12344,12367,12389,12411,12433,12456,12477,12500,12523,12544,12566,12587,12610,12631,12653,12674,12695,12718,12739,12761,12783,12803,12826,12846,12868,12889,12911,12930,12951,12973,12994,13014,13035,13056,13075,13095,13115,13133,13149,13165,13179,13192
4,Angola,21161,21185,21209,21232,21253,21275,21297,21316,21335,21352,21369,21386,21401,21415,21430,21442,21454,21465,21476,21485,21492,21500,21506,21509,21514,21518,21519,21520,21520,21520,21520,21520,21520,21520,21520,21520,21520,21520,21520,21520,21520,21520,21520,21520,21520,21520,21520,21520,21520,21520,21520,21520,21520,21520,21520,21520,21520,21520,21520,21520,21520,21520,21520,21520,21520,21520,21520,21520,21520,21520,21520,21520,21520,21520,21520,21520,21520,21520,21520,21520,21520,21520,21520,21520,21520,21520,21520,21520,21520,21520,21520,21520,21520,21520,21520,21520
5,Antigua and Barbuda,882,892,900,909,918,927,935,944,951,958,965,973,979,985,991,998,1004,1008,1015,1021,1025,1031,1035,1041,1045,1050,1054,1058,1061,1066,1069,1073,1077,1081,1085,1088,1091,1094,1098,1102,1104,1108,1110,1112,1115,1117,1120,1122,1125,1127,1130,1132,1136,1138,1140,1142,1145,1148,1150,1153,1155,1158,1160,1164,1166,1169,1172,1175,1177,1181,1183,1187,1190,1194,1197,1201,1204,1208,1212,1215,1219,1223,1228,1231,1236,1241,1245,1250,1255,1260,1264,1269,1275,1280,1286,1292
6,Argentina,2169694,2175478,2181228,2186902,2192504,2198050,2203596,2209180,2214797,2220440,2226126,2231836,2237561,2243256,2248899,2254505,2260085,2265649,2271216,2276802,2282414,2288049,2293694,2299340,2304978,2310601,2316203,2321787,2327360,2332932,2338513,2344104,2349706,2355317,2360934,2366547,2372152,2377748,2383336,2388917,2394497,2400080,2405668,2411263,2416864,2422470,2428075,2433678,2439279,2444875,2450469,2456061,2461656,2467254,2472858,2478465,2484075,2489686,2495300,2500913,2506525,2512136,2517748,2523363,2528979,2534600,2540223,2545849,2551479,2557110,2562742,2568376,2574011,2579647,2585285,2590926,2596570,2602217,2607866,2613519,2619174,2624831,2630489,2636150,2641811,2647477,2653144,2658815,2664486,2670161,2675838,2681516,2687196,2692879,2698562,2704247
7,Armenia,175538,175855,176182,176521,176875,177244,177630,178034,178458,178900,179356,179826,180305,180790,181285,181791,182313,182851,183409,183991,184597,185229,185888,186574,187290,188035,188811,189618,190453,191319,192213,193137,194093,195082,196109,197176,198287,199445,200654,201915,203230,204602,206030,207516,209064,210671,212340,214074,215872,217738,219674,221684,223773,225942,228200,230546,232988,235528,238169,240913,243763,246722,249792,252975,256274,259693,263234,266904,270701,274635,278711,282930,287299,291823,296507,301354,306367,311549,316905,322436,328147,334039,340116,346380,352837,359487,366336,373387,380644,388110,395787,403679,411787,420114,428658,437421
8,Australia,29090,29097,29105,29113,29121,29130,29139,29149,29160,29171,29182,29194,29207,29218,29232,29246,29261,29277,29291,29309,29327,29345,29364,29385,29407,29428,29452,29475,29501,29528,29556,29584,29615,29646,29680,29714,29751,29788,29828,29869,29913,29957,30006,30054,30106,30159,30216,30274,30336,30400,30466,30535,30609,30684,30763,30847,30933,31023,31117,31215,31316,31423,31534,31650,31771,31896,32028,32166,32308,32457,32613,32775,32943,33119,33303,33494,33693,33900,34116,34341,34575,34820,35074,35338,35616,35902,36202,36515,36838,37174,37523,37885,38261,38651,39058,39479
9,Austria,481919,483990,486064,488143,490231,492335,494459,496592,498729,500877,503036,505207,507387,509576,511771,513973,516178,518391,520609,522832,525061,527294,529531,531773,534019,536269,538522,540779,543038,545299,547564,549831,552093,554352,556606,558855,561101,563338,565572,567797,570018,572230,574435,576632,578821,581002,583175,585342,587504,589659,591808,593951,596087,598216,600339,602452,604559,606658,608748,610825,612890,614941,616980,619006,621018,623017,625003,626976,628934,630878,632809,634726,636628,638517,640391,642250,644096,645927,647743,649545,651332,653104,654861,656605,658334,660047,661746,663431,665101,666756,668396,670024,671635,673230,674811,676375
