date,primary_series,vax_case_count,vax_hosp_count,vax_death_count,vax_caserate,vax_hosprate,vax_deathrate
2021-02-16,Pfizer,21,0,1,2.958791667660884,0.09544489250518982,0.023861223126297456
2021-02-16,J&J,0,0,0,0,0,0
2021-02-17,Moderna,6,0,0,1.3928992780603042,0.13928992780603042,0
2021-02-17,Pfizer,20,0,0,2.7841568694392453,0.0912838317848933,0.022820957946223325
2021-02-17,J&J,0,0,0,0,0,0
2021-02-18,Moderna,5,0,0,1.1827440015659532,0.11827440015659531,0
2021-02-18,Pfizer,15,0,0,2.445148443433783,0.06549504759197633,0.021831682530658775
2021-02-18,J&J,0,0,0,0,0,0
2021-02-19,Moderna,6,1,0,1.1350636968136294,0.09870119102727211,0
2021-02-19,Pfizer,15,0,0,2.2549248385970313,0.04137476768067947,0.020687383840339735
2021-02-19,J&J,0,0,0,0,0,0
2021-02-20,Moderna,3,0,0,1.2051035207099359,0.0927002708238412,0
2021-02-20,Pfizer,9,0,0,2.1775774048116396,0.04032550749651184,0.02016275374825592
2021-02-20,J&J,0,0,0,0,0,0
2021-02-21,Moderna,3,1,1,1.3148921969762921,0.13602333072168538,0.0453411102405618
2021-02-21,Pfizer,13,0,0,2.2847542915632566,0.03973485724457838,0.01986742862228919
2021-02-21,J&J,0,0,0,0,0,0
2021-02-22,Moderna,12,0,0,1.578151903190497,0.12139630024542283,0.04046543341514095
2021-02-22,Pfizer,24,0,0,2.238564379963586,0,0.019133028888577656
2021-02-22,J&J,0,0,0,0,0,0
2021-02-23,Moderna,11,0,0,1.6381801385615495,0.07122522341571955,0.03561261170785977
2021-02-23,Pfizer,15,1,0,2.011153749986411,0.01811850225212983,0
2021-02-23,J&J,0,0,0,0,0,0
2021-02-24,Moderna,8,0,0,1.4673303483350537,0.06113876451396057,0.030569382256980283
2021-02-24,Pfizer,14,0,0,1.784354777312524,0.016993855022024034,0
2021-02-24,J&J,0,0,0,0,0,0
2021-02-25,Moderna,7,0,0,1.3361324417232474,0.05344529766892989,0.026722648834464947
2021-02-25,Pfizer,20,1,0,1.744750323849452,0.03172273316089913,0
2021-02-25,J&J,0,0,0,0,0,0
2021-02-26,Moderna,9,0,0,1.2409858766441306,0.023414827861210012,0.023414827861210012
2021-02-26,Pfizer,25,2,1,1.7913214951861967,0.05971071650620655,0.014927679126551638
2021-02-26,J&J,0,0,0,0,0,0
2021-02-27,Moderna,6,0,0,1.232027794547045,0.02200049633119723,0.02200049633119723
2021-02-27,Pfizer,6,0,0,1.6783433460141497,0.05737925969279144,0.01434481492319786
2021-02-27,J&J,0,0,0,0,0,0
2021-02-28,Moderna,4,0,0,1.2139820058049637,0,0
2021-02-28,Pfizer,9,1,1,1.582502729467097,0.07002224466668572,0.028008897866674286
2021-02-28,J&J,0,0,0,0,0,0
2021-03-01,Moderna,10,0,0,1.1174221761167058,0,0
2021-03-01,Pfizer,13,0,0,1.3816770389523203,0.06772926661530983,0.02709170664612393
2021-03-01,J&J,0,0,0,0,0,0
2021-03-02,Moderna,17,2,0,1.1378699149805984,0.037307210327232734,0
2021-03-02,Pfizer,20,1,0,1.3693674047301023,0.0639891310621543,0.025595652424861722
2021-03-02,J&J,0,0,0,0,0,0
2021-03-03,Moderna,14,0,1,1.1386153757260797,0.033988518678390436,0.016994259339195218
2021-03-03,Pfizer,28,2,0,1.4634548710430175,0.08466267849009193,0.02418933671145483
2021-03-03,J&J,0,0,0,0,0,0
2021-03-04,Moderna,7,0,0,1.0360494167737637,0.03092684826190339,0.015463424130951696
2021-03-04,Pfizer,29,3,1,1.4867395413019675,0.10292812209013621,0.0343093740300454
2021-03-04,J&J,0,0,0,0,0,0
2021-03-05,Moderna,11,1,0,0.9961086797878723,0.043309073034255303,0.014436357678085104
2021-03-05,Pfizer,19,2,0,1.3469382789430968,0.097761649278128,0.021724810950695107
2021-03-05,J&J,0,0,0,0,0,0
2021-03-06,Moderna,9,1,0,1.0085843132360304,0.05603246184644612,0.01400811546161153
2021-03-06,Pfizer,10,1,0,1.3441849665723251,0.10501445051346289,0.02100289010269258
2021-03-06,J&J,0,0,0,0,0,0
2021-03-07,Moderna,10,0,1,1.0806295082512296,0.05541689785903742,0.02770844892951871
2021-03-07,Pfizer,17,2,0,1.3923787941938213,0.11261887305979437,0.010238079369072216
2021-03-07,J&J,0,0,0,0,0,0
2021-03-08,Moderna,16,0,0,1.1195815750460194,0.05331340833552473,0.026656704167762366
2021-03-08,Pfizer,31,1,1,1.5212596029512437,0.11853970932087612,0.01975661822014602
2021-03-08,J&J,0,0,0,0,0,0
2021-03-09,Moderna,11,0,0,0.9680005093171911,0.024820525879927974,0.024820525879927974
2021-03-09,Pfizer,24,1,0,1.5033337377110794,0.11417724590210729,0.019029540983684548
2021-03-09,J&J,0,0,0,0,0,0
2021-03-10,Moderna,18,3,0,0.9400970180122588,0.05732298890318652,0.011464597780637303
2021-03-10,Pfizer,31,2,2,1.4645176038199712,0.10915659158906617,0.03638553052968873
2021-03-10,J&J,0,0,0,0,0,0
2021-03-11,Moderna,14,1,0,0.9425662605547563,0.06354379284638807,0.010590632141064678
2021-03-11,Pfizer,28,4,0,1.397642474145143,0.11355845102429288,0.026205796390221425
2021-03-11,J&J,0,0,0,0,0,0
2021-03-12,Moderna,15,1,0,0.9125593482481511,0.05887479666117103,0.009812466110195171
2021-03-12,Pfizer,27,3,0,1.4109944689016818,0.11758287240847348,0.025196329801815746
2021-03-12,J&J,0,0,0,0,0,0
2021-03-13,Moderna,9,2,0,0.8708026609482086,0.06554428630792968,0.009363469472561382
2021-03-13,Pfizer,20,3,0,1.450883241475307,0.13041647114384783,0.024453088339471466
2021-03-13,J&J,0,0,0,0,0,0
2021-03-14,Moderna,7,0,0,0.8278651308358054,0.06438951017611819,0
2021-03-14,Pfizer,20,2,0,1.4459871858373146,0.1278220716762267,0.023966638439292504
2021-03-14,J&J,0,0,0,0,0,0
2021-03-15,J&J,1,0,0,7.0269130770852355,0,0
2021-03-15,Moderna,23,5,0,0.8621218329243441,0.10665424737208379,0
2021-03-15,Pfizer,26,2,0,1.36067822387579,0.13142914662436606,0.015462252544043065
2021-03-16,Moderna,15,0,0,0.8564337977946236,0.1017545106290642,0
2021-03-16,Pfizer,35,3,1,1.4039726268883432,0.14264962519186375,0.022523625030294273
2021-03-16,J&J,0,0,0,6.78334011667345,0,0
2021-03-17,Moderna,18,1,0,0.8127472240256448,0.08047002218075691,0
2021-03-17,Pfizer,31,0,0,1.357468395486149,0.12340621777146807,0.007259189280674593
2021-03-17,J&J,0,0,0,6.357683260219975,0,0
2021-03-18,Moderna,17,1,0,0.7959587338255828,0.07653449363707528,0
2021-03-18,Pfizer,23,1,1,1.2758763675799816,0.09814433596769088,0.01402061942395584
2021-03-18,J&J,0,0,0,6.027727546714888,0,0
2021-03-19,Moderna,11,1,0,0.7324966805081682,0.07324966805081681,0
2021-03-19,Pfizer,21,2,0,1.1998763581952714,0.08862723100305983,0.013634958615855357
2021-03-19,J&J,0,0,0,3.719269535463235,0,0
2021-03-20,Moderna,5,0,1,0.6832184885755193,0.056934874047959945,0.007116859255994993
2021-03-20,Pfizer,18,1,1,1.1635479680339937,0.07355763016306857,0.020061171862655065
2021-03-20,J&J,0,0,0,1.17956521226276,0,0
2021-03-21,Moderna,19,2,1,0.7603405255445552,0.07040190051338474,0.014080380102676945
2021-03-21,Pfizer,10,2,0,1.0836361622866733,0.07268291332410612,0.019822612724756217
2021-03-21,J&J,0,0,0,0.7320751401923893,0,0
2021-03-22,Moderna,23,3,0,0.7449392757231326,0.055180687090602414,0.013795171772650603
2021-03-22,Pfizer,33,1,1,1.1148749550382666,0.0651973657917115,0.026078946316684597
2021-03-22,J&J,0,0,0,0,0,0
2021-03-23,Moderna,16,2,0,0.7286900446031844,0.06685229767001692,0.013370459534003384
2021-03-23,Pfizer,38,1,0,1.1070655852374969,0.050899567137356175,0.019087337676508564
2021-03-23,J&J,0,0,0,0,0,0
2021-03-24,J&J,2,0,0,0.38274362109912485,0,0
2021-03-24,Moderna,27,0,0,0.7651354490755025,0.058357788488809514,0.012968397441957668
2021-03-24,Pfizer,59,3,0,1.2481382195679032,0.0679679228477571,0.01853670623120648
2021-03-25,J&J,2,0,0,0.5211006688327084,0,0
2021-03-25,Moderna,21,1,0,0.7643339237081973,0.05638528945388341,0.012530064323085201
2021-03-25,Pfizer,41,3,0,1.3123782321787982,0.07754962281056536,0.011930711201625439
2021-03-26,J&J,9,1,0,1.1797525423667288,0.09075019556667145,0
2021-03-26,Moderna,19,3,0,0.7841114412957478,0.06634789118656327,0.012063252943011502
2021-03-26,Pfizer,53,1,2,1.4560108780190488,0.06933385133424042,0.023111283778080135
2021-03-27,J&J,5,1,0,1.3549809098245151,0.1505534344249461,0
2021-03-27,Moderna,13,0,0,0.8125578101025314,0.06476910080527423,0.005888100073206747
2021-03-27,Pfizer,20,2,0,1.4389579859392276,0.07364745597326756,0.016995566763061742
2021-03-28,J&J,2,0,0,1.390912473355333,0.13909124733553327,0
2021-03-28,Moderna,8,1,0,0.7382464623607365,0.05812964270556981,0
2021-03-28,Pfizer,16,0,0,1.4531730900736486,0.061480399964654354,0.016767381808542096
2021-03-29,J&J,5,0,0,1.5731017224205381,0.12584813779364304,0
2021-03-29,Moderna,29,2,1,0.7550735978183937,0.0510952058674101,0.0056772450963789
2021-03-29,Pfizer,27,0,0,1.3875464862215268,0.05462781441817035,0.010925562883634068
2021-03-30,J&J,1,1,0,1.5145513432905375,0.17475592422583125,0
2021-03-30,Moderna,20,2,0,0.7551334745267574,0.0496073085455534,0.005511923171728155
2021-03-30,Pfizer,40,5,0,1.360989273331144,0.07442910088529694,0.010632728697899562
2021-03-31,J&J,8,0,0,1.7254254926224581,0.16175863993335543,0
2021-03-31,Moderna,35,3,1,0.7802913683307825,0.06457583737909924,0.010762639563183206
2021-03-31,Pfizer,44,2,0,1.246464965878151,0.06723669940421562,0.010344107600648553
2021-04-01,J&J,10,0,0,2.0098644145465947,0.1507398310909946,0
2021-04-01,Moderna,23,1,0,0.7745979099135253,0.06323248244192044,0.010538747073653406
2021-04-01,Pfizer,37,3,0,1.1832138204166989,0.06490202390471345,0.0099849267545713
2021-04-02,J&J,7,1,0,1.7676654907039404,0.13955253873978474,0
2021-04-02,Moderna,21,1,0,0.7702871402991691,0.05169712351001135,0.01033942470200227
2021-04-02,Pfizer,30,1,0,1.0290482529862235,0.06251227705056499,0
2021-04-03,J&J,6,1,0,1.7214150208026384,0.13241654006174142,0
2021-04-03,Moderna,14,1,0,0.7683385902205967,0.05634482994951043,0.010244514536274622
2021-04-03,Pfizer,25,2,0,1.0278731506907566,0.06101530118255633,0
2021-04-04,J&J,7,1,0,1.896406224005227,0.172400565818657,0
2021-04-04,Moderna,12,0,0,0.7871682980133303,0.05111482454632015,0.01022296490926403
2021-04-04,Pfizer,16,1,2,1.0120274143901056,0.06469581644502959,0.009242259492147083
2021-04-05,J&J,2,0,0,1.707701483784333,0.16660502280822762,0
2021-04-05,Moderna,25,1,0,0.7613966227186844,0.045683797363121066,0.0050759774847912295
2021-04-05,Pfizer,35,1,2,1.0256308770738924,0.06777296544541138,0.018072790785443035
2021-04-06,J&J,9,0,0,1.9737825286409942,0.1208438282841425,0
2021-04-06,Moderna,25,3,0,0.7755094321459768,0.050032866590063015,0.005003286659006301
2021-04-06,Pfizer,37,3,0,0.9823429985651652,0.057010977595299765,0.017541839260092236
2021-04-07,J&J,7,0,0,1.863505953513291,0.11646912209458068,0
2021-04-07,Moderna,27,0,0,0.7226276392684118,0.03441083996516247,0
2021-04-07,Pfizer,35,5,1,0.9121951496844357,0.06788429020907429,0.021213840690335713
2021-04-08,J&J,7,0,0,1.6743338755694597,0.11162225837129729,0
2021-04-08,Moderna,26,3,1,0.722041888249288,0.04332251329495729,0.004813612588328587
2021-04-08,Pfizer,32,1,0,0.8611160465817855,0.0574077364387857,0.020502763013852038
2021-04-09,J&J,11,2,0,1.7465549204194726,0.14257591187097735,0
2021-04-09,Moderna,20,0,0,0.6986004922273428,0.03750875126052847,0.004688593907566058
2021-04-09,Pfizer,47,2,0,0.90050873983402,0.059504982808415416,0.019834994269471804
2021-04-10,J&J,10,0,1,1.8325435531636443,0.10372888036775346,0.03457629345591782
2021-04-10,Moderna,12,1,0,0.6761497201545099,0.036797263681878085,0.004599657960234761
2021-04-10,Pfizer,23,2,0,0.8702690674695629,0.05801793783130418,0.019339312610434728
2021-04-11,J&J,7,2,0,1.8155118013405327,0.13701975859173832,0.03425493964793458
2021-04-11,Moderna,16,2,0,0.6890146201145271,0.045630107292352784,0.004563010729235277
2021-04-11,Pfizer,21,2,1,0.8760963250387452,0.060945831307043154,0.015236457826760788
2021-04-12,J&J,11,1,0,2.0752443432855805,0.1673584147810952,0.03347168295621904
2021-04-12,Moderna,38,3,0,0.7342554477388984,0.0537260083711389,0.0044771673642615755
2021-04-12,Pfizer,65,5,0,0.9697980276247715,0.07459984827882857,0.007459984827882856
2021-04-13,J&J,7,1,0,1.9216812404836743,0.19216812404836744,0.0320280206747279
2021-04-13,Moderna,36,4,0,0.7652587232607122,0.05684779087079577,0.004372906990061213
2021-04-13,Pfizer,38,3,0,0.9505187610916618,0.07283668667369055,0.007283668667369054
2021-04-14,J&J,10,2,0,1.9180849839520224,0.24356634716851078,0.030445793396063847
2021-04-14,Moderna,18,3,0,0.7086318142472817,0.06830186161419582,0.004268866350887239
2021-04-14,Pfizer,42,2,1,0.9521647020394196,0.060398507218918394,0.007105706731637459
2021-04-15,J&J,11,1,0,1.8702196000688909,0.251223528367463,0.027913725374162552
2021-04-15,Moderna,23,2,0,0.6775523980782453,0.062351447675912136,0
2021-04-15,Pfizer,33,2,0,0.9318264994482652,0.06235270256531143,0.00692807806281238
2021-04-16,J&J,14,0,0,1.7944236490681558,0.17944236490681556,0.025634623558116514
2021-04-16,Moderna,22,5,0,0.6681948485335918,0.0809933149737687,0
2021-04-16,Pfizer,31,3,1,0.8565695311175631,0.0643273560918328,0.010156950961868335
2021-04-17,J&J,6,0,0,1.5693700810056526,0.1664483419248419,0
2021-04-17,Moderna,17,2,0,0.6774080201443612,0.08367981425312698,0
2021-04-17,Pfizer,28,6,1,0.8587449156809018,0.07655477930488659,0.013313874661719407
2021-04-18,J&J,11,1,0,1.6119698432681722,0.13816884370870047,0
2021-04-18,Moderna,17,3,0,0.6774231962537783,0.08715386150633406,0
2021-04-18,Pfizer,19,3,2,0.8446640673669745,0.07918725631565386,0.016497345065761223
2021-04-19,J&J,15,2,0,1.5954609566987585,0.1509219823904231,0
2021-04-19,Moderna,31,2,1,0.6377658657286633,0.08166514134330446,0.0038888162544430693
2021-04-19,Pfizer,51,3,1,0.7834431907375,0.07122210824886364,0.019424211340599174
2021-04-20,J&J,18,3,0,1.660350498036782,0.1758018174391887,0
2021-04-20,Moderna,33,1,0,0.6130372771975987,0.06853832912768185,0.0038076849515378797
2021-04-20,Pfizer,40,1,0,0.7719946903217652,0.06327825330506272,0.018983475991518815
2021-04-21,J&J,16,0,0,1.6154245708562496,0.12426342852740381,0
2021-04-21,Moderna,26,3,0,0.6312245887749219,0.06723102128963666,0.0037350567383131472
2021-04-21,Pfizer,43,5,1,0.756547050093358,0.0710227842944785,0.01852768285942917
2021-04-22,J&J,18,2,0,1.5673174019251135,0.12794427770817254,0
2021-04-22,Moderna,22,4,0,0.6138441812814867,0.07307668824779603,0.0036538344123898015
2021-04-22,Pfizer,48,5,1,0.7850911196380731,0.07850911196380729,0.021137068605640425
2021-04-23,J&J,18,0,0,1.4911897003819785,0.11695605493191988,0
2021-04-23,Moderna,22,1,0,0.5998632311832902,0.057129831541265726,0.003570614471329108
2021-04-23,Pfizer,36,0,1,0.7825029967650144,0.0679153544362088,0.02066989048058529
2021-04-24,J&J,17,5,0,1.5301228377197755,0.1760318308881158,0
2021-04-24,Moderna,16,2,0,0.5860886489614316,0.056152205888520386,0.003509512868032524
2021-04-24,Pfizer,32,4,0,0.7817902508488819,0.06103195266850006,0.01743770076242859
2021-04-25,J&J,13,0,0,1.506256268154481,0.1571745671117719,0
2021-04-25,Moderna,20,2,1,0.5923327611166573,0.052264655392646235,0.006968620719019498
2021-04-25,Pfizer,22,4,2,0.782465500463208,0.06328765077275948,0.017260268392570766
2021-04-26,J&J,36,5,0,1.718220439091233,0.18950960725270954,0
2021-04-26,Moderna,25,1,0,0.5617776425857597,0.04795662802561363,0.003425473430400974
2021-04-26,Pfizer,48,2,0,0.7614182090645507,0.05944157022437013,0.014152754815326221
2021-04-27,J&J,23,3,0,1.7798823308430127,0.1893491841322354,0
2021-04-27,Moderna,24,3,1,0.5181421628323589,0.05348564261495318,0.006685705326869147
2021-04-27,Pfizer,51,3,0,0.7777224514667165,0.06388434422762314,0.013887900919048509
2021-04-28,J&J,22,0,0,1.8551023707324916,0.18929616027882568,0
2021-04-28,Moderna,27,2,1,0.5077774911221942,0.04882475876174943,0.009764951752349886
2021-04-28,Pfizer,46,3,0,0.769524376560853,0.057102515575186974,0.010876669633368946
2021-04-29,J&J,30,4,0,2.0059421304619343,0.21447180011228226,0
2021-04-29,Moderna,33,0,0,0.5293074860972001,0.03486456495251018,0.009508517714320958
2021-04-29,Pfizer,42,3,1,0.7379586003093938,0.05061809893818947,0.010656441881724097
2021-04-30,J&J,26,1,0,2.1062524925038852,0.22702122673694572,0
2021-04-30,Moderna,31,3,0,0.5432727217951014,0.040128098768956365,0.009260330485143775
2021-04-30,Pfizer,40,3,0,0.733241440697833,0.057406803186307205,0.007828200434496436
2021-05-01,J&J,25,2,0,2.207016369881819,0.18917283170415589,0
2021-05-01,Moderna,23,4,0,0.554774542808935,0.04547332318106025,0.009094664636212049
2021-05-01,Pfizer,41,5,0,0.7469983160597271,0.059244694032323186,0.007727568786824763
2021-05-02,J&J,14,2,1,2.219567149094631,0.21439000871936775,0.01261117698349222
2021-05-02,Moderna,12,1,0,0.5265855121159955,0.04212684096927963,0.006018120138468519
2021-05-02,Pfizer,33,4,1,0.768726077870164,0.05873986641532814,0.005107814470898099
2021-05-03,J&J,24,0,1,2.0680522869190523,0.15132089904285748,0.025220149840476245
2021-05-03,Moderna,28,4,0,0.5260496382211827,0.050240695785169126,0.005910670092372838
2021-05-03,Pfizer,68,6,0,0.8067813060175781,0.06786010985194584,0.005026674803847838
2021-05-04,J&J,18,0,1,2.0048355625045313,0.11348125825497347,0.037827086084991156
2021-05-04,Moderna,26,4,1,0.5199686597556477,0.05199686597556478,0.005777429552840529
2021-05-04,Pfizer,52,8,1,0.7941584466951356,0.07892257855355383,0.007398991739395672
2021-05-05,J&J,20,0,0,1.9790882227107054,0.11345091722545446,0.03781697240848481
2021-05-05,Moderna,32,6,0,0.5230605670491125,0.06220179716259717,0.0028273544164816892
2021-05-05,Pfizer,45,4,0,0.7741534613812099,0.07958586986161971,0.007235079078329064
2021-05-06,J&J,22,2,1,1.8781004413157893,0.08823290663899683,0.050418803793712476
2021-05-06,Moderna,23,3,2,0.4840938382987161,0.0691562626141023,0.008298751513692276
2021-05-06,Pfizer,40,2,2,0.7500382013971072,0.07523894183293865,0.009404867729117332
2021-05-07,J&J,17,1,1,1.7645382512190753,0.08822691256095376,0.06301922325782412
2021-05-07,Moderna,28,6,0,0.46581931605374777,0.0758310514506101,0.008124755512565368
2021-05-07,Pfizer,41,3,0,0.7347632208299862,0.07347632208299862,0.009184540260374827
2021-05-08,J&J,11,1,0,1.587794447659238,0.07560925941234467,0.06300771617695389
2021-05-08,Moderna,17,3,2,0.4439256397810859,0.07220477273547782,0.013371254210273669
2021-05-08,Pfizer,37,2,1,0.7139374438522655,0.06551957554340411,0.011296478541966226
2021-05-09,J&J,9,0,0,1.5246737576176985,0.050402438268353666,0.050402438268353666
2021-05-09,Moderna,14,2,1,0.4465352215819403,0.07442253693032339,0.015947686485069296
2021-05-09,Pfizer,32,3,1,0.7071680121192883,0.06285937885504785,0.011224889081258543
2021-05-10,J&J,19,0,1,1.4595683829806778,0.05032994424071302,0.05032994424071302
2021-05-10,Moderna,32,5,1,0.4504810181311014,0.07595319491745316,0.018333529807661106
2021-05-10,Pfizer,54,6,1,0.665534638678923,0.06191019894687656,0.013266471202902119
2021-05-11,J&J,19,1,0,1.462923882194866,0.06251811462371222,0.03751086877422733
2021-05-11,Moderna,24,4,0,0.43681652025690354,0.07451575933794238,0.01541705365612601
2021-05-11,Pfizer,49,3,1,0.6468854592478658,0.04992740121711716,0.013024539447943607
2021-05-12,J&J,14,3,0,1.377656472298369,0.09929055656204462,0.03723395871076673
2021-05-12,Moderna,27,2,1,0.41734241359134,0.06323369902899091,0.017705435728117454
2021-05-12,Pfizer,54,5,0,0.6540772630577949,0.05113307593937159,0.012783268984842897
2021-05-13,J&J,11,0,2,1.2318456743739146,0.07391074046243486,0.04927382697495658
2021-05-13,Moderna,26,2,1,0.4175171403833538,0.05964530576905054,0.014911326442262635
2021-05-13,Pfizer,40,7,0,0.6411176882407154,0.06056160572957899,0.00835332492821779
2021-05-14,J&J,15,0,1,1.197140885525113,0.06107861660842414,0.04886289328673931
2021-05-14,Moderna,26,4,1,0.4051738355627373,0.053697737243254336,0.017085643668308198
2021-05-14,Pfizer,37,3,0,0.6206076519039126,0.059398092096414085,0.008192840289160563
2021-05-15,J&J,10,0,0,1.1779989150265664,0.04857727484645634,0.04857727484645634
2021-05-15,Moderna,12,0,0,0.3891253342248251,0.045921623293612907,0.0120846377088455
2021-05-15,Pfizer,37,3,1,0.6116455372403716,0.0605589640832051,0.008074528544427348
2021-05-16,J&J,16,4,0,1.2585412901379374,0.09681086847214902,0.04840543423607451
2021-05-16,Moderna,17,0,1,0.39493700393564357,0.04093859187137768,0.012040762315111085
2021-05-16,Pfizer,28,0,1,0.5990152469814991,0.054091677821071826,0.008013581899418048
2021-05-17,J&J,15,0,0,1.2007031798102241,0.09605625438481791,0.03602109539430672
2021-05-17,Moderna,46,2,0,0.42388271422484664,0.033339089882853105,0.009525454252243744
2021-05-17,Pfizer,58,4,0,0.598223371355134,0.04935836397319588,0.005923003676783506
2021-05-18,J&J,21,1,0,1.2140621245111167,0.09522055878518562,0.03570770954444461
2021-05-18,Moderna,42,6,1,0.4606367777009684,0.037603002261303545,0.011750938206657359
2021-05-18,Pfizer,49,4,0,0.5860902674565874,0.05029157410518572,0.003868582623475824
2021-05-19,J&J,21,3,0,1.2859915407712408,0.09438470024009107,0.035394262590034156
2021-05-19,Moderna,18,2,0,0.4337822670505137,0.037115060282396896,0.009278765070599224
2021-05-19,Pfizer,51,5,0,0.5678435855915368,0.04921311075126653,0.003785623903943579
2021-05-20,J&J,16,0,1,1.3328025505631966,0.09353000354829451,0.023382500887073627
2021-05-20,Moderna,24,2,0,0.42386383642320136,0.03665849396092553,0.006873467617673536
2021-05-20,Pfizer,49,3,0,0.5707095881648795,0.040633045112062616,0.003693913192005692
2021-05-21,J&J,11,0,1,1.275190371431655,0.09274111792230218,0.023185279480575544
2021-05-21,Moderna,19,3,0,0.40239621065749076,0.033909793032934614,0.0045213057377246155
2021-05-21,Pfizer,55,5,2,0.5907945643069856,0.04336106893996224,0.007226844823327041
2021-05-22,J&J,10,1,0,1.2676317492891753,0.10371532494184164,0.023047849987075916
2021-05-22,Moderna,12,1,2,0.3990509402873175,0.03586974744155663,0.008967436860389158
2021-05-22,Pfizer,26,4,0,0.5627108273576471,0.0445182616580417,0.005342191398965004
2021-05-23,J&J,4,0,0,1.1264795101423386,0.05747344439501729,0.022989377758006913
2021-05-23,Moderna,10,1,1,0.38248350791506,0.0380246762254738,0.008946982641287954
2021-05-23,Pfizer,27,9,1,0.5570253460148612,0.060123370680969145,0.0053050032953796305
2021-05-24,J&J,17,1,0,1.1417820408874433,0.06850692245324659,0.022835640817748862
2021-05-24,Moderna,34,1,0,0.35236066911207925,0.03545767739492621,0.008864419348731552
2021-05-24,Pfizer,59,2,0,0.5523501186591387,0.05593418923130517,0.00524383024043486
2021-05-25,J&J,20,4,0,1.1221506300195696,0.1020136936381427,0.02266970969736504
2021-05-25,Moderna,21,1,0,0.3018978017749097,0.024064317532782657,0.006562995690758905
2021-05-25,Pfizer,55,4,2,0.5548629820145989,0.05514166280890424,0.008615884813891288
2021-05-26,J&J,13,0,0,1.0236599307218455,0.06749406136627553,0.022498020455425177
2021-05-26,Moderna,26,2,0,0.31555006287118875,0.023774319805363535,0.006483905401462782
2021-05-26,Pfizer,38,5,1,0.5250582789201336,0.054374967396259785,0.010195306386798709
2021-05-27,J&J,14,0,0,0.9950807234080329,0.0670840937129011,0.011180682285483516
2021-05-27,Moderna,29,1,0,0.32238389525486777,0.021349926838070712,0.006404978051421213
2021-05-27,Pfizer,35,3,0,0.4944484749910057,0.05363508881258366,0.010056579152359437
2021-05-28,J&J,15,1,0,1.0320732865252957,0.07768293554491472,0
2021-05-28,Moderna,23,2,0,0.3266297872837208,0.018965600551957982,0.006321866850652659
