date,age_group,boosted_case_count,vax_case_count,unvax_case_count,boosted_hosp_count,vax_hosp_count,unvax_hosp_count,boosted_death_count,vax_death_count,unvax_death_count,boosted_caserate,vax_caserate,unvax_caserate,boosted_hosprate,vax_hosprate,unvax_hosprate,boosted_deathrate,vax_deathrate,unvax_deathrate
12/21/2021,Age 50-64,555,1667,1068,5,27,61,1,2,16,13.88731215,21.74459415,84.6910208,0.17951541,0.448993072,7.419627113,0.007180616,0.038585342,1.680590238
12/21/2021,Age 65+,331,437,435,12,51,82,2,7,26,5.800135626,10.40273031,74.40717242,0.281607948,1.296001996,18.54839083,0.029642942,0.358714838,7.547521796
12/20/2021,Age 12-17,1,449,563,0,2,3,0,0,0,6.489573419,11.5352582,35.17707611,0,0.083150616,0.159829755,0,0,0
12/20/2021,Age 18-49,1395,7798,6556,3,27,117,0,1,5,26.16688587,36.03106945,98.04739241,0.075626838,0.15830508,2.144522171,0,0.001388641,0.177366495
12/20/2021,Age 50-64,473,1383,1011,4,16,68,0,0,14,10.79852231,17.28831467,73.49299023,0.155002713,0.381257942,7.253531131,0,0.038125794,1.525192365
12/20/2021,Age 65+,251,397,445,10,40,96,2,9,31,4.546847384,8.708934945,67.04991294,0.240097552,1.136444626,17.9855672,0.025010162,0.38262206,7.813690642
12/19/2021,Age 18-49,676,3607,3057,1,4,69,0,0,9,19.67927536,28.19675751,81.81705018,0.065141593,0.146333234,1.985753363,0,0,0.17651141
12/19/2021,Age 50-64,238,644,416,3,22,46,0,1,13,8.170593503,14.14328734,65.07011793,0.144008605,0.366779386,7.018917831,0,0.041134137,1.512849457
12/19/2021,Age 65+,136,198,209,8,24,60,1,11,27,3.618708388,7.527483922,60.98223162,0.227750878,1.032630853,16.9859184,0.020244522,0.36678145,7.727200581
12/19/2021,Age 12-17,0,191,239,0,2,3,0,0,0,4.435179847,9.420292324,33.91416226,0,0.075725823,0.144870407,0,0,0
12/18/2021,Age 12-17,1,178,242,0,2,1,0,0,0,6.720580658,8.448570445,33.08385846,0,0.060617546,0.115779032,0,0,0
12/18/2021,Age 18-49,491,3059,2755,1,14,54,0,0,5,16.3367207,24.68033429,74.85006858,0.065900447,0.151548329,1.942337253,0,0,0.184221678
12/18/2021,Age 50-64,198,677,472,2,13,54,0,3,13,6.770513299,12.86320753,63.04300922,0.129908269,0.331402691,7.086637654,0,0.040998271,1.473459314
12/18/2021,Age 65+,159,172,205,12,26,66,0,6,24,3.109829435,7.098750316,59.55707032,0.218144642,1.013302979,17.21463105,0.015219394,0.360285504,7.566108001
12/17/2021,Age 18-49,482,3304,3270,3,13,66,0,0,11,13.91015364,21.55718195,69.03560857,0.067525018,0.146787481,2.056770705,0,0,0.199686476
12/17/2021,Age 50-64,193,650,605,6,21,67,0,3,12,5.615967393,11.44875924,60.51441969,0.124453571,0.335830271,7.121396953,0,0.03392225,1.343989131
12/17/2021,Age 65+,114,188,288,4,22,75,1,8,28,2.49881574,6.854903589,59.24988813,0.188686086,1.008074057,17.1603697,0.02549812,0.369627154,7.699723224
12/17/2021,Age 12-17,0,228,345,0,2,2,0,0,0,4.594215882,7.612000763,32.1534727,0,0.045535398,0.14438021,0,0,0
12/16/2021,Age 18-49,406,2961,3049,1,14,70,0,0,6,11.74409421,18.31559597,62.47915292,0.056598044,0.137486079,2.085949462,0,0.001361248,0.170849194
12/16/2021,Age 50-64,161,604,558,2,16,67,0,2,11,4.583782835,10.39355768,57.57579112,0.080700402,0.297627617,6.900793228,0,0.036785436,1.279846363
12/16/2021,Age 65+,89,216,254,6,32,76,0,12,39,2.176785263,6.718500413,57.35494419,0.186138407,1.038715524,17.1962474,0.020682045,0.353605285,7.540418005
12/16/2021,Age 12-17,0,184,319,0,2,0,0,0,0,4.744508232,6.916565974,32.07609428,0,0.030435934,0.143838988,0,0,0
12/15/2021,Age 12-17,1,169,360,0,0,1,0,0,0,4.859086492,6.580390102,32.6070451,0,0.015250035,0.20074698,0,0,0
12/15/2021,Age 18-49,387,2880,3010,2,22,78,0,0,2,9.837752308,15.57180706,57.08965412,0.051622388,0.136594799,2.04414095,0,0.004057271,0.181877145
12/15/2021,Age 50-64,116,574,607,3,13,52,0,0,15,3.781018436,9.488563457,55.03350801,0.083466191,0.28072673,6.722697146,0,0.033026674,1.269080584
12/15/2021,Age 65+,94,190,254,5,29,66,0,9,37,2.020913144,6.344251963,56.60145195,0.188968502,0.980227771,16.9568376,0.0209965,0.34307972,7.011972606
12/14/2021,Age 18-49,315,2338,2626,1,20,78,0,0,6,7.944436184,13.23361811,52.89069985,0.038341873,0.118337404,2.085409234,0,0.00403423,0.200671455
12/14/2021,Age 50-64,84,456,475,1,9,55,0,2,8,3.260259251,8.841082906,53.0776626,0.060375171,0.277508141,6.955707787,0,0.042442422,1.207470056
12/14/2021,Age 65+,66,164,250,3,26,72,1,12,36,1.785899539,6.205212497,55.96492864,0.186586519,0.993048713,17.22254054,0.021324174,0.338173345,6.362679388
12/14/2021,Age 12-17,0,127,353,0,1,1,0,0,0,2.485336515,6.409942485,33.80679517,0,0.015279958,0.242905967,0,0,0.014288586
12/13/2021,Age 18-49,264,2276,2628,1,19,80,0,0,5,6.259588714,11.60096177,50.21903288,0.03173429,0.105755364,2.104050921,0,0.004016026,0.199826065
12/13/2021,Age 50-64,88,521,566,2,13,58,0,1,14,2.998211838,8.646943923,53.99421305,0.062277397,0.277891322,7.122712694,0,0.038775533,1.232128025
12/13/2021,Age 65+,57,206,292,7,24,73,1,7,31,1.629413722,6.284296269,56.3215506,0.184053377,0.995322408,17.91749914,0.016240004,0.333538892,6.257950067
12/13/2021,Age 12-17,0,167,483,0,1,2,0,0,0,2.541942044,6.459649691,35.07624134,0,0.007653613,0.227860277,0,0,0.014241267
12/12/2021,Age 12-17,1,62,184,0,0,1,0,0,0,2.578648788,6.463083374,35.85025106,0,0,0.28407489,0,0,0.014203744
12/12/2021,Age 18-49,134,1096,1352,1,8,59,0,0,11,4.729581868,10.36055906,48.94037663,0.024505606,0.098710103,2.158732414,0,0.005335681,0.191280087
12/12/2021,Age 50-64,46,283,311,1,12,51,0,1,11,2.660259859,8.463947333,54.20635806,0.054850719,0.291528845,7.310229543,0,0.038443364,1.156894125
12/12/2021,Age 65+,34,125,173,6,21,68,0,10,23,1.568991806,6.222114956,56.35461049,0.186523501,1.06231231,18.17574872,0.010971971,0.340149262,5.906302547
12/11/2021,Age 18-49,72,859,1351,1,11,84,0,0,9,3.912774838,9.856521866,48.34339945,0.016509598,0.10390711,2.229854406,0,0.00532857,0.167628915
12/11/2021,Age 50-64,34,287,345,1,15,58,0,1,6,2.534308781,8.362906824,54.77646051,0.046078341,0.303582785,7.428450967,0,0.051129732,1.137690689
12/11/2021,Age 65+,36,135,205,6,26,67,2,8,29,1.523343758,6.3031469,56.83867582,0.186980822,1.164541639,17.74174016,0.032996616,0.334218228,5.892210953
12/11/2021,Age 12-17,0,66,183,0,0,3,0,0,0,0,6.504614825,36.64120751,0,0,0.354775441,0,0,0.028382035
12/10/2021,Age 18-49,82,1045,1709,1,7,76,0,1,4,3.735929367,9.700808076,48.03858276,0.025242766,0.100994714,2.159343438,0,0.006644389,0.155628356
12/10/2021,Age 50-64,39,383,467,0,11,58,0,4,9,2.413944515,8.460557105,54.89400388,0.056138245,0.298982093,7.453711949,0,0.05407123,1.217272869
12/10/2021,Age 65+,45,180,253,3,30,82,0,6,26,1.491821915,6.319602752,56.60220071,0.160232724,1.165095487,17.45099368,0.022101065,0.343287063,6.130553544
12/10/2021,Age 12-17,0,134,348,0,0,2,0,0,0,2.643055372,6.564321599,37.71803882,0,0.007677569,0.34005745,0,0,0.028338121
12/9/2021,Age 18-49,80,1020,1763,0,14,62,0,2,9,3.526295447,9.689070765,48.19683022,0.017285762,0.10066567,2.153202992,0,0.006622741,0.155185801
12/9/2021,Age 50-64,46,369,438,2,12,60,0,1,11,2.373558936,8.532654748,56.0447907,0.066995615,0.312748175,8.030100267,0,0.053704232,1.310698184
12/9/2021,Age 65+,53,165,252,6,24,75,0,11,26,1.486482446,6.558494744,56.61833151,0.1558858,1.162853678,17.54007536,0.0334041,0.372113177,6.190614834
12/9/2021,Age 12-17,0,138,363,0,0,4,0,0,0,5.420494891,6.70276526,38.59498424,0,0.015373315,0.339296565,0,0,0.028274714
12/8/2021,Age 18-49,89,1207,2013,0,9,91,0,0,7,3.217875332,9.794281806,48.74856192,0.017300405,0.10198238,2.226599391,0,0.003973339,0.159042814
12/8/2021,Age 50-64,41,409,519,0,13,69,0,3,12,2.269695788,8.799663932,57.87296213,0.067037428,0.309535917,8.160933611,0,0.060012066,1.409917392
12/8/2021,Age 65+,44,181,255,4,34,80,0,9,20,1.447900906,6.846479504,56.95706172,0.15035894,1.29695574,17.30953149,0.044550797,0.382369421,6.285584061
12/8/2021,Age 12-17,0,145,452,0,0,4,0,0,1,5.427702996,6.764516942,39.3416167,0,0.030747804,0.282728111,0,0,0.028272811
12/7/2021,Age 18-49,68,1163,2001,0,11,85,0,0,6,3.019274292,9.953931885,49.65506628,0.026957806,0.113382535,2.228780494,0,0.005273606,0.177684407
12/7/2021,Age 50-64,43,424,553,1,10,68,0,1,10,2.177819022,9.140056614,58.75571385,0.108398232,0.325759386,8.323039409,0,0.05324913,1.384426357
12/7/2021,Age 65+,32,195,280,2,29,99,0,12,35,1.555593531,7.213374271,58.84419266,0.169086253,1.386400303,17.45188984,0.045089668,0.383690121,6.488523145
12/7/2021,Age 12-17,0,132,450,0,0,0,0,0,0,5.611042532,6.856326562,40.40475712,0,0.046170549,0.239331314,0,0,0.014078313
12/6/2021,Age 18-49,54,1377,2348,0,14,96,0,1,3,2.868536118,10.04962123,50.13641859,0.047025182,0.114095922,2.192050211,0,0.005245789,0.173056596
12/6/2021,Age 50-64,42,487,600,1,18,72,0,1,10,2.217247323,9.248795068,58.5726851,0.102177296,0.359658139,8.491403231,0,0.055809022,1.488858755
12/6/2021,Age 65+,42,208,309,7,39,86,0,9,22,1.605282664,7.315634778,58.62014808,0.183460876,1.432855363,16.74861374,0.045865219,0.363259106,6.004220019
12/6/2021,Age 12-17,0,166,544,0,0,6,0,0,0,5.806020844,7.018405634,40.53138155,0,0.061632541,0.294315011,0,0,0.014015001
12/5/2021,Age 18-49,29,728,1216,0,12,78,0,0,5,2.927476965,10.16150754,50.95401776,0.068766237,0.109642471,2.198241728,0,0.003915803,0.191484471
12/5/2021,Age 50-64,30,258,352,0,16,59,0,5,10,2.246919733,9.324219444,58.47631198,0.10598678,0.368424871,8.560282337,0,0.061404145,1.543124899
12/5/2021,Age 65+,25,143,192,6,41,56,4,9,23,1.684948258,7.458465236,57.43688899,0.180738394,1.379168805,15.97727288,0.058302708,0.35848431,6.472202516
12/5/2021,Age 12-17,0,67,242,0,0,6,0,0,1,8.992266651,7.38181745,41.2077312,0,0.061707983,0.251181565,0,0,0.013954531
12/4/2021,Age 12-17,1,73,263,0,1,2,0,0,0,9.083752195,7.438643537,41.14679876,0,0.061731482,0.181140665,0,0,0
12/4/2021,Age 18-49,42,760,1297,2,9,67,0,1,6,2.964412675,10.3359759,51.62621625,0.069868312,0.105548922,2.217686671,0,0.005212292,0.179709092
12/4/2021,Age 50-64,17,330,363,2,14,61,0,2,11,2.209063638,9.617416597,58.21737522,0.128683319,0.345884174,8.441762452,0,0.055096594,1.587893897
12/4/2021,Age 65+,29,143,204,1,27,60,0,10,37,1.679664264,7.605465013,57.4229264,0.158017196,1.330459937,15.99237852,0.035114932,0.387223415,6.297193883
12/3/2021,Age 12-17,1,151,416,0,1,2,0,0,0,6.224712107,7.375821101,40.45863296,0,0.05406361,0.194312474,0,0,0.013879462
12/3/2021,Age 18-49,46,1060,1785,0,7,76,0,1,4,2.955446997,10.37726865,51.92776588,0.051488624,0.098707437,2.245957857,0,0.003896346,0.198284904
12/3/2021,Age 50-64,29,424,553,1,16,95,0,4,15,2.243668812,9.431142441,57.91499253,0.120982142,0.343669492,8.112292187,0,0.054743813,1.628909564
12/3/2021,Age 65+,42,234,264,2,31,88,2,12,29,1.692978023,7.678061449,56.93607623,0.176966344,1.352049381,16.06366421,0.035393269,0.370086509,5.581968258
12/2/2021,Age 18-49,44,1100,1907,0,15,81,0,0,10,2.852815724,9.993200181,50.1070512,0.065331658,0.098162494,2.266376965,0,0.003874835,0.223980303
12/2/2021,Age 50-64,35,454,549,2,11,68,0,3,17,2.155704334,9.140457532,55.1829038,0.115278307,0.33074024,7.45801426,0,0.05412113,1.600432245
12/2/2021,Age 65+,46,221,263,5,50,68,2,13,29,1.61185837,7.1393993,55.09395114,0.180431907,1.279061319,15.33795967,0.030071985,0.340434572,5.337609966
12/2/2021,Age 12-17,0,146,416,0,2,0,0,0,0,3.200921865,6.668630122,37.75028195,0,0.046417379,0.193237275,0,0,0.013802663
12/1/2021,Age 18-49,53,1362,2301,1,18,94,0,1,12,2.630850953,9.147478658,45.44824485,0.068333791,0.092619669,2.211915411,0,0.003859153,0.223082067
12/1/2021,Age 50-64,25,541,595,4,19,82,0,1,11,1.918240743,8.22131898,49.6512015,0.119890046,0.330759843,7.297438837,0,0.053636731,1.558058837
12/1/2021,Age 65+,60,266,329,7,54,89,0,10,28,1.399626778,6.454579503,50.05250963,0.159606562,1.126077345,14.50006037,0.018416142,0.340219113,4.944581255
12/1/2021,Age 12-17,0,156,539,0,2,1,0,0,0,3.266052649,5.793932142,33.42443048,0,0.030983594,0.206153971,0,0,0.013743598
11/30/2021,Age 18-49,37,1276,2183,2,12,78,0,0,5,2.547434359,8.508720875,42.43684897,0.059519494,0.076897613,2.086255597,0,0.003844881,0.199587629
11/30/2021,Age 50-64,39,489,568,0,22,82,0,2,17,1.94600558,7.68993565,46.22431664,0.087320763,0.322014209,6.996027425,0,0.062039435,1.516069149
11/30/2021,Age 65+,36,235,294,4,42,83,0,9,22,1.249027767,5.892763314,46.97205703,0.138083472,0.976622903,14.2175958,0.025106086,0.349130893,4.799188457
11/30/2021,Age 12-17,0,152,472,0,2,4,0,0,0,3.348737526,5.025737905,29.15954554,0,0.015511537,0.218936053,0,0,0.013683503
11/29/2021,Age 12-17,1,212,605,0,0,3,0,0,0,6.827103601,4.41063544,26.27598672,0,0,0.163543486,0,0,0.013628624
11/29/2021,Age 18-49,47,1499,2616,2,11,100,0,0,8,2.535340975,8.035704945,40.08639971,0.049712568,0.086858677,2.085137828,0,0.005109334,0.236265617
11/29/2021,Age 50-64,37,541,620,1,22,80,0,3,14,1.728526695,7.214967269,44.10720246,0.103971531,0.30465148,6.760385584,0,0.061516164,1.443052143
11/29/2021,Age 65+,51,256,291,6,32,67,2,9,39,1.227420917,5.507613672,44.24235559,0.154230901,0.914839708,13.84797591,0.02570515,0.380796224,4.922406855
11/28/2021,Age 18-49,28,875,1413,0,9,84,0,1,2,2.427920152,7.277914496,36.63433728,0.064572344,0.081530987,1.949946371,0,0.005095687,0.257751532
11/28/2021,Age 50-64,24,363,345,2,9,53,0,3,13,1.59329821,6.71636232,41.09592672,0.108020218,0.290751616,6.298465248,0,0.055242807,1.356352665
11/28/2021,Age 65+,23,177,197,2,32,58,0,15,18,1.051275295,5.213921381,42.75719022,0.124838941,0.892637989,14.05675643,0.013140941,0.38452098,4.783405632
11/28/2021,Age 12-17,0,74,242,0,0,1,0,0,0,3.476688802,3.249716369,22.60460127,0,0,0.190068719,0,0,0.013576337
11/27/2021,Age 18-49,32,818,1413,0,4,76,0,0,11,2.230134097,6.821810232,35.03315897,0.065592179,0.076349303,1.84640265,0,0.005089954,0.283488084
11/27/2021,Age 50-64,15,289,361,1,14,43,0,2,14,1.435766671,6.291384015,39.85408613,0.109391746,0.310363342,6.331230701,0,0.055111248,1.337803047
11/27/2021,Age 65+,29,167,198,4,33,65,0,7,15,1.003590477,4.988033511,41.84373443,0.138653947,0.867087253,14.30880149,0.013205138,0.392471072,5.237782142
11/27/2021,Age 12-17,0,64,225,0,0,3,0,0,1,3.513456539,3.009974917,21.28695218,0,0,0.189819956,0,0,0.013558568
11/26/2021,Age 18-49,21,807,1366,1,7,84,0,1,11,2.175313221,6.557258645,33.62840895,0.067556311,0.081267342,1.778729609,0,0.006349011,0.267925799
11/26/2021,Age 50-64,12,363,410,0,13,58,0,4,14,1.388017483,6.120792983,38.63399612,0.112163029,0.294490983,6.384759888,0,0.051968997,1.410226092
11/26/2021,Age 65+,23,146,224,2,20,70,1,7,23,0.886918374,4.78470961,40.58474642,0.120034066,0.820883829,13.91643385,0.013337118,0.40817428,5.6480924
11/26/2021,Age 12-17,0,58,236,0,0,2,0,0,0,3.591180062,2.880984954,20.57989078,0,0,0.175665516,0,0,0
11/25/2021,Age 18-49,13,474,728,0,11,69,0,0,10,2.18452372,6.505420216,33.82487784,0.057111731,0.080969835,1.71921824,0,0.005060615,0.266775244
11/25/2021,Age 50-64,8,173,224,2,12,61,0,3,15,1.472997019,5.930060941,38.2191978,0.117839761,0.289061851,6.280077608,0,0.051515973,1.508450014
11/25/2021,Age 65+,6,100,117,1,22,46,0,14,18,0.896199076,4.907291266,39.65182416,0.116300643,0.821602905,13.36125375,0.006841214,0.419731919,5.960731736
11/25/2021,Age 12-17,0,32,113,0,0,1,0,0,0,7.413447995,3.003621275,21.00175974,0,0.007801614,0.174790574,0,0,0
11/24/2021,Age 18-49,36,890,1550,0,6,63,0,1,6,2.310692424,6.905826295,36.67487846,0.059630772,0.082016939,1.694561024,0,0.005047196,0.251046078
11/24/2021,Age 50-64,21,385,399,1,17,66,0,4,9,1.530237337,6.287243243,40.6702444,0.09181424,0.290049213,6.109724216,0,0.045497916,1.638447346
11/24/2021,Age 65+,31,168,245,3,26,85,1,13,25,1.050757028,5.178727759,42.77416098,0.126090843,0.810277132,14.05844091,0.007005047,0.387523846,6.102446967
11/24/2021,Age 12-17,0,56,238,0,0,2,0,0,0,7.621079907,3.18711904,23.18531411,0,0.007811566,0.17402372,0,0,0
11/23/2021,Age 12-17,1,72,269,0,0,0,0,0,0,7.829933837,3.59037189,24.14793247,0,0.007822161,0.18657343,0,0,0
11/23/2021,Age 18-49,27,928,1603,1,20,80,0,1,15,2.292966924,6.866691787,37.02918967,0.062393658,0.086840494,1.757691426,0,0.003775674,0.264756868
11/23/2021,Age 50-64,16,349,453,1,17,70,0,2,13,1.433069675,6.196570474,41.16288579,0.079614982,0.28821258,6.243722964,0,0.04803543,1.644688
11/23/2021,Age 65+,28,172,220,6,32,76,0,17,28,1.029741676,5.250538711,41.69586506,0.129617833,0.828119648,13.31559425,0,0.372870627,6.375687079
11/22/2021,Age 18-49,31,921,1734,3,7,66,0,0,14,2.37710722,6.926088165,37.3272721,0.048844669,0.076607684,1.768769982,0,0.003767591,0.21239888
11/22/2021,Age 50-64,22,388,444,1,18,53,0,1,9,1.508549414,6.192553013,41.14367608,0.066309864,0.266799336,6.011792199,0.016577466,0.042126211,1.726308087
11/22/2021,Age 65+,20,209,256,1,30,79,0,11,36,0.979165582,5.355145345,41.30028938,0.111268816,0.815006184,12.97610443,0.007417921,0.320028606,6.250854609
11/22/2021,Age 12-17,0,62,342,0,0,5,0,0,0,8.018924662,3.720380873,25.38629793,0,0.007832381,0.225714992,0,0.007832381,0.013277352
11/21/2021,Age 18-49,10,523,998,0,5,57,0,1,9,2.370656956,7.101722571,37.96396141,0,0.080245453,1.827610711,0,0.003761506,0.182396279
11/21/2021,Age 50-64,11,222,271,2,16,56,0,3,12,1.479317168,6.392127224,42.70395091,0.06880545,0.26540738,6.416889977,0.017201362,0.041906428,1.94314274
11/21/2021,Age 65+,15,131,170,4,27,68,0,17,34,1.09092077,5.413323438,41.42091408,0.129689882,0.83281899,12.56434394,0.015257633,0.332286365,6.130295284
11/21/2021,Age 12-17,0,43,147,0,0,1,0,0,0,8.13768971,4.055499948,27.61002781,0,0.007844294,0.211773943,0,0.007844294,0.013235871
11/20/2021,Age 18-49,23,621,1058,0,8,59,0,1,7,2.443735149,7.141988827,38.24852851,0.017209402,0.086455654,1.890750195,0,0.003758941,0.189439326
11/20/2021,Age 50-64,9,240,292,1,9,48,0,1,19,1.498281593,6.484325753,42.35082722,0.034843758,0.262161987,6.194015198,0.017421879,0.036256445,1.939388254
11/20/2021,Age 65+,10,129,162,1,24,54,0,11,30,1.097841053,5.421615743,40.8578609,0.130512573,0.800872859,12.11419056,0.01535442,0.327058026,6.02956303
11/20/2021,Age 12-17,0,47,178,0,0,2,0,0,0,8.207822054,4.105072268,28.17577772,0,0.007849087,0.211549715,0,0.007849087,0.013221857
11/19/2021,Age 12-17,1,73,275,0,1,2,0,0,0,8.393486654,4.095044006,28.28049822,0,0.023579908,0.184667432,0,0.007859969,0.026381062
11/19/2021,Age 18-49,13,785,1458,0,7,70,0,0,11,2.273635597,7.072678357,38.37381542,0.035525556,0.085077327,1.963040955,0,0.002502274,0.196304096
11/19/2021,Age 50-64,13,315,400,0,12,54,0,4,21,1.574980152,6.538374297,42.62808992,0.017897502,0.266759002,6.308058297,0.017897502,0.038902355,1.887922436
11/19/2021,Age 65+,21,190,207,1,23,56,0,11,36,1.143499992,5.453311633,41.09010402,0.124462584,0.845700735,12.51878503,0.023336735,0.316617024,5.834794771
11/18/2021,Age 18-49,15,805,1533,0,12,64,0,0,6,2.495231441,7.104059822,38.87151011,0.038095137,0.088551307,2.015961931,0,0.003741605,0.180966062
11/18/2021,Age 50-64,8,312,397,0,13,52,0,1,24,1.691496505,6.63603577,42.52529369,0.019005579,0.270183426,6.343058513,0.019005579,0.035840658,1.771887237
11/18/2021,Age 65+,25,177,240,2,22,75,0,8,25,1.297515878,5.402768397,41.55548633,0.169241201,0.851990771,12.56958648,0.032236419,0.307208211,5.715911092
11/18/2021,Age 12-17,0,55,283,0,0,1,0,0,0,4.323763404,4.065393589,28.88592922,0,0.015757339,0.157631264,0,0.00787867,0.026271877
11/17/2021,Age 18-49,28,873,1686,0,10,82,0,0,10,2.668202053,6.992655086,38.33555599,0.040123339,0.088372821,2.059228831,0,0.003734063,0.198349537
11/17/2021,Age 50-64,11,367,446,0,17,77,0,5,10,1.874765654,6.659937663,42.05741496,0.019944315,0.265849364,6.355276865,0.019944315,0.043851441,1.644372336
11/17/2021,Age 65+,24,203,223,3,33,64,0,11,37,1.246699697,5.35585725,40.95238809,0.158975129,0.849688631,12.26696779,0.033468448,0.330210748,5.972781259
11/17/2021,Age 12-17,0,107,318,0,0,3,0,0,0,4.388852315,4.063550137,28.32266574,0,0.015780777,0.157129907,0,0.007890389,0.026188318
11/16/2021,Age 12-17,1,88,369,0,0,3,0,1,1,4.446222934,3.904105372,29.78796869,0,0.023709142,0.143650879,0,0.007903047,0.026118342
11/16/2021,Age 18-49,26,987,1726,0,12,85,0,1,1,2.464223477,7.088942042,38.60260926,0.042123478,0.084495716,2.069729399,0,0.003727752,0.197630411
11/16/2021,Age 50-64,17,361,467,0,10,57,1,0,19,2.051339158,6.65820877,42.85130553,0.020932032,0.264366046,6.323773674,0.020932032,0.035430501,1.724665548
11/16/2021,Age 65+,17,216,222,3,32,69,1,6,26,1.245848189,5.315041044,40.60322675,0.156820052,0.803390418,12.13064439,0.043561125,0.32056465,5.668030349
11/15/2021,Age 18-49,25,1070,1948,0,10,84,0,0,6,2.389448197,7.146474425,39.22155366,0.044249041,0.083127393,2.012096135,0,0.003722122,0.225555261
11/15/2021,Age 50-64,17,471,562,1,18,82,0,1,24,1.936869926,6.678749131,43.74051653,0.044019771,0.281895256,6.569142275,0,0.043368501,1.554305985
11/15/2021,Age 65+,31,241,276,3,37,69,1,15,34,1.348680344,5.308539217,41.12537454,0.16402869,0.816100465,12.19886985,0.03645082,0.357529728,5.994723596
11/15/2021,Age 12-17,0,104,516,0,0,4,0,0,0,0,3.831204416,30.55823486,0,0.023747135,0.130256756,0,0,0.013025676
11/14/2021,Age 18-49,12,559,1090,1,10,75,0,1,11,2.38740378,7.197714309,39.61671594,0.069536032,0.080552932,2.019004252,0,0.003717828,0.253267318
11/14/2021,Age 50-64,11,259,253,0,15,42,0,1,12,1.919696993,6.596753308,43.23421699,0.046257759,0.28587729,6.520140012,0,0.0485452,1.458644298
11/14/2021,Age 65+,15,137,154,4,20,53,0,16,31,1.301853564,5.385363904,41.30973605,0.152041292,0.818514116,12.52751394,0.028507742,0.359534238,5.797857692
11/14/2021,Age 12-17,0,49,192,0,0,1,0,0,0,0,3.838495462,30.297365,0,0.023792327,0.116928081,0,0,0.012992009
11/13/2021,Age 18-49,9,574,1115,1,7,80,0,0,9,2.376708818,7.29564573,39.71366681,0.070595311,0.075570452,2.009555723,0,0.004955439,0.263665113
11/13/2021,Age 50-64,11,268,320,0,11,57,0,2,16,1.786792827,6.599809421,44.39433115,0.047020864,0.271962771,6.799656494,0,0.056546715,1.499710105
11/13/2021,Age 65+,14,145,178,0,36,71,1,9,24,1.237397372,5.390035798,41.64645412,0.115106732,0.869114683,12.74680814,0.028776683,0.346883492,5.960551983
11/13/2021,Age 12-17,0,45,191,0,2,0,0,0,1,0,3.809475133,30.46910741,0,0.02380922,0.129821506,0,0,0.012982151
11/12/2021,Age 18-49,16,828,1642,0,10,87,0,1,7,2.430725538,7.430000098,40.0443749,0.048614511,0.076738299,2.002040944,0,0.004950858,0.263145701
11/12/2021,Age 50-64,14,369,411,0,14,59,0,3,14,1.877350955,6.619617563,43.96301069,0.073143544,0.268326614,6.734512037,0,0.053665323,1.465917491
11/12/2021,Age 65+,35,200,241,6,28,63,1,10,34,1.204837924,5.485747215,41.29828036,0.117545163,0.855019911,12.80785699,0.029386291,0.359411024,6.185758587
11/12/2021,Age 12-17,0,68,330,0,0,0,0,0,0,0,3.966796561,30.49931156,0,0.007949492,0.168432902,0,0,0
11/11/2021,Age 18-49,17,727,1423,0,12,78,0,0,11,2.692207262,7.593547397,40.11370155,0.052275869,0.077812864,1.969900906,0,0.004940499,0.265724043
11/11/2021,Age 50-64,13,335,380,0,12,55,0,4,16,1.97331032,6.616206567,44.48728512,0.078932413,0.258466386,6.810898014,0,0.047962835,1.442986867
11/11/2021,Age 65+,13,188,235,0,25,69,0,15,37,1.074411354,5.386415705,41.55552635,0.082647027,0.824678818,13.24296994,0.020661757,0.375191715,6.114091484
11/11/2021,Age 12-17,0,54,247,0,0,1,0,0,0,0,4.080687628,31.84814556,0,0.015940186,0.180808612,0,0,0
11/10/2021,Age 18-49,12,960,1799,0,7,87,0,0,10,2.700033943,7.97584571,41.9631003,0.055102734,0.078956555,2.013211613,0,0.004934785,0.250768464
11/10/2021,Age 50-64,15,380,514,0,17,77,0,2,16,1.869536489,6.705592334,45.80734256,0.083710589,0.275753896,6.894802267,0,0.042423676,1.378960453
11/10/2021,Age 65+,18,216,227,2,25,64,1,10,28,1.167507927,5.442756764,41.72568187,0.10911289,0.839593599,13.32311309,0.021822578,0.372341509,5.745749337
11/10/2021,Age 12-17,0,86,436,0,1,2,0,0,0,0,4.287204029,34.46662606,0,0.01596724,0.23192496,0,0,0
11/9/2021,Age 18-49,17,1042,1938,0,11,71,0,1,9,3.1117098,8.230691736,42.74387142,0.0581628,0.087495001,2.048664512,0,0.00616162,0.24992299
11/9/2021,Age 50-64,7,382,543,1,17,76,0,3,8,2.015152763,6.802981205,45.69877444,0.118538398,0.269163725,6.949187853,0,0.044860621,1.344081601
11/9/2021,Age 65+,22,239,260,3,39,77,0,17,41,1.238524979,5.444732024,41.91440379,0.127324998,0.914628897,13.99628404,0.02315,0.376611899,5.608440057
11/9/2021,Age 12-17,0,78,434,0,0,2,0,0,0,0,4.374768415,34.89590289,0,0.007997748,0.257060058,0,0,0
11/8/2021,Age 18-49,20,1118,2099,1,8,88,0,0,14,3.46132475,8.352601733,43.2456273,0.061262385,0.093572779,2.182102716,0,0.007387325,0.23504965
