date,age_group,boosted_case_count,vax_case_count,unvax_case_count,boosted_hosp_count,vax_hosp_count,unvax_hosp_count,boosted_death_count,vax_death_count,unvax_death_count,boosted_caserate,vax_caserate,unvax_caserate,boosted_hosprate,vax_hosprate,unvax_hosprate,boosted_deathrate,vax_deathrate,unvax_deathrate
1/7/2022,Age 50-64,3924,7827,6041,27,90,190,0,4,13,125.014014,210.5088576,746.103787,0.874786824,2.643079058,23.79351472,0.021467161,0.107375087,2.061170745
1/7/2022,Age 65+,2573,2564,2548,71,215,294,8,15,38,67.14846964,103.8592818,611.9444774,2.202953315,9.235359143,71.77885717,0.122629608,0.763474215,10.94514841
1/6/2022,Age 12-17,133,8821,6886,1,10,14,0,0,0,107.4994321,295.1984749,452.014032,0.468407111,0.408977542,1.065891266,0,0,0.015227018
1/6/2022,Age 18-49,8005,31667,31221,20,119,286,0,1,9,173.5441589,277.429292,725.5602627,0.422679518,1.180894453,7.214631185,0,0.012446845,0.283012086
1/6/2022,Age 50-64,4036,8443,6536,36,97,168,1,3,22,113.8912546,195.1897075,676.1116471,0.786162506,2.525834174,22.66619564,0.021538699,0.103011182,2.016991858
1/6/2022,Age 65+,2606,2637,2683,102,235,283,5,22,49,61.6482479,96.08448213,550.6478631,2.144096246,8.799998502,66.22828099,0.114001027,0.735562185,10.55398178
1/5/2022,Age 12-17,117,8853,6582,0,9,16,0,0,0,93.86075164,251.8978041,387.4692076,0.269714804,0.370004868,0.956451692,0,0,0.015181773
1/5/2022,Age 18-49,8785,36527,35388,18,119,308,0,2,11,165.1839406,262.1429504,677.3455389,0.371088679,1.111239538,6.730017759,0,0.012347106,0.281500099
1/5/2022,Age 50-64,4141,9333,6858,29,106,188,1,1,13,108.1967236,183.7286057,622.2699765,0.694655675,2.368140915,21.38241791,0.016409189,0.093747403,1.644801377
1/5/2022,Age 65+,2742,2753,2646,75,209,281,3,23,47,58.93994548,90.58753282,503.3162425,1.971574918,8.311208803,61.39387618,0.097035007,0.623506486,9.85383878
1/4/2022,Age 12-17,93,8626,6680,0,11,9,0,0,0,79.22430743,209.4963285,325.1669247,0.320746184,0.33133855,0.756307682,0,0,0.015126154
1/4/2022,Age 18-49,9058,38240,36433,22,138,252,0,3,10,153.3474029,242.7562143,617.9333697,0.36894978,1.063049789,6.151610553,0,0.009177408,0.262594992
1/4/2022,Age 50-64,4209,9782,6920,22,107,196,1,3,14,102.2917142,170.2175574,562.4689858,0.629333245,2.174635208,19.46796469,0.011138642,0.104704658,1.689450013
1/4/2022,Age 65+,2761,2780,2699,69,216,280,2,17,36,55.52626867,83.95146892,456.1429117,1.867325874,7.697574693,55.94016367,0.084474266,0.557795268,8.661702762
1/3/2022,Age 12-17,70,7242,5570,0,6,11,0,0,1,62.53136218,167.4471651,263.7300969,0.385996063,0.262962749,0.768540937,0,0,0.01506943
1/3/2022,Age 18-49,8358,34563,31500,17,130,268,0,1,7,139.2240916,221.8564713,554.154009,0.331933085,1.009444368,5.914011556,0,0.006062729,0.235362254
1/3/2022,Age 50-64,4081,9260,6690,23,115,188,1,5,15,94.39042353,154.7535055,500.9908061,0.579326265,1.932331423,17.36685058,0.011359339,0.095423774,1.538095511
1/3/2022,Age 65+,2649,2717,2449,97,193,266,3,13,43,51.11792305,76.11901073,400.3766853,1.785583059,7.003026799,50.86915337,0.080755013,0.479837021,8.0423973
1/2/2022,Age 12-17,21,2332,1661,1,6,6,0,0,0,48.32073486,132.8322025,210.7833444,0.478423117,0.224910604,0.690699091,0,0,0
1/2/2022,Age 18-49,3715,14615,12738,7,94,191,0,0,16,123.9721338,201.8257706,497.1262436,0.318925378,0.949945165,5.510905635,0.004491907,0.004509233,0.242564958
1/2/2022,Age 50-64,1816,3880,2669,14,61,120,0,3,14,84.79968043,137.9743596,434.2626051,0.491810374,1.740889812,16.0652062,0.011572009,0.078595477,1.506113081
1/2/2022,Age 65+,1187,1189,1123,55,163,190,2,10,25,46.15327555,67.32512646,348.7447189,1.555931673,6.506020989,44.57315034,0.076891972,0.455549793,7.487662019
1/1/2022,Age 12-17,6,919,708,0,6,10,0,0,0,41.81486854,124.3075131,198.2745598,0,0.17980836,0.750073995,0,0,0
1/1/2022,Age 18-49,2052,8237,7371,11,82,183,0,1,4,118.4017433,195.7354594,478.7061001,0.330908394,0.900970468,5.253506089,0.004532992,0.004497357,0.195360776
1/1/2022,Age 50-64,1087,2448,1570,12,64,139,0,7,12,81.15779222,132.5987115,413.0425828,0.459537384,1.625512222,15.18737058,0.011633858,0.074421042,1.520661946
1/1/2022,Age 65+,814,868,780,34,148,157,5,14,29,43.91469739,63.97030948,329.0603685,1.42259517,5.884167192,41.66013692,0.072488926,0.435389955,7.620756753
12/31/2021,Age 12-17,19,2184,1598,0,6,4,0,0,0,45.13178481,120.1883405,191.715369,0,0.149692789,0.628771318,0,0,0
12/31/2021,Age 18-49,3138,14464,11990,10,77,169,0,0,8,115.0993862,188.7795421,461.0810738,0.299509992,0.83258761,4.894487799,0.004607846,0.004476277,0.190529369
12/31/2021,Age 50-64,1781,4225,2613,10,63,136,0,3,11,78.50706208,126.3731282,394.4758442,0.423599256,1.458690072,13.94408422,0.011766646,0.062237443,1.4557011
12/31/2021,Age 65+,1301,1425,1081,57,152,162,6,11,29,41.91047,60.31683709,310.2005707,1.3685237,5.201155982,38.26468115,0.059105675,0.401559837,7.544052992
12/30/2021,Age 12-17,22,3203,2723,0,5,7,0,0,0,43.142965,108.8921295,174.6945494,0,0.112152015,0.626626618,0,0,0
12/30/2021,Age 18-49,4956,23203,20983,5,80,183,0,1,9,110.2279059,175.9803365,430.7023248,0.275557887,0.7500549,4.548337839,0.004750998,0.004438195,0.176879805
12/30/2021,Age 50-64,2666,6148,4081,17,65,112,0,1,4,73.36205497,114.7217375,360.5164661,0.427083134,1.2898278,12.78400241,0.012030511,0.069097918,1.519643674
12/30/2021,Age 65+,1909,1925,1634,60,172,178,1,6,34,38.13263671,53.57205088,282.0440186,1.174441169,4.549937741,35.17852524,0.032113626,0.397016728,7.351311074
12/29/2021,Age 12-17,16,3314,2557,0,4,3,0,0,0,35.10684491,92.34505029,146.2652877,0,0.082177458,0.610058677,0,0,0
12/29/2021,Age 18-49,4883,25387,22529,15,94,183,0,0,7,99.2329099,155.632135,376.5646161,0.273894374,0.688384478,4.156582833,0.004890971,0.005871083,0.167604146
12/29/2021,Age 50-64,2727,6525,4089,15,65,100,0,4,16,63.35144623,97.83743312,307.275594,0.349974068,1.156964063,11.89222889,0.018419688,0.064486522,1.696197465
12/29/2021,Age 65+,1868,1889,1609,48,129,162,0,14,20,32.08535102,44.68225701,238.5891247,0.981684863,3.70016181,31.99471021,0.032414123,0.442275233,7.084542975
12/28/2021,Age 12-17,8,3093,2684,0,2,10,0,0,0,23.12454671,73.5972377,119.692379,0,0.074763549,0.623243233,0,0,0
12/28/2021,Age 18-49,4775,25905,22385,11,109,205,0,1,4,86.6435758,132.8943105,317.2503618,0.226420494,0.60480698,3.881771173,0.005031567,0.005829465,0.166778568
12/28/2021,Age 50-64,2461,6436,4020,11,53,97,1,1,7,51.99964047,80.03283252,253.0568429,0.300648367,0.990468207,11.18379957,0.018790523,0.048773056,1.608372514
12/28/2021,Age 65+,1666,1726,1430,47,123,169,1,6,23,25.6056754,36.07411827,195.0117569,0.822522152,3.17866206,28.77469938,0.046734213,0.381932263,7.089965248
12/27/2021,Age 12-17,9,2673,2107,0,1,6,0,0,0,18.90113525,54.87247033,89.13353823,0,0.089795397,0.518046137,0,0,0
12/27/2021,Age 18-49,4080,22464,18823,12,96,181,1,0,9,72.88241515,108.041838,254.9345886,0.175994468,0.496454605,3.377496381,0.005176308,0.005789558,0.16182108
12/27/2021,Age 50-64,2118,5448,3448,6,72,128,1,1,14,40.87952855,61.47098132,196.3866636,0.268439681,0.883299738,10.43286747,0.019174263,0.051958808,1.763563006
12/27/2021,Age 65+,1459,1471,1239,43,127,119,2,10,31,19.53171396,27.85173534,156.0745166,0.664568453,2.707722901,25.26493612,0.051845766,0.384203925,7.138465678
12/26/2021,Age 12-17,1,1206,840,0,0,10,0,0,0,10.45710626,38.27026206,66.12047629,0,0.097379802,0.472500054,0,0,0
12/26/2021,Age 18-49,2236,10907,8636,9,63,133,0,0,5,60.62035343,86.26334225,203.094299,0.132997704,0.394067285,3.097586617,0,0.007191009,0.144554042
12/26/2021,Age 50-64,1112,2623,1637,8,33,77,0,2,15,30.96410464,45.9185996,150.0877909,0.260695472,0.668681799,9.253754729,0.013034774,0.047762986,1.751208564
12/26/2021,Age 65+,676,687,647,25,68,119,1,7,29,13.95497287,21.09524482,125.2463635,0.513330065,2.156027026,24.18269526,0.052283618,0.374436066,7.073345781
12/25/2021,Age 18-49,911,4190,3554,3,39,102,0,1,3,52.81901274,75.60206215,179.738523,0.091298751,0.308550557,2.828320376,0,0.007175594,0.160793724
12/25/2021,Age 50-64,479,1083,707,5,24,78,0,4,9,25.41768228,38.53212353,127.2448718,0.229460634,0.626389688,8.659490627,0.013112036,0.043957171,1.709835729
12/25/2021,Age 65+,339,340,337,21,45,75,2,9,28,11.40862253,18.1056205,108.7242334,0.433299103,1.8865044,21.93688676,0.052376815,0.39779326,6.979918516
12/25/2021,Age 12-17,0,385,297,0,2,2,0,0,0,9.797198001,30.67525344,57.1972661,0,0.112391012,0.368824259,0,0,0
12/24/2021,Age 18-49,1360,6898,5360,3,26,93,0,0,5,51.5582474,73.65378768,175.9440465,0.08214272,0.271474125,2.622962466,0,0.005715245,0.168560284
12/24/2021,Age 50-64,633,1622,997,9,24,81,0,5,15,23.88757693,36.80077839,122.3779616,0.212570206,0.582233219,8.181715349,0.013285638,0.040028534,1.775450534
12/24/2021,Age 65+,395,463,432,12,58,92,0,11,26,10.59343404,17.01585264,103.3635803,0.391995303,1.763984724,21.50344754,0.043023875,0.377996727,6.800235545
12/24/2021,Age 12-17,0,690,501,0,1,4,0,0,0,13.48026826,29.15153436,56.26081939,0,0.112496274,0.35328615,0,0,0
12/23/2021,Age 12-17,4,1000,844,0,1,6,0,0,0,15.84880242,25.73654614,53.78412233,0,0.120229121,0.322763418,0,0,0
12/23/2021,Age 18-49,2044,10282,8583,3,42,95,0,2,7,48.50253191,67.96791263,166.545983,0.085221738,0.250866865,2.499867233,0,0.005669308,0.192297479
12/23/2021,Age 50-64,788,2055,1406,3,34,70,1,0,14,21.54222098,32.8225379,114.3253849,0.197948165,0.563739027,7.865092413,0.013651598,0.03231625,1.707433457
12/23/2021,Age 65+,526,597,570,16,44,104,1,14,29,9.346627732,15.18666102,97.1336826,0.357442094,1.529933051,20.67913483,0.048302986,0.355798384,6.808095444
12/22/2021,Age 18-49,1814,10542,8748,4,40,122,0,0,7,40.5519366,57.18583166,143.2016297,0.076413274,0.20969358,2.385879534,0,0.002814679,0.187287472
12/22/2021,Age 50-64,711,2065,1316,6,24,67,0,0,12,17.69884006,27.28911687,98.15536051,0.195953943,0.493262321,7.750056008,0.006998355,0.039035148,1.640128132
12/22/2021,Age 65+,418,572,516,12,51,85,3,5,22,7.314001357,12.77469102,84.69897832,0.312480699,1.441547702,19.446194,0.043942598,0.3398771,7.094259664
12/22/2021,Age 12-17,0,797,793,0,3,4,0,0,0,8.2433435,19.63914705,45.94389696,0,0.127966845,0.234034496,0,0,0
12/21/2021,Age 12-17,2,582,640,0,4,3,0,0,0,10.58201058,14.94350773,39.47231865,0,0.105607828,0.189490451,0,0,0
12/21/2021,Age 18-49,1635,9363,7737,0,37,88,0,1,3,33.28368557,46.0925815,119.2474857,0.066907994,0.183128963,2.195832618,0,0.002795862,0.166105419
