id,Country,2020-05-17,2020-05-24,2020-05-31,2020-06-07,2020-06-14,2020-06-21,2020-06-28,2020-07-05,2020-07-12,2020-07-19,2020-07-26,2020-08-02,2020-08-09,2020-08-16,2020-08-23
0,Washington,18352,19618,20696,21609,22379,23026,23568,24022,24400,24715,24977,25194,25375,25524,25648
1,Illinois,95517,113283,130860,147511,162893,176686,188753,199078,207745,214906,220744,225452,229216,232204,234563
2,California,80429,93749,107397,121338,135469,149687,163892,177979,191848,205407,218569,231261,243418,254991,265943
3,Arizona,14062,17671,22098,27394,33544,40447,47902,55621,63275,70541,77158,82959,87875,91924,95180
4,Massachusetts,88055,94788,100053,104051,107072,109327,111001,112238,113147,113815,114303,114661,114922,115112,115251
5,Wisconsin,12306,14575,16972,19465,22017,24585,27127,29602,31971,34206,36282,38184,39906,41446,42811
6,Texas,48329,58123,69068,81143,94362,108688,124049,140331,157381,175009,192995,211098,229074,246683,263703
7,Nebraska,10173,12070,13840,15430,16813,17982,18947,19728,20349,20838,21218,21511,21736,21908,22039
8,Utah,7180,8060,8862,9587,10235,10811,11321,11768,12159,12499,12794,13049,13268,13457,13619
9,Oregon,3690,4221,4773,5357,5970,6614,7286,7986,8713,9465,10240,11036,11851,12681,13523
10,Florida,45473,50124,54798,59372,63860,68240,72496,76619,80595,84418,88080,91576,94903,98060,101046
11,New York,349196,358494,364820,368990,371751,373570,374765,375550,376066,376403,376625,376770,376865,376928,376969
12,Rhode Island,12569,13569,14277,14764,15093,15312,15456,15551,15613,15654,15680,15697,15708,15715,15720
13,Georgia,38069,42436,46627,50585,54308,57803,61058,64082,66880,69457,71824,73991,75968,77769,79404
14,New Hampshire,3596,4059,4467,4824,5133,5398,5624,5816,5977,6113,6226,6320,6399,6464,6518
15,North Carolina,18608,22964,28051,33878,40409,47551,55153,63017,70912,78603,85879,92572,98571,103824,108331
16,New Jersey,145651,149780,152105,153397,154112,154506,154722,154841,154907,154942,154962,154973,154979,154982,154984
17,Colorado,21884,23864,25494,26821,27926,28824,29560,30162,30653,31053,31378,31643,31858,32033,32175
18,Maryland,38721,44302,49079,53045,56254,58798,60781,62307,63470,64349,65010,65505,65874,66149,66353
