id,Country,2021-07-26,2021-07-27,2021-07-28,2021-07-29,2021-07-30,2021-07-31,2021-08-01,2021-08-02,2021-08-03,2021-08-04,2021-08-05,2021-08-06,2021-08-07,2021-08-08,2021-08-09,2021-08-10,2021-08-11,2021-08-12,2021-08-13,2021-08-14,2021-08-15,2021-08-16,2021-08-17,2021-08-18,2021-08-19,2021-08-20,2021-08-21,2021-08-22,2021-08-23,2021-08-24,2021-08-25,2021-08-26,2021-08-27,2021-08-28,2021-08-29,2021-08-30,2021-08-31,2021-09-01,2021-09-02,2021-09-03,2021-09-04,2021-09-05,2021-09-06,2021-09-07,2021-09-08,2021-09-09,2021-09-10,2021-09-11,2021-09-12,2021-09-13,2021-09-14,2021-09-15,2021-09-16,2021-09-17,2021-09-18,2021-09-19,2021-09-20,2021-09-21,2021-09-22,2021-09-23,2021-09-24,2021-09-25,2021-09-26,2021-09-27,2021-09-28,2021-09-29,2021-09-30,2021-10-01,2021-10-02,2021-10-03,2021-10-04,2021-10-05,2021-10-06,2021-10-07,2021-10-08,2021-10-09,2021-10-10,2021-10-11,2021-10-12,2021-10-13,2021-10-14,2021-10-15,2021-10-16,2021-10-17,2021-10-18,2021-10-19,2021-10-20,2021-10-21,2021-10-22,2021-10-23,2021-10-24,2021-10-25,2021-10-26,2021-10-27,2021-10-28,2021-10-29
0,Afghanistan,144285,144476,144662,144843,145019,145190,145356,145517,145673,145824,145970,146111,146247,146378,146504,146625,146741,146852,146958,147059,147155,147246,147332,147413,147489,147560,147626,147687,147745,147798,147848,147895,147938,147979,148017,148052,148084,148115,148143,148170,148195,148217,148239,148259,148277,148295,148311,148326,148340,148353,148365,148376,148387,148396,148406,148414,148422,148429,148436,148442,148448,148454,148459,148464,148468,148472,148476,148479,148483,148486,148489,148491,148494,148496,148498,148500,148502,148504,148505,148507,148508,148509,148511,148512,148513,148514,148515,148515,148516,148517,148517,148518,148519,148519,148520,148520
1,Albania,132891,132902,132914,132926,132938,132950,132963,132977,132990,133004,133018,133033,133048,133064,133080,133096,133112,133129,133147,133165,133183,133202,133221,133241,133261,133281,133302,133323,133345,133368,133390,133414,133437,133462,133486,133512,133537,133563,133590,133617,133645,133673,133702,133731,133761,133791,133821,133853,133884,133917,133949,133982,134016,134050,134085,134120,134156,134192,134229,134266,134304,134342,134381,134420,134459,134499,134540,134581,134622,134664,134706,134749,134792,134835,134879,134923,134968,135013,135058,135104,135150,135197,135243,135290,135338,135385,135433,135482,135532,135583,135635,135688,135742,135797,135853,135910
2,Algeria,163660,164381,165114,165861,166621,167395,168182,168983,169798,170627,171472,172331,173205,174094,174999,175920,176857,177811,178781,179769,180773,181795,182835,183894,184970,186066,187180,188314,189468,190641,191835,193050,194286,195543,196822,198123,199446,200792,202162,203555,204972,206413,207879,209370,210886,212429,213998,215593,217216,218866,220545,222251,223987,225752,227547,229372,231228,233115,235034,236985,238968,240985,243035,245120,247239,249394,251584,253810,256073,258373,260712,263088,265504,267959,270454,272990,275568,278186,280848,283552,286300,289092,291929,294812,297740,300715,303737,306808,309926,313091,316303,319562,322868,326221,329621,333068
3,Andorra,14577,14582,14587,14592,14597,14602,14607,14612,14617,14622,14627,14632,14637,14642,14647,14652,14657,14662,14667,14672,14677,14682,14687,14692,14697,14702,14707,14712,14717,14722,14727,14732,14737,14742,14747,14751,14755,14759,14762,14765,14768,14770,14772,14773,14775,14776,14777,14778,14779,14780,14781,14781,14782,14782,14782,14782,14782,14782,14782,14782,14782,14782,14782,14782,14782,14782,14782,14782,14782,14782,14782,14782,14782,14782,14782,14782,14782,14782,14782,14782,14782,14782,14782,14782,14782,14782,14782,14782,14782,14782,14782,14782,14782,14782,14782,14782
4,Angola,41879,41967,42055,42142,42228,42314,42399,42483,42566,42649,42731,42813,42894,42974,43054,43133,43211,43289,43366,43443,43518,43594,43668,43742,43816,43889,43961,44033,44104,44174,44244,44313,44382,44450,44518,44585,44652,44718,44783,44848,44913,44976,45040,45103,45165,45227,45288,45349,45409,45469,45528,45587,45645,45703,45760,45817,45873,45929,45985,46039,46094,46148,46202,46255,46307,46360,46411,46463,46514,46564,46614,46664,46713,46762,46810,46858,46906,46953,47000,47046,47092,47137,47183,47227,47272,47316,47359,47403,47448,47494,47541,47589,47638,47688,47739,47791
5,Antigua and Barbuda,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280
6,Argentina,4859170,4861047,4862882,4864675,4866426,4868135,4869802,4871427,4873010,4874551,4876050,4877507,4878922,4880295,4881626,4882915,4884162,4885367,4886530,4887651,4888730,4889767,4890762,4891715,4892626,4893495,4894322,4895107,4895850,4896551,4897210,4897827,4898401,4898931,4899417,4899859,4900257,4900611,4900919,4901186,4901417,4901617,4901788,4901935,4902060,4902167,4902258,4902335,4902400,4902455,4902501,4902539,4902571,4902597,4902619,4902637,4902651,4902663,4902673,4902681,4902687,4902693,4902697,4902700,4902703,4902705,4902707,4902708,4902709,4902710,4902710,4902710,4902710,4902710,4902710,4902710,4902710,4902710,4902710,4902710,4902710,4902710,4902710,4902710,4902710,4902710,4902710,4902710,4902710,4902710,4902710,4902710,4902710,4902710,4902710,4902710
7,Armenia,228910,229036,229162,229287,229413,229538,229663,229788,229912,230036,230159,230282,230404,230525,230645,230764,230882,231000,231116,231230,231344,231456,231567,231676,231784,231891,231995,232099,232200,232300,232398,232494,232589,232682,232773,232862,232949,233034,233118,233199,233279,233356,233432,233506,233577,233647,233715,233781,233845,233908,233968,234026,234083,234138,234191,234242,234292,234340,234386,234430,234473,234515,234554,234593,234629,234664,234698,234731,234762,234792,234820,234847,234873,234898,234922,234945,234966,234987,235006,235025,235042,235059,235075,235090,235105,235118,235131,235143,235154,235164,235173,235181,235188,235193,235196,235197
8,Australia,33266,33297,33328,33358,33388,33418,33447,33475,33504,33532,33559,33586,33612,33638,33664,33688,33713,33737,33760,33783,33805,33827,33848,33869,33889,33909,33928,33947,33965,33983,34000,34017,34033,34048,34064,34078,34092,34106,34119,34132,34144,34156,34168,34179,34189,34200,34209,34219,34228,34236,34245,34253,34260,34268,34274,34281,34287,34293,34299,34305,34310,34315,34320,34324,34328,34332,34336,34340,34343,34347,34350,34353,34355,34358,34360,34363,34365,34367,34369,34370,34372,34374,34375,34377,34378,34379,34380,34381,34382,34383,34384,34385,34386,34387,34388,34389
9,Austria,656582,656721,656859,656998,657136,657275,657413,657550,657687,657824,657959,658094,658228,658361,658492,658622,658752,658879,659005,659130,659253,659374,659493,659610,659726,659839,659951,660060,660167,660272,660374,660475,660573,660668,660762,660853,660941,661027,661111,661192,661271,661348,661422,661494,661563,661630,661695,661757,661817,661875,661931,661985,662036,662085,662133,662178,662221,662263,662303,662340,662377,662411,662444,662475,662504,662532,662559,662584,662608,662631,662652,662672,662691,662709,662726,662742,662757,662771,662784,662796,662808,662819,662829,662838,662847,662855,662863,662870,662876,662881,662885,662888,662890,662891,662891,662891
