id,Country,2020-12-08,2020-12-09,2020-12-10,2020-12-11,2020-12-12,2020-12-13,2020-12-14,2020-12-15,2020-12-16,2020-12-17,2020-12-18,2020-12-19,2020-12-20,2020-12-21,2020-12-22,2020-12-23,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19
0,"Washington",2967,2995,3023,3051,3080,3109,3138,3168,3198,3228,3259,3290,3321,3353,3385,3418,3450,3483,3517,3550,3585,3619,3654,3690,3726,3762,3798,3835,3873,3911,3949,3988,4027,4066,4106,4146,4187,4228,4270,4312,4354,4397,4440,4484,4528,4573,4618,4663,4709,4755,4802,4849,4897,4945,4994,5042,5092,5142,5192,5243,5294,5345,5397,5450,5503,5556,5610,5664,5719,5774,5829,5885,5941,5998,6055,6113,6171,6229,6288,6348,6407,6467,6528,6589,6650,6712,6774,6836,6899,6962,7026,7090,7154,7218,7283,7349,7415,7481,7547,7614,7681,7748
1,"Illinois",14384,14543,14698,14849,14998,15144,15287,15428,15567,15704,15840,15974,16106,16236,16365,16495,16625,16754,16883,17012,17140,17267,17392,17516,17638,17758,17877,17995,18111,18225,18338,18449,18558,18665,18770,18874,18976,19076,19174,19270,19364,19457,19547,19636,19723,19808,19891,19972,20051,20129,20204,20278,20350,20420,20489,20556,20621,20685,20746,20807,20865,20922,20978,21032,21084,21136,21185,21233,21280,21326,21370,21413,21455,21495,21534,21572,21609,21645,21680,21714,21746,21778,21809,21838,21867,21895,21922,21948,21974,21998,22022,22045,22067,22089,22110,22130,22149,22168,22187,22204,22221,22238
2,"California",20205,20331,20462,20597,20736,20879,21028,21182,21344,21514,21692,21878,22072,22274,22484,22699,22921,23150,23387,23631,23882,24141,24409,24684,24967,25259,25559,25868,26186,26513,26849,27194,27548,27912,28285,28668,29061,29463,29875,30296,30728,31169,31620,32081,32552,33032,33523,34022,34531,35049,35577,36113,36658,37212,37774,38344,38923,39508,40101,40701,41307,41920,42538,43162,43791,44425,45062,45704,46349,46996,47646,48297,48950,49604,50258,50912,51565,52217,52867,53515,54160,54802,55441,56075,56705,57330,57949,58563,59170,59771,60365,60952,61531,62102,62665,63220,63766,64303,64831,65350,65859,66359
3,"Arizona",6973,7012,7053,7095,7138,7183,7229,7277,7326,7377,7430,7485,7541,7599,7659,7721,7786,7851,7917,7983,8050,8117,8184,8250,8317,8386,8455,8525,8596,8668,8741,8814,8888,8962,9037,9112,9188,9264,9341,9419,9498,9577,9656,9737,9817,9899,9981,10063,10146,10229,10313,10398,10483,10569,10655,10741,10828,10915,11003,11091,11180,11269,11359,11449,11539,11629,11720,11811,11903,11995,12087,12179,12272,12365,12458,12551,12645,12739,12832,12926,13021,13115,13209,13304,13398,13493,13588,13682,13777,13872,13966,14061,14155,14250,14344,14439,14533,14627,14721,14814,14908,15001
4,"Massachusetts",11076,11118,11160,11202,11245,11288,11334,11381,11430,11482,11536,11593,11653,11714,11776,11841,11908,11977,12048,12122,12198,12278,12360,12445,12532,12623,12716,12813,12912,13015,13120,13229,13341,13457,13575,13697,13822,13951,14083,14218,14356,14498,14643,14792,14944,15098,15257,15418,15582,15749,15919,16092,16267,16446,16626,16809,16994,17181,17370,17561,17754,17947,18142,18339,18536,18734,18932,19131,19329,19528,19727,19925,20122,20319,20515,20709,20902,21094,21284,21472,21658,21842,22023,22203,22379,22553,22724,22893,23058,23221,23380,23536,23689,23838,23984,24127,24267,24403,24535,24665,24791,24913
5,"Wisconsin",4054,4114,4172,4228,4282,4334,4385,4434,4482,4528,4573,4618,4661,4704,4746,4788,4829,4871,4912,4953,4994,5034,5074,5113,5152,5191,5228,5266,5303,5339,5375,5410,5445,5479,5513,5546,5579,5611,5643,5674,5704,5734,5764,5793,5821,5849,5876,5903,5929,5955,5980,6005,6029,6053,6076,6099,6121,6142,6164,6184,6205,6225,6244,6263,6281,6300,6317,6334,6351,6368,6384,6399,6415,6430,6444,6458,6472,6486,6499,6512,6524,6536,6548,6560,6571,6582,6592,6603,6613,6623,6632,6642,6651,6659,6668,6676,6685,6692,6700,6708,6715,6722
6,"Texas",23372,23550,23729,23908,24087,24267,24450,24636,24825,25017,25209,25402,25594,25789,25986,26187,26391,26596,26804,27013,27222,27429,27635,27839,28043,28249,28455,28662,28869,29077,29286,29495,29704,29912,30121,30329,30537,30746,30954,31162,31371,31579,31788,31996,32204,32412,32620,32827,33034,33241,33448,33654,33860,34065,34271,34475,34680,34884,35087,35290,35493,35695,35896,36097,36297,36496,36695,36894,37091,37288,37485,37680,37875,38069,38262,38454,38646,38837,39026,39215,39404,39591,39777,39963,40147,40330,40513,40695,40875,41055,41233,41411,41587,41763,41937,42110,42282,42453,42623,42792,42960,43127
7,"Nebraska",1271,1295,1318,1341,1364,1386,1408,1429,1450,1471,1492,1513,1534,1554,1575,1595,1616,1636,1655,1675,1695,1715,1735,1754,1774,1793,1812,1831,1850,1869,1888,1907,1925,1944,1962,1980,1998,2016,2033,2051,2068,2085,2102,2119,2136,2152,2169,2185,2201,2217,2232,2248,2263,2278,2293,2308,2323,2337,2351,2365,2379,2393,2406,2420,2433,2446,2459,2472,2484,2496,2508,2520,2532,2544,2555,2567,2578,2589,2599,2610,2620,2631,2641,2651,2660,2670,2679,2689,2698,2707,2716,2725,2733,2741,2750,2758,2766,2774,2781,2789,2796,2804
8,"Utah",972,984,995,1006,1017,1028,1039,1049,1060,1071,1081,1092,1102,1113,1123,1134,1144,1155,1166,1177,1188,1200,1211,1222,1233,1245,1256,1268,1279,1290,1302,1314,1325,1337,1349,1360,1372,1384,1396,1407,1419,1431,1443,1455,1466,1478,1490,1502,1514,1525,1537,1549,1561,1572,1584,1596,1607,1619,1631,1642,1654,1665,1677,1688,1699,1711,1722,1733,1744,1755,1766,1777,1788,1799,1810,1821,1831,1842,1852,1863,1873,1883,1893,1903,1913,1923,1933,1943,1953,1962,1972,1981,1990,2000,2009,2018,2027,2036,2044,2053,2062,2070
9,"Oregon",1080,1100,1121,1142,1163,1185,1208,1232,1255,1280,1304,1329,1354,1379,1405,1431,1457,1483,1509,1535,1561,1588,1614,1640,1667,1693,1720,1746,1773,1800,1826,1853,1880,1906,1933,1960,1987,2014,2041,2067,2094,2121,2148,2175,2202,2229,2256,2283,2310,2337,2363,2390,2417,2444,2471,2498,2524,2551,2578,2604,2631,2658,2684,2711,2737,2763,2790,2816,2842,2868,2894,2920,2946,2972,2998,3024,3050,3075,3101,3126,3152,3177,3202,3227,3252,3277,3302,3327,3352,3376,3401,3425,3449,3473,3497,3521,3545,3569,3593,3616,3639,3663
