id,Country,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10,2021-04-11,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-17,2021-04-18,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-24,2021-04-25,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-01,2021-05-02,2021-05-03,2021-05-04,2021-05-05,2021-05-06,2021-05-07,2021-05-08,2021-05-09
0,Afghanistan,54939,55015,55090,55166,55240,55314,55387,55460,55534,55608,55681,55754,55827,55899,55972,56044,56117,56189,56261,56333,56404,56476,56547,56619,56690,56761,56832,56902,56973,57043,57114,57184,57254,57324,57393,57463,57532,57602,57671,57740,57808,57877,57946,58014,58082,58151,58219,58287,58354,58422,58489,58557,58624,58691,58758,58824,58891,58958,59024,59090,59156,59222,59288,59354,59419,59485,59550,59615,59680,59745,59810,59874,59939,60003,60067,60131,60195,60259,60323,60386,60450,60513,60576,60639,60702,60765,60827,60890,60952,61014,61076,61138,61200,61262,61323,61385,61446,61507,61569,61629,61690
1,Albania,76350,77122,77901,78687,79478,80274,81071,81869,82666,83467,84270,85075,85881,86689,87498,88309,89121,89934,90748,91563,92380,93196,94014,94833,95652,96471,97291,98111,98931,99752,100572,101392,102212,103032,103852,104671,105489,106307,107124,107940,108756,109570,110384,111196,112006,112816,113624,114430,115235,116038,116840,117639,118437,119232,120025,120817,121605,122392,123176,123957,124736,125513,126286,127057,127824,128589,129351,130110,130865,131618,132367,133112,133854,134593,135328,136060,136788,137512,138233,138949,139662,140371,141076,141777,142474,143167,143855,144540,145220,145896,146568,147235,147898,148557,149211,149861,150506,151147,151783,152415,153042
2,Algeria,106887,107139,107391,107644,107896,108147,108399,108650,108900,109150,109400,109650,109899,110148,110397,110645,110893,111141,111388,111635,111882,112128,112374,112620,112865,113111,113355,113600,113844,114087,114331,114574,114817,115059,115301,115543,115784,116025,116266,116506,116747,116986,117226,117465,117704,117942,118180,118418,118655,118892,119129,119366,119602,119838,120073,120308,120543,120777,121012,121245,121479,121712,121945,122177,122409,122641,122873,123104,123335,123565,123795,124025,124254,124484,124712,124941,125169,125397,125624,125852,126078,126305,126531,126757,126982,127208,127432,127657,127881,128105,128328,128552,128774,128997,129219,129441,129662,129884,130104,130325,130545
3,Andorra,9837,9896,9954,10011,10068,10123,10177,10231,10283,10335,10386,10436,10485,10533,10581,10627,10673,10718,10762,10805,10848,10889,10930,10970,11010,11048,11086,11123,11160,11195,11230,11265,11298,11331,11363,11395,11426,11456,11486,11515,11543,11571,11598,11625,11651,11676,11701,11726,11750,11773,11796,11818,11840,11862,11883,11903,11923,11942,11962,11980,11998,12016,12034,12051,12067,12084,12100,12115,12130,12145,12159,12174,12187,12201,12214,12227,12239,12252,12264,12275,12287,12298,12309,12319,12330,12340,12350,12359,12369,12378,12387,12396,12404,12413,12421,12429,12436,12444,12451,12458,12465
4,Angola,19723,19794,19865,19936,20007,20077,20147,20218,20288,20359,20429,20500,20570,20640,20711,20781,20851,20921,20992,21062,21132,21202,21272,21343,21413,21483,21553,21623,21693,21763,21833,21903,21973,22043,22113,22183,22252,22322,22392,22462,22532,22601,22671,22741,22811,22880,22950,23019,23089,23159,23228,23298,23367,23437,23506,23576,23645,23715,23784,23853,23923,23992,24061,24131,24200,24269,24338,24407,24477,24546,24615,24684,24753,24822,24891,24960,25029,25098,25167,25236,25305,25373,25442,25511,25580,25649,25717,25786,25855,25923,25992,26061,26129,26198,26266,26335,26403,26472,26540,26609,26677
5,Antigua and Barbuda,218,220,221,223,225,227,229,231,233,234,236,238,240,242,244,246,248,250,253,255,257,259,261,263,266,268,270,272,275,277,279,282,284,286,289,291,294,296,299,301,304,307,309,312,315,317,320,323,326,328,331,334,337,340,343,346,349,352,355,358,361,364,367,371,374,377,380,384,387,390,394,397,401,404,408,411,415,419,422,426,430,433,437,441,445,449,453,457,461,465,469,473,477,481,486,490,494,499,503,507,512
6,Argentina,1915362,1925058,1934740,1944398,1953998,1963508,1972944,1982326,1991676,2000974,2010216,2019397,2028517,2037579,2046587,2055539,2064433,2073269,2082045,2090761,2099420,2108019,2116559,2125040,2133460,2141820,2150120,2158360,2166540,2174658,2182716,2190714,2198650,2206525,2214340,2222093,2229785,2237416,2244986,2252495,2259943,2267330,2274656,2281920,2289124,2296267,2303350,2310371,2317332,2324233,2331073,2337853,2344573,2351233,2357834,2364374,2370856,2377278,2383641,2389945,2396191,2402378,2408507,2414578,2420592,2426548,2432447,2438288,2444073,2449802,2455474,2461091,2466652,2472157,2477608,2483004,2488345,2493633,2498866,2504046,2509173,2514247,2519269,2524238,2529155,2534021,2538836,2543600,2548314,2552977,2557591,2562155,2566670,2571136,2575554,2579924,2584246,2588521,2592749,2596930,2601066
7,Armenia,166728,166900,167069,167234,167398,167558,167715,167872,168028,168183,168336,168487,168637,168785,168932,169077,169221,169363,169504,169643,169781,169918,170053,170187,170319,170450,170580,170708,170835,170961,171085,171209,171330,171451,171570,171688,171805,171921,172035,172148,172260,172371,172481,172589,172696,172803,172908,173012,173114,173216,173317,173416,173515,173612,173709,173804,173898,173992,174084,174175,174266,174355,174444,174531,174618,174703,174788,174871,174954,175036,175117,175197,175277,175355,175433,175509,175585,175660,175734,175808,175880,175952,176023,176093,176163,176231,176299,176366,176433,176498,176563,176628,176691,176754,176816,176877,176938,176998,177058,177116,177174
8,Australia,28806,28813,28820,28826,28833,28839,28846,28852,28858,28865,28871,28878,28884,28890,28896,28903,28909,28915,28921,28927,28933,28939,28945,28951,28957,28963,28969,28975,28981,28987,28993,28999,29004,29010,29016,29021,29027,29033,29038,29044,29050,29055,29061,29066,29072,29077,29083,29088,29093,29099,29104,29110,29115,29120,29125,29131,29136,29141,29146,29151,29156,29161,29167,29172,29177,29182,29187,29192,29197,29201,29206,29211,29216,29221,29226,29231,29235,29240,29245,29250,29254,29259,29264,29268,29273,29277,29282,29287,29291,29296,29300,29305,29309,29313,29318,29322,29327,29331,29335,29340,29344
9,Austria,411730,413124,414510,415890,417259,418614,419953,421276,422585,423883,425169,426441,427700,428945,430177,431396,432603,433797,434978,436146,437302,438446,439576,440695,441801,442896,443978,445048,446106,447152,448187,449209,450221,451220,452209,453185,454151,455106,456049,456981,457903,458814,459714,460603,461482,462351,463209,464056,464894,465722,466539,467347,468145,468933,469711,470480,471240,471990,472731,473463,474185,474899,475604,476300,476987,477665,478335,478997,479650,480295,480932,481560,482181,482793,483398,483995,484584,485166,485740,486307,486866,487418,487963,488501,489031,489555,490072,490582,491085,491582,492072,492556,493033,493504,493969,494427,494879,495326,495766,496200,496629
