0,0,0,0,0,2,2,2,3,5,9,9,10,12,14,16,17,20,22,25,27,27
1,2,4,4,4,6,7,7,8,9,11,11,13,17,18,18,18,20,20,20,25,26
0,1,1,1,3,4,5,6,6,6,8,8,8,9,13,13,18,21,23,24,25,26
0,0,0,1,1,1,1,2,6,8,10,12,15,20,21,25,27,28,33,39,41,46
0,0,0,0,4,4,4,4,6,7,9,6,8,8,9,13,17,17,19,21,23,23
0,0,0,2,2,5,6,7,7,8,10,8,10,11,11,13,15,15,16,16,17,17
0,0,0,1,1,4,5,6,7,7,9,7,9,11,13,13,15,17,20,20,23,29
0,0,0,0,4,4,4,6,8,8,8,0,0,0,0,0,5,6,6,6,8,9
0,0,0,0,1,1,4,5,7,8,13,7,8,9,10,12,12,12,13,15,17,17
0,0,0,0,0,0,0,1,2,3,3,0,0,0,0,0,5,5,8,10,10,10
0,1,1,1,1,2,3,3,3,3,4,5,7,9,9,11,13,13,14,18,20,21
0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,10,12,15,17,18
1,1,1,1,1,2,2,2,4,5,6,6,8,8,9,13,15,17,22,26,27,33
0,0,0,0,0,0,0,1,1,1,2,2,4,4,4,7,8,13,17,22,28,32
0,0,0,0,0,0,0,1,1,1,2,3,4,4,4,5,11,12,15,17,22,23
0,0,0,0,0,1,1,1,1,1,1,3,3,3,4,5,5,7,8,15,21,22
0,0,0,0,0,0,0,0,0,0,0,2,3,4,6,11,13,16,18,20,24,24
5,5,5,5,5,5,5,5,5,5,7,8,8,10,11,11,15,20,28,36,37,40
0,0,0,0,0,0,0,1,1,0,1,1,1,2,2,4,5,6,6,11,11,12
0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,4,9,12,16,18,20
0,0,0,0,0,0,0,0,1,2,3,5,6,8,9,9,9,10,11,15,19,21
0,1,1,1,1,1,1,2,2,2,3,4,8,8,8,10,11,13,14,18,21,22
0,0,0,0,0,0,0,0,0,1,2,4,7,7,8,11,16,18,22,28,30,33
0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,6,8,8,9
0,0,0,1,1,1,1,2,2,4,7,0,0,0,5,5,6,6,8,8,9,9
0,0,0,0,1,1,1,2,3,6,7,8,9,10,11,14,15,15,17,18,19,21
0,0,0,1,1,1,1,1,1,4,6,4,5,5,6,12,14,15,16,15,16,17
1,1,1,1,1,2,1,1,3,4,6,6,7,7,9,12,14,15,16,20,21,25
0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,5,6,8,9,9,9
0,0,0,0,0,0,0,0,1,2,5,5,4,4,5,7,9,9,13,16,21,24
0,0,0,0,0,1,1,1,1,1,1,1,2,5,7,10,13,20,23,27,31,34
0,0,0,0,0,0,0,1,1,2,2,4,4,5,8,8,12,15,17,19,23,27
0,0,0,0,0,0,0,0,0,0,1,2,2,4,5,5,8,9,11,14,16,18
1,1,1,1,1,1,2,3,5,5,7,7,10,10,13,14,18,21,26,27,32,34
0,0,0,2,2,4,5,6,7,8,10,14,17,18,26,30,33,34,33,37,38,39
2,9,10,11,11,12,17,19,26,33,47,49,56,71,82,100,104,113,121,129,140,147
0,0,0,0,0,0,1,1,1,1,2,3,5,6,10,13,12,12,14,16,16,18
1,1,1,0,0,3,3,4,5,6,11,12,14,16,18,20,25,25,38,46,55,58
0,0,0,0,0,0,1,1,1,3,6,5,5,5,8,10,11,12,15,18,24,27
0,0,0,0,0,0,1,2,2,3,5,6,5,8,11,13,14,16,19,19,19,19
0,1,5,5,7,12,12,14,19,23,27,30,38,44,49,61,67,71,73,84,96,100
0,2,2,2,2,2,5,7,8,8,17,19,23,24,26,29,32,34,36,37,39,39
0,0,0,3,3,4,4,7,7,7,11,10,10,14,15,18,19,19,19,19,21,21
0,0,0,1,3,6,6,7,9,11,12,2,3,4,4,7,8,11,12,17,21,25
0,1,2,3,5,5,5,9,10,11,15,18,26,30,34,39,45,57,67,86,91,90
0,0,0,0,0,1,1,2,2,2,2,3,5,6,6,8,9,10,11,13,18,22
0,0,0,1,1,1,1,1,1,1,2,2,2,3,4,5,5,5,7,8,10,12
0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,5,8,9,10,10,13,14
0,0,0,0,0,0,0,0,0,0,1,2,3,3,4,5,7,8,16,22,30,31
0,0,0,0,1,1,1,1,2,3,3,0,0,0,0,0,5,5,6,8,9,12
0,0,1,1,1,1,1,1,1,1,2,4,8,15,18,25,30,35,42,52,61,70
3,3,3,4,4,4,4,5,5,7,8,8,8,8,9,10,14,19,21,22,27,29
0,0,0,0,0,0,0,0,0,0,1,1,2,6,7,9,11,13,16,21,22,28
0,0,0,0,0,0,0,0,0,1,4,4,4,6,7,7,11,16,19,27,33,38
0,0,0,0,0,0,0,0,0,1,2,2,4,5,5,7,7,7,10,13,15,17
0,0,0,1,1,2,2,4,4,4,4,4,6,7,10,13,17,22,26,33,36,38
2,2,4,5,6,7,7,8,10,12,17,21,25,27,32,33,37,43,46,52,56,57
0,1,2,13,16,18,23,27,31,34,42,30,31,33,34,36,39,42,44,46,49,49
0,0,0,2,5,5,5,6,6,9,11,16,17,22,26,28,26,25,27,27,27,27
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,5,6,7,7,8,9,9,12,0,0,0,0,0,0,0,0,0,0,0
3,5,6,6,8,10,10,10,12,13,21,23,26,27,29,30,32,33,35,39,39,41
0,0,0,0,1,1,1,2,2,2,3,3,6,8,11,11,14,16,19,20,25,26
1,1,1,1,1,1,1,1,2,2,4,7,8,8,8,9,12,14,17,21,23,22
0,0,0,0,0,0,0,0,1,1,2,2,3,6,6,8,8,12,12,16,21,20
0,0,0,0,0,0,0,0,0,0,1,3,4,8,10,14,18,20,19,21,24,27
3,3,3,3,3,4,4,4,4,4,4,5,5,6,7,10,10,11,12,15,18,18
0,0,0,0,0,0,1,2,2,2,3,2,3,3,4,7,10,16,20,29,32,39
0,0,0,0,1,1,1,1,2,3,5,3,8,9,9,10,11,15,18,25,29,35
0,1,1,1,2,3,2,3,4,5,8,8,11,13,20,20,20,21,25,34,38,43
5,5,5,5,6,7,8,8,9,9,14,17,19,23,24,26,29,29,30,33,37,37
0,2,3,3,4,5,5,7,8,11,13,14,18,19,22,25,29,33,36,43,47,53
0,0,0,1,1,1,2,3,4,4,5,7,10,10,11,13,13,13,16,16,20,20
0,0,0,0,0,0,0,0,0,3,5,6,9,9,9,11,10,14,16,17,18,18
0,0,0,2,2,3,2,2,2,3,4,0,0,0,0,0,0,0,0,0,5,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,8,11,12,15,18,19,23,31,31,35,42,50,52,53,56,64,68,73,81,83,86
