id,Country,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-24,2021-04-25,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-01,2021-05-02,2021-05-03,2021-05-04,2021-05-05,2021-05-06,2021-05-07,2021-05-08,2021-05-09,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-15,2021-05-16,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-22,2021-05-23,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-29,2021-05-30,2021-05-31,2021-06-01,2021-06-02,2021-06-03,2021-06-04,2021-06-05,2021-06-06,2021-06-07,2021-06-08,2021-06-09,2021-06-10,2021-06-11,2021-06-12,2021-06-13,2021-06-14,2021-06-15,2021-06-16,2021-06-17,2021-06-18,2021-06-19,2021-06-20,2021-06-21,2021-06-22,2021-06-23,2021-06-24,2021-06-25,2021-06-26,2021-06-27,2021-06-28,2021-06-29,2021-06-30,2021-07-01,2021-07-02,2021-07-03,2021-07-04,2021-07-05,2021-07-06,2021-07-07,2021-07-08,2021-07-09,2021-07-10,2021-07-11,2021-07-12,2021-07-13,2021-07-14,2021-07-15,2021-07-16,2021-07-17,2021-07-18,2021-07-19,2021-07-20,2021-07-21,2021-07-22,2021-07-23
0,Afghanistan,57898,57972,58046,58117,58189,58257,58325,58391,58457,58521,58584,58645,58704,58763,58819,58874,58926,58976,59024,59068,59111,59151,59188,59221,59252,59280,59304,59326,59343,59356,59365,59370,59371,59371,59371,59371,59371,59371,59371,59371,59371,59371,59371,59371,59371,59371,59371,59371,59371,59371,59371,59371,59371,59371,59371,59371,59371,59371,59371,59371,59371,59371,59371,59371,59371,59371,59371,59371,59371,59371,59371,59371,59371,59371,59371,59371,59371,59371,59371,59371,59371,59371,59371,59371,59371,59371,59371,59371,59371,59371,59371,59371,59371,59371,59371,59371
1,Albania,129694,129804,129906,130002,130090,130173,130249,130319,130384,130443,130496,130546,130588,130627,130661,130692,130720,130744,130763,130782,130796,130808,130816,130824,130829,130831,130831,130831,130831,130831,130831,130831,130831,130831,130831,130831,130831,130831,130831,130831,130831,130831,130831,130831,130831,130831,130831,130831,130831,130831,130831,130831,130831,130831,130831,130831,130831,130831,130831,130831,130831,130831,130831,130831,130831,130831,130831,130831,130831,130831,130831,130831,130831,130831,130831,130831,130831,130831,130831,130831,130831,130831,130831,130831,130831,130831,130831,130831,130831,130831,130831,130831,130831,130831,130831,130831
2,Algeria,119805,119947,120091,120236,120382,120531,120682,120834,120987,121141,121297,121456,121614,121775,121938,122102,122268,122436,122605,122776,122948,123123,123301,123479,123660,123841,124026,124215,124403,124594,124788,124984,125182,125383,125585,125790,125999,126209,126421,126637,126855,127076,127299,127526,127756,127988,128222,128462,128703,128948,129195,129446,129701,129958,130220,130484,130754,131025,131301,131581,131864,132152,132443,132739,133038,133343,133650,133963,134281,134602,134929,135259,135596,135937,136282,136633,136989,137351,137719,138089,138468,138852,139241,139636,140038,140445,140860,141280,141706,142140,142582,143032,143489,143954,144428,144911
3,Andorra,12805,12828,12849,12871,12891,12910,12928,12944,12961,12976,12992,13005,13019,13032,13044,13055,13067,13076,13087,13095,13103,13112,13120,13127,13133,13140,13146,13151,13156,13162,13166,13171,13175,13179,13183,13187,13190,13193,13196,13199,13201,13203,13206,13207,13210,13211,13213,13214,13215,13216,13217,13218,13219,13220,13220,13222,13222,13223,13223,13224,13224,13224,13224,13225,13225,13225,13225,13225,13225,13225,13225,13225,13225,13225,13225,13225,13225,13226,13226,13226,13226,13226,13226,13226,13226,13226,13226,13226,13227,13227,13227,13227,13227,13227,13227,13227
4,Angola,24518,24633,24742,24850,24956,25059,25161,25260,25357,25449,25540,25626,25711,25793,25871,25947,26017,26086,26149,26208,26263,26313,26358,26398,26434,26462,26486,26502,26513,26517,26517,26517,26517,26517,26517,26517,26517,26517,26517,26517,26517,26517,26517,26517,26517,26517,26517,26517,26517,26517,26517,26517,26517,26517,26517,26517,26517,26517,26517,26517,26517,26517,26517,26517,26517,26517,26517,26517,26517,26517,26517,26517,26517,26517,26517,26517,26517,26517,26517,26517,26517,26517,26517,26517,26517,26517,26517,26517,26517,26517,26517,26517,26517,26517,26517,26517
5,Antigua and Barbuda,1217,1217,1219,1219,1220,1221,1222,1222,1223,1223,1224,1224,1224,1224,1225,1225,1225,1225,1225,1225,1225,1225,1225,1225,1225,1225,1225,1225,1225,1225,1225,1225,1225,1225,1225,1225,1225,1225,1225,1225,1225,1225,1225,1225,1225,1226,1226,1226,1226,1226,1226,1226,1227,1227,1227,1227,1227,1227,1227,1227,1227,1227,1227,1227,1227,1227,1227,1227,1227,1227,1227,1227,1227,1227,1227,1227,1227,1227,1227,1227,1227,1227,1227,1227,1227,1227,1227,1227,1227,1227,1227,1227,1227,1227,1227,1227
6,Argentina,2714475,2729449,2744209,2758488,2772323,2785712,2798619,2810972,2822647,2833682,2843699,2852504,2860040,2866258,2871340,2875383,2878386,2880334,2881223,2881223,2881223,2881223,2881223,2881223,2881223,2881223,2881223,2881223,2881223,2881223,2881223,2881223,2881223,2881223,2881223,2881223,2881223,2881223,2881223,2881223,2881223,2881223,2881223,2881223,2881223,2881223,2881223,2881223,2881223,2881223,2881223,2881223,2881223,2881223,2881223,2881223,2881223,2881223,2881223,2881223,2881223,2881223,2881223,2881223,2881223,2881223,2881223,2881223,2881223,2881223,2881223,2881223,2881223,2881223,2881223,2881223,2881223,2881223,2881223,2881223,2881223,2881223,2881223,2881223,2881223,2881223,2881223,2881223,2881223,2881223,2881223,2881223,2881223,2881223,2881223,2881223
7,Armenia,208818,209403,209959,210484,210976,211440,211884,212310,212711,213092,213449,213784,214094,214378,214633,214863,215071,215259,215427,215576,215708,215822,215917,215996,216059,216108,216140,216155,216155,216155,216155,216155,216155,216155,216155,216155,216155,216155,216155,216155,216155,216155,216155,216155,216155,216155,216155,216155,216155,216155,216155,216155,216155,216155,216155,216155,216155,216155,216155,216155,216155,216155,216155,216155,216155,216155,216155,216155,216155,216155,216155,216155,216155,216155,216155,216155,216155,216155,216155,216155,216155,216155,216155,216155,216155,216155,216155,216155,216155,216155,216155,216155,216155,216155,216155,216155
8,Australia,29556,29570,29583,29597,29612,29627,29644,29662,29680,29699,29719,29739,29761,29784,29808,29834,29860,29888,29918,29950,29983,30017,30055,30094,30135,30178,30224,30271,30322,30375,30429,30488,30549,30613,30680,30751,30826,30904,30986,31072,31163,31259,31359,31464,31574,31689,31810,31936,32069,32208,32354,32507,32665,32835,33010,33193,33387,33589,33800,34021,34255,34497,34752,35017,35295,35587,35892,36210,36544,36893,37258,37640,38039,38458,38897,39354,39832,40333,40857,41404,41976,42574,43201,43855,44539,45254,46001,46782,47599,48451,49344,50276,51252,52270,53334,54443
9,Austria,595540,597582,599575,601513,603403,605244,607039,608793,610506,612186,613833,615444,617016,618551,620049,621510,622921,624281,625594,626860,628082,629262,630398,631494,632547,633559,634529,635457,636346,637196,638009,638786,639530,640239,640916,641562,642175,642759,643313,643838,644335,644805,645249,645669,646065,646438,646791,647121,647431,647720,647991,648244,648479,648696,648898,649083,649252,649407,649548,649676,649790,649892,649983,650062,650131,650190,650240,650281,650313,650337,650354,650364,650365,650365,650365,650365,650365,650365,650365,650365,650365,650365,650365,650365,650365,650365,650365,650365,650365,650365,650365,650365,650365,650365,650365,650365
