place,week_ahead,quantile,value
Washington,1,point,6913.61331161432
Washington,1,0.025,6153.11331161432
Washington,1,0.1,6153.11331161432
Washington,1,0.25,6843.87861088105
Washington,1,0.5,6868.33182328125
Washington,1,0.75,6992.27292780112
Washington,1,0.9,7674.11331161432
Washington,1,0.975,7674.11331161432
Washington,2,point,6768.90931240185
Washington,2,0.025,6008.40931240185
Washington,2,0.1,6008.40931240185
Washington,2,0.25,6629.25620953739
Washington,2,0.5,6678.17154829251
Washington,2,0.75,6925.60929321405
Washington,2,0.9,7529.40931240185
Washington,2,0.975,7529.40931240185
Washington,3,point,6616.33645565513
Washington,3,0.025,5855.83645565513
Washington,3,0.1,5855.83645565513
Washington,3,0.25,6404.37950467248
Washington,3,0.5,6481.19947738829
Washington,3,0.75,6850.50563584222
Washington,3,0.9,7376.83645565513
Washington,3,0.975,7376.83645565513
Washington,4,point,6457.94585141855
Washington,4,0.025,5697.44585141855
Washington,4,0.1,5697.44585141855
Washington,4,0.25,6175.20590342954
Washington,4,0.5,6281.17628620169
Washington,4,0.75,6765.76643381268
Washington,4,0.9,7218.44585141855
Washington,4,0.975,7218.44585141855
Washington,5,point,6294.34418080222
Washington,5,0.025,5533.84418080222
Washington,5,0.1,5533.84418080222
Washington,5,0.25,5951.65496515692
Washington,5,0.5,6083.57436975744
Washington,5,0.75,6666.98342661234
Washington,5,0.9,7054.84418080222
Washington,5,0.975,7054.84418080222
Washington,6,point,6097.39157954536
Washington,6,0.025,5336.89157954536
Washington,6,0.1,5336.89157954536
Washington,6,0.25,5706.29393088678
Washington,6,0.5,5862.96372311912
Washington,6,0.75,6519.8091614882
Washington,6,0.9,6857.89157954536
Washington,6,0.975,6857.89157954536
Washington,7,point,5823.62581180259
Washington,7,0.025,5063.12581180259
Washington,7,0.1,5063.12581180259
Washington,7,0.25,5395.60047166049
Washington,7,0.5,5575.39398119831
Washington,7,0.75,6280.60112578887
Washington,7,0.9,6584.12581180259
Washington,7,0.975,6584.12581180259
Illinois,1,point,10794.5159827438
Illinois,1,0.025,10543.5159827438
Illinois,1,0.1,10543.5159827438
Illinois,1,0.25,10778.2358926996
Illinois,1,0.5,10789.80047887
Illinois,1,0.75,10811.5294630844
Illinois,1,0.9,11045.5159827438
Illinois,1,0.975,11045.5159827438
Illinois,2,point,10125.3305637782
Illinois,2,0.025,9874.33056377816
Illinois,2,0.1,9874.33056377816
Illinois,2,0.25,10098.47892089
Illinois,2,0.5,10117.5762814148
Illinois,2,0.75,10159.2771984045
Illinois,2,0.9,10376.3305637782
Illinois,2,0.975,10376.3305637782
Illinois,3,point,9415.75643944626
Illinois,3,0.025,9164.75643944626
Illinois,3,0.1,9164.75643944626
Illinois,3,0.25,9382.09627965
Illinois,3,0.5,9404.89398534643
Illinois,3,0.75,9474.46061225282
Illinois,3,0.9,9666.75643944626
Illinois,3,0.975,9666.75643944626
Illinois,4,point,8666.85690940627
Illinois,4,0.025,8415.85690940627
Illinois,4,0.1,8415.85690940627
Illinois,4,0.25,8614.35882511549
Illinois,4,0.5,8645.17349037714
Illinois,4,0.75,8755.31729409285
Illinois,4,0.9,8917.85690940627
Illinois,4,0.975,8917.85690940627
Illinois,5,point,7880.55356415237
Illinois,5,0.025,7629.55356415237
Illinois,5,0.1,7629.55356415237
