id,Country,2022-10-01,2022-10-02,2022-10-03,2022-10-04,2022-10-05,2022-10-06,2022-10-07,2022-10-08,2022-10-09,2022-10-10,2022-10-11,2022-10-12,2022-10-13,2022-10-14,2022-10-15,2022-10-16,2022-10-17,2022-10-18,2022-10-19,2022-10-20,2022-10-21,2022-10-22,2022-10-23,2022-10-24,2022-10-25,2022-10-26,2022-10-27,2022-10-28,2022-10-29,2022-10-30,2022-10-31,2022-11-01,2022-11-02,2022-11-03,2022-11-04,2022-11-05,2022-11-06,2022-11-07,2022-11-08,2022-11-09,2022-11-10,2022-11-11,2022-11-12,2022-11-13,2022-11-14,2022-11-15,2022-11-16,2022-11-17,2022-11-18,2022-11-19,2022-11-20,2022-11-21,2022-11-22,2022-11-23,2022-11-24,2022-11-25,2022-11-26,2022-11-27,2022-11-28,2022-11-29,2022-11-30,2022-12-01,2022-12-02,2022-12-03,2022-12-04,2022-12-05,2022-12-06,2022-12-07,2022-12-08,2022-12-09,2022-12-10,2022-12-11,2022-12-12,2022-12-13,2022-12-14,2022-12-15,2022-12-16,2022-12-17,2022-12-18,2022-12-19,2022-12-20,2022-12-21,2022-12-22,2022-12-23,2022-12-24,2022-12-25,2022-12-26,2022-12-27,2022-12-28,2022-12-29,2022-12-30,2022-12-31,2023-01-01,2023-01-02,2023-01-03,2023-01-04,2023-01-05,2023-01-06,2023-01-07,2023-01-08,2023-01-09
0,Afghanistan,7800,7801,7802,7803,7803,7804,7805,7806,7806,7807,7808,7809,7809,7810,7811,7811,7812,7812,7813,7814,7814,7815,7816,7816,7817,7817,7818,7818,7819,7819,7820,7821,7821,7822,7822,7823,7823,7824,7824,7825,7825,7826,7826,7826,7827,7827,7828,7828,7829,7829,7830,7830,7831,7831,7831,7832,7832,7833,7833,7833,7834,7834,7835,7835,7836,7836,7836,7837,7837,7838,7838,7838,7839,7839,7840,7840,7840,7841,7841,7842,7842,7842,7843,7843,7844,7844,7844,7845,7845,7846,7846,7847,7847,7847,7848,7848,7849,7849,7849,7850,7850
1,Albania,3589,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,Algeria,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879
3,Andorra,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155
4,Angola,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917
5,Antigua and Barbuda,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146
6,Argentina,129897,129902,129907,129912,129917,129921,129925,129929,129934,129937,129941,129945,129948,129952,129955,129958,129961,129963,129966,129969,129971,129974,129976,129978,129980,129982,129984,129986,129988,129990,129992,129993,129995,129997,129998,130000,130001,130003,130005,130006,130008,130009,130010,130012,130013,130015,130016,130018,130019,130020,130022,130023,130024,130026,130027,130028,130030,130031,130032,130034,130035,130036,130037,130039,130040,130041,130043,130044,130045,130047,130048,130049,130051,130052,130054,130055,130057,130058,130059,130061,130062,130064,130066,130067,130069,130070,130072,130074,130075,130077,130079,130081,130083,130085,130086,130088,130091,130093,130095,130097,130099
7,Armenia,8683,8684,8685,8686,8687,8688,8689,8690,8691,8692,8692,8693,8694,8695,8696,8696,8697,8698,8699,8699,8700,8701,8701,8702,8703,8703,8704,8705,8705,8706,8706,8707,8708,8708,8709,8709,8710,8711,8711,8712,8712,8713,8713,8714,8714,8715,8715,8716,8716,8717,8717,8718,8718,8719,8719,8720,8720,8721,8721,8722,8722,8723,8723,8724,8724,8724,8725,8725,8726,8726,8727,8727,8728,8728,8728,8729,8729,8730,8730,8731,8731,8731,8732,8732,8733,8733,8733,8734,8734,8735,8735,8735,8736,8736,8737,8737,8737,8738,8738,8739,8739
8,Australia,15221,15253,15283,15313,15341,15369,15396,15422,15447,15471,15495,15518,15541,15563,15584,15604,15624,15644,15663,15681,15699,15717,15735,15752,15769,15786,15802,15819,15836,15852,15869,15885,15902,15919,15937,15954,15972,15990,16008,16026,16045,16064,16084,16104,16125,16146,16167,16189,16212,16236,16260,16285,16311,16338,16366,16394,16424,16455,16486,16519,16553,16589,16625,16663,16703,16743,16785,16829,16874,16921,16969,17019,17070,17122,17177,17232,17290,17349,17409,17470,17533,17597,17662,17728,17796,17864,17933,18003,18073,18145,18217,18289,18362,18435,18508,18581,18655,18729,18802,18876,18949
9,Austria,20754,20760,20766,20772,20779,20786,20793,20800,20808,20815,20823,20831,20839,20848,20857,20866,20875,20885,20895,20906,20916,20928,20939,20951,20963,20976,20989,21003,21017,21031,21046,21060,21076,21091,21107,21124,21141,21158,21176,21194,21213,21231,21251,21270,21290,21311,21332,21353,21374,21395,21417,21440,21462,21484,21507,21530,21553,21577,21600,21624,21647,21671,21694,21718,21741,21765,21788,21812,21835,21858,21881,21904,21926,21949,21971,21993,22014,22035,22056,22077,22098,22118,22137,22172,22211,22251,22290,22329,22368,22407,22445,22484,22522,22560,22597,22634,22670,22706,22742,22777,22811
