forecast_date,target,target_end_date,location,type,quantile,value
2022-11-27,1 wk ahead inc case,2022-12-03,AT,quantile,0.010,24557
2022-11-27,1 wk ahead inc case,2022-12-03,BE,quantile,0.010,4784
2022-11-27,1 wk ahead inc case,2022-12-03,BG,quantile,0.010,744
2022-11-27,1 wk ahead inc case,2022-12-03,HR,quantile,0.010,511
2022-11-27,1 wk ahead inc case,2022-12-03,CY,quantile,0.010,4083
2022-11-27,1 wk ahead inc case,2022-12-03,CZ,quantile,0.010,2353
2022-11-27,1 wk ahead inc case,2022-12-03,DK,quantile,0.010,3779
2022-11-27,1 wk ahead inc case,2022-12-03,EE,quantile,0.010,389
2022-11-27,1 wk ahead inc case,2022-12-03,FI,quantile,0.010,7196
2022-11-27,1 wk ahead inc case,2022-12-03,FR,quantile,0.010,221430
2022-11-27,1 wk ahead inc case,2022-12-03,DE,quantile,0.010,101932
2022-11-27,1 wk ahead inc case,2022-12-03,GR,quantile,0.010,44657
2022-11-27,1 wk ahead inc case,2022-12-03,HU,quantile,0.010,1305
2022-11-27,1 wk ahead inc case,2022-12-03,IS,quantile,0.010,0
2022-11-27,1 wk ahead inc case,2022-12-03,IE,quantile,0.010,1183
2022-11-27,1 wk ahead inc case,2022-12-03,IT,quantile,0.010,222745
2022-11-27,1 wk ahead inc case,2022-12-03,LV,quantile,0.010,1753
2022-11-27,1 wk ahead inc case,2022-12-03,LI,quantile,0.010,22
2022-11-27,1 wk ahead inc case,2022-12-03,LT,quantile,0.010,1422
2022-11-27,1 wk ahead inc case,2022-12-03,LU,quantile,0.010,1702
2022-11-27,1 wk ahead inc case,2022-12-03,MT,quantile,0.010,60
2022-11-27,1 wk ahead inc case,2022-12-03,NL,quantile,0.010,4397
2022-11-27,1 wk ahead inc case,2022-12-03,NO,quantile,0.010,1134
2022-11-27,1 wk ahead inc case,2022-12-03,PL,quantile,0.010,1942
2022-11-27,1 wk ahead inc case,2022-12-03,PT,quantile,0.010,3258
2022-11-27,1 wk ahead inc case,2022-12-03,RO,quantile,0.010,0
2022-11-27,1 wk ahead inc case,2022-12-03,SK,quantile,0.010,877
2022-11-27,1 wk ahead inc case,2022-12-03,SI,quantile,0.010,5495
2022-11-27,1 wk ahead inc case,2022-12-03,ES,quantile,0.010,23762
2022-11-27,1 wk ahead inc case,2022-12-03,SE,quantile,0.010,4154
2022-11-27,1 wk ahead inc case,2022-12-03,CH,quantile,0.010,19465
2022-11-27,1 wk ahead inc case,2022-12-03,GB,quantile,0.010,0
2022-11-27,2 wk ahead inc case,2022-12-10,AT,quantile,0.010,23492
2022-11-27,2 wk ahead inc case,2022-12-10,BE,quantile,0.010,5105
2022-11-27,2 wk ahead inc case,2022-12-10,BG,quantile,0.010,617
2022-11-27,2 wk ahead inc case,2022-12-10,HR,quantile,0.010,5220
2022-11-27,2 wk ahead inc case,2022-12-10,CY,quantile,0.010,4302
2022-11-27,2 wk ahead inc case,2022-12-10,CZ,quantile,0.010,2399
2022-11-27,2 wk ahead inc case,2022-12-10,DK,quantile,0.010,3823
2022-11-27,2 wk ahead inc case,2022-12-10,EE,quantile,0.010,354
2022-11-27,2 wk ahead inc case,2022-12-10,FI,quantile,0.010,7572
2022-11-27,2 wk ahead inc case,2022-12-10,FR,quantile,0.010,256593
2022-11-27,2 wk ahead inc case,2022-12-10,DE,quantile,0.010,97635
2022-11-27,2 wk ahead inc case,2022-12-10,GR,quantile,0.010,44591
2022-11-27,2 wk ahead inc case,2022-12-10,HU,quantile,0.010,1198
2022-11-27,2 wk ahead inc case,2022-12-10,IS,quantile,0.010,0
2022-11-27,2 wk ahead inc case,2022-12-10,IE,quantile,0.010,1316
2022-11-27,2 wk ahead inc case,2022-12-10,IT,quantile,0.010,278378
2022-11-27,2 wk ahead inc case,2022-12-10,LV,quantile,0.010,1687
2022-11-27,2 wk ahead inc case,2022-12-10,LI,quantile,0.010,19
2022-11-27,2 wk ahead inc case,2022-12-10,LT,quantile,0.010,1282
2022-11-27,2 wk ahead inc case,2022-12-10,LU,quantile,0.010,2457
2022-11-27,2 wk ahead inc case,2022-12-10,MT,quantile,0.010,78
2022-11-27,2 wk ahead inc case,2022-12-10,NL,quantile,0.010,4429
2022-11-27,2 wk ahead inc case,2022-12-10,NO,quantile,0.010,1525
2022-11-27,2 wk ahead inc case,2022-12-10,PL,quantile,0.010,1718
2022-11-27,2 wk ahead inc case,2022-12-10,PT,quantile,0.010,3683
2022-11-27,2 wk ahead inc case,2022-12-10,RO,quantile,0.010,0
2022-11-27,2 wk ahead inc case,2022-12-10,SK,quantile,0.010,833
2022-11-27,2 wk ahead inc case,2022-12-10,SI,quantile,0.010,5532
2022-11-27,2 wk ahead inc case,2022-12-10,ES,quantile,0.010,27337
2022-11-27,2 wk ahead inc case,2022-12-10,SE,quantile,0.010,5078
2022-11-27,2 wk ahead inc case,2022-12-10,CH,quantile,0.010,19804
2022-11-27,2 wk ahead inc case,2022-12-10,GB,quantile,0.010,0
2022-11-27,3 wk ahead inc case,2022-12-17,AT,quantile,0.010,23779
2022-11-27,3 wk ahead inc case,2022-12-17,BE,quantile,0.010,5680
2022-11-27,3 wk ahead inc case,2022-12-17,BG,quantile,0.010,504
2022-11-27,3 wk ahead inc case,2022-12-17,HR,quantile,0.010,37224
2022-11-27,3 wk ahead inc case,2022-12-17,CY,quantile,0.010,4511
2022-11-27,3 wk ahead inc case,2022-12-17,CZ,quantile,0.010,2621
2022-11-27,3 wk ahead inc case,2022-12-17,DK,quantile,0.010,3826
2022-11-27,3 wk ahead inc case,2022-12-17,EE,quantile,0.010,324
