id,Country,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10,2021-04-11,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-17,2021-04-18,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-24,2021-04-25,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-01,2021-05-02,2021-05-03,2021-05-04,2021-05-05,2021-05-06,2021-05-07,2021-05-08,2021-05-09,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-15,2021-05-16,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-22,2021-05-23,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-29,2021-05-30,2021-05-31,2021-06-01,2021-06-02,2021-06-03,2021-06-04,2021-06-05,2021-06-06,2021-06-07,2021-06-08,2021-06-09,2021-06-10,2021-06-11,2021-06-12,2021-06-13,2021-06-14,2021-06-15,2021-06-16,2021-06-17,2021-06-18,2021-06-19,2021-06-20,2021-06-21,2021-06-22,2021-06-23,2021-06-24
0,GM01,8437,8458,8480,8502,8525,8548,8572,8596,8621,8646,8673,8700,8727,8755,8782,8810,8837,8865,8893,8921,8949,8978,9007,9037,9067,9098,9129,9161,9194,9227,9261,9296,9330,9366,9401,9437,9473,9509,9546,9583,9621,9659,9698,9737,9777,9818,9859,9901,9944,9987,10030,10075,10120,10165,10211,10257,10304,10352,10400,10448,10498,10548,10598,10649,10701,10754,10808,10862,10916,10972,11028,11085,11143,11201,11260,11320,11381,11442,11504,11566,11630,11694,11759,11825,11891,11959,12027,12096,12166,12237,12309,12381,12455,12529,12604,12680,12757,12834,12913,12992,13073,13154
1,GM02,12865,12891,12918,12946,12974,13002,13030,13059,13089,13119,13149,13180,13211,13242,13274,13305,13335,13366,13397,13428,13459,13490,13521,13553,13585,13617,13648,13680,13712,13744,13776,13808,13840,13873,13905,13938,13970,14003,14036,14069,14101,14134,14167,14201,14234,14267,14300,14334,14367,14401,14434,14468,14502,14536,14570,14604,14638,14672,14706,14740,14775,14809,14843,14878,14913,14947,14982,15017,15051,15086,15121,15156,15191,15226,15261,15297,15332,15367,15403,15438,15473,15509,15545,15580,15616,15651,15687,15723,15759,15795,15831,15866,15902,15939,15975,16011,16047,16083,16119,16155,16192,16228
2,GM03,379,381,383,385,387,389,391,393,395,396,398,400,402,404,406,407,409,411,413,415,417,418,420,422,424,425,427,429,431,432,434,436,438,439,441,443,444,446,448,449,451,453,454,456,458,459,461,462,464,466,467,469,470,472,473,475,477,478,480,481,483,484,486,487,489,490,492,493,495,496,497,499,500,502,503,505,506,507,509,510,512,513,514,516,517,518,520,521,522,524,525,526,528,529,530,532,533,534,535,537,538,539
3,GM04,1332,1334,1337,1339,1342,1345,1347,1350,1352,1355,1358,1360,1363,1366,1369,1371,1374,1377,1380,1383,1386,1389,1392,1394,1397,1400,1403,1406,1409,1413,1416,1419,1422,1425,1428,1431,1434,1438,1441,1444,1447,1451,1454,1457,1461,1464,1467,1471,1474,1477,1481,1484,1488,1491,1495,1498,1502,1505,1509,1513,1516,1520,1523,1527,1531,1534,1538,1542,1545,1549,1553,1557,1560,1564,1568,1572,1576,1579,1583,1587,1591,1595,1599,1603,1606,1610,1614,1618,1622,1626,1630,1634,1638,1642,1646,1650,1654,1658,1662,1666,1670,1674
4,GM05,6059,6073,6087,6101,6115,6130,6144,6159,6175,6191,6207,6223,6240,6256,6273,6290,6307,6324,6341,6358,6376,6393,6411,6429,6448,6466,6484,6503,6522,6541,6561,6580,6600,6619,6639,6660,6680,6701,6721,6742,6763,6785,6806,6828,6850,6872,6894,6916,6939,6962,6985,7008,7031,7055,7079,7102,7127,7151,7175,7200,7225,7250,7275,7301,7326,7352,7378,7404,7430,7457,7484,7511,7538,7565,7592,7620,7648,7676,7704,7732,7761,7789,7818,7847,7876,7906,7935,7965,7995,8024,8055,8085,8115,8146,8177,8208,8239,8270,8301,8333,8364,8396
5,GM06,4608,4626,4645,4664,4683,4701,4720,4739,4759,4778,4797,4817,4837,4857,4877,4897,4918,4938,4958,4978,4998,5019,5039,5059,5079,5100,5120,5140,5160,5181,5201,5221,5241,5262,5282,5302,5322,5343,5363,5383,5403,5423,5444,5464,5484,5504,5524,5544,5564,5585,5605,5625,5645,5665,5685,5705,5725,5745,5765,5785,5804,5824,5844,5864,5884,5903,5923,5943,5963,5982,6002,6021,6041,6060,6080,6099,6119,6138,6157,6177,6196,6215,6234,6253,6272,6291,6310,6329,6348,6367,6386,6405,6424,6442,6461,6479,6498,6517,6535,6553,6572,6590
6,GM07,13722,13761,13801,13840,13880,13920,13961,14002,14044,14086,14129,14173,14218,14263,14308,14353,14399,14444,14490,14535,14582,14628,14675,14723,14770,14818,14866,14914,14963,15012,15061,15111,15160,15211,15261,15312,15363,15414,15465,15517,15569,15622,15674,15727,15780,15834,15888,15942,15996,16051,16105,16161,16216,16272,16328,16384,16440,16497,16554,16611,16668,16726,16784,16842,16901,16959,17018,17078,17137,17197,17256,17317,17377,17437,17498,17559,17620,17682,17743,17805,17867,17929,17992,18054,18117,18180,18243,18307,18370,18434,18498,18562,18626,18690,18755,18819,18884,18949,19014,19080,19145,19210
7,GM08,3221,3228,3234,3241,3247,3254,3261,3267,3274,3280,3287,3294,3301,3308,3315,3322,3329,3336,3343,3351,3358,3366,3373,3381,3389,3397,3405,3413,3421,3429,3438,3446,3455,3463,3472,3481,3490,3499,3508,3518,3527,3536,3546,3556,3565,3575,3585,3595,3606,3616,3626,3637,3648,3658,3669,3680,3691,3703,3714,3726,3737,3749,3761,3773,3785,3797,3809,3821,3834,3847,3859,3872,3885,3898,3912,3925,3939,3952,3966,3980,3994,4008,4022,4037,4051,4066,4081,4095,4110,4126,4141,4156,4172,4187,4203,4219,4235,4251,4267,4284,4300,4317
8,GM09,914,916,919,921,923,926,928,930,932,934,936,938,940,942,944,946,948,950,951,953,955,956,958,960,961,963,964,966,967,969,970,972,973,975,976,977,979,980,981,982,984,985,986,987,988,990,991,992,993,994,995,996,997,998,999,1000,1001,1002,1003,1004,1004,1005,1006,1007,1008,1009,1009,1010,1011,1012,1013,1013,1014,1015,1015,1016,1017,1017,1018,1019,1019,1020,1021,1021,1022,1022,1023,1023,1024,1025,1025,1026,1026,1027,1027,1028,1028,1029,1029,1029,1030,1030
9,GM10,1384,1390,1396,1402,1408,1414,1420,1426,1432,1438,1444,1450,1456,1462,1468,1473,1479,1485,1491,1497,1502,1508,1514,1520,1525,1531,1537,1542,1548,1553,1559,1565,1570,1576,1581,1587,1592,1598,1603,1609,1614,1619,1625,1630,1635,1641,1646,1651,1656,1662,1667,1672,1677,1682,1687,1693,1698,1703,1708,1713,1718,1723,1728,1733,1738,1743,1747,1752,1757,1762,1767,1772,1776,1781,1786,1790,1795,1800,1804,1809,1814,1818,1823,1827,1832,1836,1841,1845,1850,1854,1859,1863,1867,1872,1876,1880,1885,1889,1893,1897,1902,1906
