id,Country,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10,2021-04-11,2021-04-12
0,Afghanistan,53207,53235,53255,53273,53288,53300,53314,53328,53346,53362,53376,53391,53406,53419,53434,53450,53463,53479,53493,53508,53522,53537,53550,53565,53578,53592,53606,53620,53634,53648,53661,53674,53689,53702,53715,53729,53741,53755,53767,53782,53794,53807,53820,53833,53845,53858,53870,53882,53895,53907,53920,53933,53946,53957,53968,53982,53994,54006,54016,54029,54041,54052,54063,54075,54086,54098,54109,54122,54132,54144,54155,54166,54177,54188,54199,54209,54221,54231,54241,54253,54264,54275,54284,54295,54304,54316,54326,54336,54346,54356,54367,54377,54386,54395,54407,54418
1,Albania,61705,62065,62418,62763,63099,63429,63746,64056,64355,64646,64931,65207,65476,65739,65994,66243,66484,66721,66952,67176,67395,67610,67818,68023,68222,68416,68607,68794,68976,69155,69329,69501,69668,69833,69994,70152,70307,70460,70610,70756,70902,71044,71182,71321,71456,71588,71720,71849,71976,72101,72225,72347,72467,72586,72703,72818,72934,73046,73158,73268,73377,73484,73591,73696,73800,73903,74005,74106,74205,74304,74402,74499,74595,74690,74784,74877,74970,75062,75153,75242,75331,75420,75508,75595,75681,75766,75851,75934,76019,76101,76185,76268,76350,76432,76513,76593
2,Algeria,101382,101575,101756,101932,102104,102273,102440,102612,102785,102958,103131,103305,103482,103661,103842,104025,104211,104396,104583,104768,104951,105137,105321,105505,105688,105873,106053,106237,106418,106600,106782,106962,107142,107321,107502,107679,107859,108036,108214,108393,108569,108746,108923,109098,109274,109450,109624,109798,109973,110146,110319,110492,110664,110836,111008,111179,111349,111520,111690,111859,112029,112197,112366,112534,112698,112861,113024,113182,113342,113497,113652,113804,113954,114104,114251,114395,114539,114681,114821,114959,115096,115231,115364,115496,115626,115754,115880,116006,116130,116253,116376,116497,116617,116737,116854,116972
3,Andorra,8348,8375,8404,8432,8460,8486,8513,8541,8566,8590,8615,8640,8663,8686,8710,8733,8754,8776,8797,8818,8839,8859,8878,8898,8917,8936,8953,8972,8990,9008,9024,9041,9056,9073,9089,9104,9120,9134,9148,9164,9178,9191,9205,9218,9230,9243,9257,9268,9280,9292,9304,9315,9325,9337,9347,9358,9369,9378,9389,9399,9408,9417,9427,9436,9444,9453,9462,9471,9479,9487,9494,9502,9509,9516,9524,9530,9538,9545,9552,9558,9565,9571,9577,9583,9589,9595,9601,9607,9612,9615,9617,9619,9619,9619,9619,9619
4,Angola,17974,18028,18082,18135,18188,18242,18295,18349,18403,18456,18509,18563,18617,18670,18724,18777,18830,18883,18937,18991,19043,19096,19149,19202,19255,19307,19361,19413,19466,19519,19571,19623,19677,19729,19782,19835,19887,19940,19992,20045,20097,20150,20203,20256,20308,20360,20412,20464,20515,20568,20620,20672,20724,20776,20827,20880,20932,20984,21036,21088,21139,21191,21243,21293,21345,21397,21448,21500,21552,21603,21655,21707,21757,21809,21861,21912,21963,22013,22065,22115,22167,22217,22270,22320,22370,22423,22473,22523,22575,22628,22681,22735,22790,22845,22900,22955
5,Antigua and Barbuda,163,163,164,164,164,164,165,165,165,165,166,166,166,166,166,166,166,166,166,167,167,167,167,168,168,168,168,168,169,169,169,169,169,170,170,170,170,170,171,171,171,171,171,171,172,172,172,172,172,172,173,173,173,173,173,173,174,174,174,174,174,174,174,175,175,175,175,175,175,175,175,176,176,176,176,176,176,176,176,177,177,177,177,177,177,177,177,178,178,178,178,178,178,178,178,178
6,Argentina,1690006,1697921,1705863,1713820,1721793,1729786,1737687,1745516,1753297,1761057,1768789,1776488,1784145,1791755,1799322,1806849,1814338,1821788,1829196,1836562,1843885,1851165,1858405,1865602,1872755,1879866,1886933,1893957,1900937,1907874,1914766,1921614,1928418,1935177,1941893,1948563,1955189,1961770,1968305,1974797,1981242,1987643,1993999,2000307,2006572,2012792,2018966,2025094,2031177,2037214,2043207,2049152,2055054,2060909,2066720,2072485,2078206,2083880,2089509,2095094,2100634,2106129,2111578,2116982,2122342,2127659,2132930,2138157,2143340,2148479,2153573,2158625,2163632,2168596,2173516,2178394,2183228,2188020,2192768,2197475,2202138,2206760,2211340,2215878,2220375,2224829,2229242,2233616,2237948,2242238,2246486,2250693,2254858,2258982,2263065,2267106
7,Armenia,161054,161203,161338,161469,161595,161726,161851,161974,162099,162223,162344,162464,162585,162701,162819,162935,163051,163165,163276,163390,163501,163609,163718,163829,163942,164056,164173,164290,164412,164534,164658,164782,164911,165039,165169,165300,165433,165564,165695,165822,165951,166077,166202,166327,166449,166570,166692,166810,166928,167046,167162,167276,167390,167502,167613,167725,167833,167942,168049,168155,168260,168364,168467,168569,168671,168769,168870,168967,169064,169160,169253,169344,169433,169521,169605,169688,169769,169848,169925,170000,170073,170144,170214,170283,170349,170413,170476,170538,170598,170657,170715,170770,170824,170877,170929,170978
8,Australia,28571,28589,28608,28627,28645,28662,28681,28699,28718,28736,28754,28772,28790,28808,28826,28844,28861,28879,28896,28914,28931,28948,28965,28982,28999,29016,29033,29050,29066,29082,29098,29114,29131,29147,29163,29179,29195,29211,29227,29243,29259,29274,29289,29305,29320,29336,29351,29367,29382,29397,29412,29427,29442,29457,29472,29487,29502,29515,29529,29543,29559,29573,29588,29602,29616,29630,29644,29658,29672,29685,29699,29713,29727,29740,29754,29767,29780,29793,29807,29821,29834,29847,29860,29873,29886,29899,29912,29925,29936,29947,29958,29967,29975,29981,29987,29991
9,Austria,374730,376388,378028,379652,381255,382833,384377,385880,387349,388792,390208,391598,392958,394291,395595,396875,398127,399355,400559,401738,402894,404025,405133,406220,407285,408328,409350,410352,411332,412292,413234,414157,415060,415946,416813,417663,418495,419311,420109,420890,421650,422391,423112,423814,424497,425162,425810,426440,427059,427665,428258,428838,429406,429963,430508,431042,431563,432074,432575,433065,433544,434014,434473,434922,435363,435793,436215,436628,437033,437429,437815,438195,438566,438929,439285,439632,439974,440306,440633,440953,441265,441571,441870,442164,442451,442732,443007,443276,443539,443795,444045,444290,444529,444762,444990,445211
