id,Country,2021-04-15,2021-04-16,2021-04-17,2021-04-18,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-24,2021-04-25,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-01,2021-05-02,2021-05-03,2021-05-04,2021-05-05,2021-05-06,2021-05-07,2021-05-08,2021-05-09,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-15,2021-05-16,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-22,2021-05-23,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-29,2021-05-30,2021-05-31,2021-06-01,2021-06-02,2021-06-03,2021-06-04,2021-06-05,2021-06-06,2021-06-07,2021-06-08,2021-06-09,2021-06-10,2021-06-11,2021-06-12,2021-06-13,2021-06-14,2021-06-15,2021-06-16,2021-06-17,2021-06-18,2021-06-19,2021-06-20,2021-06-21,2021-06-22,2021-06-23,2021-06-24,2021-06-25,2021-06-26,2021-06-27,2021-06-28,2021-06-29,2021-06-30,2021-07-01,2021-07-02,2021-07-03,2021-07-04,2021-07-05,2021-07-06,2021-07-07,2021-07-08,2021-07-09,2021-07-10,2021-07-11,2021-07-12,2021-07-13,2021-07-14,2021-07-15,2021-07-16,2021-07-17,2021-07-18,2021-07-19
0,Afghanistan,57534,57602,57668,57738,57807,57877,57947,58020,58091,58165,58239,58314,58390,58466,58543,58618,58691,58764,58835,58904,58974,59041,59105,59170,59229,59289,59344,59397,59445,59494,59536,59576,59611,59642,59669,59692,59708,59719,59724,59724,59724,59724,59724,59724,59724,59724,59724,59724,59724,59724,59724,59724,59724,59724,59724,59724,59724,59724,59724,59724,59724,59724,59724,59724,59724,59724,59724,59724,59724,59724,59724,59724,59724,59724,59724,59724,59724,59724,59724,59724,59724,59724,59724,59724,59724,59724,59724,59724,59724,59724,59724,59724,59724,59724,59724,59724
1,Albania,129128,129336,129539,129740,129935,130129,130317,130501,130680,130855,131028,131195,131361,131524,131683,131837,131986,132130,132270,132404,132534,132659,132780,132896,133009,133117,133221,133322,133418,133511,133601,133688,133772,133853,133931,134006,134078,134148,134215,134281,134345,134406,134465,134521,134578,134632,134685,134736,134786,134835,134881,134927,134972,135017,135060,135102,135144,135184,135225,135263,135302,135340,135377,135415,135451,135488,135523,135558,135591,135626,135660,135694,135727,135760,135792,135825,135857,135888,135920,135951,135982,136012,136043,136072,136102,136131,136161,136190,136219,136247,136277,136305,136334,136365,136395,136426
2,Algeria,119142,119263,119385,119509,119633,119758,119885,120013,120140,120270,120401,120534,120666,120800,120935,121072,121210,121348,121488,121631,121774,121918,122064,122213,122362,122512,122666,122819,122975,123132,123292,123452,123615,123781,123946,124114,124285,124458,124632,124807,124986,125168,125352,125537,125724,125914,126107,126302,126500,126701,126903,127109,127318,127530,127744,127961,128181,128404,128630,128860,129092,129327,129566,129809,130054,130304,130557,130814,131075,131338,131606,131878,132153,132433,132717,133006,133299,133596,133898,134204,134515,134831,135152,135477,135807,136143,136483,136830,137181,137536,137897,138262,138631,139006,139387,139772
3,Andorra,12641,12663,12685,12704,12722,12738,12754,12768,12781,12793,12803,12813,12823,12830,12838,12845,12853,12859,12864,12868,12873,12876,12880,12883,12885,12887,12890,12892,12893,12894,12895,12896,12897,12899,12899,12900,12900,12900,12900,12901,12901,12901,12901,12901,12901,12901,12901,12901,12901,12901,12901,12901,12901,12901,12901,12901,12901,12901,12901,12901,12901,12901,12901,12901,12901,12901,12901,12901,12901,12901,12901,12901,12901,12901,12901,12901,12901,12901,12901,12901,12901,12901,12901,12901,12901,12901,12901,12901,12901,12901,12901,12901,12901,12901,12901,12901
4,Angola,23951,24044,24136,24228,24320,24411,24502,24589,24678,24765,24852,24937,25023,25106,25189,25268,25345,25419,25488,25553,25613,25670,25721,25766,25808,25841,25870,25892,25909,25917,25919,25919,25919,25919,25919,25919,25919,25919,25919,25919,25919,25919,25919,25919,25919,25919,25919,25919,25919,25919,25919,25919,25919,25919,25919,25919,25919,25919,25919,25919,25919,25919,25919,25919,25919,25919,25919,25919,25919,25919,25919,25919,25919,25919,25919,25919,25919,25919,25919,25919,25919,25919,25919,25919,25919,25919,25919,25919,25919,25919,25919,25919,25919,25919,25919,25919
5,Antigua and Barbuda,1209,1212,1214,1217,1220,1223,1226,1229,1231,1233,1236,1238,1240,1242,1244,1247,1248,1250,1253,1255,1257,1259,1261,1262,1264,1266,1267,1269,1271,1272,1274,1275,1277,1278,1280,1283,1284,1285,1288,1290,1291,1292,1294,1295,1298,1300,1302,1304,1306,1308,1309,1311,1313,1314,1316,1318,1319,1321,1322,1324,1325,1327,1329,1330,1332,1333,1335,1336,1338,1339,1341,1342,1344,1345,1347,1348,1349,1351,1352,1353,1354,1356,1357,1358,1359,1361,1362,1363,1364,1365,1366,1367,1369,1370,1370,1370
6,Argentina,2629156,2646709,2664492,2682536,2700818,2719264,2737892,2756805,2776154,2795868,2815898,2836211,2856813,2877661,2898753,2920067,2941552,2963183,2985079,3007345,3029979,3052989,3076370,3100123,3124250,3148747,3173618,3198857,3224465,3250441,3276780,3303480,3330539,3357952,3385716,3413825,3442197,3470818,3499679,3528771,3558084,3587610,3617337,3647256,3677356,3707626,3738055,3768632,3799343,3830179,3861126,3892173,3923306,3954514,3985783,4017103,4048459,4079838,4111230,4142621,4173999,4205350,4236665,4267931,4299136,4330269,4361318,4392274,4423125,4453862,4484474,4514952,4545287,4575470,4605494,4635350,4665031,4694529,4723839,4752954,4781866,4810574,4839068,4867348,4895407,4923242,4950848,4978224,5005355,5032224,5058825,5085151,5111198,5136961,5162436,5187619
7,Armenia,206142,206944,207738,208530,209320,210109,210896,211678,212460,213240,214023,214809,215595,216378,217163,217945,218726,219503,220275,221045,221812,222576,223337,224096,224852,225605,226357,227107,227853,228599,229344,230087,230830,231570,232307,233042,233775,234503,235228,235951,236669,237385,238098,238806,239512,240216,240915,241612,242306,242997,243686,244370,245052,245730,246406,247078,247744,248407,249066,249722,250372,251020,251662,252301,252935,253564,254190,254812,255429,256044,256652,257257,257857,258453,259043,259629,260210,260786,261357,261922,262482,263038,263588,264132,264673,265208,265738,266262,266781,267295,267803,268306,268804,269297,269784,270265
8,Australia,29484,29492,29500,29509,29516,29526,29534,29541,29551,29559,29569,29577,29586,29595,29604,29613,29623,29632,29642,29652,29662,29672,29684,29694,29705,29715,29728,29739,29752,29763,29777,29789,29803,29817,29830,29845,29859,29875,29890,29905,29922,29938,29955,29972,29990,30009,30028,30046,30066,30087,30108,30129,30151,30172,30196,30218,30241,30266,30292,30317,30343,30370,30397,30424,30454,30484,30513,30544,30575,30608,30641,30674,30708,30743,30779,30815,30852,30890,30930,30970,31011,31052,31095,31138,31182,31227,31273,31320,31368,31417,31467,31519,31572,31626,31682,31738
9,Austria,586883,589152,591372,593543,595672,597759,599804,601811,603780,605712,607610,609473,611303,613100,614860,616584,618276,619936,621570,623177,624746,626275,627767,629219,630633,632010,633350,634653,635919,637150,638346,639510,640639,641736,642800,643829,644828,645794,646732,647638,648516,649367,650187,650981,651748,652490,653208,653900,654572,655221,655849,656457,657044,657612,658162,658693,659207,659704,660186,660652,661103,661541,661966,662378,662776,663163,663538,663902,664256,664599,664935,665260,665576,665885,666185,666478,666762,667040,667311,667578,667836,668090,668337,668581,668819,669051,669280,669504,669724,669939,670152,670360,670565,670766,670965,671161
