forecast_date,target,target_end_date,location,type,quantile,value
2023-01-01,1 wk ahead inc case,2023-01-07,AT,quantile,0.010,24885
2023-01-01,1 wk ahead inc case,2023-01-07,BE,quantile,0.010,0
2023-01-01,1 wk ahead inc case,2023-01-07,BG,quantile,0.010,489
2023-01-01,1 wk ahead inc case,2023-01-07,HR,quantile,0.010,898
2023-01-01,1 wk ahead inc case,2023-01-07,CY,quantile,0.010,2126
2023-01-01,1 wk ahead inc case,2023-01-07,CZ,quantile,0.010,695
2023-01-01,1 wk ahead inc case,2023-01-07,DK,quantile,0.010,4209
2023-01-01,1 wk ahead inc case,2023-01-07,EE,quantile,0.010,480
2023-01-01,1 wk ahead inc case,2023-01-07,FI,quantile,0.010,0
2023-01-01,1 wk ahead inc case,2023-01-07,FR,quantile,0.010,67830
2023-01-01,1 wk ahead inc case,2023-01-07,DE,quantile,0.010,179683
2023-01-01,1 wk ahead inc case,2023-01-07,GR,quantile,0.010,0
2023-01-01,1 wk ahead inc case,2023-01-07,HU,quantile,0.010,4164
2023-01-01,1 wk ahead inc case,2023-01-07,IS,quantile,0.010,0
2023-01-01,1 wk ahead inc case,2023-01-07,IE,quantile,0.010,0
2023-01-01,1 wk ahead inc case,2023-01-07,IT,quantile,0.010,93763
2023-01-01,1 wk ahead inc case,2023-01-07,LV,quantile,0.010,661
2023-01-01,1 wk ahead inc case,2023-01-07,LI,quantile,0.010,38
2023-01-01,1 wk ahead inc case,2023-01-07,LT,quantile,0.010,2124
2023-01-01,1 wk ahead inc case,2023-01-07,LU,quantile,0.010,0
2023-01-01,1 wk ahead inc case,2023-01-07,MT,quantile,0.010,161
2023-01-01,1 wk ahead inc case,2023-01-07,NL,quantile,0.010,5818
2023-01-01,1 wk ahead inc case,2023-01-07,NO,quantile,0.010,1356
2023-01-01,1 wk ahead inc case,2023-01-07,PL,quantile,0.010,1673
2023-01-01,1 wk ahead inc case,2023-01-07,PT,quantile,0.010,0
2023-01-01,1 wk ahead inc case,2023-01-07,RO,quantile,0.010,2954
2023-01-01,1 wk ahead inc case,2023-01-07,SK,quantile,0.010,954
2023-01-01,1 wk ahead inc case,2023-01-07,SI,quantile,0.010,10104
2023-01-01,1 wk ahead inc case,2023-01-07,ES,quantile,0.010,12418
2023-01-01,1 wk ahead inc case,2023-01-07,SE,quantile,0.010,9857
2023-01-01,1 wk ahead inc case,2023-01-07,CH,quantile,0.010,10089
2023-01-01,1 wk ahead inc case,2023-01-07,GB,quantile,0.010,0
2023-01-01,2 wk ahead inc case,2023-01-14,AT,quantile,0.010,28527
2023-01-01,2 wk ahead inc case,2023-01-14,BE,quantile,0.010,0
2023-01-01,2 wk ahead inc case,2023-01-14,BG,quantile,0.010,424
2023-01-01,2 wk ahead inc case,2023-01-14,HR,quantile,0.010,5119
2023-01-01,2 wk ahead inc case,2023-01-14,CY,quantile,0.010,1936
2023-01-01,2 wk ahead inc case,2023-01-14,CZ,quantile,0.010,492
2023-01-01,2 wk ahead inc case,2023-01-14,DK,quantile,0.010,4498
2023-01-01,2 wk ahead inc case,2023-01-14,EE,quantile,0.010,491
2023-01-01,2 wk ahead inc case,2023-01-14,FI,quantile,0.010,0
2023-01-01,2 wk ahead inc case,2023-01-14,FR,quantile,0.010,52073
2023-01-01,2 wk ahead inc case,2023-01-14,DE,quantile,0.010,191796
2023-01-01,2 wk ahead inc case,2023-01-14,GR,quantile,0.010,0
2023-01-01,2 wk ahead inc case,2023-01-14,HU,quantile,0.010,4235
2023-01-01,2 wk ahead inc case,2023-01-14,IS,quantile,0.010,0
2023-01-01,2 wk ahead inc case,2023-01-14,IE,quantile,0.010,0
2023-01-01,2 wk ahead inc case,2023-01-14,IT,quantile,0.010,90448
2023-01-01,2 wk ahead inc case,2023-01-14,LV,quantile,0.010,544
2023-01-01,2 wk ahead inc case,2023-01-14,LI,quantile,0.010,49
2023-01-01,2 wk ahead inc case,2023-01-14,LT,quantile,0.010,2403
2023-01-01,2 wk ahead inc case,2023-01-14,LU,quantile,0.010,0
2023-01-01,2 wk ahead inc case,2023-01-14,MT,quantile,0.010,202
2023-01-01,2 wk ahead inc case,2023-01-14,NL,quantile,0.010,6074
2023-01-01,2 wk ahead inc case,2023-01-14,NO,quantile,0.010,1667
2023-01-01,2 wk ahead inc case,2023-01-14,PL,quantile,0.010,1498
