id,Country,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-29,2021-05-30,2021-05-31,2021-06-01,2021-06-02,2021-06-03,2021-06-04,2021-06-05,2021-06-06,2021-06-07,2021-06-08,2021-06-09,2021-06-10,2021-06-11,2021-06-12,2021-06-13,2021-06-14,2021-06-15,2021-06-16,2021-06-17,2021-06-18,2021-06-19,2021-06-20,2021-06-21,2021-06-22,2021-06-23,2021-06-24,2021-06-25,2021-06-26,2021-06-27,2021-06-28,2021-06-29,2021-06-30,2021-07-01,2021-07-02,2021-07-03,2021-07-04,2021-07-05,2021-07-06,2021-07-07,2021-07-08,2021-07-09,2021-07-10,2021-07-11,2021-07-12,2021-07-13,2021-07-14,2021-07-15,2021-07-16,2021-07-17,2021-07-18,2021-07-19,2021-07-20,2021-07-21,2021-07-22,2021-07-23,2021-07-24,2021-07-25,2021-07-26,2021-07-27,2021-07-28,2021-07-29,2021-07-30,2021-07-31,2021-08-01,2021-08-02,2021-08-03,2021-08-04,2021-08-05,2021-08-06,2021-08-07,2021-08-08,2021-08-09,2021-08-10,2021-08-11,2021-08-12,2021-08-13,2021-08-14,2021-08-15,2021-08-16,2021-08-17,2021-08-18,2021-08-19,2021-08-20,2021-08-21,2021-08-22,2021-08-23,2021-08-24,2021-08-25,2021-08-26,2021-08-27
0,Afghanistan,66275,66535,66798,67066,67338,67615,67904,68198,68497,68803,69116,69437,69766,70104,70450,70804,71168,71542,71925,72319,72723,73139,73566,74004,74454,74917,75392,75882,76384,76901,77432,77978,78540,79117,79709,80319,80945,81589,82251,82930,83630,84348,85085,85842,86620,87420,88240,89082,89948,90836,91748,92682,93642,94627,95637,96674,97736,98825,99943,101087,102261,103463,104696,105958,107251,108576,109931,111320,112741,114195,115683,117206,118764,120357,121986,123651,125356,127096,128875,130692,132548,134445,136382,138360,140378,142439,144543,146689,148879,151113,153391,155714,158082,160497,162956,165462
1,Albania,132215,132235,132253,132269,132284,132299,132312,132324,132335,132347,132358,132368,132378,132387,132395,132402,132409,132415,132421,132428,132434,132439,132444,132449,132452,132458,132460,132464,132467,132470,132474,132477,132479,132481,132484,132487,132490,132491,132493,132495,132497,132499,132501,132501,132503,132504,132505,132506,132507,132508,132509,132510,132510,132511,132512,132512,132512,132513,132513,132513,132513,132514,132514,132514,132515,132516,132516,132516,132516,132516,132516,132516,132516,132516,132517,132517,132517,132517,132517,132517,132517,132517,132517,132517,132517,132517,132517,132517,132517,132517,132517,132517,132517,132517,132517,132517
2,Algeria,127107,127278,127450,127621,127794,127966,128141,128318,128495,128674,128852,129033,129218,129401,129588,129777,129969,130160,130355,130554,130754,130956,131163,131371,131582,131797,132014,132237,132461,132689,132922,133157,133397,133641,133888,134139,134396,134656,134922,135191,135467,135746,136030,136320,136615,136915,137221,137532,137849,138172,138502,138837,139178,139525,139879,140241,140607,140982,141362,141751,142146,142550,142960,143378,143803,144236,144679,145128,145587,146053,146529,147013,147506,148008,148520,149040,149571,150111,150661,151221,151791,152371,152961,153563,154176,154798,155433,156079,156736,157405,158086,158777,159482,160200,160931,161676
3,Andorra,13569,13571,13573,13574,13575,13575,13575,13575,13575,13575,13575,13575,13575,13575,13575,13575,13575,13575,13575,13575,13575,13575,13575,13575,13575,13575,13575,13575,13575,13575,13575,13575,13575,13575,13575,13575,13575,13575,13575,13575,13575,13575,13575,13575,13575,13575,13575,13575,13575,13575,13575,13575,13575,13575,13575,13575,13575,13575,13575,13575,13575,13575,13575,13575,13575,13575,13575,13575,13575,13575,13575,13575,13575,13575,13575,13575,13575,13575,13575,13575,13575,13575,13575,13576,13576,13576,13576,13576,13576,13576,13576,13576,13576,13576,13576,13576
4,Angola,32623,32835,33040,33237,33425,33606,33776,33941,34100,34252,34396,34531,34662,34784,34900,35009,35109,35203,35289,35366,35439,35503,35560,35608,35651,35684,35711,35731,35742,35745,35745,35745,35745,35745,35745,35745,35745,35745,35745,35745,35745,35745,35745,35745,35745,35745,35745,35745,35745,35745,35745,35745,35745,35745,35745,35745,35745,35745,35745,35745,35745,35745,35745,35745,35745,35745,35745,35745,35745,35745,35745,35745,35745,35745,35745,35745,35745,35745,35745,35745,35745,35745,35745,35745,35745,35745,35745,35745,35745,35745,35745,35745,35745,35745,35745,35745
5,Antigua and Barbuda,1258,1258,1258,1258,1258,1258,1258,1258,1259,1259,1259,1260,1260,1262,1262,1262,1263,1264,1264,1265,1265,1265,1266,1267,1268,1268,1269,1270,1270,1271,1272,1273,1274,1275,1275,1275,1276,1278,1278,1279,1280,1281,1282,1284,1285,1286,1286,1287,1288,1290,1290,1291,1292,1293,1295,1296,1297,1298,1299,1301,1302,1303,1304,1304,1305,1307,1308,1309,1309,1310,1311,1313,1314,1315,1316,1317,1318,1320,1321,1322,1323,1324,1325,1326,1328,1329,1330,1331,1332,1333,1334,1335,1335,1337,1338,1339
6,Argentina,3562135,3587035,3612295,3637937,3663882,3690075,3716452,3742999,3769781,3796726,3823874,3851259,3878926,3906920,3935214,3963688,3992369,4021240,4050275,4079464,4108798,4138275,4167900,4197664,4227653,4257947,4288536,4319371,4350429,4381690,4413151,4444804,4476643,4508657,4540845,4573198,4605707,4638359,4671144,4704046,4737051,4770144,4803310,4836534,4869804,4903105,4936424,4969741,5003047,5036322,5069552,5102718,5135803,5168793,5201670,5234416,5267017,5299457,5331719,5363790,5395649,5427288,5458687,5489833,5520710,5551307,5581608,5611602,5641275,5670618,5699615,5728259,5756538,5784442,5811962,5839090,5865818,5892137,5918042,5943525,5968581,5993206,6017394,6041141,6064445,6087301,6109709,6131666,6153171,6174223,6194819,6214961,6234645,6253873,6272624,6290782
7,Armenia,221982,222086,222183,222275,222359,222437,222510,222576,222637,222695,222749,222799,222845,222887,222926,222962,222995,223025,223052,223076,223099,223119,223137,223155,223170,223182,223194,223205,223214,223222,223229,223234,223239,223243,223246,223248,223250,223251,223251,223252,223252,223252,223252,223252,223252,223252,223252,223252,223252,223252,223252,223252,223252,223252,223252,223252,223252,223252,223252,223252,223252,223252,223252,223252,223252,223252,223252,223252,223252,223252,223252,223252,223252,223252,223252,223252,223252,223252,223252,223252,223252,223252,223252,223252,223252,223252,223252,223252,223252,223252,223252,223252,223252,223252,223252,223252
8,Australia,30029,30034,30040,30045,30048,30053,30057,30061,30066,30071,30074,30078,30082,30085,30089,30094,30097,30100,30104,30107,30110,30113,30115,30118,30121,30122,30124,30128,30131,30132,30134,30136,30137,30139,30141,30142,30143,30145,30146,30147,30148,30149,30150,30151,30151,30152,30153,30154,30155,30155,30156,30157,30158,30158,30159,30159,30160,30161,30162,30162,30163,30163,30164,30165,30165,30166,30167,30167,30168,30168,30169,30169,30170,30170,30170,30171,30171,30171,30172,30172,30172,30172,30172,30173,30173,30173,30173,30173,30173,30173,30173,30173,30173,30173,30173,30173
9,Austria,641740,642197,642626,643030,643406,643761,644092,644399,644674,644924,645153,645358,645542,645703,645843,645962,646065,646149,646217,646271,646307,646332,646344,646344,646344,646344,646344,646344,646344,646344,646344,646344,646344,646344,646344,646344,646344,646344,646344,646344,646344,646344,646344,646344,646344,646344,646344,646344,646344,646344,646344,646344,646344,646344,646344,646344,646344,646344,646344,646344,646344,646344,646344,646344,646344,646344,646344,646344,646344,646344,646344,646344,646344,646344,646344,646344,646344,646344,646344,646344,646344,646344,646344,646344,646344,646344,646344,646344,646344,646344,646344,646344,646344,646344,646344,646344
