id,Country,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-29,2021-05-30,2021-05-31,2021-06-01,2021-06-02,2021-06-03,2021-06-04,2021-06-05,2021-06-06,2021-06-07,2021-06-08,2021-06-09,2021-06-10,2021-06-11,2021-06-12,2021-06-13,2021-06-14,2021-06-15,2021-06-16,2021-06-17,2021-06-18,2021-06-19,2021-06-20,2021-06-21,2021-06-22,2021-06-23,2021-06-24,2021-06-25,2021-06-26,2021-06-27,2021-06-28,2021-06-29,2021-06-30,2021-07-01,2021-07-02,2021-07-03,2021-07-04,2021-07-05,2021-07-06,2021-07-07,2021-07-08,2021-07-09,2021-07-10,2021-07-11,2021-07-12,2021-07-13,2021-07-14,2021-07-15,2021-07-16,2021-07-17,2021-07-18,2021-07-19,2021-07-20,2021-07-21,2021-07-22,2021-07-23,2021-07-24,2021-07-25,2021-07-26,2021-07-27,2021-07-28,2021-07-29,2021-07-30,2021-07-31,2021-08-01,2021-08-02,2021-08-03,2021-08-04,2021-08-05,2021-08-06,2021-08-07,2021-08-08,2021-08-09,2021-08-10,2021-08-11,2021-08-12,2021-08-13,2021-08-14,2021-08-15,2021-08-16,2021-08-17,2021-08-18,2021-08-19,2021-08-20,2021-08-21,2021-08-22,2021-08-23,2021-08-24,2021-08-25,2021-08-26,2021-08-27,2021-08-28,2021-08-29,2021-08-30,2021-08-31,2021-09-01,2021-09-02,2021-09-03,2021-09-04,2021-09-05,2021-09-06,2021-09-07,2021-09-08,2021-09-09,2021-09-10,2021-09-11,2021-09-12,2021-09-13,2021-09-14,2021-09-15,2021-09-16,2021-09-17,2021-09-18,2021-09-19,2021-09-20,2021-09-21,2021-09-22,2021-09-23,2021-09-24,2021-09-25,2021-09-26,2021-09-27,2021-09-28,2021-09-29,2021-09-30,2021-10-01,2021-10-02,2021-10-03,2021-10-04,2021-10-05,2021-10-06,2021-10-07,2021-10-08,2021-10-09,2021-10-10,2021-10-11,2021-10-12,2021-10-13,2021-10-14,2021-10-15,2021-10-16,2021-10-17,2021-10-18,2021-10-19,2021-10-20,2021-10-21,2021-10-22,2021-10-23,2021-10-24,2021-10-25,2021-10-26,2021-10-27,2021-10-28,2021-10-29,2021-10-30,2021-10-31,2021-11-01,2021-11-02,2021-11-03,2021-11-04,2021-11-05,2021-11-06,2021-11-07,2021-11-08,2021-11-09,2021-11-10,2021-11-11,2021-11-12,2021-11-13,2021-11-14,2021-11-15,2021-11-16,2021-11-17,2021-11-18,2021-11-19,2021-11-20,2021-11-21,2021-11-22,2021-11-23,2021-11-24,2021-11-25,2021-11-26,2021-11-27,2021-11-28,2021-11-29,2021-11-30,2021-12-01,2021-12-02,2021-12-03,2021-12-04,2021-12-05,2021-12-06,2021-12-07,2021-12-08,2021-12-09,2021-12-10
0,"Washington",429499,430269,431012,431730,432421,433084,433725,434346,434941,435512,436058,436580,437079,437558,438018,438455,438872,439270,439648,440008,440351,440676,440985,441277,441554,441816,442063,442297,442517,442725,442920,443104,443276,443439,443590,443733,443866,443990,444107,444215,444316,444410,444498,444579,444654,444724,444789,444848,444904,444955,445002,445045,445085,445121,445155,445186,445214,445240,445263,445285,445304,445322,445338,445353,445366,445378,445389,445399,445408,445416,445423,445430,445436,445441,445446,445450,445454,445457,445460,445463,445465,445467,445469,445471,445472,445473,445474,445475,445476,445477,445478,445478,445479,445479,445480,445480,445480,445480,445481,445481,445481,445481,445481,445481,445481,445482,445482,445482,445482,445482,445482,445482,445482,445482,445482,445482,445482,445482,445482,445482,445482,445482,445482,445482,445482,445482,445482,445482,445482,445482,445482,445482,445482,445482,445482,445482,445482,445482,445482,445482,445482,445482,445482,445482,445482,445482,445482,445482,445482,445482,445482,445482,445482,445482,445482,445482,445482,445482,445482,445482,445482,445482,445482,445482,445482,445482,445482,445482,445482,445482,445482,445482,445482,445482,445482,445482,445482,445482,445482,445482,445482,445482,445482,445482,445482,445482,445482,445482,445482,445482,445482,445482,445482,445482,445482,445482,445482,445482,445482,445482,445482
1,"Illinois",1376357,1377561,1378730,1379863,1380957,1382013,1383034,1384019,1384963,1385869,1386739,1387572,1388368,1389129,1389855,1390546,1391203,1391827,1392418,1392978,1393508,1394008,1394479,1394923,1395340,1395731,1396098,1396440,1396761,1397060,1397338,1397597,1397837,1398060,1398266,1398456,1398632,1398793,1398942,1399079,1399204,1399318,1399423,1399518,1399605,1399684,1399755,1399820,1399879,1399932,1399979,1400022,1400061,1400095,1400126,1400154,1400178,1400200,1400219,1400237,1400252,1400265,1400277,1400287,1400297,1400305,1400312,1400318,1400323,1400328,1400332,1400335,1400338,1400341,1400343,1400345,1400347,1400348,1400349,1400350,1400351,1400352,1400352,1400353,1400353,1400354,1400354,1400354,1400355,1400355,1400355,1400355,1400355,1400355,1400355,1400355,1400355,1400355,1400355,1400355,1400355,1400355,1400355,1400355,1400355,1400355,1400355,1400355,1400355,1400355,1400355,1400355,1400356,1400356,1400356,1400356,1400356,1400356,1400356,1400356,1400356,1400356,1400356,1400356,1400356,1400356,1400356,1400356,1400356,1400356,1400356,1400356,1400356,1400356,1400356,1400356,1400356,1400356,1400356,1400356,1400356,1400356,1400356,1400356,1400356,1400356,1400356,1400356,1400356,1400356,1400356,1400356,1400356,1400356,1400356,1400356,1400356,1400356,1400356,1400356,1400356,1400356,1400356,1400356,1400356,1400356,1400356,1400356,1400356,1400356,1400356,1400356,1400356,1400356,1400356,1400356,1400356,1400356,1400356,1400356,1400356,1400356,1400356,1400356,1400356,1400356,1400356,1400356,1400356,1400356,1400356,1400356,1400356,1400356,1400356,1400356,1400356,1400356,1400356,1400356,1400356
2,"California",3778555,3779686,3780785,3781854,3782890,3783892,3784866,3785813,3786728,3787615,3788473,3789303,3790103,3790877,3791625,3792343,3793034,3793699,3794337,3794950,3795539,3796103,3796643,3797159,3797653,3798124,3798574,3799003,3799412,3799800,3800170,3800520,3800853,3801169,3801467,3801750,3802017,3802269,3802506,3802730,3802941,3803139,3803325,3803500,3803664,3803817,3803960,3804094,3804219,3804336,3804444,3804545,3804639,3804726,3804807,3804882,3804951,3805015,3805074,3805128,3805178,3805224,3805267,3805305,3805341,3805374,3805403,3805430,3805455,3805478,3805498,3805517,3805534,3805549,3805563,3805575,3805587,3805597,3805606,3805614,3805622,3805628,3805634,3805640,3805644,3805649,3805652,3805656,3805659,3805661,3805664,3805666,3805667,3805669,3805670,3805672,3805673,3805674,3805674,3805675,3805676,3805676,3805677,3805677,3805678,3805678,3805678,3805678,3805679,3805679,3805679,3805679,3805679,3805679,3805679,3805679,3805679,3805679,3805679,3805679,3805680,3805680,3805680,3805680,3805680,3805680,3805680,3805680,3805680,3805680,3805680,3805680,3805680,3805680,3805680,3805680,3805680,3805680,3805680,3805680,3805680,3805680,3805680,3805680,3805680,3805680,3805680,3805680,3805680,3805680,3805680,3805680,3805680,3805680,3805680,3805680,3805680,3805680,3805680,3805680,3805680,3805680,3805680,3805680,3805680,3805680,3805680,3805680,3805680,3805680,3805680,3805680,3805680,3805680,3805680,3805680,3805680,3805680,3805680,3805680,3805680,3805680,3805680,3805680,3805680,3805680,3805680,3805680,3805680,3805680,3805680,3805680,3805680,3805680,3805680,3805680,3805680,3805680,3805680,3805680,3805680
3,"Arizona",877182,877684,878176,878658,879131,879595,880048,880493,880932,881363,881787,882201,882606,883003,883390,883767,884135,884495,884846,885189,885524,885851,886171,886481,886784,887078,887363,887641,887910,888172,888426,888673,888912,889144,889368,889586,889796,889999,890195,890385,890568,890744,890914,891078,891235,891387,891533,891673,891808,891937,892061,892180,892293,892402,892506,892606,892701,892792,892878,892961,893039,893114,893185,893253,893317,893378,893436,893490,893542,893591,893637,893681,893723,893761,893798,893833,893865,893896,893924,893951,893977,894000,894022,894043,894062,894080,894097,894113,894128,894141,894154,894165,894176,894186,894196,894204,894212,894219,894226,894232,894238,894243,894248,894253,894257,894260,894264,894267,894270,894272,894275,894277,894279,894280,894282,894283,894285,894286,894287,894288,894289,894289,894290,894291,894291,894292,894292,894292,894293,894293,894293,894294,894294,894294,894294,894294,894294,894294,894295,894295,894295,894295,894295,894295,894295,894295,894295,894295,894295,894295,894295,894295,894295,894295,894295,894295,894295,894295,894295,894295,894295,894295,894295,894295,894295,894295,894295,894295,894295,894295,894295,894295,894295,894295,894295,894295,894295,894295,894295,894295,894295,894295,894295,894295,894295,894295,894295,894295,894295,894295,894295,894295,894295,894295,894295,894295,894295,894295,894295,894295,894295
4,"Massachusetts",705370,705776,706161,706528,706877,707211,707535,707843,708138,708420,708689,708943,709184,709409,709624,709829,710024,710209,710385,710552,710711,710861,711003,711137,711263,711381,711493,711598,711698,711792,711881,711964,712042,712116,712185,712249,712310,712366,712419,712468,712515,712558,712598,712636,712671,712703,712734,712762,712788,712812,712834,712855,712874,712892,712909,712924,712938,712951,712962,712973,712983,712993,713001,713009,713016,713022,713028,713033,713038,713043,713047,713050,713054,713057,713060,713062,713064,713066,713068,713070,713071,713073,713074,713075,713076,713077,713077,713078,713079,713079,713080,713080,713080,713081,713081,713081,713082,713082,713082,713082,713082,713082,713082,713082,713083,713083,713083,713083,713083,713083,713083,713083,713083,713083,713083,713083,713083,713083,713083,713083,713083,713083,713083,713083,713083,713083,713083,713083,713083,713083,713083,713083,713083,713083,713083,713083,713083,713083,713083,713083,713083,713083,713083,713083,713083,713083,713083,713083,713083,713083,713083,713083,713083,713083,713083,713083,713083,713083,713083,713083,713083,713083,713083,713083,713083,713083,713083,713083,713083,713083,713083,713083,713083,713083,713083,713083,713083,713083,713083,713083,713083,713083,713083,713083,713083,713083,713083,713083,713083,713083,713083,713083,713083,713083,713083,713083,713083,713083,713083,713083,713083
5,"Wisconsin",672591,672931,673256,673570,673871,674159,674434,674698,674949,675189,675417,675633,675839,676034,676220,676395,676560,676716,676864,677002,677133,677255,677370,677478,677579,677673,677761,677843,677919,677990,678056,678117,678173,678226,678274,678319,678360,678398,678432,678464,678493,678520,678545,678567,678587,678606,678623,678638,678652,678664,678675,678686,678695,678703,678710,678717,678723,678728,678733,678737,678741,678745,678748,678750,678752,678755,678756,678758,678759,678761,678762,678763,678764,678764,678765,678765,678766,678766,678767,678767,678767,678767,678768,678768,678768,678768,678768,678768,678768,678768,678768,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769,678769
6,"Texas",2944265,2945997,2947693,2949371,2951023,2952652,2954262,2955843,2957374,2958870,2960333,2961760,2963150,2964502,2965814,2967085,2968315,2969506,2970656,2971764,2972832,2973859,2974845,2975791,2976696,2977563,2978390,2979179,2979930,2980644,2981322,2981965,2982574,2983150,2983693,2984205,2984687,2985140,2985565,2985963,2986335,2986683,2987007,2987310,2987590,2987851,2988093,2988316,2988523,2988713,2988889,2989050,2989198,2989334,2989458,2989571,2989674,2989768,2989854,2989931,2990002,2990065,2990122,2990174,2990221,2990262,2990300,2990333,2990363,2990389,2990413,2990434,2990453,2990469,2990484,2990497,2990508,2990518,2990527,2990534,2990541,2990547,2990552,2990556,2990560,2990563,2990566,2990568,2990570,2990572,2990574,2990575,2990576,2990577,2990578,2990579,2990579,2990580,2990580,2990580,2990581,2990581,2990581,2990581,2990581,2990581,2990582,2990582,2990582,2990582,2990582,2990582,2990582,2990582,2990582,2990582,2990582,2990582,2990582,2990582,2990582,2990582,2990582,2990582,2990582,2990582,2990582,2990582,2990582,2990582,2990582,2990582,2990582,2990582,2990582,2990582,2990582,2990582,2990582,2990582,2990582,2990582,2990582,2990582,2990582,2990582,2990582,2990582,2990582,2990582,2990582,2990582,2990582,2990582,2990582,2990582,2990582,2990582,2990582,2990582,2990582,2990582,2990582,2990582,2990582,2990582,2990582,2990582,2990582,2990582,2990582,2990582,2990582,2990582,2990582,2990582,2990582,2990582,2990582,2990582,2990582,2990582,2990582,2990582,2990582,2990582,2990582,2990582,2990582,2990582,2990582,2990582,2990582,2990582,2990582,2990582,2990582,2990582,2990582,2990582,2990582
7,"Nebraska",223054,223125,223192,223254,223312,223365,223413,223459,223504,223546,223585,223624,223661,223696,223729,223758,223786,223811,223835,223857,223878,223898,223917,223934,223951,223966,223981,223994,224007,224018,224028,224038,224048,224056,224064,224072,224079,224085,224091,224097,224102,224107,224111,224115,224119,224122,224125,224128,224131,224133,224136,224138,224140,224141,224143,224145,224146,224147,224148,224149,224150,224151,224152,224153,224153,224154,224155,224155,224156,224156,224156,224157,224157,224157,224157,224158,224158,224158,224158,224158,224159,224159,224159,224159,224159,224159,224159,224159,224159,224159,224159,224159,224159,224159,224159,224159,224159,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160,224160
8,"Utah",404625,404876,405120,405356,405585,405808,406025,406235,406438,406634,406823,407005,407181,407349,407510,407665,407813,407954,408088,408216,408338,408453,408563,408667,408765,408857,408944,409026,409103,409175,409243,409306,409365,409420,409471,409518,409562,409603,409641,409676,409708,409737,409764,409789,409812,409833,409852,409869,409885,409899,409912,409923,409934,409943,409952,409960,409967,409973,409978,409983,409987,409991,409995,409998,410001,410003,410005,410007,410008,410010,410011,410012,410013,410014,410015,410015,410016,410016,410017,410017,410017,410017,410018,410018,410018,410018,410018,410018,410018,410018,410018,410018,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019,410019
9,"Oregon",198972,199370,199753,200118,200466,200796,201111,201412,201699,201970,202228,202471,202701,202918,203123,203315,203496,203666,203826,203975,204114,204244,204365,204478,204582,204679,204769,204852,204929,205000,205065,205125,205180,205230,205276,205318,205357,205392,205423,205452,205478,205502,205523,205543,205560,205576,205590,205602,205613,205623,205632,205640,205647,205653,205659,205664,205668,205672,205675,205678,205681,205683,205685,205686,205688,205689,205690,205691,205692,205693,205693,205694,205694,205695,205695,205695,205695,205696,205696,205696,205696,205696,205696,205696,205696,205696,205696,205696,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697,205697
