id,Country,2021-10-05,2021-10-06,2021-10-07,2021-10-08,2021-10-09,2021-10-10,2021-10-11,2021-10-12,2021-10-13,2021-10-14,2021-10-15,2021-10-16,2021-10-17,2021-10-18,2021-10-19,2021-10-20,2021-10-21,2021-10-22,2021-10-23,2021-10-24,2021-10-25,2021-10-26,2021-10-27,2021-10-28,2021-10-29,2021-10-30,2021-10-31,2021-11-01,2021-11-02,2021-11-03,2021-11-04,2021-11-05,2021-11-06,2021-11-07,2021-11-08,2021-11-09,2021-11-10,2021-11-11,2021-11-12,2021-11-13,2021-11-14,2021-11-15,2021-11-16,2021-11-17,2021-11-18,2021-11-19,2021-11-20,2021-11-21,2021-11-22,2021-11-23,2021-11-24,2021-11-25,2021-11-26,2021-11-27,2021-11-28,2021-11-29,2021-11-30,2021-12-01,2021-12-02,2021-12-03,2021-12-04,2021-12-05,2021-12-06,2021-12-07,2021-12-08,2021-12-09,2021-12-10,2021-12-11,2021-12-12,2021-12-13,2021-12-14,2021-12-15,2021-12-16,2021-12-17,2021-12-18,2021-12-19,2021-12-20,2021-12-21,2021-12-22,2021-12-23,2021-12-24,2021-12-25,2021-12-26,2021-12-27,2021-12-28,2021-12-29,2021-12-30,2021-12-31,2022-01-01,2022-01-02,2022-01-03,2022-01-04,2022-01-05,2022-01-06,2022-01-07,2022-01-08
0,Afghanistan,155309,155374,155439,155503,155566,155628,155690,155752,155812,155872,155932,155990,156048,156105,156162,156217,156272,156326,156379,156431,156483,156534,156583,156632,156681,156728,156774,156820,156865,156909,156952,156994,157035,157075,157115,157154,157191,157228,157265,157300,157334,157368,157401,157433,157464,157494,157524,157552,157580,157608,157634,157660,157685,157709,157733,157755,157777,157799,157820,157840,157859,157878,157896,157914,157931,157948,157963,157979,157994,158008,158022,158035,158048,158060,158072,158083,158094,158104,158115,158124,158134,158142,158151,158159,158167,158175,158182,158189,158195,158202,158208,158214,158221,158229,158238,158248
1,Albania,172618,173315,174002,174680,175348,176006,176654,177293,177921,178539,179146,179744,180330,180907,181472,182028,182572,183107,183630,184143,184645,185137,185619,186090,186550,187001,187441,187871,188290,188700,189100,189490,189870,190241,190602,190954,191296,191630,191954,192270,192576,192875,193164,193446,193719,193984,194241,194491,194733,194968,195195,195415,195628,195834,196034,196227,196414,196595,196769,196938,197100,197257,197409,197555,197697,197833,197964,198090,198212,198329,198442,198550,198655,198755,198852,198944,199034,199119,199201,199280,199356,199429,199498,199565,199629,199690,199749,199805,199858,199908,199955,199999,200040,200078,200113,200146
2,Algeria,204046,204161,204273,204382,204488,204591,204691,204788,204882,204973,205061,205146,205228,205307,205383,205456,205526,205593,205657,205718,205776,205831,205883,205933,205981,206028,206073,206116,206158,206199,206238,206275,206311,206347,206380,206413,206444,206475,206504,206532,206559,206586,206611,206635,206659,206682,206704,206725,206745,206765,206784,206803,206820,206837,206854,206870,206885,206900,206914,206928,206941,206954,206967,206978,206990,207001,207012,207022,207032,207042,207051,207060,207069,207077,207085,207093,207100,207108,207115,207121,207128,207134,207140,207146,207152,207157,207162,207167,207172,207177,207181,207186,207190,207193,207195,207196
3,Andorra,15271,15283,15296,15309,15323,15337,15352,15367,15383,15400,15416,15434,15452,15471,15490,15510,15530,15551,15573,15596,15620,15644,15669,15695,15722,15750,15778,15808,15839,15871,15904,15937,15972,16009,16046,16085,16125,16166,16208,16252,16297,16344,16392,16441,16493,16545,16600,16655,16713,16772,16833,16896,16961,17027,17095,17166,17238,17312,17388,17466,17546,17628,17713,17799,17888,17978,18071,18166,18264,18363,18465,18568,18674,18783,18893,19005,19120,19237,19356,19477,19600,19725,19852,19981,20112,20244,20379,20515,20653,20793,20934,21076,21220,21365,21512,21659
4,Angola,59895,60577,61284,62023,62791,63592,64421,65286,66180,67111,68075,69080,70119,71200,72318,73482,74684,75934,77225,78567,79952,81391,82876,84417,86007,87657,89356,91120,92936,94819,96757,98765,100831,102971,105171,107449,109789,112210,114697,117268,119908,122635,125433,128322,131286,134344,137478,140710,144022,147435,150929,154529,158211,162003,165880,169870,173946,178138,182419,186819,191309,195921,200625,205454,210376,215424,220567,225839,231206,236704,242298,248025,253847,259804,265857,272045,278328,284748,291261,297912,304656,311536,318508,325617,332815,340150,347571,355127,362767,370541,378396,386382,394446,402638,410904,419296
5,Antigua and Barbuda,3518,3644,3774,3909,4048,4193,4341,4495,4653,4816,4983,5155,5332,5513,5699,5889,6083,6281,6484,6690,6900,7113,7330,7550,7773,7999,8227,8457,8690,8924,9159,9396,9633,9871,10110,10348,10586,10824,11061,11296,11530,11763,11994,12222,12448,12672,12892,13110,13324,13535,13742,13945,14145,14340,14531,14718,14901,15079,15253,15422,15587,15747,15903,16054,16200,16342,16479,16612,16741,16865,16985,17100,17212,17319,17422,17522,17617,17709,17797,17882,17963,18040,18115,18186,18254,18320,18382,18441,18498,18553,18606,18657,18706,18753,18798,18841
6,Argentina,5261935,5263040,5264118,5265169,5266193,5267190,5268160,5269103,5270019,5270908,5271770,5272605,5273408,5274186,5274935,5275660,5276357,5277031,5277678,5278304,5278905,5279485,5280042,5280580,5281095,5281592,5282068,5282527,5282966,5283389,5283793,5284183,5284554,5284912,5285253,5285581,5285894,5286195,5286481,5286756,5287017,5287268,5287506,5287734,5287951,5288159,5288356,5288544,5288723,5288893,5289055,5289209,5289355,5289495,5289626,5289752,5289870,5289983,5290089,5290190,5290286,5290376,5290462,5290543,5290619,5290691,5290759,5290823,5290883,5290940,5290994,5291044,5291092,5291136,5291178,5291218,5291255,5291289,5291322,5291352,5291381,5291407,5291432,5291456,5291478,5291498,5291517,5291535,5291551,5291567,5291581,5291595,5291607,5291619,5291630,5291640
7,Armenia,266208,267230,268273,269340,270425,271534,272662,273814,274984,276178,277389,278624,279875,281150,282440,283752,285079,286427,287789,289172,290567,291981,293407,294850,296304,297774,299252,300746,302246,303761,305280,306811,308345,309890,311436,312991,314546,316107,317681,319264,320868,322479,324111,325751,327410,329076,330761,332452,334162,335877,337610,339347,341102,342860,344635,346412,348205,349999,351809,353619,355443,357267,359104,360939,362787,364632,366489,368341,370205,372063,373931,375794,377664,379528,381399,383262,385132,386993,388859,390715,392575,394424,396277,398117,399960,401789,403620,405437,407255,409057,410858,412644,414429,416196,417961,419709
8,Australia,117826,120180,122492,124762,126990,129176,131320,133450,135554,137648,139711,141757,143768,145755,147703,149622,151518,153387,155235,157052,158845,160603,162335,164026,165689,167307,168892,170429,171959,173468,175001,176514,178049,179563,181098,182609,184141,185645,187168,188660,190167,191641,193126,194574,196031,197446,198865,200240,201615,202941,204262,205533,206793,208000,209193,210331,211450,212511,213551,214533,215490,216389,217260,218074,218858,219587,220284,220928,221541,222103,222634,223134,223603,224041,224448,224824,225169,225483,225766,226018,226239,226429,226588,226716,226813,226879,226914,226918,226919,226920,226920,226920,226920,226921,226921,226921
9,Austria,751139,752975,754820,756661,758507,760346,762187,764018,765852,767678,769504,771320,773134,774938,776738,778527,780312,782084,783852,785604,787351,789083,790807,792516,794216,795899,797573,799230,800876,802503,804120,805717,807302,808867,810420,811952,813471,814969,816453,817915,819363,820789,822200,823588,824961,826312,827646,828958,830254,831527,832783,834017,835233,836427,837604,838758,839895,841009,842107,843181,844239,845274,846292,847288,848267,849225,850165,851084,851986,852867,853732,854576,855404,856211,857003,857774,858530,859267,859988,860691,861378,862047,862702,863338,863961,864566,865157,865732,866293,866838,867370,867887,868391,868880,869356,869819
